group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0-0.8,1,0,1,0.0,-1.025316,0.0,-1.025316,0,-1.025316
0.8-1.2,2,1,1,50.0,-0.32898799999999995,0.34750689952330566,-0.6579759999999999,0.350427,-1.008403
1.8+,54,30,24,55.55555555555556,0.2081508148148148,1.5450559067931424,11.240143999999999,1.0620715333333333,-0.8592500833333334
