run_id,stage,count
"combined_2025","symbols_scanned","445734"
"combined_2025","parent_anchor_states_available","4453"
"combined_2025","parent_flips_detected","4453"
"combined_2025","parent_wave1_confirmed","4453"
"combined_2025","parent_wave2_pending","4445"
"combined_2025","parent_wave2_started_first_close","0"
"combined_2025","parent_wave2_started_confirmed_pivot","0"
"combined_2025","parent_wave2_started_child_trend","3963"
"combined_2025","child_countertrend_confirmed","4373"
"combined_2025","child_anchor_created","3964"
"combined_2025","child_anchor_updated","4160"
"combined_2025","child_flip_detected","3143"
"combined_2025","fresh_first_flip_signal","3142"
"combined_2025","valid_candidate","174"
"combined_2025","signal_reserved","174"
"combined_2025","portfolio_selected","174"
"combined_2025","trades_taken","172"
"combined_2025","candidate_invalid","2968"
"combined_2025","position_cap_reject","1"
"combined_2025","risk_reject","1"
"combined_2025","order_failure","0"
"combined_2025","expired","1"
"combined_2025","parent_invalidated","495"
"combined_2025","signals_consumed","3143"
