episode_id,symbol,market_cluster_id,t0_msc,signal_processing_msc,direction,horizon_seconds,entry_msc,entry_bid,entry_ask,atr14_m5,pip_size,status,exit_msc,exit_price,gross_r,gross_pips,mfe,mae,time_to_mfe_ms,independent_r,absolute_error,serialization_bound,within_bound
two_stage_dev_202501_20260913_EURUSD_mh_7,EURUSD,288,1736269202250,1736269202488,-1,900,1736269202488,1.03789,1.03793,0.000496072967,0.0001,TIME,1736270102587.0,1.0367,2.39884065082,11.9,0.00199,8e-05,604606,2.398840652810707,1.9907071546754196e-09,4.4415917024338705e-09,True
two_stage_dev_202501_20260913_USDCAD_mh_6,USDCAD,288,1736269201250,1736269201288,1,900,1736269201384,1.43361,1.43401,0.000535523543,0.0001,TIME,1736270134176.0,1.43615,3.9960894881,21.4,0.00258,0.00067,484265,3.9960894865830965,1.5169034917050794e-09,5.608363952297188e-09,True
two_stage_dev_202501_20260913_USDCAD_mh_6,USDCAD,288,1736269201250,1736269201288,-1,900,1736269201384,1.43361,1.43401,0.000535523543,0.0001,TIME,1736270134176.0,1.43616,-4.761695418063,-25.500000000001,0.00023,0.00299,9749,-4.761695416255588,1.8074119978450653e-09,6.323182707151318e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_5,GBPUSD,288,1736269201250,1736269201288,1,600,1736269201388,1.25163,1.25209,0.000583865013,0.0001,TIME,1736271147168.0,1.25059,-2.569086976043,-15.000000000001,0.0,0.00282,0,-2.5690869749029384,1.140061822724192e-09,3.920908124808003e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_5,GBPUSD,288,1736269201250,1736269201288,1,900,1736269201388,1.25163,1.25209,0.000583865013,0.0001,TIME,1736271147168.0,1.25059,-2.569086976043,-15.000000000001,0.0,0.00282,0,-2.5690869749029384,1.140061822724192e-09,3.920908124808003e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_12,AUDUSD,309,1736271396250,1736271396957,1,300,1736271396997,0.62532,0.62534,0.00047550342,0.0001,TIME,1736271697566.0,0.62472,-1.303881264696,-6.2,5e-05,0.00084,27443,-1.3038812633565369,1.3394632070173884e-09,3.479257702686262e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_12,AUDUSD,309,1736271396250,1736271396957,-1,300,1736271396997,0.62532,0.62534,0.00047550342,0.0001,TIME,1736271697566.0,0.62476,1.177699206823,5.6,0.00078,0.0001,188817,1.1776992056124538,1.2105463298439645e-09,3.3465751797942854e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_12,AUDUSD,309,1736271396250,1736271396957,1,600,1736271396997,0.62532,0.62534,0.00047550342,0.0001,TIME,1736271997120.0,0.62442,-1.934791554066,-9.2,5e-05,0.00101,27443,-1.9347915520776526,1.9883472646142764e-09,4.142669570003531e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_12,AUDUSD,309,1736271396250,1736271396957,-1,600,1736271396997,0.62532,0.62534,0.00047550342,0.0001,TIME,1736271997120.0,0.62446,1.808609496192,8.6,0.00095,0.0001,548125,1.808609494333336,1.8586641115092561e-09,4.0099870471105035e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_8,EURUSD,315,1736271932250,1736271932349,1,900,1736271932349,1.03584,1.03586,0.000765270757,0.0001,TIME,1736272834134.0,1.03728,1.855552412148,14.2,0.0015,0.00034,854794,1.8555524133270611,1.1790610709994098e-09,2.524389518611299e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_8,EURUSD,315,1736271932250,1736271932349,-1,900,1736271932349,1.03584,1.03586,0.000765270757,0.0001,TIME,1736272834134.0,1.0373,-1.90782149418,-14.6,0.00031,0.00153,138231,-1.907821495392665,1.2126650794641591e-09,2.5585402303390693e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_1,USDCHF,326,1736274689750,1736274689881,1,600,1736274689901,0.90818,0.90822,0.000542653336,0.0001,TIME,1736275293315.0,0.90758,-1.179390152216,-6.4,0.0001,0.00088,351895,-1.1793901512105953,1.0054046484242463e-09,2.9359294522515993e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_1,USDCHF,326,1736274689750,1736274689881,1,900,1736274689901,0.90818,0.90822,0.000542653336,0.0001,TIME,1736275589931.0,0.90736,-1.58480551704,-8.6,0.0001,0.00097,351895,-1.58480551568925,1.3507499563303327e-09,3.309477863669631e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_1,USDCHF,326,1736274689750,1736274689881,-1,900,1736274689901,0.90818,0.90822,0.000542653336,0.0001,TIME,1736275589931.0,0.90738,1.47423769027,8.0,0.0009,0.00016,836755,1.4742376890133464,1.2566536700120423e-09,3.2076007623149332e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,1,300,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342073336.0,1.2413,-2.253008610364,-11.999999999999,3e-05,0.00121,78580,-2.2530086085541394,1.8098607057481786e-09,4.001310865870941e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,-1,300,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342073336.0,1.24132,2.177908323352,11.6,0.00117,7e-05,142054,2.1779083216026685,1.749331346445615e-09,3.930810202061382e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,1,600,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342373322.0,1.24045,-3.848889709372,-20.499999999999,3e-05,0.00206,78580,-3.848889706280197,3.0918028137705278e-09,5.49944713697258e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,-1,600,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342373322.0,1.24047,3.77378942236,20.100000000001,0.00202,7e-05,599516,3.773789419328726,3.031274342646384e-09,5.428946473163021e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,1,900,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342673348.0,1.23912,-6.345974252525,-33.799999999999,3e-05,0.00408,78580,-6.345974247428077,5.096922883751631e-09,7.843589772930965e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_9,GBPUSD,371,1736341772000,1736341772470,-1,900,1736341772595,1.24248,1.2425,0.000532621134,0.0001,TIME,1736342673348.0,1.23913,6.289649037266,33.5,0.00404,7e-05,731571,6.289649032214265,5.051735030292548e-09,7.790714241722568e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_16,AUDUSD,381,1736342201250,1736342202112,1,900,1736342202184,0.62082,0.62087,0.000288261462,0.0001,TIME,1736343102557.0,0.62045,-1.457010582103,-4.200000000001,0.00022,0.00045,115635,-1.4570105802075166,1.89548332585332e-09,6.004460107311827e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_16,AUDUSD,381,1736342201250,1736342202112,-1,900,1736342202184,0.62082,0.62087,0.000288261462,0.0001,TIME,1736343102557.0,0.62049,1.144794028795,3.300000000001,0.00035,0.0003,837524,1.1447940273058508,1.48914924835708e-09,5.462909067729685e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_10,GBPUSD,399,1736342741000,1736342742269,1,600,1736342742274,1.23772,1.23774,0.000797521143,0.0001,TIME,1736343342300.0,1.23455,-3.999893958687,-31.9,0.0005,0.00438,12278,-3.9998939564164333,2.270566845652411e-09,3.767595925874382e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_10,GBPUSD,399,1736342741000,1736342742269,-1,600,1736342742274,1.23772,1.23774,0.000797521143,0.0001,TIME,1736343342300.0,1.23456,3.962277401082,31.599999999998,0.00434,0.00054,561278,3.9622773988323337,2.2496662310800275e-09,3.744012480179992e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_17,AUDUSD,418,1736343193000,1736343193047,1,300,1736343193060,0.61997,0.62,0.00031514593,0.0001,TIME,1736343493513.0,0.61938,-1.967342556423,-6.2,0.0,0.00067,0,-1.9673425577793562,1.3563561385154799e-09,6.3019390170011585e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_17,AUDUSD,418,1736343193000,1736343193047,-1,300,1736343193060,0.61997,0.62,0.00031514593,0.0001,TIME,1736343493513.0,0.61942,1.745223235536,5.500000000001,0.00059,6e-05,216670,1.7452232367400413,1.2040413110980808e-09,5.949531982330168e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_10,GBPUSD,399,1736342741000,1736342742269,1,900,1736342742274,1.23772,1.23774,0.000797521143,0.0001,TIME,1736343642372.0,1.23302,-5.918338396553,-47.200000000001,0.0005,0.00489,12278,-5.9183383931929905,3.3600091597918436e-09,4.970347112505977e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_10,GBPUSD,399,1736342741000,1736342742269,-1,900,1736342742274,1.23772,1.23774,0.000797521143,0.0001,TIME,1736343642372.0,1.23303,5.880721838947,46.899999999999,0.00486,0.00054,898791,5.880721835608891,3.3381093444972976e-09,4.946763666810961e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_12,EURUSD,409,1736343108250,1736343108398,1,600,1736343108398,1.02929,1.02931,0.000472533714,0.0001,TIME,1736343711089.0,1.02756,-3.703439452931,-17.499999999999,0.00013,0.00199,59377,-3.7034394544807405,1.5497403360598128e-09,6.043187277034708e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_12,EURUSD,409,1736343108250,1736343108398,-1,600,1736343108398,1.02929,1.02931,0.000472533714,0.0001,TIME,1736343711089.0,1.02757,3.639951919452,17.199999999999,0.00196,0.00016,527850,3.6399519209754074,1.5234076222725434e-09,5.976009457627162e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_17,AUDUSD,418,1736343193000,1736343193047,1,600,1736343193060,0.61997,0.62,0.00031514593,0.0001,TIME,1736343793912.0,0.61933,-2.125999214199,-6.699999999999,0.0,0.00104,0,-2.1259992156647827,1.4657826064023993e-09,6.553658085910467e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_17,AUDUSD,418,1736343193000,1736343193047,-1,600,1736343193060,0.61997,0.62,0.00031514593,0.0001,TIME,1736343793912.0,0.61938,1.872148561757,5.9,0.00096,6e-05,430813,1.872148563048171,1.2911709479368483e-09,6.150907237457931e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_4,USDCHF,495,1736349917500,1736349917810,-1,300,1736349917821,0.91098,0.911,0.000495385674,0.0001,TIME,1736350217878.0,0.91163,-1.31210899836,-6.5,0.0,0.00103,0,-1.3121089973224365,1.0375635906001435e-09,3.3499955385388464e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_20,AUDUSD,502,1736350204500,1736350204778,1,300,1736350204999,0.61993,0.62014,0.000490658696,0.0001,TIME,1736350505093.0,0.61952,-1.263607484484,-6.200000000001,0.00024,0.00067,36933,-1.2636074832760429,1.2079570677059337e-09,3.330729004565591e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_22,AUDUSD,528,1736355950000,1736355950089,1,600,1736355950179,0.6211,0.62115,0.000502430538,0.0001,TIME,1736356550612.0,0.62062,-1.054872185094,-5.3,0.00023,0.00056,70948,-1.0548721861329824,1.0389824556256144e-09,3.044984368463014e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_22,AUDUSD,528,1736355950000,1736355950089,1,900,1736355950179,0.6211,0.62115,0.000502430538,0.0001,TIME,1736356851006.0,0.62031,-1.67187289713,-8.4,0.00023,0.00087,70948,-1.6718728987766103,1.6466101815382217e-09,3.6589992063656007e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_22,AUDUSD,528,1736355950000,1736355950089,-1,900,1736355950179,0.6211,0.62115,0.000502430538,0.0001,TIME,1736356851006.0,0.62034,1.512646906927,7.6,0.00079,0.00031,897452,1.5126469084169858,1.4899856903838327e-09,3.500543410773342e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_5,USDCHF,533,1736361656250,1736361656322,1,300,1736361656453,0.91096,0.91097,0.000411831901,0.0001,TIME,1736361957126.0,0.91144,1.141242333191,4.700000000001,0.00049,0.00018,274913,1.1412423342116993,1.0206993028560873e-09,3.82210394384599e-09,True
two_stage_dev_202501_20260913_USDCHF_mh_5,USDCHF,533,1736361656250,1736361656322,-1,300,1736361656453,0.91096,0.91097,0.000411831901,0.0001,TIME,1736361957126.0,0.91145,-1.18980583673,-4.9,0.00013,0.00051,26424,-1.1898058377949463,1.0649463533241033e-09,3.881064290799539e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_15,GBPUSD,562,1736426517500,1736426517680,1,900,1736426517779,1.22689,1.22691,0.000851352913,0.0001,TIME,1736429875104.0,1.22966,3.230152806701,27.5,0.00275,0.00176,3357325,3.2301528050330757,1.6679244652095804e-09,3.077297070020086e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_15,GBPUSD,562,1736426517500,1736426517680,-1,900,1736426517779,1.22689,1.22691,0.000851352913,0.0001,TIME,1736429875104.0,1.22967,-3.265390837319,-27.8,0.00172,0.00278,19928,-3.265390835633406,1.6855938866910947e-09,3.0979923625085395e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_27,AUDUSD,572,1736430446250,1736430447795,-1,600,1736430449496,0.6199,0.61995,0.000274932149,0.0001,TIME,1736431051486.0,0.62028,-1.382159202133,-3.8,0.0,0.00044,0,-1.3821592032150702,1.0820702112113167e-09,6.159410878376714e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_28,AUDUSD,580,1736434728750,1736434729467,1,300,1736434731102,0.61962,0.61967,0.000261165195,0.0001,TIME,1736435032054.0,0.61938,-1.11040829759,-2.9,0.0,0.0003,0,-1.1104082992376243,1.6476242592489143e-09,5.963795161657582e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_28,AUDUSD,580,1736434728750,1736434729467,-1,300,1736434731102,0.61962,0.61967,0.000261165195,0.0001,TIME,1736435032054.0,0.6194,0.842378708516,2.2,0.00023,5e-05,283023,0.8423787097664296,1.2504295376913888e-09,5.450653095281911e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_28,AUDUSD,580,1736434728750,1736434729467,-1,900,1736434731102,0.61962,0.61967,0.000261165195,0.0001,TIME,1736435632433.0,0.61982,-0.765798825924,-2.000000000001,0.0003,0.00021,391324,-0.7657988270607383,1.1367383700999767e-09,5.304043991315635e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_17,GBPUSD,609,1736504505500,1736504506870,1,600,1736504506959,1.22924,1.22926,0.000455408098,0.0001,TIME,1736505107623.0,1.23003,1.6907911886,7.699999999999,0.00122,0.00012,506149,1.6907911901029422,1.5029422151258132e-09,4.0622726804488404e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_17,GBPUSD,609,1736504505500,1736504506870,-1,600,1736504506959,1.22924,1.22926,0.000455408098,0.0001,TIME,1736505107623.0,1.23005,-1.778624497099,-8.100000000002,8e-05,0.00126,98355,-1.7786244986798134,1.5808134801176266e-09,4.1587063065577465e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_20,EURUSD,612,1736505010500,1736505010696,-1,600,1736505010696,1.03053,1.03055,0.000341438866,0.0001,TIME,1736505611158.0,1.03079,-0.761483315293,-2.600000000001,0.00034,0.00036,213451,-0.7614833163139342,1.020934226048098e-09,4.0551154389075685e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_32,AUDUSD,643,1736506318000,1736506318175,1,600,1736506318252,0.61876,0.61881,0.000257476185,0.0001,TIME,1736506919319.0,0.61859,-0.854447957296,-2.2,0.0,0.00028,0,-0.8544479560313432,1.2646568237073552e-09,5.552167011848392e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_32,AUDUSD,643,1736506318000,1736506318175,1,900,1736506318252,0.61876,0.61881,0.000257476185,0.0001,TIME,1736507218486.0,0.61849,-1.24283339243,-3.2,0.0,0.00063,0,-1.2428333905910054,1.8389945122265772e-09,6.306382551943163e-09,True
two_stage_dev_202501_20260913_AUDUSD_mh_32,AUDUSD,643,1736506318000,1736506318175,-1,900,1736506318252,0.61876,0.61881,0.000257476185,0.0001,TIME,1736507218486.0,0.61851,0.970963587836,2.5,0.00053,8e-05,779972,0.9709635863991556,1.4368444212209397e-09,5.778430983965312e-09,True
two_stage_dev_202501_20260913_USDCAD_mh_13,USDCAD,663,1736512536250,1736512536361,1,900,1736512536425,1.44136,1.44138,0.000334984521,0.0001,TIME,1736513439819.0,1.44079,-1.761275410238,-5.900000000001,0.00021,0.00076,2315,-1.761275411290095,1.0520950777248572e-09,5.629886879971132e-09,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,1,300,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523287157.0,1.02178,-24.751962905794,-89.2,0.00012,0.00946,1912,-24.751962924312334,1.8518335309636313e-08,3.71274104364366e-08,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,-1,300,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523287157.0,1.0218,24.585469881764,88.599999999999,0.0093,0.00028,253706,24.585469900157292,1.839329399899725e-08,3.689641094559132e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,1,300,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523301683.0,0.61404,-10.397337380827,-27.1,0.0,0.00283,0,-10.39733739459211,1.376510994077762e-08,2.379104675330178e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,-1,300,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523301683.0,0.61411,8.28717665778,21.599999999999,0.00231,0.00056,282728,8.287176668752181,1.0972181385682234e-08,1.9743063701783526e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,1,300,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523301789.0,0.91847,8.40541788062,25.4,0.00295,0.00144,240108,8.405417871593478,9.026521752275585e-09,1.7228189832072874e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,-1,300,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523301789.0,0.91852,-11.847006304182,-35.8,1e-05,0.00399,813,-11.847006291458678,1.2723322839747198e-08,2.2922670298954164e-08,True
two_stage_dev_202501_20260913_GBPUSD_mh_19,GBPUSD,677,1736523001750,1736523001869,1,300,1736523001873,1.22596,1.22697,0.000565504759,0.0001,TIME,1736523301940.0,1.21985,-12.590521799687,-71.2,0.0,0.00785,0,-12.590521806731237,7.0442371935541814e-09,1.290862713617726e-08,True
two_stage_dev_202501_20260913_GBPUSD_mh_19,GBPUSD,677,1736523001750,1736523001869,-1,300,1736523001873,1.22596,1.22697,0.000565504759,0.0001,TIME,1736523301940.0,1.21987,10.769140134844,60.899999999999,0.00682,0.00119,276817,10.769140140870023,6.02602412413944e-09,1.129822054539069e-08,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,1,600,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523586791.0,1.02408,-18.369730317977,-66.199999999998,0.00012,0.00946,1912,-18.36973033172009,1.3743086668682736e-08,2.8272445070196816e-08,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,-1,600,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523586791.0,1.02409,18.230986131286,65.7,0.0093,0.00028,253706,18.230986144924938,1.3638938867188699e-08,2.807994542877088e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,1,600,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523601680.0,0.61424,-9.63000620881,-25.1,0.0,0.00283,0,-9.630006221559563,1.2749563182978818e-08,2.2319055295534984e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,-1,600,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523601680.0,0.61428,7.634945161566,19.899999999999,0.00231,0.00056,282728,7.634945171674432,1.010843231341596e-08,1.8491870962682617e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,1,600,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523602082.0,0.91835,8.008311524056,24.2,0.00295,0.00144,240108,8.008311515455171,8.600828493854351e-09,1.657113305060996e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,-1,600,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523602082.0,0.91838,-11.383715554856,-34.4,1e-05,0.00399,813,-11.383715542630592,1.2225408241306468e-08,2.215610405391189e-08,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,1,900,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523886840.0,1.02494,-15.983330306881,-57.6,0.00012,0.00946,1912,-15.983330318838354,1.195735421788413e-08,2.4961458020212593e-08,True
two_stage_dev_202501_20260913_EURUSD_mh_21,EURUSD,674,1736522986500,1736522986743,-1,900,1736522986743,1.03066,1.0307,0.000360375459,0.0001,TIME,1736523886840.0,1.02495,15.844586120189,57.099999999999,0.0093,0.00028,253706,15.844586132042588,1.1853588333110565e-08,2.4768958378785277e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,1,900,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523901630.0,0.61494,-6.944347106751,-18.1,0.0,0.00283,0,-6.9443471159452255,9.194225825126523e-09,1.716708519335217e-08,True
two_stage_dev_202501_20260913_AUDUSD_mh_35,AUDUSD,676,1736523001250,1736523001307,-1,900,1736523001548,0.61627,0.61675,0.000260643653,0.0001,TIME,1736523901630.0,0.61499,4.910919500907,12.799999999999,0.00231,0.00056,282728,4.910919507408638,6.501637450639919e-09,1.326630128761309e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,1,900,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523902191.0,0.91805,7.015545632644,21.2,0.00295,0.00144,240108,7.015545625109589,7.534410428888805e-09,1.492849109694937e-08,True
two_stage_dev_202501_20260913_USDCHF_mh_8,USDCHF,676,1736523001250,1736523001648,-1,900,1736523001702,0.91494,0.91593,0.000302186047,0.0001,TIME,1736523902191.0,0.91808,-10.390949663444,-31.4,1e-05,0.00399,813,-10.390949652285009,1.1158990176340922e-08,2.0513462100251297e-08,True
two_stage_dev_202501_20260913_GBPUSD_mh_19,GBPUSD,677,1736523001750,1736523001869,1,600,1736523001873,1.22596,1.22697,0.000565504759,0.0001,TIME,1736524453115.0,1.22329,-6.507460705456,-36.800000000001,0.0,0.00785,0,-6.507460709097066,3.6410661152785906e-09,7.530203014996749e-09,True
two_stage_dev_202501_20260913_GBPUSD_mh_19,GBPUSD,677,1736523001750,1736523001869,-1,600,1736523001873,1.22596,1.22697,0.000565504759,0.0001,TIME,1736524453115.0,1.2233,4.703762357748,26.599999999999,0.00682,0.00119,276817,4.703762360379861,2.6318609513964475e-09,5.935431378051355e-09,True
