scenario_id,experiment_id,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,baseline_current,AUDJPY,10,4,0.4,30.94,143.92000000000002,-112.98,1.2738537794299878,1.2835999999999999,0.12835999999999997,1.2686254813326636,49.33,0.49329999999999996,0.6272045408473546,2,0,4,4,2,0.6508299999999999,0.60929,4.540000000000001,0.0,0.0,2.6399999999999997,1.7399999999999998
all_symbols_first120,baseline_current,EURJPY,40,16,0.4,63.60999999999999,440.55999999999995,-376.95,1.168749170977583,2.930200000000001,0.07325500000000003,1.1847494388540012,122.19,1.2219,0.5205826990752107,5,1,13,12,14,0.7370374999999999,0.5649075000000001,4.4799999999999995,0.0,0.0,2.0100000000000002,2.330000000000001
all_symbols_first120,baseline_current,EURUSD,48,14,0.2916666666666667,-383.2099999999999,317.17999999999995,-700.39,0.45286197689858504,-16.956400000000002,-0.3532583333333334,0.4499604250736353,411.12999999999994,4.1113,-0.9320896066937464,3,0,26,8,14,0.44448125,0.7560979166666667,4.4520833333333325,0.014583333333333332,0.0,3.2291666666666665,1.0750000000000002
all_symbols_first120,baseline_current,GBPJPY,42,16,0.38095238095238093,-50.56999999999998,454.2,-504.77000000000004,0.8998157576718109,-1.5667000000000009,-0.037302380952380976,0.9267037506608218,158.13,1.5813000000000001,-0.31980016442167825,4,1,17,12,12,0.6306380952380953,0.6823071428571428,4.523809523809525,0.0,0.0,2.9142857142857146,1.4571428571428573
all_symbols_first120,baseline_current,GBPUSD,72,30,0.4166666666666667,-273.59,571.8800000000001,-845.4699999999998,0.6764048399115288,-12.4875,-0.17343750000000002,0.6621722157444656,334.09999999999997,3.3409999999999993,-0.8188865609099072,2,2,34,12,24,0.5371055555555553,0.6602,4.548611111111108,0.009722222222222222,0.0,2.458333333333333,1.9250000000000003
all_symbols_first120,baseline_current,USDJPY,114,48,0.42105263157894735,3.6399999999999553,1300.5300000000002,-1296.89,1.0028067145247477,0.5567999999999994,0.004884210526315784,1.0098752819988928,197.66,1.9766,0.01841546089244134,14,0,44,28,42,0.6560710526315789,0.6639368421052634,4.595614035087714,0.0061403508771929825,0.0,2.657894736842105,1.7842105263157892
all_symbols_first120,prefilter_h1_h4_notopp,AUDJPY,40,12,0.3,-265.16,216.49999999999997,-481.6600000000001,0.44948719013411936,-11.3016,-0.28254,0.4747204328062689,287.97,2.8797,-0.9207903601069556,2,0,18,6,16,0.4714525,0.6226025,4.215000000000001,-0.28500000000000014,0.2000000000000001,3.8899999999999997,1.955
all_symbols_first120,prefilter_h1_h4_notopp,EURJPY,82,28,0.34146341463414637,-321.12000000000006,494.8,-815.9200000000001,0.6064320031375625,-15.591399999999997,-0.19013902439024385,0.5862242839854781,383.62,3.8362,-0.8370783587925553,5,0,24,12,46,0.4702097560975608,0.5898939024390245,4.290243902439022,-0.2926829268292687,0.19999999999999968,4.019512195121951,3.017073170731707
all_symbols_first120,prefilter_h1_h4_notopp,EURUSD,96,31,0.3229166666666667,-408.19000000000005,663.31,-1071.5000000000005,0.6190480634624356,-18.520199999999996,-0.19291874999999994,0.6201748161395247,440.14000000000004,4.401400000000001,-0.9274094606261645,5,1,39,16,40,0.47515520833333325,0.60609375,4.265624999999997,-0.29062500000000047,0.19999999999999962,3.8937499999999994,2.7874999999999983
all_symbols_first120,prefilter_h1_h4_notopp,GBPJPY,93,32,0.34408602150537637,-262.08,738.7400000000001,-1000.8199999999999,0.7381347295217923,-10.459700000000005,-0.11246989247311834,0.7653328846261711,386.6799999999999,3.8667999999999987,-0.6777697320782043,8,1,34,18,40,0.5672064516129031,0.5947806451612901,4.3010752688172005,-0.2903225806451617,0.19999999999999962,4.004301075268816,2.083870967741935
all_symbols_first120,prefilter_h1_h4_notopp,GBPUSD,126,48,0.38095238095238093,-367.81000000000023,932.3100000000006,-1300.1200000000001,0.7170953450450732,-17.329099999999993,-0.13753253968253962,0.7058551944800429,402.48000000000025,4.024800000000003,-0.9138590737427947,7,3,47,20,56,0.5177325396825397,0.6223269841269841,4.307936507936502,-0.29047619047619055,0.19999999999999954,3.922222222222221,3.249206349206347
all_symbols_first120,prefilter_h1_h4_notopp,USDJPY,300,126,0.42,0.43000000000003524,3171.96,-3171.5299999999984,1.000135581249429,1.8462999999999983,0.006154333333333328,1.0131891572169256,406.61,4.0661000000000005,0.001057524409139065,35,4,124,76,96,0.6411073333333335,0.6151540000000002,4.291000000000005,-0.29499999999999843,0.20000000000000104,3.3973333333333353,3.116000000000004
all_symbols_first120,prefilter_h4_bias_h1_reversal,AUDJPY,24,6,0.25,-297.80999999999995,45.6,-343.40999999999997,0.132785882764043,-12.640799999999999,-0.5267,0.14622647881235734,305.04999999999995,3.0504999999999995,-0.9762661858711686,1,1,13,0,10,0.28691249999999996,0.6846625,4.075,-0.2749999999999999,0.20000000000000007,3.891666666666667,2.1083333333333334
all_symbols_first120,prefilter_h4_bias_h1_reversal,EURJPY,48,14,0.2916666666666667,-113.17999999999998,457.6,-570.78,0.8017099407827886,-4.826599999999999,-0.10055416666666665,0.8035827649634563,193.24,1.9324000000000001,-0.5856965431587662,3,0,20,12,16,0.5469833333333333,0.6484166666666665,4.279166666666668,-0.28750000000000026,0.19999999999999996,3.945833333333333,2.725
all_symbols_first120,prefilter_h4_bias_h1_reversal,EURUSD,70,20,0.2857142857142857,-473.90000000000003,465.1,-939.0000000000001,0.4953141640042598,-21.6422,-0.3091742857142857,0.4799248322663744,510.15000000000003,5.101500000000001,-0.9289424679015976,2,0,38,12,20,0.4580571428571429,0.7017685714285715,4.272857142857141,-0.26428571428571457,0.19999999999999973,3.9085714285714275,3.219999999999999
all_symbols_first120,prefilter_h4_bias_h1_reversal,GBPJPY,44,14,0.3181818181818182,-201.65999999999997,271.50000000000006,-473.1600000000001,0.5738016738523967,-8.009,-0.18202272727272728,0.599165198590647,224.67999999999995,2.2467999999999995,-0.8975431725120171,1,0,16,6,22,0.4421431818181818,0.5764818181818183,4.165909090909093,-0.2795454545454547,0.2,4.245454545454546,1.390909090909091
all_symbols_first120,prefilter_h4_bias_h1_reversal,GBPUSD,102,46,0.45098039215686275,-27.560000000000148,1039.49,-1067.05,0.9741717820158381,-1.8053999999999975,-0.017699999999999976,0.9610508966017157,212.75000000000009,2.127500000000001,-0.12954171562867278,6,0,42,22,38,0.6133970588235296,0.6071931372549019,4.243137254901959,-0.29411764705882404,0.1999999999999996,3.84705882352941,3.2254901960784292
all_symbols_first120,prefilter_h4_bias_h1_reversal,USDJPY,228,94,0.41228070175438597,-53.8400000000001,2756.9200000000014,-2810.76,0.9808450383526168,0.08890000000000495,0.0003899122807017761,1.0007455726904024,396.13,3.9613,-0.13591497740640726,28,5,113,68,42,0.6971750000000002,0.6863907894736841,4.231140350877185,-0.2907894736842093,0.20000000000000048,3.0491228070175427,3.159649122807019
all_symbols_first120,prefilter_soft,AUDJPY,96,30,0.3125,-602.0299999999999,580.6800000000001,-1182.71,0.49097411876115027,-26.39,-0.27489583333333334,0.5185448707423422,602.0299999999999,6.020299999999999,-1.0,6,1,51,14,30,0.45963333333333317,0.669378125,4.345833333333329,-0.3000000000000005,0.19999999999999962,4.170833333333333,3.5416666666666656
all_symbols_first120,prefilter_soft,EURJPY,219,99,0.4520547945205479,22.55999999999996,2134.02,-2111.459999999999,1.0106845500269959,1.5787000000000018,0.007208675799086766,1.0160587134312566,238.85999999999999,2.3886,0.09444863099723672,21,1,87,56,75,0.6066383561643833,0.5918420091324201,4.341095890410948,-0.2945205479452043,0.20000000000000037,4.176255707762558,3.357077625570777
all_symbols_first120,prefilter_soft,EURUSD,213,75,0.352112676056338,-534.51,1811.7300000000002,-2346.2400000000007,0.7721844312602291,-24.932700000000008,-0.11705492957746483,0.7723810219377921,617.3399999999999,6.173399999999999,-0.8658275828554768,20,3,93,37,80,0.5418699530516433,0.6352258215962443,4.346948356807502,-0.27981220657276895,0.20000000000000032,4.0887323943661995,3.4586854460093917
all_symbols_first120,prefilter_soft,GBPJPY,230,78,0.3391304347826087,-864.6400000000004,1681.5,-2546.1399999999985,0.6604114463462343,-41.31760000000001,-0.17964173913043485,0.6520564556876749,897.2100000000005,8.972100000000005,-0.9636985766988776,13,0,98,42,90,0.5125213043478263,0.630088260869565,4.300869565217381,-0.29217391304347706,0.20000000000000048,4.255652173913046,3.25913043478261
all_symbols_first120,prefilter_soft,GBPUSD,222,90,0.40540540540540543,-694.1299999999995,1699.8099999999997,-2393.939999999999,0.7100470354311305,-30.465200000000006,-0.13723063063063065,0.7246611270879615,729.7799999999996,7.297799999999996,-0.9511496615418343,11,0,95,40,87,0.5197558558558557,0.6325450450450454,4.318918918918908,-0.28918918918918807,0.2000000000000004,4.10900900900901,3.346396396396398
all_symbols_first120,prefilter_soft,USDJPY,509,218,0.42829076620825146,-336.80000000000024,5262.6500000000015,-5599.450000000002,0.93985123538919,-14.455999999999994,-0.028400785854616886,0.9431781778417676,637.3900000000002,6.373900000000002,-0.5284049012378609,53,4,231,128,146,0.6291058939096261,0.6411950884086447,4.341453831041285,-0.2882121807465616,0.2000000000000018,3.8294695481336,3.6326129666011884
clean_target_path_first120,baseline_current,AUDJPY,4,0,0.0,-61.980000000000004,0,-61.980000000000004,0.0,-2.6522,-0.66305,0.0,61.980000000000004,0.6198,-1.0,0,0,2,0,2,0.111575,0.7035,4.7,0.0,0.0,4.5,0.0
clean_target_path_first120,baseline_current,EURJPY,2,0,0.0,-31.48,0,-31.48,0.0,-1.2595999999999998,-0.6297999999999999,0.0,31.48,0.3148,-1.0,1,1,1,0,0,0.6787,0.8681,4.7,0.0,0.0,0.0,4.5
clean_target_path_first120,baseline_current,EURUSD,2,0,0.0,-50.56,0,-50.56,0.0,-2.0454,-1.0227,0.0,50.56,0.5056,-1.0,0,0,2,0,0,0.01135,1.0227,4.7,0.0,0.0,4.5,0.0
clean_target_path_first120,baseline_current,GBPJPY,2,2,1.0,70.54,70.54,0,inf,3.0024,1.5012,inf,0.0,0.0,inf,0,0,0,2,0,1.5012,0.3437,4.5,0.0,0.0,0.0,4.5
clean_target_path_first120,baseline_current,GBPUSD,6,2,0.3333333333333333,-18.539999999999996,74.0,-92.53999999999999,0.7996542035876378,-0.9654000000000003,-0.16090000000000004,0.7597790385189608,46.269999999999996,0.4626999999999999,-0.4006915928247244,0,0,4,2,0,0.6359166666666667,0.7537666666666668,4.433333333333334,0.0,0.0,1.5,2.8000000000000003
clean_target_path_first120,baseline_current,USDJPY,30,14,0.4666666666666667,126.67,379.08,-252.41,1.5018422407987004,5.221799999999998,0.17405999999999994,1.49047565374211,30.599999999999998,0.306,4.139542483660131,4,0,8,4,18,0.7082566666666665,0.5922966666666668,4.573333333333334,0.0,0.0,2.08,2.36
clean_target_path_first120,prefilter_h1_h4_notopp,AUDJPY,16,4,0.25,-224.48,20.12,-244.6,0.08225674570727719,-9.9522,-0.6220125,0.07357622921825256,232.10999999999999,2.3211,-0.967127654991168,0,0,10,0,6,0.22337500000000002,0.7419499999999999,4.3,-0.26249999999999996,0.20000000000000004,3.9375,2.675
