scenario_id,experiment_id,final_score_bucket,target_room_bucket,retest_score_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
clean_target_path_first120,prefilter_h1_h4_notopp,gte_1_1,negative,high,238,93,0.3907563025210084,-624.9199999999995,1843.3700000000001,-2468.2899999999995,0.7468206734216808,-27.037799999999987,-0.11360420168067221,0.7494911124185247,679.7800000000001,6.797800000000001,-0.9192974197534488,21,1,86,28,123,0.5072899159663865,0.5994617647058822,4.312605042016797,-0.29999999999999866,0.20000000000000057,3.9142857142857164,2.794957983193278
clean_target_path_first120,prefilter_h1_h4_notopp,gte_1_1,zero,high,10,4,0.4,-71.1,14.579999999999998,-85.68,0.17016806722689073,-2.915,-0.2915,0.18425029383780153,71.1,0.711,-1.0,0,0,2,0,8,0.26122,0.56453,4.640000000000001,0.0,0.19999999999999998,4.4399999999999995,3.4200000000000004
clean_target_path_first120,prefilter_h4_bias_h1_reversal,gte_1_1,high,high,4,0,0.0,-97.6,0,-97.6,0.0,-4.2136,-1.0534,0.0,97.6,0.976,-1.0,0,0,4,0,0,0.5369,1.0534,4.1,0.35,0.2,2.25,3.55
clean_target_path_first120,prefilter_h4_bias_h1_reversal,gte_1_1,low,high,8,0,0.0,-146.44000000000003,0,-146.44000000000003,0.0,-6.401,-0.800125,0.0,146.44000000000003,1.4644000000000001,-1.0,0,0,6,0,2,0.2122375,0.89355,4.3500000000000005,0.15,0.19999999999999998,3.9999999999999996,2.1
clean_target_path_first120,prefilter_h4_bias_h1_reversal,gte_1_1,negative,high,162,68,0.41975308641975306,-307.4599999999999,1547.8600000000001,-1855.3199999999993,0.8342819567513964,-14.130399999999993,-0.08722469135802464,0.8261374570277605,525.1099999999999,5.251099999999999,-0.5855154158176382,14,0,70,28,64,0.5590993827160495,0.6657808641975309,4.23456790123456,-0.2999999999999994,0.1999999999999995,3.74074074074074,2.6086419753086405
clean_target_path_first120,prefilter_h4_bias_h1_reversal,gte_1_1,zero,high,10,4,0.4,-92.82000000000002,14.600000000000001,-107.42000000000002,0.13591509960901135,-3.989,-0.3989,0.14167061152472352,92.89000000000001,0.9289000000000002,-0.9992464204973626,0,0,4,0,6,0.20912000000000003,0.6461100000000001,4.640000000000001,0.0,0.19999999999999998,4.4399999999999995,3.4799999999999995
clean_target_path_first120,prefilter_soft,gte_1_1,high,high,24,8,0.3333333333333333,42.09,247.31,-205.22000000000003,1.2050969691063247,2.027699999999999,0.08448749999999995,1.2372522406571034,63.36,0.6335999999999999,0.6642992424242424,5,3,7,6,8,0.8648083333333334,0.5567458333333334,4.791666666666665,0.34999999999999987,0.20000000000000007,3.866666666666667,3.3250000000000006
clean_target_path_first120,prefilter_soft,gte_1_1,low,high,54,20,0.37037037037037035,-139.70000000000005,442.32000000000005,-582.0200000000001,0.759973884058967,-5.854999999999999,-0.1084259259259259,0.772771374238367,182.27,1.8227,-0.7664453832226918,3,0,22,8,24,0.5272666666666667,0.6527240740740742,4.70185185185185,0.15000000000000016,0.19999999999999987,3.851851851851851,2.6333333333333333
clean_target_path_first120,prefilter_soft,gte_1_1,negative,high,484,176,0.36363636363636365,-1901.1599999999992,3341.749999999999,-5242.91,0.6373845822262826,-85.408,-0.17646280991735538,0.6418430689915894,1905.0799999999992,19.05079999999999,-0.997942343628614,38,2,196,60,226,0.48231033057851197,0.6433510330578511,4.345454545454572,-0.29999999999999954,0.20000000000000173,4.068181818181822,2.9553719008264507
clean_target_path_first120,prefilter_soft,gte_1_1,zero,high,32,16,0.5,137.52,403.32,-265.8,1.5173814898419864,6.4546,0.20170625,1.5456312977615476,57.44,0.5744,2.3941504178272983,2,0,10,6,16,0.693434375,0.585234375,4.556250000000001,0.0,0.2000000000000001,3.5125000000000006,2.7250000000000005
london_first120,baseline_current,gte_1_1,zero,none,52,32,0.6153846153846154,616.3,1016.76,-400.46000000000004,2.538980172801278,25.3347,0.48720576923076925,2.534887525066795,94.47999999999999,0.9448,6.52307366638442,9,1,15,22,14,0.9495134615384616,0.5466192307692309,4.580769230769229,0.0,0.0,2.5846153846153848,1.8576923076923078
london_first120,london_focused_diagnostic,gte_1_1,negative,high,75,31,0.41333333333333333,71.25999999999993,935.14,-863.8800000000001,1.0824883085613741,2.7713000000000028,0.0369506666666667,1.0753504736424246,244.34000000000003,2.4434000000000005,0.29164279282966327,19,2,35,22,16,0.860629333333333,0.7829786666666666,4.291999999999999,-0.30000000000000043,0.1999999999999997,3.8186666666666658,2.954666666666665
london_first120,london_focused_diagnostic,gte_1_1,zero,high,2,0,0.0,-31.01,0,-31.01,0.0,-1.3479999999999999,-0.6739999999999999,0.0,31.01,0.3101,-1.0,0,0,1,0,1,0.24519999999999997,0.8330500000000001,4.15,0.0,0.2,3.95,2.25
london_first120,prefilter_h1_h4_notopp,gte_1_1,negative,high,150,64,0.4266666666666667,164.94000000000003,1911.5900000000001,-1746.6499999999999,1.0944321987805228,6.591300000000001,0.04394200000000001,1.088749962972039,244.33999999999997,2.4433999999999996,0.6750429729066058,19,2,70,45,33,0.7057106666666665,0.6414186666666669,4.291999999999993,-0.29999999999999954,0.1999999999999995,3.818666666666666,2.954666666666664
london_first120,prefilter_h1_h4_notopp,gte_1_1,zero,high,4,0,0.0,-62.02,0,-62.02,0.0,-2.696,-0.674,0.0,62.02,0.6202,-1.0,0,0,2,0,2,0.12259999999999999,0.753525,4.15,0.0,0.2,3.95,2.25
london_first120,prefilter_h4_bias_h1_reversal,gte_1_1,low,high,2,0,0.0,-47.04,0,-47.04,0.0,-2.0176,-1.0088,0.0,47.04,0.4704,-1.0,0,0,2,0,0,0.44275,1.0088,4.85,0.15,0.2,4.5,4.5
london_first120,prefilter_h4_bias_h1_reversal,gte_1_1,negative,high,104,57,0.5480769230769231,730.6199999999998,1788.4599999999998,-1057.8400000000001,1.6906715571352942,29.458599999999997,0.2832557692307692,1.673260945581201,166.57999999999998,1.6658,4.386000720374594,16,2,43,43,16,0.8442913461538459,0.6427394230769233,4.2365384615384585,-0.3000000000000005,0.1999999999999996,3.7249999999999988,2.890384615384614
london_first120,prefilter_h4_bias_h1_reversal,gte_1_1,zero,high,8,0,0.0,-166.76,0,-166.76,0.0,-6.7454,-0.843175,0.0,166.76,1.6676,-1.0,0,0,6,0,2,0.22455000000000003,0.8829375,4.3500000000000005,0.0,0.19999999999999998,3.0999999999999996,3.225
london_first120,prefilter_soft,gte_1_1,low,high,8,4,0.5,-9.269999999999996,87.28,-96.55000000000001,0.9039875712066286,-0.24799999999999955,-0.030999999999999944,0.9382716049382716,52.91,0.5291,-0.17520317520317513,0,0,4,2,2,0.7214999999999999,0.7236874999999999,4.575,0.15,0.19999999999999998,4.225,3.375
london_first120,prefilter_soft,gte_1_1,negative,high,416,176,0.4230769230769231,-60.82000000000012,5072.829999999998,-5133.65,0.9881526788931848,-2.2141,-0.005322355769230769,0.9897907709786951,576.3,5.762999999999999,-0.10553531146972085,52,8,202,121,85,0.7046802884615383,0.6845524038461537,4.341346153846176,-0.299999999999998,0.20000000000000154,4.038461538461542,3.462980769230777
london_first120,prefilter_soft,gte_1_1,zero,high,10,0,0.0,-188.48,0,-188.48,0.0,-8.0402,-0.8040200000000001,0.0,188.48,1.8848,-1.0,0,0,6,0,4,0.10577999999999999,0.85903,4.260000000000001,0.0,0.19999999999999998,4.0600000000000005,1.8
newyork_first120,baseline_current,gte_1_1,zero,none,98,24,0.24489795918367346,-979.4599999999998,376.0599999999999,-1355.52,0.27742858829084033,-40.407999999999994,-0.41232653061224483,0.29468605779636525,979.4599999999998,9.794599999999997,-1.0,5,2,44,8,44,0.3436367346938775,0.7092326530612246,4.591836734693871,0.0,0.0,2.271428571428571,2.148979591836734
newyork_first120,prefilter_h1_h4_notopp,gte_1_1,negative,high,246,98,0.3983739837398374,-562.8000000000004,1591.0800000000004,-2153.879999999999,0.7387041060783335,-20.6875,-0.08409552845528455,0.7719986201439153,707.3200000000004,7.073200000000004,-0.7956794661539333,13,1,56,26,163,0.4530906504065043,0.49591829268292653,4.302439024390239,-0.2999999999999986,0.20000000000000065,4.153658536585369,2.8195121951219533
newyork_first120,prefilter_h1_h4_notopp,gte_1_1,zero,high,2,0,0.0,-48.96,0,-48.96,0.0,-2.0,-1.0,0.0,48.96,0.48960000000000004,-1.0,0,0,2,0,0,0.5294,1.0,4.4,0.0,0.2,4.2,0.0
newyork_first120,prefilter_h4_bias_h1_reversal,gte_1_1,negative,high,180,59,0.3277777777777778,-931.9900000000001,1052.1200000000001,-1984.1099999999994,0.530273019137044,-38.816799999999986,-0.2156488888888888,0.5419922266770817,981.6700000000001,9.8167,-0.9493923619953752,8,2,67,17,94,0.45108833333333354,0.5979944444444444,4.224444444444439,-0.29999999999999916,0.19999999999999984,3.8499999999999988,2.6899999999999977
newyork_first120,prefilter_h4_bias_h1_reversal,gte_1_1,zero,high,6,2,0.3333333333333333,-25.80000000000001,73.5,-99.30000000000001,0.7401812688821752,-1.0,-0.16666666666666666,0.75,62.55000000000001,0.6255000000000001,-0.41247002398081545,0,0,4,2,0,0.7194666666666666,0.8454666666666667,4.6,0.0,0.19999999999999998,3.0,2.9
newyork_first120,prefilter_soft,gte_1_1,high,high,2,0,0.0,-48.92,0,-48.92,0.0,-2.0,-1.0,0.0,48.92,0.4892000000000001,-1.0,0,0,2,0,0,0.15965,1.0,3.95,0.35,0.2,3.4,0.0
newyork_first120,prefilter_soft,gte_1_1,low,high,8,4,0.5,-65.96000000000001,32.46,-98.42,0.32981101402154034,-2.3712000000000004,-0.29640000000000005,0.41058911260253544,82.19000000000001,0.8219000000000001,-0.8025307214989658,1,0,4,0,4,0.3738875,0.6132000000000001,4.8500000000000005,0.15,0.19999999999999998,4.5,3.375
newyork_first120,prefilter_soft,gte_1_1,negative,high,470,180,0.3829787234042553,-910.9200000000001,3345.44,-4256.3600000000015,0.7859861477882507,-34.08139999999998,-0.07251361702127655,0.8085112360181858,1229.67,12.296700000000001,-0.7407841128107541,23,1,120,58,291,0.45366531914893615,0.5120451063829787,4.368510638297903,-0.2999999999999992,0.2000000000000017,4.251489361702132,3.597872340425542
newyork_first120,prefilter_soft,gte_1_1,zero,high,10,8,0.8,117.62,127.94,-10.32,12.397286821705427,4.5676000000000005,0.45676000000000005,11.942980354575948,5.16,0.05159999999999999,22.794573643410853,2,0,0,2,8,0.6913,0.27909,4.640000000000001,0.0,0.19999999999999998,4.44,4.380000000000001
one_symbol_first120,baseline_current,gte_1_1,zero,none,232,92,0.39655172413793105,-270.68,2447.1800000000007,-2717.8599999999997,0.9004069378113667,-10.607899999999995,-0.045723706896551704,0.9081174908424117,497.38,4.9738,-0.5442116691463268,23,3,99,56,74,0.6215077586206897,0.6491435344827584,4.574137931034492,0.0,0.0,2.6767241379310347,1.7405172413793095
one_symbol_first120,prefilter_h1_h4_notopp,gte_1_1,low,high,10,6,0.6,67.62,161.70000000000002,-94.08000000000001,1.71875,2.9406,0.29406,1.733243566726511,24.03,0.2403,2.8139825218476906,1,0,4,4,2,0.8852500000000001,0.5926400000000001,4.7299999999999995,0.14999999999999997,0.19999999999999998,1.7399999999999998,3.54
one_symbol_first120,prefilter_h1_h4_notopp,gte_1_1,negative,high,714,285,0.39915966386554624,-1106.4599999999982,6423.110000000002,-7529.570000000004,0.8530513694673134,-45.988699999999994,-0.06440994397759103,0.8608523135053614,1323.889999999999,13.23889999999999,-0.8357643006594196,65,7,273,138,296,0.572986274509804,0.5954484593837542,4.285434173669498,-0.3000000000000034,0.20000000000000062,3.8492997198879495,2.7893557422969284
one_symbol_first120,prefilter_h1_h4_notopp,gte_1_1,zero,high,10,2,0.2,-142.77999999999997,11.4,-154.17999999999998,0.07393955117395254,-6.187399999999999,-0.61874,0.0759557945041816,148.47999999999996,1.4847999999999997,-0.9616109913793104,0,0,6,0,4,0.34679000000000004,0.7679,4.360000000000001,0.0,0.19999999999999998,4.159999999999999,1.58
one_symbol_first120,prefilter_h4_bias_h1_reversal,gte_1_1,low,high,6,0,0.0,-146.16,0,-146.16,0.0,-6.0283999999999995,-1.0047333333333333,0.0,146.16,1.4616,-1.0,0,0,6,0,0,0.4056,1.0735833333333333,4.750000000000001,0.15,0.19999999999999998,2.9,4.3999999999999995
one_symbol_first120,prefilter_h4_bias_h1_reversal,gte_1_1,negative,high,512,211,0.412109375,-487.5499999999998,5366.509999999998,-5854.060000000008,0.9167159202331359,-19.792999999999996,-0.03865820312499999,0.9212623483813888,819.6899999999996,8.196899999999996,-0.5947980334028719,52,6,226,125,155,0.6222265625000001,0.6423888671875002,4.243750000000017,-0.3000000000000002,0.2000000000000018,3.6687500000000064,2.892968750000008
one_symbol_first120,prefilter_h4_bias_h1_reversal,gte_1_1,zero,high,24,8,0.3333333333333333,-179.26000000000005,178.44,-357.7,0.49885378809057873,-7.0382,-0.29325833333333334,0.5253055278279872,208.66000000000003,2.0866000000000002,-0.8591009297421645,0,0,14,4,6,0.47507083333333333,0.7412458333333332,4.5083333333333355,0.0,0.20000000000000007,3.583333333333334,3.2750000000000004
one_symbol_first120,prefilter_soft,gte_1_1,high,high,2,0,0.0,-49.0,0,-49.0,0.0,-2.0,-1.0,0.0,49.0,0.49,-1.0,0,0,2,0,0,0.15965,1.0,3.95,0.35,0.2,3.4,0.0
one_symbol_first120,prefilter_soft,gte_1_1,low,high,34,18,0.5294117647058824,55.89000000000001,408.44,-352.55,1.1585307048645581,3.181499999999999,0.09357352941176467,1.2149400748557608,61.03,0.6103,0.9157791250204819,4,0,14,10,10,0.661814705882353,0.6095970588235292,4.758823529411763,0.15000000000000005,0.2000000000000001,4.002941176470588,3.4147058823529415
one_symbol_first120,prefilter_soft,gte_1_1,negative,high,1402,550,0.39229671897289586,-2374.4700000000007,13832.800000000007,-16207.27,0.8534935248194179,-102.03320000000002,-0.0727768901569187,0.8533223888020771,2740.520000000001,27.405200000000008,-0.8664304584531403,123,17,611,299,475,0.5926467189728967,0.6291968616262481,4.34293865905843,-0.30000000000000726,0.19999999999999477,4.080813124108403,3.5474322396576046
one_symbol_first120,prefilter_soft,gte_1_1,zero,high,20,4,0.2,-220.1,85.78,-305.88,0.2804367725905584,-9.4513,-0.472565,0.2786863976676919,220.1,2.2009999999999996,-1.0,1,0,11,2,7,0.32948999999999995,0.7172949999999999,4.425000000000001,0.0,0.20000000000000004,4.195,3.155
tokyo_first120,baseline_current,gte_1_1,zero,none,36,16,0.4444444444444444,20.61999999999999,461.2,-440.58,1.0468019428934587,0.8184000000000006,0.02273333333333335,1.0439183025125305,99.64,0.9964000000000001,0.2069450020072259,4,0,18,10,8,0.7258833333333332,0.6571638888888889,4.527777777777779,0.0,0.0,3.433333333333334,0.9833333333333333
tokyo_first120,prefilter_h1_h4_notopp,gte_1_1,low,high,6,4,0.6666666666666666,95.94,144.0,-48.06,2.99625468164794,4.038399999999999,0.6730666666666666,3.0087544767210503,24.03,0.2403,3.9925093632958797,1,0,2,4,0,1.0830666666666666,0.5779666666666667,4.750000000000001,0.15,0.19999999999999998,1.5,4.3999999999999995
tokyo_first120,prefilter_h1_h4_notopp,gte_1_1,negative,high,98,42,0.42857142857142855,95.99000000000001,1155.06,-1059.0699999999995,1.0906361241466576,3.5425000000000018,0.036147959183673486,1.0790854882314986,103.16,1.0316,0.9304963164017062,14,1,37,24,36,0.671811224489796,0.6180602040816328,4.28163265306122,-0.3000000000000005,0.19999999999999962,3.4877551020408157,2.944897959183672
tokyo_first120,prefilter_h1_h4_notopp,gte_1_1,zero,high,2,0,0.0,-49.72,0,-49.72,0.0,-2.0,-1.0,0.0,49.72,0.4972,-1.0,0,0,2,0,0,0.62,1.0,4.7,0.0,0.2,4.5,3.4
tokyo_first120,prefilter_h4_bias_h1_reversal,gte_1_1,low,high,2,0,0.0,-49.16,0,-49.16,0.0,-2.0108,-1.0054,0.0,49.16,0.4915999999999999,-1.0,0,0,2,0,0,0.07065,1.21195,4.55,0.15,0.2,4.2,4.2
tokyo_first120,prefilter_h4_bias_h1_reversal,gte_1_1,negative,high,98,34,0.3469387755102041,-234.2899999999999,1042.2,-1276.4900000000002,0.8164576299070105,-10.0014,-0.10205510204081633,0.814159785347435,390.12,3.9012,-0.600558802419768,13,3,50,26,19,0.6091306122448978,0.7079867346938774,4.259183673469384,-0.3000000000000005,0.19999999999999962,3.430612244897958,3.330612244897958
tokyo_first120,prefilter_h4_bias_h1_reversal,gte_1_1,zero,high,4,2,0.5,27.0,73.8,-46.8,1.5769230769230769,0.9952000000000001,0.24880000000000002,1.4964086193136472,23.4,0.234,1.153846153846154,0,0,2,2,0,0.76315,0.68445,4.7,0.0,0.2,4.35,4.5
tokyo_first120,prefilter_soft,gte_1_1,low,high,16,10,0.625,153.86,302.56,-148.7,2.034700739744452,6.420999999999999,0.40131249999999996,2.0621650234897104,25.739999999999995,0.25739999999999996,5.977466977466979,3,0,6,8,2,0.8359,0.62094375,4.7749999999999995,0.14999999999999997,0.20000000000000004,3.3375,3.3
tokyo_first120,prefilter_soft,gte_1_1,negative,high,340,135,0.39705882352941174,-815.5500000000003,3385.7600000000007,-4201.31,0.8058819749078264,-34.33219999999999,-0.10097705882352939,0.803504076757275,1089.4800000000002,10.894800000000004,-0.7485681242427581,42,6,158,68,108,0.6178520588235292,0.6676270588235295,4.370000000000013,-0.2999999999999982,0.20000000000000126,4.077058823529415,3.5852941176470634
tokyo_first120,prefilter_soft,gte_1_1,zero,high,6,2,0.3333333333333333,-72.17999999999999,24.34,-96.52,0.25217571487774554,-2.9429999999999996,-0.49049999999999994,0.2651318417898522,84.35,0.8435,-0.8557202133965619,0,0,4,0,2,0.4190666666666667,0.8092833333333332,4.6000000000000005,0.0,0.19999999999999998,4.3999999999999995,2.6333333333333333
