run_id,rejected_before_selection_reason,session_label,symbol,rows
clean_first120__h1_h4_notopp__no_be,session_level_blocked,tokyo,EURJPY,105
clean_first120__h1_h4_notopp__no_be,session_level_blocked,tokyo,GBPJPY,83
clean_first120__h1_h4_notopp__no_be,session_level_blocked,tokyo,USDJPY,99
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,AUDJPY,44
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,EURJPY,30
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,EURUSD,37
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,GBPJPY,25
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,GBPUSD,45
clean_first120__h1_h4_notopp__no_be,spread_too_high,london,USDJPY,20
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,AUDJPY,54
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,EURJPY,34
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,EURUSD,16
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,GBPJPY,38
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,GBPUSD,23
clean_first120__h1_h4_notopp__no_be,spread_too_high,london_newyork_overlap,USDJPY,8
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,AUDJPY,48
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,EURJPY,31
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,EURUSD,24
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,GBPJPY,28
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,GBPUSD,16
clean_first120__h1_h4_notopp__no_be,spread_too_high,new_york,USDJPY,19
clean_first120__h1_h4_notopp__no_be,spread_too_high,tokyo,AUDJPY,44
clean_first120__h1_h4_notopp__no_be,spread_too_high,tokyo,EURJPY,38
clean_first120__h1_h4_notopp__no_be,spread_too_high,tokyo,GBPJPY,23
clean_first120__h1_h4_notopp__no_be,spread_too_high,tokyo,USDJPY,14
clean_first120__h1_h4_notopp__no_be,symbol_already_open,london_newyork_overlap,USDJPY,1
clean_first120__h1_h4_notopp__no_be,symbol_already_open,new_york,GBPUSD,3
clean_first120__h1_h4_notopp__no_be,symbol_already_open,new_york,USDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,AUDJPY,52
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,EURJPY,37
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,EURUSD,29
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,GBPJPY,25
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,GBPUSD,18
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london,USDJPY,24
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,AUDJPY,53
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,EURJPY,69
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,EURUSD,37
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,GBPJPY,23
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,GBPUSD,32
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,london_newyork_overlap,USDJPY,28
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,AUDJPY,77
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,EURJPY,63
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,EURUSD,45
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,GBPJPY,40
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,GBPUSD,34
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,new_york,USDJPY,50
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,tokyo,AUDJPY,12
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,tokyo,EURJPY,6
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,tokyo,GBPJPY,13
clean_first120__h4_bias_h1_rev__be_1_1r,htf_resistance_blocked,tokyo,USDJPY,4
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,AUDJPY,19
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,EURJPY,13
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,EURUSD,23
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,GBPJPY,13
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,GBPUSD,29
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london,USDJPY,19
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,AUDJPY,34
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,EURJPY,12
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,EURUSD,3
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,GBPJPY,24
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,GBPUSD,16
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,london_newyork_overlap,USDJPY,27
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,AUDJPY,25
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,EURJPY,5
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,EURUSD,20
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,GBPJPY,17
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,GBPUSD,22
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,new_york,USDJPY,14
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,tokyo,AUDJPY,3
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,tokyo,EURJPY,3
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,tokyo,GBPJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,htf_support_blocked,tokyo,USDJPY,12
clean_first120__h4_bias_h1_rev__be_1_1r,neckline_level_blocked,london_newyork_overlap,USDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london,AUDJPY,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london,EURJPY,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london,EURUSD,4
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london,GBPJPY,2
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london,GBPUSD,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london_newyork_overlap,AUDJPY,7
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london_newyork_overlap,EURJPY,5
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london_newyork_overlap,GBPJPY,5
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london_newyork_overlap,GBPUSD,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,london_newyork_overlap,USDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,new_york,EURJPY,9
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,new_york,EURUSD,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,new_york,GBPJPY,4
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,new_york,GBPUSD,8
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,new_york,USDJPY,5
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,tokyo,AUDJPY,3
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,tokyo,EURJPY,2
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,tokyo,GBPJPY,4
clean_first120__h4_bias_h1_rev__be_1_1r,obstacle_before_target,tokyo,USDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,AUDJPY,92
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,EURJPY,84
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,EURUSD,87
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,GBPJPY,54
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,GBPUSD,68
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london,USDJPY,99
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,AUDJPY,41
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,EURJPY,42
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,EURUSD,61
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,GBPJPY,39
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,GBPUSD,59
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,london_newyork_overlap,USDJPY,39
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,AUDJPY,16
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,EURJPY,36
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,EURUSD,39
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,GBPJPY,27
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,GBPUSD,30
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,new_york,USDJPY,11
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,tokyo,AUDJPY,130
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,tokyo,EURJPY,106
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,tokyo,GBPJPY,85
clean_first120__h4_bias_h1_rev__be_1_1r,previous_day_level_blocked,tokyo,USDJPY,124
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,AUDJPY,44
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,EURJPY,30
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,EURUSD,21
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,GBPJPY,28
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,GBPUSD,8
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london,USDJPY,11
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,AUDJPY,49
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,EURJPY,23
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,EURUSD,13
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,GBPJPY,36
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,GBPUSD,56
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,london_newyork_overlap,USDJPY,22
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,AUDJPY,26
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,EURJPY,17
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,EURUSD,26
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,GBPJPY,23
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,GBPUSD,46
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,new_york,USDJPY,27
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,tokyo,AUDJPY,23
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,tokyo,EURJPY,28
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,tokyo,GBPJPY,25
clean_first120__h4_bias_h1_rev__be_1_1r,previous_week_level_blocked,tokyo,USDJPY,15
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,AUDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,EURJPY,4
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,EURUSD,5
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,GBPJPY,2
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,GBPUSD,2
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london,USDJPY,8
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london_newyork_overlap,AUDJPY,6
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london_newyork_overlap,EURUSD,9
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london_newyork_overlap,GBPJPY,2
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london_newyork_overlap,GBPUSD,4
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,london_newyork_overlap,USDJPY,18
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,new_york,EURUSD,4
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,new_york,GBPUSD,2
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,new_york,USDJPY,5
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,tokyo,AUDJPY,2
clean_first120__h4_bias_h1_rev__be_1_1r,session_invalidated,tokyo,USDJPY,11
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,AUDJPY,135
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,EURJPY,116
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,EURUSD,125
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,GBPJPY,119
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,GBPUSD,139
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london,USDJPY,111
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,AUDJPY,156
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,EURJPY,124
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,EURUSD,134
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,GBPJPY,121
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,GBPUSD,130
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,london_newyork_overlap,USDJPY,148
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,AUDJPY,138
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,EURJPY,176
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,EURUSD,156
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,GBPJPY,130
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,GBPUSD,148
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,new_york,USDJPY,149
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,tokyo,AUDJPY,146
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,tokyo,EURJPY,130
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,tokyo,GBPJPY,110
clean_first120__h4_bias_h1_rev__be_1_1r,session_level_blocked,tokyo,USDJPY,126
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,AUDJPY,45
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,EURJPY,33
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,EURUSD,33
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,GBPJPY,25
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,GBPUSD,35
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london,USDJPY,13
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,AUDJPY,59
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,EURJPY,34
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,EURUSD,20
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,GBPJPY,24
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,GBPUSD,21
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,london_newyork_overlap,USDJPY,7
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,AUDJPY,67
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,EURJPY,52
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,EURUSD,30
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,GBPJPY,20
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,GBPUSD,21
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,new_york,USDJPY,18
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,tokyo,AUDJPY,64
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,tokyo,EURJPY,36
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,tokyo,GBPJPY,23
clean_first120__h4_bias_h1_rev__be_1_1r,spread_too_high,tokyo,USDJPY,15
clean_first120__h4_bias_h1_rev__be_1_1r,symbol_already_open,london_newyork_overlap,USDJPY,1
clean_first120__h4_bias_h1_rev__be_1_1r,symbol_already_open,new_york,GBPUSD,1
clean_first120__h4_bias_h1_rev__be_1_1r,symbol_already_open,new_york,USDJPY,1
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,AUDJPY,52
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,EURJPY,37
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,EURUSD,29
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,GBPJPY,25
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,GBPUSD,18
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london,USDJPY,24
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,AUDJPY,53
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,EURJPY,69
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,EURUSD,37
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,GBPJPY,23
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,GBPUSD,32
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,london_newyork_overlap,USDJPY,28
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,AUDJPY,77
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,EURJPY,63
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,EURUSD,45
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,GBPJPY,40
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,GBPUSD,34
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,new_york,USDJPY,50
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,tokyo,AUDJPY,12
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,tokyo,EURJPY,6
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,tokyo,GBPJPY,13
clean_first120__h4_bias_h1_rev__no_be,htf_resistance_blocked,tokyo,USDJPY,4
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,AUDJPY,19
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,EURJPY,13
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,EURUSD,23
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,GBPJPY,13
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,GBPUSD,29
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london,USDJPY,19
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,AUDJPY,34
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,EURJPY,12
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,EURUSD,3
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,GBPJPY,24
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,GBPUSD,16
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,london_newyork_overlap,USDJPY,27
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,AUDJPY,25
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,EURJPY,5
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,EURUSD,20
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,GBPJPY,17
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,GBPUSD,22
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,new_york,USDJPY,14
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,tokyo,AUDJPY,3
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,tokyo,EURJPY,3
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,tokyo,GBPJPY,1
clean_first120__h4_bias_h1_rev__no_be,htf_support_blocked,tokyo,USDJPY,12
clean_first120__h4_bias_h1_rev__no_be,neckline_level_blocked,london_newyork_overlap,USDJPY,1
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london,AUDJPY,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london,EURJPY,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london,EURUSD,4
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london,GBPJPY,2
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london,GBPUSD,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london_newyork_overlap,AUDJPY,7
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london_newyork_overlap,EURJPY,5
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london_newyork_overlap,GBPJPY,5
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london_newyork_overlap,GBPUSD,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,london_newyork_overlap,USDJPY,1
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,new_york,EURJPY,9
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,new_york,EURUSD,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,new_york,GBPJPY,4
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,new_york,GBPUSD,8
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,new_york,USDJPY,5
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,tokyo,AUDJPY,3
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,tokyo,EURJPY,2
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,tokyo,GBPJPY,4
clean_first120__h4_bias_h1_rev__no_be,obstacle_before_target,tokyo,USDJPY,1
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,AUDJPY,92
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,EURJPY,84
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,EURUSD,87
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,GBPJPY,54
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,GBPUSD,68
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london,USDJPY,99
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,AUDJPY,41
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,EURJPY,42
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,EURUSD,61
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,GBPJPY,39
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,GBPUSD,59
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,london_newyork_overlap,USDJPY,39
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,AUDJPY,16
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,EURJPY,36
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,EURUSD,39
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,GBPJPY,27
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,GBPUSD,30
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,new_york,USDJPY,11
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,tokyo,AUDJPY,130
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,tokyo,EURJPY,106
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,tokyo,GBPJPY,85
clean_first120__h4_bias_h1_rev__no_be,previous_day_level_blocked,tokyo,USDJPY,124
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,AUDJPY,44
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,EURJPY,30
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,EURUSD,21
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,GBPJPY,28
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,GBPUSD,8
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london,USDJPY,11
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,AUDJPY,49
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,EURJPY,23
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,EURUSD,13
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,GBPJPY,36
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,GBPUSD,56
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,london_newyork_overlap,USDJPY,22
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,new_york,AUDJPY,26
clean_first120__h4_bias_h1_rev__no_be,previous_week_level_blocked,new_york,EURJPY,17
