scenario_id,experiment_id,target_room_bucket,nearest_obstacle_type,obstacle_distance_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,prefilter_h1_h4_notopp,negative,failed_breakout_level,lt_0_8r,98,30,0.30612244897959184,-709.5600000000002,562.4100000000001,-1271.9699999999996,0.4421566546380813,-30.410099999999993,-0.3103071428571428,0.45353047622299325,739.0600000000002,7.390600000000001,-0.9600844315752443,6,1,47,12,38,0.49106326530612227,0.6830642857142858,4.253061224489793,-0.3000000000000005,0.19999999999999962,3.9061224489795907,3.1244897959183655
all_symbols_first120,prefilter_h1_h4_notopp,negative,h1_confirmed_swing_low,lt_0_8r,4,2,0.5,-18.060000000000002,0.7,-18.76,0.03731343283582089,-0.7649999999999999,-0.19124999999999998,0.048980606663351564,18.410000000000004,0.18410000000000004,-0.9809885931558935,0,0,0,0,4,0.3907,0.34362499999999996,4.4,-0.3,0.2,4.5,2.25
all_symbols_first120,prefilter_h1_h4_notopp,negative,h4_confirmed_swing_high,lt_0_8r,2,0,0.0,-17.12,0,-17.12,0.0,-0.8038,-0.4019,0.0,17.12,0.17120000000000002,-1.0,0,0,0,0,2,0.12055,0.43735,4.4,-0.3,0.2,4.5,0.0
all_symbols_first120,prefilter_h1_h4_notopp,negative,opening_range_high,lt_0_8r,6,0,0.0,-76.56,0,-76.56,0.0,-3.4501999999999997,-0.5750333333333333,0.0,76.56,0.7656000000000001,-1.0,0,0,2,0,4,0.13764999999999997,0.6664166666666667,4.3999999999999995,-0.3,0.19999999999999998,4.5,1.5
all_symbols_first120,prefilter_h1_h4_notopp,negative,opening_range_low,lt_0_8r,2,0,0.0,-44.32,0,-44.32,0.0,-2.0072,-1.0036,0.0,44.32,0.44320000000000004,-1.0,0,0,2,0,0,0.1087,1.0036,4.4,-0.3,0.2,4.5,0.0
all_symbols_first120,prefilter_h1_h4_notopp,negative,pre_session_high,lt_0_8r,50,27,0.54,223.91,646.34,-422.43000000000006,1.5300523163601067,10.6434,0.212868,1.5596487538121777,74.85000000000001,0.7485000000000002,2.9914495657982627,6,0,17,17,16,0.71832,0.529022,4.296000000000003,-0.30000000000000027,0.19999999999999993,3.7319999999999993,3.42
all_symbols_first120,prefilter_h1_h4_notopp,negative,pre_session_low,lt_0_8r,26,12,0.46153846153846156,161.97999999999996,379.53999999999996,-217.56,1.7445302445302444,6.8102,0.26193076923076924,1.6908437988192095,43.06999999999999,0.4306999999999999,3.760854423032273,3,0,8,10,8,0.7645115384615385,0.5322538461538461,4.307692307692308,-0.2999999999999999,0.20000000000000007,3.0923076923076924,3.66923076923077
all_symbols_first120,prefilter_h1_h4_notopp,negative,previous_day_high,lt_0_8r,14,10,0.7142857142857143,140.04,188.58,-48.540000000000006,3.8850432632880096,6.2906,0.44932857142857147,3.9737165547886923,24.270000000000003,0.24270000000000003,5.770086526576018,2,0,2,4,8,0.7068928571428571,0.3576714285714286,4.3999999999999995,-0.29999999999999993,0.2,3.814285714285714,3.014285714285714
all_symbols_first120,prefilter_h1_h4_notopp,negative,previous_day_low,lt_0_8r,14,4,0.2857142857142857,-217.46,6.9399999999999995,-224.40000000000003,0.03092691622103386,-9.527,-0.6805,0.04982745895916861,219.38,2.1938,-0.9912480627222172,0,0,10,0,4,0.23600714285714286,0.7938857142857142,4.199999999999999,-0.29999999999999993,0.2,4.3,1.8857142857142857
all_symbols_first120,prefilter_h1_h4_notopp,negative,previous_week_high,lt_0_8r,16,6,0.375,27.460000000000008,186.4,-158.94,1.1727695985906632,1.2874000000000003,0.08046250000000002,1.1818875388527834,79.47,0.7947,0.3455391971813264,3,0,4,4,8,0.715075,0.61484375,3.975,-0.29999999999999993,0.20000000000000004,2.9875,2.175
all_symbols_first120,prefilter_h1_h4_notopp,negative,previous_week_low,lt_0_8r,6,4,0.6666666666666666,-20.340000000000003,84.53999999999999,-104.88,0.8060640732265446,-1.8810000000000002,-0.31350000000000006,0.672425202883912,62.61,0.6261,-0.3248682319118352,0,0,2,2,2,0.7056,1.0947833333333334,4.3999999999999995,-0.3,0.19999999999999998,4.5,4.3999999999999995
all_symbols_first120,prefilter_h1_h4_notopp,negative,recent_equal_highs,lt_0_8r,40,12,0.3,-184.33,251.76999999999995,-436.10000000000014,0.5773217152029348,-7.628699999999999,-0.19071749999999998,0.5973174555416553,220.79000000000002,2.2079,-0.8348657094977128,3,1,16,6,17,0.53682,0.5733550000000001,4.200000000000001,-0.30000000000000016,0.2000000000000001,3.6950000000000003,3.3250000000000006
all_symbols_first120,prefilter_h1_h4_notopp,negative,recent_equal_lows,lt_0_8r,54,17,0.3148148148148148,-308.93000000000006,378.73,-687.6599999999999,0.5507518250298113,-14.003900000000005,-0.25933148148148155,0.5428984570591096,308.93000000000006,3.0893000000000006,-1.0,5,2,26,10,16,0.5321,0.6455851851851853,4.237037037037037,-0.3000000000000003,0.19999999999999987,4.003703703703702,2.4000000000000004
all_symbols_first120,prefilter_h1_h4_notopp,negative,recent_rejection_zone,lt_0_8r,34,14,0.4117647058823529,-52.839999999999996,357.32,-410.15999999999997,0.8711722254729862,-2.6158,-0.07693529411764706,0.8583266535236901,154.57,1.5456999999999999,-0.34185158827715595,2,0,18,10,6,0.6053499999999999,0.7084529411764706,4.200000000000001,-0.3000000000000001,0.2000000000000001,3.552941176470589,3.288235294117648
all_symbols_first120,prefilter_h1_h4_notopp,negative,round_number,lt_0_8r,75,28,0.37333333333333335,-59.299999999999955,649.83,-709.13,0.9163764048904997,-2.7012999999999985,-0.03601733333333331,0.9145739449425232,179.23000000000002,1.7923000000000002,-0.330859789097807,9,1,26,14,34,0.5532706666666666,0.5696800000000001,4.259999999999999,-0.30000000000000043,0.1999999999999997,3.776,2.418666666666666
all_symbols_first120,prefilter_h1_h4_notopp,negative,session_high,lt_0_8r,16,8,0.5,116.7,238.9,-122.19999999999999,1.9549918166939446,5.346,0.334125,1.9819624554571837,27.15,0.2715,4.298342541436464,1,0,4,6,6,0.7888937500000001,0.476275,4.25,-0.29999999999999993,0.20000000000000004,2.7750000000000004,3.2250000000000005
all_symbols_first120,prefilter_h1_h4_notopp,negative,session_low,lt_0_8r,32,8,0.25,-185.84000000000003,198.01999999999998,-383.85999999999996,0.515865159172615,-7.9872000000000005,-0.24960000000000002,0.5286063338802394,185.84000000000003,1.8584000000000003,-1.0,0,0,14,4,14,0.44711874999999995,0.6252937500000001,4.362500000000002,-0.30000000000000004,0.2000000000000001,3.88125,2.9812500000000006
all_symbols_first120,prefilter_h1_h4_notopp,negative,wick_cluster_zone,lt_0_8r,34,14,0.4117647058823529,157.5,443.87,-286.37,1.5499877780493767,7.083700000000001,0.20834411764705885,1.5485287285116924,56.72000000000001,0.5672000000000001,2.7767983074753166,7,3,12,12,7,0.7843058823529411,0.5298117647058823,4.276470588235294,-0.3000000000000001,0.2000000000000001,3.582352941176471,2.4647058823529417
all_symbols_first120,prefilter_h1_h4_notopp,zero,failed_breakout_level,0_8_to_1_0r,2,0,0.0,-43.24,0,-43.24,0.0,-2.0486,-1.0243,0.0,43.24,0.43240000000000006,-1.0,0,0,2,0,0,0.08335,1.1024500000000002,3.6,0.0,0.2,3.4,0.0
all_symbols_first120,prefilter_h1_h4_notopp,zero,h1_confirmed_swing_high,0_8_to_1_0r,2,0,0.0,-46.96,0,-46.96,0.0,-2.0,-1.0,0.0,46.96,0.46959999999999996,-1.0,0,0,2,0,0,0.62,1.0,4.7,0.0,0.2,4.5,3.4
all_symbols_first120,prefilter_h1_h4_notopp,zero,round_number,0_8_to_1_0r,4,0,0.0,-56.54,0,-56.54,0.0,-2.6474,-0.66185,0.0,56.54,0.5654,-1.0,0,0,2,0,2,0.15125,0.7023,4.7,0.0,0.2,4.5,4.35
all_symbols_first120,prefilter_h1_h4_notopp,zero,session_low,0_8_to_1_0r,2,0,0.0,-44.88,0,-44.88,0.0,-2.0,-1.0,0.0,44.88,0.4488000000000001,-1.0,0,0,2,0,0,0.5294,1.0,4.4,0.0,0.2,4.2,0.0
all_symbols_first120,prefilter_h4_bias_h1_reversal,high,none,none,2,0,0.0,-53.76,0,-53.76,0.0,-2.1818,-1.0909,0.0,53.76,0.5376,-1.0,0,0,2,0,0,1.0341,1.0909,3.15,0.35,0.2,0.0,2.6
all_symbols_first120,prefilter_h4_bias_h1_reversal,low,pre_session_high,1_0_to_1_5r,2,0,0.0,-49.16,0,-49.16,0.0,-2.0108,-1.0054,0.0,49.16,0.4915999999999999,-1.0,0,0,2,0,0,0.07065,1.21195,4.55,0.15,0.2,4.2,4.2
all_symbols_first120,prefilter_h4_bias_h1_reversal,low,recent_rejection_zone,1_0_to_1_5r,2,0,0.0,-49.78,0,-49.78,0.0,-2.0,-1.0,0.0,49.78,0.49779999999999996,-1.0,0,0,2,0,0,0.11335,1.0,3.75,0.15,0.2,3.4,0.0
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,current_day_high,lt_0_8r,36,16,0.4444444444444444,-27.830000000000005,290.20000000000005,-318.03000000000003,0.912492532151055,-0.8125999999999998,-0.022572222222222216,0.9404557778266286,133.32999999999998,1.3332999999999997,-0.20873021825545646,2,0,12,6,18,0.49630833333333324,0.5636055555555556,4.366666666666669,-0.3000000000000001,0.2000000000000001,3.405555555555556,3.466666666666667
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,current_day_low,lt_0_8r,46,22,0.4782608695652174,11.109999999999859,513.64,-502.53,1.0221081328477901,-0.16179999999999672,-0.003517391304347755,0.9926846912017362,162.94000000000005,1.6294000000000006,0.06818460783110258,3,0,20,12,14,0.6019043478260869,0.6105695652173914,4.347826086956524,-0.30000000000000027,0.19999999999999998,3.691304347826087,3.1739130434782608
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,failed_breakout_level,lt_0_8r,42,18,0.42857142857142855,61.059999999999995,530.0,-468.94,1.130208555465518,2.2133999999999996,0.05269999999999999,1.108478729660851,188.82,1.8881999999999999,0.3233767609363415,3,0,18,14,10,0.6476357142857141,0.6326619047619046,4.357142857142859,-0.3000000000000002,0.20000000000000004,4.257142857142857,3.1000000000000005
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,h1_confirmed_swing_high,lt_0_8r,12,4,0.3333333333333333,-74.62,114.3,-188.92000000000002,0.6050179970357823,-3.1087999999999996,-0.2590666666666666,0.6187860208461066,109.33,1.0933,-0.6825208085612366,1,0,8,2,2,0.49345833333333333,0.8627000000000001,4.2,-0.29999999999999993,0.19999999999999998,4.166666666666667,2.15
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,h1_confirmed_swing_low,lt_0_8r,10,6,0.6,109.51,182.66000000000003,-73.15,2.4970608339029394,4.5786,0.45786,2.489847715736041,25.57,0.25570000000000004,4.282753226437231,2,1,3,4,2,0.99777,0.64796,4.119999999999999,-0.29999999999999993,0.19999999999999998,2.4799999999999995,2.5799999999999996
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,h4_confirmed_swing_high,lt_0_8r,2,1,0.5,35.94,36.28,-0.34,106.70588235294117,1.5,0.75,107.38297872340426,0.3400000000000034,0.003400000000000034,105.70588235294011,1,1,0,1,0,1.3979,0.4472,3.3,-0.3,0.2,0.0,3.4
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,h4_confirmed_swing_low,lt_0_8r,2,0,0.0,-47.04,0,-47.04,0.0,-2.012,-1.006,0.0,47.04,0.4704,-1.0,0,0,2,0,0,0.21405,1.006,4.4,-0.3,0.2,0.0,4.5
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,opening_range_high,lt_0_8r,4,0,0.0,-49.220000000000006,0,-49.220000000000006,0.0,-2.0598,-0.51495,0.0,49.220000000000006,0.4922000000000001,-1.0,0,0,2,0,2,0.22975,0.602,4.1,-0.3,0.2,2.1,4.2
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,opening_range_low,lt_0_8r,2,0,0.0,-48.02,0,-48.02,0.0,-2.0,-1.0,0.0,48.02,0.48020000000000007,-1.0,0,0,2,0,0,0.52295,1.0,4.4,-0.3,0.2,4.2,4.5
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,pre_session_high,lt_0_8r,52,20,0.38461538461538464,-75.49999999999999,496.01,-571.5099999999999,0.8678938251299192,-3.456199999999999,-0.06646538461538459,0.860615739508473,200.12,2.0012000000000003,-0.3772736358185088,3,0,20,12,20,0.5770788461538462,0.6041346153846155,4.353846153846157,-0.3000000000000003,0.1999999999999999,3.5576923076923075,3.5423076923076917
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,pre_session_low,lt_0_8r,32,10,0.3125,-77.38,251.02,-328.40000000000003,0.7643727161997563,-3.5974,-0.11241875,0.7519684496476786,134.73,1.3473,-0.5743338528909672,3,0,12,6,14,0.554096875,0.5612875,4.381250000000002,-0.30000000000000004,0.2000000000000001,3.9375,3.3000000000000003
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,previous_day_high,lt_0_8r,4,2,0.5,-34.989999999999995,11.56,-46.55,0.24833512352309348,-1.5381999999999998,-0.38454999999999995,0.24598039215686276,40.769999999999996,0.4077,-0.8582290900171694,0,0,2,0,2,0.550975,0.593025,4.1,-0.3,0.2,0.0,4.2
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,previous_day_low,lt_0_8r,6,2,0.3333333333333333,-20.28,71.86,-92.14,0.7799001519426959,-0.9975999999999998,-0.16626666666666665,0.7506,56.21,0.5621,-0.3607898950364704,1,0,4,2,0,0.5819166666666666,0.6894166666666667,4.300000000000001,-0.3,0.19999999999999998,3.0,4.3999999999999995
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,previous_week_high,lt_0_8r,16,6,0.375,-23.55999999999999,137.54,-161.10000000000002,0.8537554314090625,-0.8442000000000001,-0.052762500000000004,0.8795651677699154,79.43,0.7943,-0.2966133702631246,2,0,6,4,6,0.54274375,0.57880625,4.1499999999999995,-0.29999999999999993,0.20000000000000004,3.1999999999999997,3.1250000000000004
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,previous_week_low,lt_0_8r,4,0,0.0,-98.28,0,-98.28,0.0,-4.0,-1.0,0.0,98.28,0.9828,-1.0,0,0,4,0,0,0.390575,1.0,3.85,-0.3,0.2,3.95,0.0
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,recent_equal_highs,lt_0_8r,40,12,0.3,-188.5000000000001,311.17999999999995,-499.67999999999995,0.6227585654819083,-7.8123999999999985,-0.19530999999999996,0.6340933360810836,234.60000000000008,2.346000000000001,-0.8034953111679457,4,2,20,8,10,0.5966775,0.6863775000000001,4.17,-0.30000000000000016,0.2000000000000001,4.005000000000002,2.720000000000001
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,recent_equal_lows,lt_0_8r,44,16,0.36363636363636365,-328.98,231.54,-560.5200000000001,0.41308071076857195,-12.561800000000002,-0.2854954545454546,0.4663908381900669,348.76000000000005,3.4876000000000005,-0.9432847803647206,1,0,22,4,18,0.47728863636363633,0.6624318181818182,4.11818181818182,-0.3000000000000002,0.2,3.6818181818181825,2.8818181818181827
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,recent_rejection_zone,lt_0_8r,36,24,0.6666666666666666,456.1399999999999,697.3199999999999,-241.18000000000004,2.8912845177875437,19.759600000000002,0.5488777777777778,2.8880883673820397,45.49000000000001,0.4549000000000001,10.027258738184212,5,0,10,18,8,0.8968999999999999,0.5037055555555555,4.061111111111113,-0.3000000000000001,0.2000000000000001,3.4555555555555566,1.8888888888888888
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,round_number,lt_0_8r,32,12,0.375,22.54000000000001,401.88,-379.34,1.059418990878895,1.0581999999999998,0.033068749999999994,1.0654259923333744,114.18,1.1418000000000001,0.19740760203187957,5,0,14,8,10,0.6626687499999999,0.687221875,4.118750000000001,-0.30000000000000004,0.2000000000000001,3.2500000000000004,2.9000000000000004
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,session_high,lt_0_8r,20,4,0.2,-292.5,37.38,-329.88000000000005,0.11331393233903236,-13.2666,-0.66333,0.11044804141131032,292.5,2.9250000000000003,-1.0,0,0,14,0,6,0.255795,0.8122299999999999,4.06,-0.29999999999999993,0.20000000000000004,2.98,2.39
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,session_low,lt_0_8r,26,6,0.23076923076923078,-226.56,215.4,-441.9600000000001,0.487374423024708,-9.5858,-0.3686846153846154,0.48655018372309783,265.11,2.6511,-0.8545886613103995,0,0,18,6,2,0.5367076923076923,0.8248461538461538,4.2846153846153845,-0.2999999999999999,0.20000000000000007,4.015384615384616,2.676923076923077
all_symbols_first120,prefilter_h4_bias_h1_reversal,negative,wick_cluster_zone,lt_0_8r,28,13,0.4642857142857143,206.78999999999996,506.44,-299.65000000000003,1.6901051226430834,8.795700000000002,0.3141321428571429,1.6930823358837572,98.15,0.9815,2.1068772287315327,5,2,11,13,2,0.9371571428571427,0.6452142857142859,4.1499999999999995,-0.29999999999999993,0.2000000000000001,3.550000000000001,2.1642857142857146
all_symbols_first120,prefilter_h4_bias_h1_reversal,zero,failed_breakout_level,0_8_to_1_0r,2,0,0.0,-47.16,0,-47.16,0.0,-2.0486,-1.0243,0.0,47.16,0.47159999999999996,-1.0,0,0,2,0,0,0.08335,1.1024500000000002,3.6,0.0,0.2,3.4,0.0
all_symbols_first120,prefilter_h4_bias_h1_reversal,zero,recent_equal_highs,0_8_to_1_0r,2,0,0.0,-49.38,0,-49.38,0.0,-2.0,-1.0,0.0,49.38,0.49380000000000007,-1.0,0,0,2,0,0,0.6504,1.0,4.4,0.0,0.2,0.0,4.2
all_symbols_first120,prefilter_h4_bias_h1_reversal,zero,round_number,0_8_to_1_0r,8,0,0.0,-160.28,0,-160.28,0.0,-6.6522,-0.831525,0.0,160.28,1.6028,-1.0,0,0,6,0,2,0.0842,0.85175,4.7,0.0,0.19999999999999998,4.5,4.425
all_symbols_first120,prefilter_h4_bias_h1_reversal,zero,session_high,0_8_to_1_0r,2,0,0.0,-48.26,0,-48.26,0.0,-2.032,-1.016,0.0,48.26,0.4826,-1.0,0,0,2,0,0,0.204,1.064,4.4,0.0,0.2,0.0,4.2
all_symbols_first120,prefilter_soft,high,none,none,2,0,0.0,-42.02,0,-42.02,0.0,-2.0106,-1.0053,0.0,42.02,0.4202,-1.0,0,0,2,0,0,0.35525,1.0053,5.05,0.35,0.2,4.5,4.5
all_symbols_first120,prefilter_soft,low,h1_confirmed_swing_high,1_0_to_1_5r,2,2,1.0,2.86,2.86,0,inf,0.0462,0.0231,inf,0.0,0.0,inf,0,0,0,0,2,0.24535,0.19215,4.85,0.15,0.2,4.5,4.5
all_symbols_first120,prefilter_soft,low,h1_confirmed_swing_low,1_0_to_1_5r,2,0,0.0,-40.96,0,-40.96,0.0,-2.048,-1.024,0.0,40.96,0.40959999999999996,-1.0,0,0,2,0,0,0.016,1.024,4.85,0.15,0.2,4.5,4.5
all_symbols_first120,prefilter_soft,low,pre_session_high,1_0_to_1_5r,2,0,0.0,-44.26,0,-44.26,0.0,-2.0108,-1.0054,0.0,44.26,0.44259999999999994,-1.0,0,0,2,0,0,0.07065,1.21195,4.55,0.15,0.2,4.2,4.2
