scenario_id,experiment_id,retest_reference_type,retest_score_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
one_symbol_first120,baseline_current,opening_range_low|neckline_level,none,12,6,0.5,3.7799999999999976,146.88,-143.1,1.0264150943396226,0.17000000000000015,0.01416666666666668,1.028197983014862,71.55,0.7155,0.05283018867924525,1,0,6,2,4,0.6823250000000001,0.6110083333333334,4.566666666666667,0.0,0.0,3.0,1.5
one_symbol_first120,baseline_current,session_high|opening_range_high|neckline_level,none,106,48,0.4528301886792453,152.4799999999999,1217.1200000000003,-1064.64,1.1432221220318608,6.406799999999998,0.060441509433962246,1.1407951758511268,189.3,1.8930000000000002,0.8054939249867928,11,0,36,26,44,0.6345688679245285,0.6186943396226413,4.571698113207541,0.0,0.0,2.586792452830188,1.8226415094339619
one_symbol_first120,baseline_current,session_low|opening_range_low|neckline_level,none,36,6,0.16666666666666666,-477.83000000000004,151.4,-629.2300000000001,0.24061154108990349,-20.1472,-0.5596444444444445,0.23760510402555038,490.1,4.901000000000001,-0.9749642930014283,3,2,24,4,6,0.4146666666666667,0.8147027777777778,4.633333333333333,0.0,0.0,2.7000000000000006,1.7333333333333334
one_symbol_first120,prefilter_h1_h4_notopp,neckline_level,high,322,129,0.40062111801242234,-260.3100000000002,3349.2500000000014,-3609.5599999999986,0.9278831768969078,-10.421300000000027,-0.0323642857142858,0.9342584368328883,463.63000000000034,4.636300000000004,-0.5614606474990833,34,2,138,79,103,0.6527155279503106,0.6056475155279504,4.2798136645962765,-0.2934782608695635,0.20000000000000118,3.6472049689441044,2.881366459627334
one_symbol_first120,prefilter_h1_h4_notopp,opening_range_high|neckline_level,high,26,16,0.6153846153846154,28.570000000000025,277.37000000000006,-248.8,1.1148311897106111,1.1175999999999995,0.042984615384615364,1.100337570925806,55.05,0.5505,0.518982742960945,2,0,8,4,14,0.6597538461538461,0.5599038461538461,4.376923076923078,-0.2999999999999999,0.20000000000000007,4.130769230769231,4.061538461538462
one_symbol_first120,prefilter_h1_h4_notopp,opening_range_low|neckline_level,high,52,24,0.46153846153846156,-1.18999999999998,491.19999999999993,-492.3900000000001,0.9975832165559817,0.8768000000000005,0.01686153846153847,1.0419650036374775,189.48,1.8948,-0.006280346210681761,6,2,18,10,22,0.645846153846154,0.5550826923076922,4.251923076923079,-0.2826923076923079,0.1999999999999999,3.157692307692307,2.7
one_symbol_first120,prefilter_h1_h4_notopp,session_high|opening_range_high|neckline_level,high,202,85,0.4207920792079208,-98.51999999999984,1686.2500000000007,-1784.7699999999995,0.9447996100337865,-5.423400000000003,-0.02684851485148516,0.9319457463268089,296.9399999999999,2.969399999999999,-0.33178419882804566,16,1,60,34,107,0.5158925742574257,0.566281683168317,4.325247524752466,-0.27772277227722686,0.20000000000000018,4.099009900990101,2.484158415841583
one_symbol_first120,prefilter_h1_h4_notopp,session_low|opening_range_low|neckline_level,high,132,39,0.29545454545454547,-850.17,792.1399999999999,-1642.3100000000002,0.4823328117103347,-35.3852,-0.26806969696969696,0.5013760168644853,850.17,8.5017,-1.0,8,2,59,15,56,0.4265931818181819,0.6509575757575756,4.272727272727266,-0.2999999999999998,0.19999999999999954,4.04090909090909,2.78181818181818
one_symbol_first120,prefilter_h4_bias_h1_reversal,neckline_level,high,244,89,0.36475409836065575,-684.8199999999996,2562.3,-3247.119999999999,0.7890992633472126,-28.028499999999994,-0.11487090163934424,0.797551272179904,821.0699999999997,8.210699999999997,-0.8340579974910786,24,3,131,67,43,0.6423631147540982,0.6785102459016392,4.238934426229503,-0.29139344262294953,0.20000000000000062,3.3213114754098383,2.959836065573773
one_symbol_first120,prefilter_h4_bias_h1_reversal,opening_range_high|neckline_level,high,8,4,0.5,15.700000000000003,82.5,-66.8,1.2350299401197606,0.496,0.062,1.1723419041000696,29.979999999999997,0.29979999999999996,0.5236824549699801,1,0,2,2,4,0.6096874999999999,0.513325,4.25,-0.3,0.19999999999999998,4.35,2.175
one_symbol_first120,prefilter_h4_bias_h1_reversal,opening_range_low|neckline_level,high,20,12,0.6,195.21999999999997,354.82000000000005,-159.6,2.223182957393484,8.410600000000002,0.4205300000000001,2.2119718715776124,24.80000000000001,0.24800000000000014,7.871774193548382,3,0,6,8,6,0.9320450000000001,0.5329149999999999,4.340000000000001,-0.29999999999999993,0.20000000000000004,3.5700000000000003,2.22
one_symbol_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,184,84,0.45652173913043476,188.19999999999996,1985.3100000000006,-1797.1099999999994,1.1047236952662893,7.769000000000001,0.04222282608695653,1.0993785800720937,260.25,2.6025,0.7231508165225743,18,1,65,40,78,0.5892929347826089,0.6139347826086958,4.273369565217383,-0.2755434782608689,0.1999999999999999,3.927173913043478,2.8239130434782593
one_symbol_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,86,30,0.3488372093023256,-527.2700000000001,560.0200000000001,-1087.29,0.515060379475577,-21.5067,-0.25007790697674415,0.5303547446690033,529.5300000000001,5.295300000000001,-0.9957320642834212,6,2,42,12,30,0.508493023255814,0.6959197674418603,4.2802325581395335,-0.26162790697674454,0.19999999999999965,3.9837209302325562,3.286046511627905
one_symbol_first120,prefilter_soft,neckline_level,high,703,276,0.39260312944523473,-1406.3100000000002,7287.030000000004,-8693.339999999998,0.8382313357121666,-60.56490000000002,-0.08615206258890473,0.8374334493342583,1798.3900000000003,17.983900000000002,-0.7819827734807244,57,7,341,167,188,0.6389480796586062,0.6386802275960172,4.3334281650071516,-0.2991465149359918,0.2000000000000008,3.9840682788051187,3.607112375533428
one_symbol_first120,prefilter_soft,opening_range_high|neckline_level,high,32,16,0.5,55.61999999999998,365.2099999999999,-309.59,1.1796569656642655,2.1723000000000003,0.06788437500000001,1.15994315880928,48.500000000000014,0.4850000000000001,1.1468041237113396,5,1,12,8,11,0.6929124999999999,0.57754375,4.400000000000002,-0.30000000000000004,0.2000000000000001,4.4625,3.765625000000001
one_symbol_first120,prefilter_soft,opening_range_low|neckline_level,high,30,16,0.5333333333333333,253.19999999999996,521.0799999999999,-267.88000000000005,1.9451993429893977,10.9293,0.36430999999999997,1.971096262861408,38.15000000000002,0.3815000000000002,6.636959370904321,5,0,9,13,8,0.8543033333333335,0.5139499999999999,4.3450000000000015,-0.2849999999999999,0.2000000000000001,3.43,3.97
one_symbol_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,391,160,0.4092071611253197,-495.5800000000003,3681.4900000000007,-4177.070000000002,0.8813570277730559,-22.19359999999999,-0.056761125319693066,0.877400359066427,587.9500000000003,5.879500000000003,-0.8428948039799304,29,2,151,71,167,0.5161386189258313,0.6215457800511506,4.3773657289002745,-0.26969309462915425,0.20000000000000145,4.175191815856782,3.458056265984661
one_symbol_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,302,104,0.3443708609271523,-994.6099999999998,2472.2100000000005,-3466.8200000000006,0.7131059587749004,-40.64609999999999,-0.13458973509933772,0.7237175082026048,1041.6899999999998,10.416899999999998,-0.9548042123856425,32,7,125,52,118,0.5347963576158942,0.6400321192052983,4.363907284768218,-0.26788079470198534,0.20000000000000107,4.202317880794704,3.3947019867549715
tokyo_first120,baseline_current,neckline_level,none,16,8,0.5,10.319999999999988,194.6,-184.28,1.056001736487953,0.275,0.0171875,1.034154702170997,92.14,0.9214,0.1120034729759061,2,0,8,4,4,0.7475062500000001,0.64379375,4.575,0.0,0.0,3.9375,0.5625
tokyo_first120,baseline_current,opening_range_low|neckline_level,none,4,2,0.5,4.539999999999999,50.48,-45.94,1.0988245537657815,0.07440000000000024,0.01860000000000006,1.0370186088167979,22.97,0.2297,0.19764910753156287,1,0,2,0,2,0.655975,0.6432249999999999,4.5,0.0,0.0,2.25,2.25
tokyo_first120,baseline_current,session_high|opening_range_high|neckline_level,none,12,4,0.3333333333333333,-20.10000000000001,140.76,-160.86,0.8750466243938827,-0.5640000000000001,-0.04700000000000001,0.9140427347822111,66.31,0.6631,-0.3031217011008899,1,0,6,4,2,0.6395500000000001,0.6735166666666667,4.516666666666667,0.0,0.0,3.6,0.75
tokyo_first120,baseline_current,session_low|opening_range_low|neckline_level,none,4,2,0.5,25.86,75.36,-49.5,1.5224242424242425,1.033,0.25825,1.5134705239089372,24.75,0.24750000000000003,1.044848484848485,0,0,2,2,0,0.9682999999999999,0.675525,4.4,0.0,0.0,2.1,2.1
tokyo_first120,prefilter_h1_h4_notopp,neckline_level,high,50,22,0.44,41.32999999999997,656.3999999999999,-615.0699999999999,1.0671956037524184,1.7705999999999997,0.03541199999999999,1.0682249040551164,178.91,1.7891000000000001,0.23101000503046207,8,0,22,14,14,0.7343519999999999,0.6530220000000001,4.296000000000002,-0.28800000000000026,0.19999999999999993,3.5199999999999996,2.9079999999999995
tokyo_first120,prefilter_h1_h4_notopp,opening_range_high|neckline_level,high,2,2,1.0,22.28,22.28,0,inf,0.958,0.479,inf,0.0,0.0,inf,0,0,0,0,2,0.7867,0.5647,4.4,-0.3,0.2,4.5,4.5
tokyo_first120,prefilter_h1_h4_notopp,opening_range_low|neckline_level,high,14,4,0.2857142857142857,-3.470000000000013,146.18,-149.65,0.9768125626461744,-0.24870000000000014,-0.017764285714285726,0.9604654489961373,50.480000000000004,0.5048,-0.06874009508716349,2,1,5,4,4,0.6614785714285715,0.6364785714285714,4.178571428571429,-0.23571428571428568,0.2,1.7285714285714289,3.128571428571429
tokyo_first120,prefilter_h1_h4_notopp,session_high|opening_range_high|neckline_level,high,24,10,0.4166666666666667,49.589999999999996,312.16,-262.57000000000005,1.1888639220017518,1.9607999999999988,0.08169999999999995,1.176983482263742,77.62,0.7762000000000001,0.6388817315124967,4,0,10,8,6,0.6906749999999998,0.6001458333333334,4.4,-0.22499999999999995,0.20000000000000007,4.025,2.975
tokyo_first120,prefilter_h1_h4_notopp,session_low|opening_range_low|neckline_level,high,16,8,0.5,32.480000000000004,162.04000000000002,-129.56,1.2506946588453227,1.1401999999999997,0.07126249999999998,1.2080049620548745,56.120000000000005,0.5612,0.5787598004276551,1,0,4,2,10,0.5904999999999999,0.5589375,4.3625,-0.29999999999999993,0.20000000000000004,3.375,3.2625
tokyo_first120,prefilter_h4_bias_h1_reversal,neckline_level,high,58,18,0.3103448275862069,-247.22999999999988,610.71,-857.94,0.7118329953143576,-10.559700000000001,-0.1820637931034483,0.7083447264411247,368.24999999999994,3.6824999999999997,-0.671364562118126,7,1,34,16,7,0.6119189655172415,0.7427568965517243,4.251724137931037,-0.3000000000000003,0.19999999999999984,3.351724137931034,3.051724137931034
tokyo_first120,prefilter_h4_bias_h1_reversal,opening_range_low|neckline_level,high,4,4,1.0,146.14,146.14,0,inf,6.0847999999999995,1.5211999999999999,inf,0.0,0.0,inf,1,0,0,4,0,1.5211999999999999,0.33205,4.25,-0.3,0.2,0.0,4.35
tokyo_first120,prefilter_h4_bias_h1_reversal,session_high|opening_range_high|neckline_level,high,26,8,0.3076923076923077,-86.67999999999998,243.39,-330.07,0.7373890386887629,-3.730400000000002,-0.14347692307692317,0.7332265400403336,137.21999999999997,1.3721999999999996,-0.6316863430986737,3,1,13,6,6,0.5232846153846153,0.7124999999999999,4.2576923076923086,-0.2653846153846153,0.20000000000000007,3.892307692307693,3.692307692307693
tokyo_first120,prefilter_h4_bias_h1_reversal,session_low|opening_range_low|neckline_level,high,16,6,0.375,-68.68,115.75999999999999,-184.44,0.6276295814356972,-2.811699999999999,-0.17573124999999995,0.6321353342142791,103.16,1.0316,-0.6657619232260567,2,1,7,2,6,0.48169999999999996,0.72570625,4.437500000000001,-0.22499999999999995,0.20000000000000004,4.15,3.9000000000000004
tokyo_first120,prefilter_soft,neckline_level,high,190,76,0.4,-420.5100000000001,2048.3500000000004,-2468.859999999999,0.8296744246332319,-17.4665,-0.09192894736842105,0.8289119381099357,715.45,7.154500000000001,-0.5877559577888044,23,2,94,42,52,0.6635705263157894,0.6563536842105263,4.37157894736841,-0.29684210526315696,0.2,4.11263157894737,3.5673684210526315
tokyo_first120,prefilter_soft,opening_range_high|neckline_level,high,14,7,0.5,32.83999999999999,180.89,-148.05,1.221816953731847,1.3102,0.09358571428571429,1.2145055664702034,62.81,0.6281,0.5228466804648939,2,1,6,4,3,0.8241285714285714,0.6721642857142857,4.3999999999999995,-0.29999999999999993,0.2,4.414285714285715,3.8142857142857145
tokyo_first120,prefilter_soft,opening_range_low|neckline_level,high,24,8,0.3333333333333333,8.46,285.53999999999996,-277.08,1.0305326981377219,0.3208000000000004,0.013366666666666685,1.0273393557184252,78.49000000000001,0.7849,0.10778443113772455,3,0,8,8,8,0.6985625,0.6378208333333334,4.362500000000001,-0.2624999999999999,0.20000000000000007,3.35,4.050000000000001
tokyo_first120,prefilter_soft,session_high|opening_range_high|neckline_level,high,68,30,0.4411764705882353,-48.190000000000005,745.8799999999999,-794.0699999999998,0.9393126550555997,-1.6384000000000003,-0.02409411764705883,0.9501399878271453,158.64999999999998,1.5864999999999998,-0.30375039394894426,10,1,31,16,20,0.5757323529411765,0.6962147058823531,4.444117647058823,-0.21176470588235313,0.19999999999999976,4.164705882352941,3.247058823529411
tokyo_first120,prefilter_soft,session_low|opening_range_low|neckline_level,high,66,26,0.3939393939393939,-306.47,452.0,-758.4699999999997,0.595936556488721,-13.380299999999995,-0.2027318181818181,0.5815975859535014,310.79,3.1079000000000003,-0.9860999388654719,7,2,29,6,29,0.49131818181818193,0.6820636363636362,4.404545454545454,-0.27727272727272756,0.19999999999999976,3.9272727272727272,3.612121212121212
