scenario_id,experiment_id,entry_pattern,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,baseline_current,choch_up,2,0,0.0,-41.6,0,-41.6,0.0,-2.0038,-1.0019,0.0,41.6,0.41600000000000004,-1.0,0,0,2,0,0,0.21435,1.0019,3.1,0.0,0.0,3.1,0.0
all_symbols_first120,baseline_current,double_bottom,68,34,0.5,130.64000000000001,912.1599999999997,-781.5200000000001,1.1671614290101335,6.106500000000002,0.08980147058823533,1.18252058643313,145.54999999999998,1.4554999999999998,0.8975609756097563,7,1,29,24,14,0.7769,0.7010441176470588,4.3735294117647046,0.020588235294117647,0.0,1.729411764705883,2.470588235294117
all_symbols_first120,baseline_current,double_top,40,16,0.4,-58.2,432.86,-491.06000000000006,0.8814808781004357,-2.7649999999999997,-0.06912499999999999,0.8700584619433427,166.09,1.6608999999999998,-0.35041242699741104,2,0,20,12,8,0.6703250000000001,0.6804900000000002,4.360000000000002,0.0,0.0,2.310000000000001,1.8900000000000006
all_symbols_first120,baseline_current,head_and_shoulders,88,20,0.22727272727272727,-815.2499999999998,420.2699999999999,-1235.52,0.34015637140637134,-35.04539999999999,-0.3982431818181817,0.3413633032005862,867.0299999999997,8.670299999999997,-0.9402788830836304,4,2,46,8,32,0.4134215909090907,0.6914420454545455,4.649999999999995,0.0,0.0,3.0681818181818183,1.4318181818181819
all_symbols_first120,baseline_current,inverse_head_and_shoulders,126,56,0.4444444444444444,103.16999999999992,1390.9200000000005,-1287.7499999999998,1.0801164822364595,4.388499999999998,0.034829365079365064,1.078030956339293,231.3,2.313,0.4460440985732811,17,1,41,30,54,0.6170174603174605,0.6211055555555552,4.645238095238094,0.005555555555555555,0.0,3.0,1.5
all_symbols_first120,baseline_current,sweep_low_reclaim,2,2,1.0,72.06,72.06,0,inf,3.0792,1.5396,inf,0.0,0.0,inf,0,0,0,2,0,1.5396,0.4307,3.6,0.0,0.0,0.0,3.4
all_symbols_first120,prefilter_h1_h4_notopp,choch_down,10,2,0.2,-94.98,16.16,-111.14,0.14540219542918842,-4.424999999999999,-0.4424999999999999,0.14890752423449763,103.06,1.0306000000000002,-0.9215990685037843,0,0,2,0,8,0.29357,0.60408,3.0,-0.29999999999999993,0.19999999999999998,3.1000000000000005,0.0
all_symbols_first120,prefilter_h1_h4_notopp,choch_up,8,2,0.25,-90.10000000000001,41.6,-131.70000000000002,0.31586940015186027,-3.9299999999999997,-0.49124999999999996,0.34541457077184445,90.10000000000001,0.901,-1.0,1,0,6,0,2,0.3645125,0.7962375,3.0,-0.3,0.19999999999999998,3.1000000000000005,0.0
all_symbols_first120,prefilter_h1_h4_notopp,double_bottom,66,29,0.4393939393939394,271.78000000000003,985.37,-713.5900000000001,1.3808629605235496,12.4038,0.18793636363636365,1.3911513354987224,59.139999999999986,0.5913999999999998,4.5955360162326695,6,1,30,29,6,0.8209818181818184,0.6447878787878791,4.099999999999998,-0.3000000000000004,0.19999999999999976,2.257575757575758,2.9272727272727255
all_symbols_first120,prefilter_h1_h4_notopp,double_top,79,27,0.34177215189873417,-217.11,855.4700000000004,-1072.5800000000002,0.7975815323798693,-9.997799999999998,-0.1265544303797468,0.7880367031606443,265.28000000000003,2.6528000000000005,-0.8184182750301567,11,3,44,23,9,0.7251974683544303,0.7361164556962022,4.107594936708861,-0.2924050632911397,0.1999999999999997,3.1088607594936675,2.065822784810126
