scenario_id,experiment_id,selected_candidate_timeframe,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
clean_target_path_first120,prefilter_h1_h4_notopp,PERIOD_M15,234,93,0.3974358974358974,-712.9599999999994,1651.5900000000001,-2364.55,0.6984796261445095,-30.98139999999999,-0.13239914529914526,0.7017988474824892,717.39,7.1739,-0.993824837257279,19,1,82,20,131,0.46800769230769235,0.5920145299145297,4.368376068376058,-0.25470085470085385,0.20000000000000054,4.423076923076925,2.594871794871795
clean_target_path_first120,prefilter_h1_h4_notopp,PERIOD_M5,32,10,0.3125,-80.28000000000004,348.24,-428.52,0.8126575189022683,-2.9751999999999983,-0.09297499999999995,0.835203669033666,137.71000000000004,1.3771000000000004,-0.5829642001307096,3,0,16,10,6,0.70509375,0.7020062500000002,4.178125,-0.2718749999999999,0.2000000000000001,0.2625,4.25
clean_target_path_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,156,58,0.3717948717948718,-817.1999999999991,1062.14,-1879.3399999999995,0.5651664946204521,-36.34079999999999,-0.23295384615384607,0.5609826813050872,966.6599999999995,9.666599999999995,-0.845385140587176,11,0,72,14,70,0.43699615384615415,0.6771397435897437,4.328846153846145,-0.2493589743589743,0.19999999999999948,4.378205128205129,2.4269230769230754
clean_target_path_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,28,14,0.5,172.88,500.31999999999994,-327.43999999999994,1.5279745907647204,7.606800000000001,0.2716714285714286,1.5529081684571662,122.42,1.2242,1.4121875510537494,3,0,12,14,2,1.0121214285714286,0.7159214285714286,3.867857142857143,-0.2535714285714285,0.2000000000000001,0.3,3.921428571428572
clean_target_path_first120,prefilter_soft,PERIOD_M15,522,196,0.37547892720306514,-1717.4099999999985,3629.439999999999,-5346.8499999999985,0.6787996670937094,-77.71150000000002,-0.1488726053639847,0.6806825069082767,1721.3299999999986,17.213299999999986,-0.9977226911748474,38,4,196,56,266,0.4809388888888884,0.6259442528735631,4.4132183908046265,-0.2216475095785424,0.20000000000000182,4.434865900383144,2.733333333333337
clean_target_path_first120,prefilter_soft,PERIOD_M5,72,24,0.3333333333333333,-143.84000000000003,805.26,-949.1000000000001,0.8484458961121061,-5.069200000000003,-0.0704055555555556,0.8770834848815499,277.85,2.7785,-0.5176894007558036,10,1,39,24,8,0.7473027777777776,0.7218819444444445,4.363888888888889,-0.1805555555555557,0.19999999999999973,0.9333333333333336,4.344444444444443
london_first120,baseline_current,PERIOD_M15,30,16,0.5333333333333333,203.83999999999997,478.5400000000001,-274.7,1.7420458682198765,8.3172,0.27724,1.7293358354232804,80.72000000000003,0.8072000000000003,2.525272547076312,4,0,10,10,10,0.7956366666666665,0.5669566666666666,4.640000000000001,0.0,0.0,4.48,0.0
london_first120,baseline_current,PERIOD_M5,22,16,0.7272727272727273,412.46,538.2199999999999,-125.76000000000002,4.279739185750635,17.0175,0.7735227272727272,4.335391309460809,49.800000000000004,0.498,8.282329317269076,5,1,5,12,4,1.1593454545454547,0.5188863636363638,4.500000000000001,0.0,0.0,0.0,4.3909090909090915
london_first120,london_focused_diagnostic,PERIOD_M15,66,26,0.3939393939393939,1.5499999999999297,751.65,-750.1,1.002066391147847,-0.1440999999999999,-0.002183333333333332,0.9955125530178935,231.88000000000005,2.3188000000000004,0.006684491978609321,17,2,30,17,17,0.8333893939393938,0.779148484848485,4.304545454545455,-0.2909090909090913,0.19999999999999976,4.395454545454545,2.71060606060606
london_first120,london_focused_diagnostic,PERIOD_M5,11,5,0.45454545454545453,38.699999999999996,183.49,-144.79,1.2672836521859245,1.5674,0.14249090909090908,1.2605818786367413,73.27000000000001,0.7327000000000001,0.5281834311450797,2,0,6,5,0,0.9121727272727272,0.8150636363636363,4.1909090909090905,-0.29999999999999993,0.19999999999999998,0.38181818181818183,4.290909090909091
london_first120,prefilter_h1_h4_notopp,PERIOD_M15,132,54,0.4090909090909091,25.519999999999953,1544.6100000000006,-1519.0899999999997,1.0167995312983438,0.7605000000000002,0.005761363636363637,1.011711856001922,241.15999999999997,2.4116,0.10582186100514164,17,2,60,35,35,0.6722022727272726,0.6382287878787881,4.304545454545448,-0.29090909090909084,0.19999999999999954,4.3954545454545455,2.710606060606059
london_first120,prefilter_h1_h4_notopp,PERIOD_M5,22,10,0.45454545454545453,77.4,366.98,-289.5799999999999,1.2672836521859248,3.1347999999999994,0.14249090909090906,1.260581878636741,73.27000000000001,0.7327000000000001,1.0563668622901596,2,0,12,10,0,0.8007409090909092,0.6809409090909091,4.190909090909091,-0.2999999999999999,0.20000000000000007,0.38181818181818183,4.290909090909091
london_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,96,48,0.5,380.49000000000024,1452.9399999999996,-1072.45,1.3547857708984097,15.264,0.159,1.3441030866479708,178.09,1.7809000000000001,2.136504014823967,14,1,43,34,18,0.7620989583333334,0.6573833333333335,4.315624999999996,-0.27187500000000037,0.19999999999999962,4.387499999999998,2.743749999999999
london_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,18,9,0.5,136.33,335.52,-199.19,1.6844219087303578,5.4315999999999995,0.30175555555555555,1.6656943610358734,50.519999999999996,0.5051999999999999,2.6985352335708637,2,1,8,9,0,0.9625944444444445,0.7120666666666666,3.9333333333333322,-0.2666666666666666,0.20000000000000007,0.0,4.0
london_first120,prefilter_soft,PERIOD_M15,376,156,0.4148936170212766,-247.96000000000012,4360.329999999999,-4608.29,0.9461926224261058,-10.801300000000003,-0.028726861702127668,0.9447242018470122,773.8000000000001,7.738,-0.32044455931765325,46,8,178,101,89,0.6760656914893615,0.6849377659574467,4.350531914893635,-0.2824468085106365,0.2000000000000014,4.432978723404259,3.2723404255319206
london_first120,prefilter_soft,PERIOD_M5,58,24,0.41379310344827586,-10.610000000000028,799.7800000000001,-810.39,0.9869075383457349,0.29899999999999993,0.005155172413793103,1.0089193026835468,156.69,1.5669,-0.06771331929287146,6,0,34,22,2,0.7892431034482761,0.7175344827586208,4.3000000000000025,-0.3000000000000003,0.19999999999999984,1.5103448275862073,4.3999999999999995
newyork_first120,baseline_current,PERIOD_M15,50,12,0.24,-297.1599999999999,211.89999999999998,-509.06,0.41625741562880597,-11.773,-0.23546,0.44560600495389874,331.00999999999993,3.3100999999999994,-0.8977372284825231,2,0,12,4,34,0.321922,0.5559820000000001,4.627999999999997,0.0,0.0,4.451999999999999,0.0
newyork_first120,baseline_current,PERIOD_M5,48,12,0.25,-682.3,164.16,-846.46,0.19393710275736595,-28.634999999999994,-0.5965624999999999,0.2057966994868951,682.78,6.827799999999999,-0.9992969917103606,3,2,32,4,10,0.36625625,0.86886875,4.554166666666665,0.0,0.0,0.0,4.387499999999998
newyork_first120,prefilter_h1_h4_notopp,PERIOD_M15,234,94,0.4017094017094017,-564.2200000000004,1479.7200000000003,-2043.9399999999994,0.723954714913354,-20.8551,-0.08912435897435897,0.757466969497155,713.6900000000004,7.136900000000004,-0.790567333155852,13,1,54,24,155,0.44458846153846193,0.48971367521367504,4.305128205128197,-0.29743589743589616,0.20000000000000054,4.402564102564106,2.7025641025641027
newyork_first120,prefilter_h1_h4_notopp,PERIOD_M5,14,4,0.2857142857142857,-47.540000000000006,111.36,-158.9,0.7008181246066708,-1.8323999999999998,-0.13088571428571427,0.7283482076674475,79.45,0.7945000000000001,-0.5983637507866584,0,0,4,2,8,0.6061,0.6716357142857143,4.271428571428571,-0.29999999999999993,0.2,0.0,4.371428571428572
newyork_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,162,57,0.35185185185185186,-681.6199999999998,985.01,-1666.63,0.5910190024180532,-28.212000000000007,-0.1741481481481482,0.6030984544306043,731.2999999999997,7.312999999999997,-0.93206618350882,8,2,55,15,90,0.4548043209876544,0.5711944444444444,4.244444444444438,-0.292592592592592,0.1999999999999995,4.337037037037036,2.4654320987654303
newyork_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,24,4,0.16666666666666666,-276.17,140.61,-416.78000000000003,0.33737223475214745,-11.6048,-0.4835333333333333,0.3432781764266474,307.69,3.0769,-0.8975592316942378,0,0,16,4,4,0.4930999999999999,0.8407625000000002,4.183333333333333,-0.2749999999999999,0.20000000000000007,0.35000000000000003,4.258333333333334
newyork_first120,prefilter_soft,PERIOD_M15,452,174,0.38495575221238937,-1171.5200000000002,2915.800000000002,-4087.3200000000006,0.7133769805153503,-44.0334,-0.09741902654867257,0.7413916436542772,1278.5200000000002,12.785200000000001,-0.9163094828395332,23,1,114,46,291,0.42573539823008844,0.503916371681416,4.3825221238938346,-0.2825221238938034,0.20000000000000165,4.465044247787613,3.5234513274336385
newyork_first120,prefilter_soft,PERIOD_M5,38,18,0.47368421052631576,263.34000000000003,590.04,-326.7,1.806060606060606,10.148399999999999,0.26706315789473684,1.7171507313970746,66.78,0.6678,3.9433962264150946,3,0,12,14,12,0.81615,0.5944078947368421,4.35263157894737,-0.30000000000000016,0.2000000000000001,1.7684210526315793,4.4526315789473685
one_symbol_first120,baseline_current,PERIOD_M15,140,54,0.38571428571428573,-118.96000000000006,1420.7600000000007,-1539.72,0.9227391993349444,-4.3652,-0.03118,0.9333699667246698,356.88000000000005,3.5688000000000004,-0.3333333333333335,14,0,54,32,54,0.589166428571429,0.6103621428571429,4.601428571428572,0.0,0.0,4.435714285714286,0.0
one_symbol_first120,baseline_current,PERIOD_M5,92,38,0.41304347826086957,-151.72000000000003,1026.42,-1178.14,0.8712207377730999,-6.242700000000002,-0.06785543478260872,0.8749877344718412,300.45000000000005,3.0045000000000006,-0.5049758695290398,9,3,45,24,20,0.6707228260869563,0.7081586956521737,4.532608695652168,0.0,0.0,0.0,4.389130434782606
one_symbol_first120,prefilter_h1_h4_notopp,PERIOD_M15,625,247,0.3952,-1419.3799999999992,5039.719999999998,-6459.099999999999,0.7802511185768913,-60.08929999999999,-0.09614287999999999,0.7885362731908103,1517.5299999999995,15.175299999999995,-0.9353225306913205,53,5,230,100,290,0.5352919999999998,0.5832496000000009,4.29904000000003,-0.2923200000000019,0.20000000000000198,4.391359999999994,2.5132800000000075
one_symbol_first120,prefilter_h1_h4_notopp,PERIOD_M5,109,46,0.42201834862385323,237.75999999999993,1556.4900000000002,-1318.7299999999998,1.1802946774548244,10.8538,0.09957614678899082,1.1902496568817342,124.17,1.2417,1.9147942337118462,13,2,53,42,12,0.7970192660550454,0.6809596330275229,4.255045871559632,-0.2752293577981656,0.1999999999999996,0.5761467889908258,4.330275229357794
one_symbol_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,428,180,0.4205607476635514,-494.8099999999995,4208.39,-4703.200000000002,0.8947929069569652,-20.199899999999985,-0.047196028037383146,0.9002117793167635,815.7099999999996,8.157099999999996,-0.6066003849407262,42,4,179,92,153,0.5862098130841122,0.6203203271028037,4.2887850467289885,-0.28317757009345607,0.2000000000000016,4.371962616822437,2.5785046728972008
one_symbol_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,114,39,0.34210526315789475,-318.1600000000001,1336.5600000000002,-1654.7199999999996,0.807725778379424,-12.659699999999999,-0.11105,0.8186460879057281,453.16,4.5316,-0.7020919763438963,10,2,67,37,8,0.7150657894736842,0.7687491228070175,4.157017543859649,-0.2763157894736847,0.19999999999999957,0.9701754385964917,4.23333333333333
one_symbol_first120,prefilter_soft,PERIOD_M15,1265,493,0.3897233201581028,-2667.2100000000005,11656.910000000007,-14324.119999999994,0.8137958911262969,-112.44999999999999,-0.08889328063241106,0.8173720808766404,2789.1000000000004,27.891000000000005,-0.9562977304506831,106,14,532,243,476,0.5633169960474311,0.6168144664031618,4.359644268774674,-0.28438735177866253,0.1999999999999954,4.44403162055335,3.4025296442687543
one_symbol_first120,prefilter_soft,PERIOD_M5,193,79,0.40932642487046633,79.53000000000003,2670.11,-2590.5800000000004,1.030699688872762,2.1470000000000025,0.011124352331606231,1.0195535737867358,395.74,3.9574,0.20096528023449747,22,3,106,68,16,0.765313471502591,0.7198751295336788,4.31113989637305,-0.28523316062176085,0.20000000000000004,1.691191709844557,4.39637305699482
tokyo_first120,baseline_current,PERIOD_M15,28,10,0.35714285714285715,-128.20000000000002,262.40000000000003,-390.6000000000001,0.6717869943676394,-5.305200000000003,-0.18947142857142868,0.6807173808377468,200.85000000000002,2.0085,-0.6382872790639781,2,0,16,6,6,0.6293785714285713,0.7132785714285717,4.542857142857144,0.0,0.0,4.4142857142857155,0.0
tokyo_first120,baseline_current,PERIOD_M5,8,6,0.75,148.82,198.79999999999998,-49.98,3.977591036414566,6.1236,0.76545,4.03358763499455,24.99,0.24989999999999998,5.955182072829132,2,0,2,4,2,1.06365,0.4607625,4.475,0.0,0.0,0.0,4.425
tokyo_first120,prefilter_h1_h4_notopp,PERIOD_M15,78,32,0.41025641025641024,-46.44000000000002,788.5999999999999,-835.0399999999998,0.9443858976815482,-2.3509999999999995,-0.030141025641025634,0.9339023745663312,188.61,1.8861000000000003,-0.246222363607444,8,0,28,14,36,0.6186538461538462,0.6107051282051282,4.316666666666665,-0.2807692307692311,0.1999999999999997,4.397435897435897,2.5641025641025634
tokyo_first120,prefilter_h1_h4_notopp,PERIOD_M5,28,14,0.5,188.64999999999998,510.46000000000004,-321.81,1.5862154687548555,7.9319,0.28328214285714287,1.599307900960325,74.02000000000001,0.7402000000000001,2.5486355039178594,7,1,13,14,0,0.9043178571428572,0.6572392857142857,4.314285714285714,-0.2357142857142856,0.2000000000000001,0.6,4.3500000000000005
tokyo_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,66,18,0.2727272727272727,-399.55999999999995,504.49,-904.05,0.5580332946186605,-16.9755,-0.25720454545454546,0.5587283432329507,422.77,4.2277,-0.9451001726707192,7,2,35,12,17,0.4785454545454546,0.7246621212121213,4.334848484848485,-0.27727272727272756,0.19999999999999976,4.412121212121211,2.884848484848484
tokyo_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,38,18,0.47368421052631576,143.11,611.5100000000001,-468.4,1.3055294619982925,5.9585,0.15680263157894736,1.3077213078349252,122.49000000000001,1.2249,1.1683402726753205,6,1,19,16,2,0.8238078947368421,0.7030710526315789,4.189473684210529,-0.2842105263157896,0.2000000000000001,1.8631578947368423,4.273684210526316
tokyo_first120,prefilter_soft,PERIOD_M15,300,119,0.39666666666666667,-913.71,2743.360000000001,-3657.069999999999,0.7501524444432297,-38.123400000000025,-0.12707800000000008,0.7497384041141123,1042.26,10.4226,-0.8766622531805883,35,4,136,52,108,0.5841466666666665,0.6609096666666666,4.396000000000006,-0.2759999999999985,0.20000000000000104,4.472000000000002,3.3740000000000023
tokyo_first120,prefilter_soft,PERIOD_M5,62,28,0.45161290322580644,179.84000000000003,969.3000000000001,-789.4599999999999,1.2278012818888864,7.269200000000001,0.1172451612903226,1.2240951969911833,131.97000000000003,1.3197000000000003,1.3627339546866712,10,2,32,24,4,0.8179758064516128,0.701791935483871,4.370967741935486,-0.2709677419354842,0.19999999999999982,2.0064516129032266,4.441935483870966
