scenario_id,experiment_id,selected_candidate_timeframe,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,baseline_current,PERIOD_M15,196,74,0.37755102040816324,-333.6900000000001,1834.510000000001,-2168.1999999999994,0.8460981459274981,-14.657000000000002,-0.07478061224489797,0.8451704635484558,499.08000000000015,4.990800000000002,-0.6686102428468382,17,0,76,42,78,0.5696301020408168,0.6196438775510202,4.567857142857148,0.0035714285714285713,0.0,4.409183673469391,0.0
all_symbols_first120,baseline_current,PERIOD_M5,130,54,0.4153846153846154,-275.49,1393.7600000000002,-1669.2499999999998,0.8349618091957468,-11.58299999999999,-0.08909999999999992,0.8380525479844301,450.3299999999999,4.503299999999999,-0.6117513823196324,13,4,62,34,30,0.6586761538461539,0.7339369230769229,4.495384615384612,0.010769230769230769,0.0,0.0,4.349230769230768
all_symbols_first120,prefilter_h1_h4_notopp,PERIOD_M15,605,220,0.36363636363636365,-1976.3499999999992,4393.12,-6369.469999999998,0.6897151568340852,-87.8156,-0.14514975206611572,0.6933929539692805,2022.79,20.227899999999998,-0.9770416108444274,45,7,227,97,274,0.5074185123966943,0.5992801652892563,4.299338842975238,-0.292066115702481,0.20000000000000195,4.391404958677684,2.5785123966942223
all_symbols_first120,prefilter_h1_h4_notopp,PERIOD_M5,132,57,0.4318181818181818,352.4199999999998,1824.4999999999998,-1472.0799999999992,1.239402749850552,16.459899999999998,0.1246962121212121,1.2531618507689486,104.99000000000001,1.0499,3.3567006381560125,17,2,59,51,20,0.8057477272727268,0.6603780303030303,4.2340909090909085,-0.2931818181818181,0.19999999999999954,0.6666666666666667,4.327272727272725
all_symbols_first120,prefilter_h4_bias_h1_reversal,PERIOD_M15,402,157,0.39054726368159204,-743.8499999999995,3772.4700000000007,-4516.32,0.8352973217132534,-30.782799999999988,-0.0765741293532338,0.8419370044292639,926.1799999999996,9.261799999999996,-0.8031376190373359,33,4,173,85,140,0.5673084577114429,0.6256888059701496,4.257711442786082,-0.28805970149253546,0.2000000000000015,4.345771144278614,2.579601990049756
all_symbols_first120,prefilter_h4_bias_h1_reversal,PERIOD_M5,114,37,0.32456140350877194,-424.1,1263.74,-1687.8399999999995,0.7487321073087498,-18.052300000000002,-0.15835350877192986,0.7486214233594941,519.5699999999999,5.1956999999999995,-0.8162519006101201,8,2,69,35,8,0.6852964912280701,0.7802526315789472,4.135964912280701,-0.27807017543859697,0.19999999999999957,0.7350877192982458,4.214035087719295
all_symbols_first120,prefilter_soft,PERIOD_M15,1288,514,0.39906832298136646,-2760.689999999996,10761.820000000002,-13522.510000000002,0.7958448542467338,-124.69549999999987,-0.09681327639751543,0.8008485404082828,2764.009999999996,27.64009999999996,-0.9987988466033045,102,9,539,249,491,0.5444249223602484,0.6156610248447205,4.340139751552758,-0.2894409937888265,0.1999999999999953,4.429580745341604,3.318245341614888
all_symbols_first120,prefilter_soft,PERIOD_M5,201,76,0.3781094527363184,-248.86000000000018,2408.570000000001,-2657.4300000000017,0.9063531306563106,-11.2873,-0.056155721393034826,0.9061951756664107,471.0200000000001,4.710200000000001,-0.5283427455309756,22,0,116,68,17,0.7196925373134331,0.7359154228855722,4.286069651741288,-0.2895522388059692,0.20000000000000015,1.596019900497511,4.375621890547268
clean_target_path_first120,baseline_current,PERIOD_M15,22,6,0.2727272727272727,-131.85,137.54,-269.39000000000004,0.510560896841011,-5.768800000000001,-0.26221818181818185,0.5034345034172878,167.42,1.6742,-0.787540317763708,2,0,10,0,12,0.43445000000000006,0.6924500000000001,4.654545454545456,0.0,0.0,4.472727272727273,0.0
clean_target_path_first120,baseline_current,PERIOD_M5,24,12,0.5,166.5,386.08,-219.58,1.7582657801256942,7.0704,0.29460000000000003,1.7851637978900612,80.77,0.8076999999999999,2.061408938962486,3,1,7,8,8,0.8472541666666666,0.597525,4.500000000000001,0.0,0.0,0.0,4.4
