run_id,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_first120__soft__be_1_1r,2025-05,109,43,0.3944954128440367,-228.45999999999998,901.4,-1129.8599999999997,0.7977979572690423,-10.300599999999998,-0.09450091743119264,0.8105330149982891,372.34,3.7234,-0.6135789869474136,18,2,45,20,42,0.7017761467889908,0.7760761467889907,4.3591743119265995,-0.27935779816513806,0.1999999999999996,4.176146788990825,3.3165137614678883
all_first120__soft__be_1_1r,2025-06,11,2,0.18181818181818182,-139.01,25.0,-164.01000000000002,0.1524297298945186,-6.8153,-0.6195727272727273,0.15358917039244904,154.25,1.5425,-0.9011993517017828,0,0,6,0,5,0.6063636363636364,0.9056636363636362,4.2727272727272725,-0.2727272727272727,0.19999999999999998,4.2727272727272725,2.7818181818181817
all_first120__soft__no_be,2025-01,142,49,0.34507042253521125,-633.3599999999999,1109.1799999999998,-1742.5400000000002,0.6365305817943919,-26.998899999999995,-0.19013309859154925,0.6388730239196178,633.3599999999999,6.333599999999999,-1.0,0,0,65,25,52,0.3363661971830985,0.5264992957746479,4.340492957746469,-0.2926056338028166,0.1999999999999995,4.03169014084507,3.4281690140845047
all_first120__soft__no_be,2025-02,122,52,0.4262295081967213,-135.48,1150.4899999999998,-1285.97,0.8946476200844496,-6.0253,-0.049387704918032786,0.8964719749414521,321.76,3.2175999999999996,-0.42105917454002983,0,0,52,29,41,0.4276590163934428,0.4770467213114753,4.322540983606552,-0.2840163934426232,0.19999999999999954,4.056557377049179,3.259016393442621
all_first120__soft__no_be,2025-03,145,63,0.43448275862068964,41.31999999999988,1519.24,-1477.9199999999998,1.0279582115405437,1.2057000000000029,0.008315172413793124,1.0178981511033263,485.2300000000001,4.852300000000001,0.08515549327123194,0,0,58,36,51,0.47289793103448285,0.4645827586206896,4.341724137931024,-0.2948275862068962,0.1999999999999995,4.110344827586206,3.6889655172413782
all_first120__soft__no_be,2025-04,210,88,0.41904761904761906,-352.89000000000004,1890.6399999999999,-2243.5299999999997,0.8427076972449666,-15.6655,-0.07459761904761905,0.8543536773011894,587.3499999999999,5.873499999999999,-0.6008172299310464,0,0,99,48,63,0.43758571428571424,0.5121833333333333,4.31595238095237,-0.2926190476190465,0.20000000000000026,3.929047619047621,3.551428571428571
all_first120__soft__no_be,2025-05,109,44,0.4036697247706422,-210.93,946.5599999999998,-1157.4899999999996,0.8177694839696241,-9.789899999999996,-0.0898155963302752,0.8231558069253542,358.83000000000004,3.5883000000000007,-0.5878271047571273,0,0,46,21,42,0.41806422018348627,0.5078798165137617,4.3591743119265995,-0.27935779816513806,0.1999999999999996,4.176146788990825,3.3165137614678883
all_first120__soft__no_be,2025-06,21,3,0.14285714285714285,-210.42000000000002,61.22,-271.64,0.22537181563834488,-10.2698,-0.4890380952380952,0.22961862753923246,225.66000000000003,2.2566,-0.9324647700079766,0,0,10,1,10,0.14576190476190476,0.6348,4.319047619047621,-0.28571428571428564,0.20000000000000004,4.152380952380952,3.1142857142857148
clean_first120__baseline__be_1_1r,2025-01,1,0,0.0,-24.61,0,-24.61,0.0,-1.0094,-1.0094,0.0,24.61,0.2461,-1.0,0,0,1,0,0,0.2358,1.0094,4.4,0.0,0.0,0.0,4.2
clean_first120__baseline__be_1_1r,2025-02,2,0,0.0,-25.299999999999997,0,-25.299999999999997,0.0,-1.0221,-0.51105,0.0,25.299999999999997,0.25299999999999995,-1.0,1,1,1,0,0,0.76515,0.7493500000000001,4.6,0.0,0.0,0.0,4.5
clean_first120__baseline__be_1_1r,2025-03,2,1,0.5,4.930000000000003,28.26,-23.33,1.2113159022717532,0.125,0.0625,1.125,23.33,0.2333,0.21131590227175326,1,0,1,0,1,0.8229,1.0814,4.7,0.0,0.0,4.5,0.0
clean_first120__baseline__be_1_1r,2025-04,4,1,0.25,-17.950000000000003,37.68,-55.63,0.6773323746180119,-0.8210999999999999,-0.20527499999999999,0.6496266268401963,31.03,0.3103,-0.5784724460199807,0,0,2,1,1,0.8391,0.8480000000000001,4.575,0.0,0.0,2.25,2.175
clean_first120__baseline__be_1_1r,2025-05,2,2,1.0,73.27000000000001,73.27000000000001,0,inf,3.0279,1.51395,inf,0.0,0.0,inf,0,0,0,2,0,1.51395,0.5956,4.35,0.0,0.0,0.0,4.35
clean_first120__baseline__be_1_1r,2025-07,4,1,0.25,-26.830000000000002,30.66,-57.489999999999995,0.5333101408940686,-1.0787,-0.269675,0.5596963141352709,57.49,0.5749,-0.46668985910593147,1,0,2,0,2,0.751175,0.78825,4.6499999999999995,0.0,0.0,3.375,1.125
clean_first120__baseline__be_1_1r,2025-09,1,1,1.0,36.01,36.01,0,inf,1.5031,1.5031,inf,0.0,0.0,inf,1,0,0,1,0,1.5031,1.0556,4.7,0.0,0.0,0.0,4.5
clean_first120__baseline__be_1_1r,2025-10,2,0,0.0,-31.98,0,-31.98,0.0,-1.3296000000000001,-0.6648000000000001,0.0,31.98,0.3198,-1.0,0,0,1,0,1,0.57605,0.7457,4.550000000000001,0.0,0.0,4.35,0.0
clean_first120__baseline__be_1_1r,2025-11,1,1,1.0,27.65,27.65,0,inf,1.1591,1.1591,inf,0.0,0.0,inf,1,0,0,0,1,1.3068,0.8182,4.7,0.0,0.0,0.0,4.5
clean_first120__baseline__be_1_1r,2025-12,4,2,0.5,17.439999999999998,29.28,-11.84,2.4729729729729732,0.7136000000000001,0.17840000000000003,2.3222160459514547,9.3,0.093,1.8752688172043006,0,0,0,0,4,0.541775,0.7185,4.5249999999999995,0.0,0.0,2.25,2.175
clean_first120__baseline__no_be,2025-01,1,0,0.0,-24.61,0,-24.61,0.0,-1.0094,-1.0094,0.0,24.61,0.2461,-1.0,0,0,1,0,0,0.0,1.0094,4.4,0.0,0.0,0.0,4.2
clean_first120__baseline__no_be,2025-02,2,0,0.0,-56.16,0,-56.16,0.0,-2.2561,-1.12805,0.0,56.16,0.5616,-1.0,0,0,2,0,0,0.0,1.12805,4.6,0.0,0.0,0.0,4.5
clean_first120__baseline__no_be,2025-03,2,1,0.5,4.930000000000003,28.26,-23.33,1.2113159022717532,0.125,0.0625,1.125,23.33,0.2333,0.21131590227175326,0,0,1,0,1,0.5625,0.5,4.7,0.0,0.0,4.5,0.0
clean_first120__baseline__no_be,2025-04,4,1,0.25,-17.950000000000003,37.68,-55.63,0.6773323746180119,-0.8210999999999999,-0.20527499999999999,0.6496266268401963,31.03,0.3103,-0.5784724460199807,0,0,2,1,1,0.3806,0.5858749999999999,4.575,0.0,0.0,2.25,2.175
clean_first120__baseline__no_be,2025-05,2,2,1.0,71.27000000000001,71.27000000000001,0,inf,3.0279,1.51395,inf,0.0,0.0,inf,0,0,0,2,0,1.51395,0.0,4.35,0.0,0.0,0.0,4.35
clean_first120__baseline__no_be,2025-07,4,1,0.25,-26.830000000000002,30.66,-57.489999999999995,0.5333101408940686,-1.0787,-0.269675,0.5596963141352709,57.49,0.5749,-0.46668985910593147,0,0,2,0,2,0.3428,0.612475,4.6499999999999995,0.0,0.0,3.375,1.125
clean_first120__baseline__no_be,2025-09,1,1,1.0,36.01,36.01,0,inf,1.5031,1.5031,inf,0.0,0.0,inf,0,0,0,1,0,1.5031,0.0,4.7,0.0,0.0,0.0,4.5
clean_first120__baseline__no_be,2025-10,2,0,0.0,-29.73,0,-29.73,0.0,-1.3296000000000001,-0.6648000000000001,0.0,29.73,0.2973,-1.0,0,0,1,0,1,0.0,0.6648000000000001,4.550000000000001,0.0,0.0,4.35,0.0
clean_first120__baseline__no_be,2025-11,1,1,1.0,27.65,27.65,0,inf,1.1591,1.1591,inf,0.0,0.0,inf,0,0,0,0,1,1.1591,0.0,4.7,0.0,0.0,0.0,4.5
clean_first120__baseline__no_be,2025-12,4,2,0.5,17.439999999999998,29.28,-11.84,2.4729729729729732,0.7136000000000001,0.17840000000000003,2.3222160459514547,9.3,0.093,1.8752688172043006,0,0,0,0,4,0.313325,0.134925,4.5249999999999995,0.0,0.0,2.25,2.175
clean_first120__h1_h4_notopp__be_1_1r,2025-01,7,1,0.14285714285714285,-105.89999999999999,5.68,-111.58,0.05090518013981,-4.328,-0.6182857142857143,0.055496148222508354,105.89999999999999,1.059,-1.0,0,0,4,0,3,0.6823142857142858,0.8463857142857144,4.314285714285715,-0.21428571428571427,0.19999999999999998,3.1285714285714286,2.4
clean_first120__h1_h4_notopp__be_1_1r,2025-02,12,6,0.5,-6.719999999999992,121.04000000000002,-127.75999999999999,0.9474013775829683,-0.3118999999999995,-0.025991666666666625,0.9425957963705968,55.519999999999996,0.5551999999999999,-0.1210374639769451,3,0,4,1,7,0.6779416666666666,0.7967999999999998,4.229166666666667,-0.1875,0.19999999999999998,3.516666666666667,1.825
clean_first120__h1_h4_notopp__be_1_1r,2025-03,20,9,0.45,-83.07999999999998,127.03,-210.11000000000004,0.6045880729141877,-3.812599999999999,-0.19062999999999994,0.5867593024138044,112.26999999999998,1.1226999999999998,-0.7400017814197916,2,0,8,1,11,0.5351899999999998,0.7855000000000001,4.422500000000001,-0.24749999999999991,0.20000000000000004,4.470000000000001,3.1049999999999995
clean_first120__h1_h4_notopp__be_1_1r,2025-04,18,4,0.2222222222222222,-67.53999999999999,121.75,-189.28999999999996,0.6431929843097893,-2.832699999999999,-0.15737222222222216,0.6615327629880995,126.66,1.2666,-0.533238591504816,4,1,7,3,7,0.6555055555555556,0.6821944444444444,4.366666666666667,-0.29999999999999993,0.20000000000000007,3.9833333333333334,3.4333333333333336
clean_first120__h1_h4_notopp__be_1_1r,2025-05,9,5,0.5555555555555556,36.519999999999996,97.53999999999999,-61.019999999999996,1.598492297607342,1.6944999999999995,0.1882777777777777,1.653540573896945,31.4,0.314,1.1630573248407643,0,0,2,2,5,0.7101111111111112,0.7113555555555555,4.466666666666666,-0.20000000000000004,0.19999999999999998,3.466666666666667,1.4666666666666666
clean_first120__h1_h4_notopp__be_1_1r,2025-06,10,3,0.3,-70.51,65.92999999999999,-136.44,0.4832160656698915,-3.0584000000000007,-0.30584000000000006,0.48761936672809514,91.34,0.9134,-0.77195095248522,2,0,5,0,5,0.8240800000000001,0.85878,4.275,-0.255,0.19999999999999998,3.54,2.9499999999999997
clean_first120__h1_h4_notopp__be_1_1r,2025-07,14,3,0.21428571428571427,-121.97,67.24,-189.21,0.35537233761429093,-5.403500000000001,-0.3859642857142858,0.36069898961217195,121.97,1.2197,-1.0,1,0,7,1,6,0.5184642857142857,0.7711785714285713,4.357142857142857,-0.29999999999999993,0.2,3.7928571428571423,3.1714285714285717
clean_first120__h1_h4_notopp__be_1_1r,2025-08,5,2,0.4,18.5,50.57,-32.07,1.5768631119426255,0.9324000000000001,0.18648000000000003,1.6380183385794445,18.1,0.18100000000000002,1.022099447513812,2,0,0,1,4,0.88642,0.56516,4.340000000000001,-0.3,0.2,4.4399999999999995,4.38
clean_first120__h1_h4_notopp__be_1_1r,2025-09,5,5,1.0,84.72,84.72,0,inf,3.6745,0.7349,inf,0.0,0.0,inf,2,0,0,2,3,1.05132,0.66258,3.94,-0.3,0.2,3.4199999999999995,0.62
clean_first120__h1_h4_notopp__be_1_1r,2025-10,11,3,0.2727272727272727,-68.06,56.47,-124.53,0.453465028507187,-3.0127,-0.27388181818181817,0.44953407637493153,92.43,0.9243000000000001,-0.7363410148220274,1,0,4,1,6,0.5668818181818182,0.7588999999999999,4.340909090909091,-0.2318181818181818,0.19999999999999998,3.963636363636363,3.1909090909090905
clean_first120__h1_h4_notopp__be_1_1r,2025-11,11,7,0.6363636363636364,64.10999999999999,160.73999999999998,-96.63000000000001,1.6634585532443338,2.8913,0.26284545454545455,1.6866065067679887,50.43000000000001,0.5043000000000001,1.2712671029149312,5,0,4,3,4,0.9043363636363636,0.737490909090909,4.372727272727272,-0.29999999999999993,0.19999999999999998,4.472727272727273,2.3727272727272726
clean_first120__h1_h4_notopp__be_1_1r,2025-12,11,3,0.2727272727272727,-78.71,38.2,-116.91,0.3267470703960312,-3.5399000000000003,-0.32180909090909093,0.3199431348817552,95.72,0.9572,-0.8222941913915587,0,0,4,0,7,0.4342909090909091,0.741990909090909,4.431818181818181,-0.24090909090909085,0.19999999999999998,4.0636363636363635,3.2454545454545456
clean_first120__h1_h4_notopp__no_be,2025-01,7,1,0.14285714285714285,-105.89999999999999,5.68,-111.58,0.05090518013981,-4.328,-0.6182857142857143,0.055496148222508354,105.89999999999999,1.059,-1.0,0,0,4,0,3,0.03632857142857143,0.6546142857142857,4.314285714285715,-0.21428571428571427,0.19999999999999998,3.1285714285714286,2.4
clean_first120__h1_h4_notopp__no_be,2025-02,12,6,0.5,-6.719999999999992,121.04000000000002,-127.75999999999999,0.9474013775829683,-0.3118999999999995,-0.025991666666666625,0.9425957963705968,55.519999999999996,0.5551999999999999,-0.1210374639769451,0,0,4,1,7,0.4267916666666667,0.4527833333333333,4.229166666666667,-0.1875,0.19999999999999998,3.516666666666667,1.825
clean_first120__h1_h4_notopp__no_be,2025-03,20,9,0.45,-83.07999999999998,127.03,-210.11000000000004,0.6045880729141877,-3.812599999999999,-0.19062999999999994,0.5867593024138044,112.26999999999998,1.1226999999999998,-0.7400017814197916,0,0,8,1,11,0.270675,0.46130499999999997,4.422500000000001,-0.24749999999999991,0.20000000000000004,4.470000000000001,3.1049999999999995
clean_first120__h1_h4_notopp__no_be,2025-04,18,5,0.2777777777777778,-61.45,127.76,-189.20999999999995,0.6752285819988375,-2.575299999999999,-0.14307222222222216,0.6921670113197625,126.66,1.2666,-0.4851571135322912,0,0,7,3,8,0.32170000000000004,0.46477222222222214,4.366666666666667,-0.29999999999999993,0.20000000000000007,3.9833333333333334,3.4333333333333336
clean_first120__h1_h4_notopp__no_be,2025-05,9,5,0.5555555555555556,36.519999999999996,97.53999999999999,-61.019999999999996,1.598492297607342,1.6944999999999995,0.1882777777777777,1.653540573896945,31.4,0.314,1.1630573248407643,0,0,2,2,5,0.47636666666666666,0.28808888888888895,4.466666666666666,-0.20000000000000004,0.19999999999999998,3.466666666666667,1.4666666666666666
clean_first120__h1_h4_notopp__no_be,2025-06,10,3,0.3,-70.51,65.92999999999999,-136.44,0.4832160656698915,-3.0584000000000007,-0.30584000000000006,0.48761936672809514,91.34,0.9134,-0.77195095248522,0,0,5,0,5,0.29106,0.5969,4.275,-0.255,0.19999999999999998,3.54,2.9499999999999997
clean_first120__h1_h4_notopp__no_be,2025-07,14,3,0.21428571428571427,-124.02,67.24,-191.26000000000002,0.3515633169507476,-5.403500000000001,-0.3859642857142858,0.36069898961217195,124.02,1.2402,-1.0,0,0,7,1,6,0.21776428571428572,0.6037285714285715,4.357142857142857,-0.29999999999999993,0.2,3.7928571428571423,3.1714285714285717
clean_first120__h1_h4_notopp__no_be,2025-08,5,2,0.4,18.5,50.57,-32.07,1.5768631119426255,0.9324000000000001,0.18648000000000003,1.6380183385794445,18.1,0.18100000000000002,1.022099447513812,0,0,0,1,4,0.47876,0.29228,4.340000000000001,-0.3,0.2,4.4399999999999995,4.38
clean_first120__h1_h4_notopp__no_be,2025-09,5,5,1.0,84.72,84.72,0,inf,3.6745,0.7349,inf,0.0,0.0,inf,0,0,0,2,3,0.7349,0.0,3.94,-0.3,0.2,3.4199999999999995,0.62
clean_first120__h1_h4_notopp__no_be,2025-10,11,3,0.2727272727272727,-68.06,56.47,-124.53,0.453465028507187,-3.0127,-0.27388181818181817,0.44953407637493153,92.43,0.9243000000000001,-0.7363410148220274,0,0,4,1,6,0.22366363636363637,0.4975454545454545,4.340909090909091,-0.2318181818181818,0.19999999999999998,3.963636363636363,3.1909090909090905
clean_first120__h1_h4_notopp__no_be,2025-11,11,7,0.6363636363636364,64.10999999999999,160.73999999999998,-96.63000000000001,1.6634585532443338,2.8913,0.26284545454545455,1.6866065067679887,50.43000000000001,0.5043000000000001,1.2712671029149312,0,0,4,3,4,0.6456636363636363,0.3828181818181818,4.372727272727272,-0.29999999999999993,0.19999999999999998,4.472727272727273,2.3727272727272726
clean_first120__h1_h4_notopp__no_be,2025-12,11,3,0.2727272727272727,-78.71,38.2,-116.91,0.3267470703960312,-3.5399000000000003,-0.32180909090909093,0.3199431348817552,95.72,0.9572,-0.8222941913915587,0,0,4,0,7,0.1514,0.47320909090909086,4.431818181818181,-0.24090909090909085,0.19999999999999998,4.0636363636363635,3.2454545454545456
clean_first120__h4_bias_h1_rev__be_1_1r,2025-01,7,1,0.14285714285714285,-138.71,5.69,-144.4,0.03940443213296399,-5.7588,-0.8226857142857142,0.0422909979877268,138.71,1.3871000000000002,-1.0,0,0,6,0,1,0.7057285714285715,0.9540000000000001,4.357142857142857,-0.17142857142857143,0.19999999999999998,3.1285714285714286,3.0857142857142854
clean_first120__h4_bias_h1_rev__be_1_1r,2025-02,8,1,0.125,-136.04000000000002,5.66,-141.7,0.039943542695836276,-5.8084999999999996,-0.7260624999999999,0.043348650295633846,136.04000000000002,1.3604,-1.0,0,0,5,0,3,0.6287125,0.9620624999999999,3.875000000000001,-0.1625,0.19999999999999998,2.9875,1.9375
clean_first120__h4_bias_h1_rev__be_1_1r,2025-03,10,3,0.3,-92.00999999999999,50.97,-142.98000000000002,0.3564834242551405,-4.132,-0.41319999999999996,0.3463680080992154,92.00999999999999,0.9200999999999999,-1.0,1,0,6,0,4,0.42452999999999996,0.8895900000000001,4.414999999999999,-0.225,0.19999999999999998,4.4399999999999995,3.06
clean_first120__h4_bias_h1_rev__be_1_1r,2025-04,9,3,0.3333333333333333,-28.78,83.92,-112.70000000000002,0.7446317657497781,-1.5276,-0.16973333333333335,0.6957093342894707,75.18,0.7518,-0.3828145783453046,1,0,4,2,3,0.6568444444444443,0.8884444444444445,4.211111111111111,-0.3,0.19999999999999998,2.966666666666667,3.811111111111111
clean_first120__h4_bias_h1_rev__be_1_1r,2025-05,7,3,0.42857142857142855,-3.999999999999997,55.95,-59.949999999999996,0.9332777314428692,-0.19740000000000002,-0.028200000000000003,0.9258285113098369,26.0,0.26,-0.15384615384615372,0,0,2,1,4,0.5682285714285714,0.7537571428571429,4.3999999999999995,-0.3,0.19999999999999998,3.857142857142857,2.5285714285714285
clean_first120__h4_bias_h1_rev__be_1_1r,2025-06,6,1,0.16666666666666666,-73.35,20.55,-93.89999999999999,0.2188498402555911,-3.2027,-0.5337833333333334,0.23061954981142047,73.35,0.7334999999999999,-1.0,1,0,4,0,2,0.6763666666666667,0.9110666666666667,4.375,-0.22499999999999998,0.19999999999999998,3.65,1.5
clean_first120__h4_bias_h1_rev__be_1_1r,2025-07,10,4,0.4,7.280000000000001,136.22,-128.94,1.0564603691639523,0.28790000000000004,0.028790000000000003,1.050977406331893,68.77,0.6877,0.10586011342155012,2,0,4,3,3,0.79057,0.85832,4.09,-0.29999999999999993,0.19999999999999998,3.0599999999999996,3.7399999999999998
clean_first120__h4_bias_h1_rev__be_1_1r,2025-08,3,1,0.3333333333333333,-40.03,7.96,-47.989999999999995,0.1658678891435716,-1.7277,-0.5759,0.1746130326772406,47.99,0.47990000000000005,-0.8341321108564285,0,0,2,0,1,0.3498666666666666,0.8257,4.4,-0.3,0.20000000000000004,4.5,3.0
clean_first120__h4_bias_h1_rev__be_1_1r,2025-09,7,6,0.8571428571428571,116.85,138.45,-21.6,6.409722222222221,5.0565999999999995,0.7223714285714286,6.0565999999999995,21.6,0.216,5.409722222222221,2,0,1,3,3,1.0307,0.7220428571428572,4.071428571428571,-0.3,0.19999999999999998,3.728571428571428,1.0857142857142856
clean_first120__h4_bias_h1_rev__be_1_1r,2025-10,10,4,0.4,5.2699999999999925,97.25999999999999,-91.99,1.0572888357430155,0.05909999999999982,0.005909999999999982,1.01434674952663,47.47,0.47469999999999996,0.11101748472719597,2,0,3,2,5,0.6862799999999999,0.7779,4.225,-0.225,0.19999999999999998,4.25,2.19
clean_first120__h4_bias_h1_rev__be_1_1r,2025-11,11,7,0.6363636363636364,71.63000000000002,163.92999999999998,-92.30000000000001,1.7760563380281686,3.0917,0.28106363636363635,1.7708821622699844,69.41,0.6940999999999999,1.0319838639965426,5,0,4,3,4,0.9026454545454544,0.7192727272727272,4.372727272727272,-0.29999999999999993,0.19999999999999998,4.472727272727273,2.7818181818181817
clean_first120__h4_bias_h1_rev__be_1_1r,2025-12,4,2,0.5,-10.27,14.67,-24.939999999999998,0.5882117080994387,-0.5076,-0.1269,0.5571453498516837,24.939999999999998,0.24939999999999996,-0.4117882919005614,0,0,1,0,3,0.371375,0.8992999999999999,4.5625,-0.1375,0.2,4.5,2.25
clean_first120__h4_bias_h1_rev__no_be,2025-01,7,1,0.14285714285714285,-138.71,5.69,-144.4,0.03940443213296399,-5.7588,-0.8226857142857142,0.0422909979877268,138.71,1.3871000000000002,-1.0,0,0,6,0,1,0.03632857142857143,0.8590142857142858,4.357142857142857,-0.17142857142857143,0.19999999999999998,3.1285714285714286,3.0857142857142854
clean_first120__h4_bias_h1_rev__no_be,2025-02,8,1,0.125,-136.04000000000002,5.66,-141.7,0.039943542695836276,-5.8084999999999996,-0.7260624999999999,0.043348650295633846,136.04000000000002,1.3604,-1.0,0,0,5,0,3,0.0329,0.7589624999999999,3.875000000000001,-0.1625,0.19999999999999998,2.9875,1.9375
clean_first120__h4_bias_h1_rev__no_be,2025-03,10,3,0.3,-92.00999999999999,50.97,-142.98000000000002,0.3564834242551405,-4.132,-0.41319999999999996,0.3463680080992154,92.00999999999999,0.9200999999999999,-1.0,0,0,6,0,4,0.21896,0.6321599999999999,4.414999999999999,-0.225,0.19999999999999998,4.4399999999999995,3.06
clean_first120__h4_bias_h1_rev__no_be,2025-04,9,3,0.3333333333333333,-28.78,83.92,-112.70000000000002,0.7446317657497781,-1.5276,-0.16973333333333335,0.6957093342894707,75.18,0.7518,-0.3828145783453046,0,0,4,2,3,0.38806666666666667,0.5577999999999999,4.211111111111111,-0.3,0.19999999999999998,2.966666666666667,3.811111111111111
clean_first120__h4_bias_h1_rev__no_be,2025-05,7,3,0.42857142857142855,-3.999999999999997,55.95,-59.949999999999996,0.9332777314428692,-0.19740000000000002,-0.028200000000000003,0.9258285113098369,26.0,0.26,-0.15384615384615372,0,0,2,1,4,0.352,0.3802,4.3999999999999995,-0.3,0.19999999999999998,3.857142857142857,2.5285714285714285
clean_first120__h4_bias_h1_rev__no_be,2025-06,6,1,0.16666666666666666,-73.35,20.55,-93.89999999999999,0.2188498402555911,-3.2027,-0.5337833333333334,0.23061954981142047,73.35,0.7334999999999999,-1.0,0,0,4,0,2,0.16,0.6937833333333333,4.375,-0.22499999999999998,0.19999999999999998,3.65,1.5
clean_first120__h4_bias_h1_rev__no_be,2025-07,10,4,0.4,7.280000000000001,136.22,-128.94,1.0564603691639523,0.28790000000000004,0.028790000000000003,1.050977406331893,68.77,0.6877,0.10586011342155012,0,0,4,3,3,0.59355,0.56476,4.09,-0.29999999999999993,0.19999999999999998,3.0599999999999996,3.7399999999999998
clean_first120__h4_bias_h1_rev__no_be,2025-08,3,1,0.3333333333333333,-40.03,7.96,-47.989999999999995,0.1658678891435716,-1.7277,-0.5759,0.1746130326772406,47.99,0.47990000000000005,-0.8341321108564285,0,0,2,0,1,0.12183333333333334,0.6977333333333333,4.4,-0.3,0.20000000000000004,4.5,3.0
clean_first120__h4_bias_h1_rev__no_be,2025-09,7,6,0.8571428571428571,116.85,138.45,-21.6,6.409722222222221,5.0565999999999995,0.7223714285714286,6.0565999999999995,21.6,0.216,5.409722222222221,0,0,1,3,3,0.8652285714285713,0.14285714285714285,4.071428571428571,-0.3,0.19999999999999998,3.728571428571428,1.0857142857142856
clean_first120__h4_bias_h1_rev__no_be,2025-10,10,4,0.4,5.2699999999999925,97.25999999999999,-91.99,1.0572888357430155,0.05909999999999982,0.005909999999999982,1.01434674952663,47.47,0.47469999999999996,0.11101748472719597,0,0,3,2,5,0.41784999999999994,0.41194,4.225,-0.225,0.19999999999999998,4.25,2.19
clean_first120__h4_bias_h1_rev__no_be,2025-11,11,7,0.6363636363636364,71.63000000000002,163.92999999999998,-92.30000000000001,1.7760563380281686,3.0917,0.28106363636363635,1.7708821622699844,69.41,0.6940999999999999,1.0319838639965426,0,0,4,3,4,0.6456636363636363,0.36460000000000004,4.372727272727272,-0.29999999999999993,0.19999999999999998,4.472727272727273,2.7818181818181817
clean_first120__h4_bias_h1_rev__no_be,2025-12,4,2,0.5,-10.27,14.67,-24.939999999999998,0.5882117080994387,-0.5076,-0.1269,0.5571453498516837,24.939999999999998,0.24939999999999996,-0.4117882919005614,0,0,1,0,3,0.15965,0.28655,4.5625,-0.1375,0.2,4.5,2.25
clean_first120__soft__be_1_1r,2025-01,21,5,0.23809523809523808,-235.30000000000004,39.33,-274.63,0.14321086552816517,-9.678699999999997,-0.4608904761904761,0.15154941924172693,235.48000000000005,2.3548000000000004,-0.9992356038729403,2,1,10,0,10,0.7335095238095237,0.8024809523809524,4.352380952380953,-0.1809523809523809,0.20000000000000004,2.9047619047619047,2.9000000000000004
clean_first120__soft__be_1_1r,2025-02,27,11,0.4074074074074074,-113.24,194.38000000000002,-307.62,0.6318834926207659,-4.5550999999999995,-0.1687074074074074,0.6583897046691966,170.86,1.7086000000000001,-0.6627648367084161,4,0,12,3,12,0.6538296296296295,0.7718407407407406,4.381481481481483,-0.22222222222222215,0.20000000000000007,3.77037037037037,2.759259259259259
clean_first120__soft__be_1_1r,2025-03,36,13,0.3611111111111111,-192.92000000000002,229.82999999999998,-422.74999999999994,0.5436546422235364,-8.680000000000001,-0.24111111111111116,0.5414540344649065,231.44,2.3144,-0.8335637746284135,4,1,17,2,16,0.49648055555555565,0.8249666666666666,4.4347222222222245,-0.21527777777777768,0.2000000000000001,4.333333333333333,2.7083333333333335
clean_first120__soft__be_1_1r,2025-04,44,13,0.29545454545454547,-160.23999999999998,277.89,-438.13000000000005,0.6342638029808503,-7.512599999999996,-0.170740909090909,0.6372389483087473,229.6,2.296,-0.6979094076655051,8,2,17,7,18,0.755215909090909,0.7286886363636363,4.475000000000002,-0.21136363636363645,0.2,4.159090909090909,3.552272727272727
clean_first120__soft__be_1_1r,2025-05,26,12,0.46153846153846156,82.69,345.05,-262.36,1.3151776185394115,3.5558000000000005,0.1367615384615385,1.2946006180664298,80.41999999999999,0.8041999999999999,1.0282268092514302,6,0,11,7,8,0.8159923076923076,0.85415,4.426923076923077,-0.2076923076923076,0.20000000000000007,4.250000000000001,2.1730769230769234
clean_first120__soft__be_1_1r,2025-06,23,6,0.2608695652173913,-165.2,140.22,-305.41999999999996,0.4591054940737346,-7.624100000000001,-0.3314826086956522,0.44617250947974024,186.02999999999997,1.8602999999999998,-0.8880288125571145,4,1,11,2,9,0.8045000000000001,0.8863521739130434,4.334782608695653,-0.20434782608695645,0.20000000000000007,3.7521739130434786,2.6521739130434785
clean_first120__soft__be_1_1r,2025-07,29,11,0.3793103448275862,-14.330000000000009,257.79999999999995,-272.13000000000005,0.9473413442104873,-0.9957999999999997,-0.034337931034482745,0.9205926445727408,89.76,0.8976000000000002,-0.15964795008912666,6,0,9,5,15,0.6254103448275863,0.7763896551724139,4.431034482758622,-0.22758620689655165,0.2000000000000001,3.9931034482758623,3.0724137931034488
clean_first120__soft__be_1_1r,2025-08,17,8,0.47058823529411764,-46.1,117.03,-163.13,0.7174032979832036,-2.1393999999999997,-0.1258470588235294,0.7182590373345624,93.65,0.9365,-0.4922584089695675,4,0,6,1,10,0.6576882352941178,0.7963588235294118,4.473529411764705,-0.19117647058823525,0.20000000000000004,4.2176470588235295,3.3058823529411767
