scenario_id,experiment_id,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,break_even_triggered,break_even_exits,full_sl_exits,tp_exits,time_exits,avg_mfe_r,avg_mae_r,avg_final_score,avg_target_room_score,avg_retest_score,avg_m15_best_score,avg_m5_best_score
all_symbols_first120,baseline_current,LONG,198,92,0.46464646464646464,264.2700000000001,2375.1400000000003,-2110.87,1.1251948248826316,11.570400000000001,0.05843636363636364,1.1261755622633611,319.08,3.1908,0.8282248965776611,24,2,72,56,68,0.6771782828282829,0.6504823232323228,4.525757575757581,0.010606060606060607,0.0,2.5343434343434335,1.837373737373736
all_symbols_first120,baseline_current,SHORT,128,36,0.28125,-873.4499999999996,853.1300000000001,-1726.5800000000002,0.49411553475657083,-37.81039999999999,-0.2953937499999999,0.492394727727225,998.8399999999997,9.988399999999997,-0.8744643786792679,6,2,66,20,40,0.4937039062499998,0.6880195312500004,4.559374999999997,0.0,0.0,2.831249999999999,1.5749999999999997
all_symbols_first120,prefilter_h1_h4_notopp,LONG,368,160,0.43478260869565216,92.0500000000001,3551.9499999999985,-3459.899999999998,1.0266048151680687,2.2146000000000017,0.0060179347826087,1.014018656092855,304.41999999999996,3.0441999999999996,0.3023782931476254,32,1,127,88,152,0.5916527173913043,0.5832258152173913,4.303260869565228,-0.2885869565217374,0.20000000000000137,3.6255434782608735,3.007608695652178
all_symbols_first120,prefilter_h1_h4_notopp,SHORT,369,117,0.3170731707317073,-1715.98,2665.6700000000005,-4381.649999999996,0.6083712756609959,-73.5703,-0.19937750677506777,0.619699358500514,1715.98,17.1598,-1.0,30,8,159,60,142,0.5301319783197832,0.6371471544715448,4.272086720867219,-0.29593495934959163,0.20000000000000137,3.82276422764228,2.7761517615176197
all_symbols_first120,prefilter_h4_bias_h1_reversal,LONG,284,119,0.41901408450704225,71.55999999999986,3126.450000000001,-3054.8900000000003,1.0234247386976294,3.6646000000000023,0.012903521126760572,1.0277514200963418,405.21000000000004,4.0521,0.17659978776436874,24,2,117,75,90,0.6184035211267607,0.6283352112676056,4.223591549295773,-0.2862676056338014,0.20000000000000093,3.4985915492957758,2.923239436619721
all_symbols_first120,prefilter_h4_bias_h1_reversal,SHORT,232,75,0.3232758620689655,-1239.51,1909.76,-3149.27,0.6064135498067806,-52.499700000000004,-0.2262918103448276,0.6097039308614443,1407.4999999999998,14.075,-0.8806465364120782,17,4,125,45,58,0.5627379310344831,0.698398706896552,4.239655172413785,-0.2853448275862057,0.2000000000000005,3.608620689655173,2.9620689655172434
all_symbols_first120,prefilter_soft,LONG,757,300,0.3963011889035667,-2198.2999999999993,6096.850000000004,-8295.149999999992,0.7349897229103765,-101.77839999999988,-0.13444966974900907,0.7350750940383657,2198.2999999999993,21.98299999999999,-1.0,55,3,339,140,275,0.5156712021136067,0.6431301188903574,4.348084544253673,-0.28811096433289635,0.19999999999999993,4.011756935270801,3.453368560105679
all_symbols_first120,prefilter_soft,SHORT,732,290,0.39617486338797814,-811.2500000000007,7073.540000000003,-7884.789999999999,0.8971120346895737,-34.204399999999985,-0.046727322404371566,0.9055865687395941,898.250000000001,8.98250000000001,-0.903145004174784,69,6,316,177,233,0.6222874316939896,0.6202744535519122,4.317076502732277,-0.2908469945355224,0.20000000000000032,4.083606557377045,3.468852459016394
clean_target_path_first120,baseline_current,LONG,34,16,0.47058823529411764,146.43999999999997,448.26,-301.82000000000005,1.4851898482539259,6.221,0.1829705882352941,1.4914600812121788,95.57000000000001,0.9557000000000001,1.5322800041854134,4,0,10,6,18,0.6880088235294116,0.5907411764705883,4.564705882352941,0.0,0.0,1.8529411764705883,2.5941176470588236
clean_target_path_first120,baseline_current,SHORT,12,2,0.16666666666666666,-111.78999999999999,75.36,-187.15,0.40267165375367353,-4.9193999999999996,-0.40995,0.3823108410135356,111.78999999999999,1.1179,-1.0,1,1,7,2,2,0.5416416666666667,0.790775,4.6000000000000005,0.0,0.0,2.9499999999999997,1.45
