"name","magic","deposit","pattern","period","from","to","set","ini"
"g039_usd100_fixed_min_lot_001_2025","2026051901","100","fixed_min_lot_001","2025","2025.01.01","2025.12.31","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_fixed_min_lot_001_2025.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_fixed_min_lot_001_2025.ini"
"g039_usd100_fixed_min_lot_001_2026_jan_apr","2026051902","100","fixed_min_lot_001","2026_jan_apr","2026.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_fixed_min_lot_001_2026_jan_apr.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_fixed_min_lot_001_2026_jan_apr.ini"
"g039_usd100_fixed_min_lot_001_2024_2026","2026051903","100","fixed_min_lot_001","2024_2026","2024.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_fixed_min_lot_001_2024_2026.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_fixed_min_lot_001_2024_2026.ini"
"g039_usd100_safer_ladder_5_2_1_existing_2025","2026051904","100","safer_ladder_5_2_1_existing","2025","2025.01.01","2025.12.31","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_safer_ladder_5_2_1_existing_2025.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_safer_ladder_5_2_1_existing_2025.ini"
"g039_usd100_safer_ladder_5_2_1_existing_2026_jan_apr","2026051905","100","safer_ladder_5_2_1_existing","2026_jan_apr","2026.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_safer_ladder_5_2_1_existing_2026_jan_apr.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_safer_ladder_5_2_1_existing_2026_jan_apr.ini"
"g039_usd100_safer_ladder_5_2_1_existing_2024_2026","2026051906","100","safer_ladder_5_2_1_existing","2024_2026","2024.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_safer_ladder_5_2_1_existing_2024_2026.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_safer_ladder_5_2_1_existing_2024_2026.ini"
"g039_usd100_hybrid_usd100_2025","2026051907","100","hybrid_usd100","2025","2025.01.01","2025.12.31","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_hybrid_usd100_2025.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_hybrid_usd100_2025.ini"
"g039_usd100_hybrid_usd100_2026_jan_apr","2026051908","100","hybrid_usd100","2026_jan_apr","2026.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_hybrid_usd100_2026_jan_apr.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_hybrid_usd100_2026_jan_apr.ini"
"g039_usd100_hybrid_usd100_2024_2026","2026051909","100","hybrid_usd100","2024_2026","2024.01.01","2026.04.30","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\presets\g039_usd100_hybrid_usd100_2024_2026.set","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\runs\2026-05-18-expected-value-nwave-g039-usd100-challenge\ini\g039_usd100_hybrid_usd100_2024_2026.ini"
