breakout_time,signal_time,breakout_hour,signal_hour,level_price,prior_touches,body_pips,range_pips,body_to_range,body_vs_avg,breakout_close_location,breakout_to_ema13_pips,zone_range_24,high_break_12,retest_delay_bars,retest_close_location,retest_depth_pips,expectancy_r,win,hold_bars
2025-04-11 20:45:00,2025-04-11 21:00:00,20,21,144.0,3,26.200000000000045,34.699999999998,0.7550432276657509,1.6634920634920485,0.8126801152737709,43.410561440137485,198.3000000000004,15.399999999999636,1,0.23655913978484436,2.2999999999996135,-1.08,0.0,3
2025-04-23 19:45:00,2025-04-23 20:00:00,19,20,143.0,1,8.500000000000796,24.899999999999523,0.34136546184742805,0.6047669868374856,0.7710843373494416,39.85529109609445,150.2999999999986,0.40000000000190994,1,0.8962264150941347,7.400000000001228,1.1199999999999999,1.0,3
2025-04-25 03:15:00,2025-04-25 03:30:00,3,3,143.0,0,7.399999999998386,12.700000000000955,0.5826771653541598,1.2824956672440284,0.8976377952755571,19.76385149251314,54.20000000000016,4.899999999997817,1,0.070000000000054,0.10000000000047748,1.1199999999999999,1.0,12
2025-04-30 09:00:00,2025-04-30 09:15:00,9,9,142.5,12,15.399999999999636,22.100000000000364,0.6968325791854925,3.5000000000000484,0.7149321266967622,14.995670176728026,49.799999999999045,9.699999999997999,1,0.2846153846154418,0.0,1.1199999999999999,1.0,5
2025-04-30 12:30:00,2025-04-30 12:45:00,12,12,143.0,0,5.000000000001137,10.499999999998977,0.4761904761906309,1.324503311258637,0.6380952380953696,19.165076407429638,64.69999999999914,4.099999999999682,1,0.6938775510202819,0.2999999999985903,-1.08,0.0,7
2025-04-30 23:00:00,2025-04-30 23:15:00,23,23,143.0,12,14.700000000001978,18.999999999999773,0.7736842105264292,1.930400525279247,0.8210526315789883,20.759495120171323,58.40000000000032,5.299999999999727,1,0.6203703703704142,0.0,-1.08,0.0,6
2025-05-01 08:15:00,2025-05-01 08:45:00,8,8,144.0,0,21.09999999999843,30.400000000000205,0.6940789473683647,2.7873183619549127,0.9276315789473973,50.51975542622813,134.59999999999752,20.400000000000773,2,0.3969072164948597,3.499999999999659,1.1199999999999999,1.0,3
2025-05-01 09:45:00,2025-05-01 10:00:00,9,10,144.5,0,21.599999999997976,22.59999999999991,0.9557522123892949,2.240663900414731,0.9734513274336272,53.579038573772664,162.99999999999955,14.999999999997726,1,0.7123287671232414,0.0,-1.08,0.0,2
2025-05-12 08:15:00,2025-05-12 08:45:00,8,8,146.0,5,6.800000000001205,8.899999999999864,0.7640449438203718,0.8877284595301773,0.7640449438203718,13.723514695610106,56.70000000000073,5.60000000000116,2,0.27329192546572884,3.8999999999987267,1.1199999999999999,1.0,5
2025-05-12 19:45:00,2025-05-12 20:00:00,19,20,148.5,2,17.099999999999227,22.800000000000864,0.7499999999999377,1.536388140161617,0.820175438596512,29.277504028101475,74.19999999999902,11.099999999999,1,0.5645161290322248,2.7999999999991587,-1.08,0.0,7
2025-05-28 18:30:00,2025-05-28 18:45:00,18,18,145.0,0,12.09999999999809,13.899999999998158,0.8705035971222801,1.5124999999997935,0.9136690647481868,29.411342294051224,97.8999999999985,4.999999999998295,1,0.7083333333334321,2.600000000001046,-1.075,0.0,6
2025-06-03 19:15:00,2025-06-03 19:30:00,19,19,144.0,0,8.899999999999864,9.100000000000819,0.9780219780218751,1.2579505300353235,0.9890109890109375,25.607483754731675,111.7999999999995,2.899999999999636,1,0.4651162790697598,0.0,-1.075,0.0,5
2025-06-06 09:30:00,2025-06-06 09:45:00,9,9,144.0,1,8.599999999998431,13.2000000000005,0.6515151515150079,1.5852534562208558,0.6666666666665949,17.770639514745312,51.09999999999957,2.6999999999986812,1,0.30476190476176557,1.4999999999986358,-1.075,0.0,4
2025-06-06 15:30:00,2025-06-06 15:45:00,15,15,144.5,0,28.700000000000614,65.60000000000059,0.43750000000000544,5.344506517690928,0.6554878048780532,32.062099127432475,93.8999999999993,17.900000000000205,1,0.9950248756218674,8.500000000000796,1.1199999999999999,1.0,2
2025-06-09 21:45:00,2025-06-09 22:00:00,21,22,144.5,6,8.899999999999864,9.999999999999432,0.890000000000037,2.077012835472273,0.890000000000037,9.574994430579409,42.499999999998295,6.399999999999295,1,0.11904761904818296,0.0,0.12499999999996021,1.0,19
2025-06-13 12:15:00,2025-06-13 12:30:00,12,12,144.0,0,12.199999999998568,14.500000000001023,0.8413793103446694,1.7579250720458965,0.8551724137930101,24.53077110199615,65.90000000000202,10.900000000000887,1,0.76821192052984,0.0,1.125,1.0,5
2025-06-16 01:00:00,2025-06-16 01:30:00,1,1,144.5,0,25.40000000000191,34.600000000000364,0.734104046242822,3.567415730337402,0.875722543352584,41.16784138935827,79.70000000000255,20.000000000001705,2,0.496183206106852,0.899999999998613,-1.075,0.0,1
2025-06-16 02:00:00,2025-06-16 02:15:00,2,2,144.5,3,22.700000000000387,25.499999999999545,0.8901960784314036,2.751515151515284,0.9882352941177022,33.0766024325726,87.00000000000045,2.1000000000015007,1,0.03829787234036429,0.0,-1.075,0.0,7
2025-06-16 21:30:00,2025-06-16 21:45:00,21,21,144.5,0,3.6999999999977717,4.800000000000182,0.7708333333328399,0.6776556776553144,0.9374999999997039,20.230166416371276,86.29999999999995,1.8999999999977035,1,0.9473684210523954,0.0,1.125,1.0,4
2025-06-19 04:45:00,2025-06-19 06:30:00,4,6,145.0,13,18.099999999998317,19.499999999999318,0.9282051282050744,4.366706875753773,0.9435897435897638,16.83181635875428,45.49999999999841,6.499999999999773,7,0.6199999999997613,0.0,1.125,1.0,12
2025-06-20 14:15:00,2025-06-20 14:30:00,14,14,145.5,0,3.700000000000614,6.999999999999318,0.5285714285715678,1.1490683229816996,0.9285714285714866,12.327397538405194,27.40000000000009,3.3999999999991815,1,0.936170212765951,0.0,1.125,1.0,10
2025-07-02 12:00:00,2025-07-02 13:00:00,12,13,144.0,1,13.999999999998636,19.599999999999795,0.7142857142856521,2.28198859005682,0.9285714285713768,24.875170092676058,66.39999999999873,6.299999999998818,4,0.22077922077917284,0.39999999999906777,-1.075,0.0,9
2025-07-04 17:30:00,2025-07-04 17:45:00,17,17,144.5,6,7.200000000000273,8.400000000000318,0.8571428571428571,3.6000000000000854,0.9523809523810651,7.950623877101748,24.799999999999045,1.2000000000000455,1,0.24590163934412482,0.2999999999985903,-0.13499999999986018,0.0,19
2025-07-04 22:45:00,2025-07-04 23:00:00,22,23,144.5,16,6.30000000000166,7.799999999997453,0.8076923076927842,5.0602409638568515,0.9102564102566812,6.714777247236725,16.799999999997794,5.100000000001614,1,0.7115384615385526,8.500000000000796,-1.075,0.0,16
2025-07-07 08:00:00,2025-07-07 08:15:00,8,8,145.0,1,4.2999999999977945,8.799999999999386,0.4886363636361471,0.7014681892328546,0.9090909090907916,21.478918846528927,81.1000000000007,2.5999999999982037,1,0.7558139534882338,2.000000000001023,1.125,1.0,14
2025-07-07 19:30:00,2025-07-07 20:30:00,19,20,146.0,1,27.700000000001523,28.20000000000107,0.9822695035461161,8.075801749271498,0.9822695035461161,28.511457799800155,74.50000000000045,9.900000000001796,4,0.3773584905660656,0.0,-1.075,0.0,19
2025-07-08 14:30:00,2025-07-08 15:00:00,14,15,146.5,1,6.099999999997863,9.399999999999409,0.6489361702125794,0.9752198241403863,1.0,22.947362829421536,60.09999999999991,3.3999999999991815,2,0.8636363636362882,5.000000000001137,1.125,1.0,5
2025-07-09 05:30:00,2025-07-09 07:45:00,5,7,147.0,1,15.900000000002024,16.19999999999777,0.9814814814817414,3.123772102161583,0.9876543209877691,19.70830709570066,57.29999999999791,2.600000000001046,9,0.17391304347822506,0.0,-1.075,0.0,8
2025-07-11 12:00:00,2025-07-11 12:15:00,12,12,147.0,6,2.400000000000091,8.600000000001273,0.2790697674418297,0.38034865293185993,0.9883720930232021,10.708866497597569,46.50000000000034,0.7000000000005002,1,0.8987341772153994,0.9999999999990905,-1.075,0.0,4
2025-07-11 12:15:00,2025-07-11 12:30:00,12,12,147.0,7,6.200000000001182,7.899999999997931,0.7848101265826337,1.0273405136704339,0.8987341772153994,14.32188556936751,46.50000000000034,5.89999999999975,1,0.34482758620695286,1.2000000000000455,-1.075,0.0,4
2025-07-16 06:45:00,2025-07-16 07:00:00,6,7,149.0,3,4.099999999999682,12.100000000000932,0.33884297520655915,0.732797140303786,0.6198347107436599,12.22660844491088,38.10000000000002,0.6000000000000227,1,0.8247422680412432,0.0,-1.075,0.0,4
2025-07-17 06:15:00,2025-07-17 07:30:00,6,7,148.5,0,9.199999999998454,12.20000000000141,0.7540983606555238,1.626878868257905,0.770491803278551,17.604058541331824,84.10000000000082,3.999999999999204,5,0.5487804878051148,3.100000000000591,1.125,1.0,8
2025-07-25 00:15:00,2025-07-25 00:30:00,0,0,147.0,1,6.60000000000025,9.499999999999886,0.6947368421052978,1.716514954486272,1.0,8.999985373861819,27.600000000001046,0.6000000000000227,1,0.9454545454547804,0.39999999999906777,0.7949999999999999,1.0,13
2025-07-28 09:15:00,2025-07-28 09:45:00,9,9,148.0,1,15.899999999999181,19.899999999998386,0.7989949748743955,3.1115459882581833,0.8190954773869131,27.428079197824218,65.00000000000057,13.800000000000523,2,0.013157894736903613,0.0,-1.075,0.0,2
2025-07-29 09:45:00,2025-07-29 10:00:00,9,10,148.5,17,15.700000000001069,18.799999999998818,0.8351063829788328,2.8035714285716793,0.8563829787234654,17.38391606683649,55.100000000001614,1.9000000000005457,1,0.8652849740931986,2.0999999999986585,-1.075,0.0,4
2025-07-30 16:30:00,2025-07-30 16:45:00,16,16,149.0,1,8.599999999998431,14.900000000000091,0.5771812080535824,1.2826249067857387,0.9328859060401391,47.65437947454245,124.00000000000091,7.899999999997931,1,0.5196078431372084,0.6000000000000227,-1.075,0.0,5
2025-08-05 11:30:00,2025-08-05 12:00:00,11,12,147.5,0,13.599999999999568,14.400000000000546,0.9444444444443787,2.3859649122806545,0.9652777777778107,25.40550351056936,58.500000000000796,9.300000000001774,2,0.17272727272708716,1.4999999999986358,1.125,1.0,4
2025-08-07 21:30:00,2025-08-07 21:45:00,21,21,147.5,4,6.000000000000227,8.199999999999363,0.7317073170732553,1.1869436201780916,0.9512195121952318,11.106640425964542,47.8999999999985,3.8999999999987267,1,0.9859154929576788,1.099999999999568,-1.075,0.0,3
