episode_id,checkpoint_seconds,market_cluster_id,symbol,session,week,fold,path_class,continuation_r,reversal_r,oracle_r,remaining_mfe,consumed_move
ts15n_delayed_decision_r2_202503_EURUSD_mh_29,60,2176,EURUSD,OVERLAP,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.652247441278,0.327007306086
ts15n_delayed_decision_r2_202503_EURUSD_mh_29,120,2176,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.41306186032,1.505954699081
ts15n_delayed_decision_r2_202503_EURUSD_mh_3,15,1271,EURUSD,OVERLAP,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.642909905208,0.342272896918
ts15n_delayed_decision_r2_202503_EURUSD_mh_3,30,1271,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.54763663507,1.118091463266
ts15n_delayed_decision_r2_202503_EURUSD_mh_3,60,1271,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,1.140909656394
ts15n_delayed_decision_r2_202503_EURUSD_mh_3,120,1271,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,1.209364208969
ts15n_delayed_decision_r2_202503_EURUSD_mh_30,30,2199,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.32892493255
ts15n_delayed_decision_r2_202503_EURUSD_mh_30,120,2199,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.970328551023
ts15n_delayed_decision_r2_202503_EURUSD_mh_31,15,2220,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.111294000554
ts15n_delayed_decision_r2_202503_EURUSD_mh_31,30,2220,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.273954462902,0.05992753876
ts15n_delayed_decision_r2_202503_EURUSD_mh_31,60,2220,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,1.26703939092,0.179782616279
ts15n_delayed_decision_r2_202503_EURUSD_mh_31,120,2220,EURUSD,OVERLAP,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.611027347422,0.151033813821
ts15n_delayed_decision_r2_202503_EURUSD_mh_32,15,2267,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.658355230061,0.228446893937
ts15n_delayed_decision_r2_202503_EURUSD_mh_32,30,2267,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.759887182921,0.219985897865
ts15n_delayed_decision_r2_202503_EURUSD_mh_32,60,2267,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.692199214348,0.516120760376
ts15n_delayed_decision_r2_202503_EURUSD_mh_32,120,2267,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.602371197059,0.482346431768
ts15n_delayed_decision_r2_202503_EURUSD_mh_33,15,2325,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.165213294007
ts15n_delayed_decision_r2_202503_EURUSD_mh_33,30,2325,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.881137568039,0.302891039013
ts15n_delayed_decision_r2_202503_EURUSD_mh_33,60,2325,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.036714065335
ts15n_delayed_decision_r2_202503_EURUSD_mh_34,15,2336,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.039214242822,0.107839167761
ts15n_delayed_decision_r2_202503_EURUSD_mh_34,30,2336,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.039214242822
ts15n_delayed_decision_r2_202503_EURUSD_mh_34,120,2336,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.568507790636,0.081215398662
ts15n_delayed_decision_r2_202503_EURUSD_mh_35,15,2346,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.563578399814
ts15n_delayed_decision_r2_202503_EURUSD_mh_35,30,2346,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.484187310801
ts15n_delayed_decision_r2_202503_EURUSD_mh_35,60,2346,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,1.359845213314,0.360565018682
ts15n_delayed_decision_r2_202503_EURUSD_mh_35,120,2346,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.226640868886
ts15n_delayed_decision_r2_202503_EURUSD_mh_36,30,2385,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.674439881587,0.098496463623
ts15n_delayed_decision_r2_202503_EURUSD_mh_36,60,2385,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.344737622679
ts15n_delayed_decision_r2_202503_EURUSD_mh_36,120,2385,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.418609970397
ts15n_delayed_decision_r2_202503_EURUSD_mh_37,15,2399,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.078294469512
ts15n_delayed_decision_r2_202503_EURUSD_mh_37,120,2399,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.737489729834
ts15n_delayed_decision_r2_202503_EURUSD_mh_38,15,2407,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.124970793125
ts15n_delayed_decision_r2_202503_EURUSD_mh_38,60,2407,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.708167827711
ts15n_delayed_decision_r2_202503_EURUSD_mh_39,15,2415,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.044134320662
ts15n_delayed_decision_r2_202503_EURUSD_mh_4,15,1295,EURUSD,OVERLAP,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.980943378475,0.082539307437
ts15n_delayed_decision_r2_202503_EURUSD_mh_4,30,1295,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.061904480577
ts15n_delayed_decision_r2_202503_EURUSD_mh_4,60,1295,EURUSD,OVERLAP,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.774595109884,0.01031741343
ts15n_delayed_decision_r2_202503_EURUSD_mh_4,120,1295,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.773806007217
ts15n_delayed_decision_r2_202503_EURUSD_mh_40,15,2429,EURUSD,OTHER,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.536572276675
ts15n_delayed_decision_r2_202503_EURUSD_mh_40,60,2429,EURUSD,OTHER,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.756950176024
ts15n_delayed_decision_r2_202503_EURUSD_mh_41,15,2581,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.324805623956
ts15n_delayed_decision_r2_202503_EURUSD_mh_41,30,2581,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.189469947308
ts15n_delayed_decision_r2_202503_EURUSD_mh_41,120,2581,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.053610345621
ts15n_delayed_decision_r2_202503_EURUSD_mh_42,15,2597,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.258691790411
ts15n_delayed_decision_r2_202503_EURUSD_mh_42,30,2597,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.388037685617
ts15n_delayed_decision_r2_202503_EURUSD_mh_42,120,2597,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.594991157041
ts15n_delayed_decision_r2_202503_EURUSD_mh_43,30,2617,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.044119665321
ts15n_delayed_decision_r2_202503_EURUSD_mh_43,60,2617,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.088239334639
ts15n_delayed_decision_r2_202503_EURUSD_mh_44,30,2650,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.258218639765
ts15n_delayed_decision_r2_202503_EURUSD_mh_44,60,2650,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.496574307241
ts15n_delayed_decision_r2_202503_EURUSD_mh_44,120,2650,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.51643727173
ts15n_delayed_decision_r2_202503_EURUSD_mh_45,15,2670,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.416464175456
ts15n_delayed_decision_r2_202503_EURUSD_mh_45,30,2670,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.719347212151
ts15n_delayed_decision_r2_202503_EURUSD_mh_45,60,2670,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.908649110086
ts15n_delayed_decision_r2_202503_EURUSD_mh_46,15,2690,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.275522939121
ts15n_delayed_decision_r2_202503_EURUSD_mh_46,30,2690,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.918409797069
ts15n_delayed_decision_r2_202503_EURUSD_mh_46,60,2690,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.339753814031
ts15n_delayed_decision_r2_202503_EURUSD_mh_47,15,2712,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.060113065806
ts15n_delayed_decision_r2_202503_EURUSD_mh_47,60,2712,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.060113065806
ts15n_delayed_decision_r2_202503_EURUSD_mh_47,120,2712,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.120226131612
ts15n_delayed_decision_r2_202503_EURUSD_mh_48,60,2723,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.080695124724
ts15n_delayed_decision_r2_202503_EURUSD_mh_48,120,2723,EURUSD,LONDON,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.225946349227
ts15n_delayed_decision_r2_202503_EURUSD_mh_49,60,2768,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.337127791745
ts15n_delayed_decision_r2_202503_EURUSD_mh_5,15,1333,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.412485024451,0.084371936819
ts15n_delayed_decision_r2_202503_EURUSD_mh_5,30,1333,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,1.147455004908,0.161360860065
ts15n_delayed_decision_r2_202503_EURUSD_mh_5,120,1333,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.071715937806,0.421331134615
ts15n_delayed_decision_r2_202503_EURUSD_mh_50,15,2920,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.259356379316,0.027788183498
ts15n_delayed_decision_r2_202503_EURUSD_mh_50,120,2920,EURUSD,OVERLAP,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.741392838373,0.138940917955
ts15n_delayed_decision_r2_202503_EURUSD_mh_51,15,2941,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.755889435193,0.044993418761
ts15n_delayed_decision_r2_202503_EURUSD_mh_51,30,2941,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.647905230165,0.071989470018
ts15n_delayed_decision_r2_202503_EURUSD_mh_51,60,2941,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.179973675045,0.215968410055
ts15n_delayed_decision_r2_202503_EURUSD_mh_51,120,2941,EURUSD,OVERLAP,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.870755765872,0.128385199619
ts15n_delayed_decision_r2_202503_EURUSD_mh_52,15,2976,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.903693102565,0.180738620513
ts15n_delayed_decision_r2_202503_EURUSD_mh_52,30,2976,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.903693102565,0.216886344616
ts15n_delayed_decision_r2_202503_EURUSD_mh_52,60,2976,EURUSD,OVERLAP,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.325329516923,0.072295448205
ts15n_delayed_decision_r2_202503_EURUSD_mh_53,60,3005,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.076094680449,0.07609468045
ts15n_delayed_decision_r2_202503_EURUSD_mh_54,15,3025,EURUSD,NEW_YORK,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.838629917141,2.007170992878
ts15n_delayed_decision_r2_202503_EURUSD_mh_54,30,3025,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,2.574081883997
ts15n_delayed_decision_r2_202503_EURUSD_mh_54,120,3025,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.604747487755
ts15n_delayed_decision_r2_202503_EURUSD_mh_55,15,3088,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.677015417544,0.0116459404
ts15n_delayed_decision_r2_202503_EURUSD_mh_56,15,3122,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.266937400937
ts15n_delayed_decision_r2_202503_EURUSD_mh_56,30,3122,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,1.531112639336,0.387814714569
ts15n_delayed_decision_r2_202503_EURUSD_mh_56,60,3122,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.651989952969,0.055402102081
ts15n_delayed_decision_r2_202503_EURUSD_mh_56,120,3122,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.120877313632,0.609423122894
ts15n_delayed_decision_r2_202503_EURUSD_mh_57,15,3142,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.20672637641,0.062017912923
ts15n_delayed_decision_r2_202503_EURUSD_mh_57,60,3142,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.702869679793,0.175717419949
ts15n_delayed_decision_r2_202503_EURUSD_mh_57,120,3142,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.299753245794
ts15n_delayed_decision_r2_202503_EURUSD_mh_58,15,3181,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.175336834719
ts15n_delayed_decision_r2_202503_EURUSD_mh_58,30,3181,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.237957132833
ts15n_delayed_decision_r2_202503_EURUSD_mh_58,60,3181,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.112716536605
ts15n_delayed_decision_r2_202503_EURUSD_mh_58,120,3181,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.851636054351,0.150288715474
ts15n_delayed_decision_r2_202503_EURUSD_mh_59,30,3203,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.232209328617
ts15n_delayed_decision_r2_202503_EURUSD_mh_59,60,3203,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.340573681971
ts15n_delayed_decision_r2_202503_EURUSD_mh_6,15,1401,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.153678891678
ts15n_delayed_decision_r2_202503_EURUSD_mh_6,30,1401,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.108479217655,0.036159739218
ts15n_delayed_decision_r2_202503_EURUSD_mh_6,60,1401,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.506236349058,0.388717196598
ts15n_delayed_decision_r2_202503_EURUSD_mh_6,120,1401,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.75417945253,0.5827750315
ts15n_delayed_decision_r2_202503_EURUSD_mh_60,15,3390,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.102292589879
ts15n_delayed_decision_r2_202503_EURUSD_mh_60,120,3390,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.477365419436
ts15n_delayed_decision_r2_202503_EURUSD_mh_61,15,3399,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.532645644489
ts15n_delayed_decision_r2_202503_EURUSD_mh_61,30,3399,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.098118934511
ts15n_delayed_decision_r2_202503_EURUSD_mh_62,15,3431,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.145544220181
ts15n_delayed_decision_r2_202503_EURUSD_mh_62,30,3431,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.327474495407
ts15n_delayed_decision_r2_202503_EURUSD_mh_62,120,3431,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.163737247704
ts15n_delayed_decision_r2_202503_EURUSD_mh_63,15,3454,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.033132513309
ts15n_delayed_decision_r2_202503_EURUSD_mh_64,60,3477,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.294020763019
ts15n_delayed_decision_r2_202503_EURUSD_mh_64,120,3477,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,1.568110736098,0.032668973669
ts15n_delayed_decision_r2_202503_EURUSD_mh_65,30,3501,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.013277210369
ts15n_delayed_decision_r2_202503_EURUSD_mh_65,120,3501,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.108409337536
ts15n_delayed_decision_r2_202503_EURUSD_mh_66,15,3513,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.340855565641
ts15n_delayed_decision_r2_202503_EURUSD_mh_66,30,3513,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,3.16313964915
ts15n_delayed_decision_r2_202503_EURUSD_mh_66,60,3513,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,3.578354720245
ts15n_delayed_decision_r2_202503_EURUSD_mh_66,120,3513,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.934407167304,4.2260687794
ts15n_delayed_decision_r2_202503_EURUSD_mh_67,30,3561,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.04625541762
ts15n_delayed_decision_r2_202503_EURUSD_mh_67,120,3561,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.264316672114,0.218061254493
ts15n_delayed_decision_r2_202503_EURUSD_mh_68,60,3609,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.184442312851
ts15n_delayed_decision_r2_202503_EURUSD_mh_68,120,3609,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.122961541901
ts15n_delayed_decision_r2_202503_EURUSD_mh_69,15,3653,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.224525930969
ts15n_delayed_decision_r2_202503_EURUSD_mh_69,30,3653,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.392920379195
ts15n_delayed_decision_r2_202503_EURUSD_mh_7,30,1422,EURUSD,NEW_YORK,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.65853766854,0.138211472378
ts15n_delayed_decision_r2_202503_EURUSD_mh_7,60,1422,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.097561039326,0.032520346442
ts15n_delayed_decision_r2_202503_EURUSD_mh_7,120,1422,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.48780519663,0.130081385768
ts15n_delayed_decision_r2_202503_EURUSD_mh_70,15,3673,EURUSD,OTHER,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.063791794122
ts15n_delayed_decision_r2_202503_EURUSD_mh_70,30,3673,EURUSD,OTHER,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.042527862748
ts15n_delayed_decision_r2_202503_EURUSD_mh_71,15,3865,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,1.000107376097
ts15n_delayed_decision_r2_202503_EURUSD_mh_71,30,3865,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,3.22256821187
ts15n_delayed_decision_r2_202503_EURUSD_mh_71,60,3865,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,4.083771785732
ts15n_delayed_decision_r2_202503_EURUSD_mh_71,120,3865,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,2.194680078093
ts15n_delayed_decision_r2_202503_EURUSD_mh_72,15,3905,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.551130902371
ts15n_delayed_decision_r2_202503_EURUSD_mh_72,30,3905,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.534921169948
ts15n_delayed_decision_r2_202503_EURUSD_mh_72,60,3905,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.267460584974
ts15n_delayed_decision_r2_202503_EURUSD_mh_72,120,3905,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.24314598634
ts15n_delayed_decision_r2_202503_EURUSD_mh_73,120,3923,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.016528221915
ts15n_delayed_decision_r2_202503_EURUSD_mh_74,30,3940,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.11316634584
ts15n_delayed_decision_r2_202503_EURUSD_mh_75,60,3962,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.281436955375
ts15n_delayed_decision_r2_202503_EURUSD_mh_75,120,3962,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.409362833768,0.511703542212
ts15n_delayed_decision_r2_202503_EURUSD_mh_76,30,3976,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.345582166539
ts15n_delayed_decision_r2_202503_EURUSD_mh_76,60,3976,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.8831544256
ts15n_delayed_decision_r2_202503_EURUSD_mh_77,30,4011,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.202313459136
ts15n_delayed_decision_r2_202503_EURUSD_mh_78,30,4033,EURUSD,LONDON,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.284964539347
ts15n_delayed_decision_r2_202503_EURUSD_mh_79,15,4059,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.058829059578
ts15n_delayed_decision_r2_202503_EURUSD_mh_79,30,4059,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.679802466235,0.026146248701
ts15n_delayed_decision_r2_202503_EURUSD_mh_79,60,4059,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.202633427436
ts15n_delayed_decision_r2_202503_EURUSD_mh_79,120,4059,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.00653656228
ts15n_delayed_decision_r2_202503_EURUSD_mh_8,15,1453,EURUSD,NEW_YORK,2025-W09,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.601018363601,0.0
ts15n_delayed_decision_r2_202503_EURUSD_mh_8,30,1453,EURUSD,NEW_YORK,2025-W09,,BOTH_SL,-1.0,-1.0,0.0,0.408770646026,0.315094039645
ts15n_delayed_decision_r2_202503_EURUSD_mh_8,120,1453,EURUSD,NEW_YORK,2025-W09,,REVERSAL_ONLY_TP,-1.0,1.6,1.6,1.601018363601,0.459866976779
ts15n_delayed_decision_r2_202503_EURUSD_mh_80,30,4160,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.454734739051
ts15n_delayed_decision_r2_202503_EURUSD_mh_80,120,4160,EURUSD,OVERLAP,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.279836762493
ts15n_delayed_decision_r2_202503_EURUSD_mh_81,30,4265,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.172880009203
ts15n_delayed_decision_r2_202503_EURUSD_mh_81,120,4265,EURUSD,NEW_YORK,2025-W10,,CONTINUATION_ONLY_TP,1.6,-1.0,1.6,1.811799693651,0.175335454224
ts15n_delayed_decision_r2_202503_EURUSD_mh_82,30,4286,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.049860108351
ts15n_delayed_decision_r2_202503_EURUSD_mh_83,30,4342,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.135008687632
ts15n_delayed_decision_r2_202503_EURUSD_mh_84,30,4411,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.645306781658
ts15n_delayed_decision_r2_202503_EURUSD_mh_84,120,4411,EURUSD,NEW_YORK,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.322653390829
ts15n_delayed_decision_r2_202503_EURUSD_mh_85,15,4445,EURUSD,OTHER,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.009481935339
ts15n_delayed_decision_r2_202503_EURUSD_mh_85,30,4445,EURUSD,OTHER,2025-W10,,BOTH_SL,-1.0,-1.0,0.0,0.0,0.161192900775
