bucket_position,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
DISCOUNT_RECLAIM|pos_after=1,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0,4.08
EXPANSION_PULLBACK|pos_after=1,46,25,21,54.347826086956516,0.1736801956521739,1.4301728554970863,7.989288999999999,1.0624626000000001,-0.8843940952380952,9.0
EXPANSION_PULLBACK|pos_after=2,8,6,2,75.0,0.812084625,7.287108802293162,6.496677,1.2550016666666666,-0.5166665,7.0
