bucket_type,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
DISCOUNT_RECLAIM,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0,4.08
EXPANSION_PULLBACK,54,31,23,57.407407407407405,0.26825862962962965,1.73886845341045,14.485966000000001,1.0997282258064516,-0.8524177826086957,16.0
