risk_pips,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
0-12,2,0,2,0.0,-1.030864,0.0,-2.061728,0.0,-1.030864,-1.6400000000000001
12-15,22,15,7,68.18181818181817,0.5862700909090909,3.423745445826096,12.897941999999999,1.2146289333333335,-0.7602131428571429,11.559999999999999
15-18,9,3,6,33.33333333333333,-0.2645676666666666,0.5678141362777015,-2.3811089999999995,1.0427823333333333,-0.9182426666666665,-2.42
18-22,11,7,4,63.63636363636363,0.5221366363636364,2.8140297527886333,5.7435030000000005,1.2728085714285715,-0.7915392499999999,8.040000000000001
22-28,14,9,5,64.28571428571429,0.1978232142857143,1.609118417093782,2.7695250000000002,0.8129223333333332,-0.9093552,4.540000000000001
