atr_ratio,trades,wins,losses,winrate,expectancy_r,pf,total_r,avg_win_r,avg_loss_r,net_money
0.85-1.1,2,2,0,100.0,1.3706170000000002,inf,2.7412340000000004,1.3706170000000002,0.0,3.55
1.1-1.2,1,0,1,0.0,-1.0,0.0,-1.0,0.0,-1.0,-0.9
1.2-1.45,22,12,10,54.54545454545454,0.12826531818181816,1.2883929442869706,2.8218369999999995,1.0505443333333335,-0.9784695000000001,2.1500000000000004
1.45-1.6,19,12,7,63.1578947368421,0.3945741578947369,2.3742167630084294,7.4969090000000005,1.0793595,-0.7793435714285714,9.129999999999999
1.6-1.8,14,8,6,57.14285714285714,0.3505823571428571,2.124302572735505,4.9081529999999995,1.15920775,-0.7275848333333332,6.1499999999999995
