session,morphology,max_ema13_distance_pips,max_adx,min_upper_wick_share,max_upper_wick_share,min_lower_wick_share,max_lower_wick_share,min_close_location,max_close_location,max_ret1,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
ny,bear_dip,18.0,18.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0,50,0.19677776411265527,-0.08693333333333615,0.46,17,0.2123064914791206,0.6619607843137443,0.8235294117647058,0.42520418027351936
ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0,50,0.19677776411265527,-0.08693333333333615,0.46,17,0.2123064914791206,0.6619607843137443,0.8235294117647058,0.42520418027351936
ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0,50,0.19677776411265527,-0.08693333333333615,0.46,17,0.2123064914791206,0.6619607843137443,0.8235294117647058,0.42520418027351936
ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0,50,0.19677776411265527,-0.08693333333333615,0.46,17,0.2123064914791206,0.6619607843137443,0.8235294117647058,0.42520418027351936
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,215,0.7946102021174205,-0.05035658914728779,0.4790697674418605,84,1.0497266336891435,0.38992063492063117,0.6785714285714286,0.4161256395375465
ny,bear_dip,22.0,20.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,12,0.15362048273103082,0.6650000000000061,0.8333333333333334,0.40499216807618704
ny,bear_dip,22.0,20.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,12,0.15362048273103082,0.6650000000000061,0.8333333333333334,0.40499216807618704
ny,bear_dip,22.0,20.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,12,0.15362048273103082,0.6650000000000061,0.8333333333333334,0.40499216807618704
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,211,0.7798267564966314,-0.0648341232227502,0.47393364928909953,82,1.0247331424108306,0.3796747967479646,0.6707317073170732,0.40462203838752264
ny,bear_dip,15.0,18.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0,48,0.18890665354814906,-0.1187500000000032,0.4375,16,0.19981787433328996,0.6366666666666867,0.8125,0.40365633070963813
ny,bear_dip,15.0,18.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0,48,0.18890665354814906,-0.1187500000000032,0.4375,16,0.19981787433328996,0.6366666666666867,0.8125,0.40365633070963813
ny,bear_dip,15.0,18.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0,48,0.18890665354814906,-0.1187500000000032,0.4375,16,0.19981787433328996,0.6366666666666867,0.8125,0.40365633070963813
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,202,0.7465640038498556,-0.066567656765679,0.47029702970297027,79,0.9877572284449074,0.38995780590717044,0.6835443037974683,0.4033495639399574
ny,bear_dip,18.0,20.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,11,0.14081877583677824,0.6630303030303155,0.8181818181818182,0.4025906529246747
ny,bear_dip,18.0,20.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,11,0.14081877583677824,0.6630303030303155,0.8181818181818182,0.4025906529246747
ny,bear_dip,18.0,20.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,34,0.1338088795966056,-0.13941176470588065,0.47058823529411764,11,0.14081877583677824,0.6630303030303155,0.8181818181818182,0.4025906529246747
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,188,0.6948219441770933,-0.07421985815602967,0.46808510638297873,70,0.8775137111517368,0.4095238095238068,0.6857142857142857,0.40038181538050327
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0004,277,1.0237536092396535,-0.02190132370637834,0.49097472924187724,105,1.3113048003122154,0.2607619047619049,0.6285714285714286,0.39561774987288756
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,198,0.7317805582290664,-0.0823232323232352,0.46464646464646464,78,0.9752539723886429,0.38615384615384435,0.6794871794871795,0.3948417371314374
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0004,273,1.0089701636188642,-0.03267399267399347,0.48717948717948717,104,1.2988161831663847,0.25666666666666743,0.625,0.3940301431004032
london_ny,bear_dip,18.0,18.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,18.0,18.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,18.0,18.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,22.0,18.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,35,0.13774443487885868,-0.08628571428572024,0.4857142857142857,10,0.20434227330779056,0.6206666666666804,0.8,0.3938774584043482
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,200,0.739172281039461,-0.08913333333333473,0.465,76,0.9497526685758918,0.3830701754385934,0.6710526315789473,0.39274463164648704
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,175,0.6467757459095284,-0.09470476190476493,0.45714285714285713,66,0.8278024562320355,0.4189898989898976,0.696969696969697,0.3915137639005192
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,64,0.25165888424674365,-0.16999999999999904,0.4375,24,0.3010190749934675,0.6136111111111152,0.75,0.3893317768493508
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,64,0.25165888424674365,-0.16999999999999904,0.4375,24,0.3010190749934675,0.6136111111111152,0.75,0.3893317768493508
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,64,0.25165888424674365,-0.16999999999999904,0.4375,24,0.3010190749934675,0.6136111111111152,0.75,0.3893317768493508
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0004,275,1.0163618864292587,-0.030812121212121197,0.4909090909090909,104,1.2988161831663847,0.2465384615384614,0.6153846153846154,0.38759142224794774
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,62,0.24379454411403292,-0.17548387096774096,0.43548387096774194,24,0.3010190749934675,0.6136111111111152,0.75,0.3865613281776473
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,62,0.24379454411403292,-0.17548387096774096,0.43548387096774194,24,0.3010190749934675,0.6136111111111152,0.75,0.3865613281776473
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,62,0.24379454411403292,-0.17548387096774096,0.43548387096774194,24,0.3010190749934675,0.6136111111111152,0.75,0.3865613281776473
all,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,286,1.0570163618864292,-0.07995337995337869,0.47202797202797203,101,1.241008575451171,0.2852805280528006,0.6138613861386139,0.3859698264710587
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0004,258,0.9535322425409046,-0.025271317829456536,0.4883720930232558,97,1.2145558888743968,0.2527835051546398,0.6185567010309279,0.38567903701613315
all,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0002,270,0.9978825794032723,-0.0746172839506154,0.4777777777777778,97,1.1918597209778574,0.25711340206185074,0.5979381443298969,0.38403679334024277
all,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,268,0.9904908565928777,-0.0769402985074613,0.47388059701492535,95,1.1672852937412006,0.2590877192982406,0.6,0.38299361515203784
all,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,278,1.0274494706448507,-0.0628537170263784,0.48201438848920863,100,1.2287213618328425,0.25946666666666124,0.6,0.3828000818902122
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,172,0.6356881616939364,-0.08434108527132042,0.45930232558139533,66,0.8273700705144947,0.4030303030303002,0.6818181818181818,0.38277998610904623
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,187,0.691126082771896,-0.10934046345811353,0.45454545454545453,72,0.9002344360510549,0.3902777777777759,0.6805555555555556,0.3827649521455839
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0002,271,1.0015784408084696,-0.0025338253382535723,0.4981549815498155,103,1.2863275660205542,0.21702265372168153,0.6019417475728155,0.3819396647801844
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0004,256,0.94614051973051,-0.0391145833333342,0.484375,98,1.223884480291401,0.251768707482994,0.6224489795918368,0.38116475360596613
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,42,0.16529332185463042,-0.21888888888888436,0.42857142857142855,12,0.15215955620129443,0.6594444444444524,0.75,0.379832704891057
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,42,0.16529332185463042,-0.21888888888888436,0.42857142857142855,12,0.15215955620129443,0.6594444444444524,0.75,0.379832704891057
ny,bear_dip,12.0,25.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,42,0.16529332185463042,-0.21888888888888436,0.42857142857142855,12,0.15215955620129443,0.6594444444444524,0.75,0.379832704891057
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,167,0.61720885466795,-0.10658682634730803,0.4491017964071856,62,0.7776326103997909,0.4126881720430093,0.6935483870967742,0.3796440116135193
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,195,0.7206929740134744,-0.058222222222224285,0.4717948717948718,76,0.9497526685758918,0.3492105263157856,0.6578947368421053,0.37901810447430767
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0004,189,0.6985178055822906,-0.05573192239859114,0.47619047619047616,75,0.9377442042198488,0.353866666666664,0.6666666666666666,0.3782733671129292
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0004,261,0.9646198267564966,-0.009323116219668618,0.49808429118773945,100,1.2488617145830623,0.22399999999999956,0.61,0.3777635566667523
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.05,0.0,0.45,0.0,40,0.1574222112901242,-0.22983333333332862,0.425,12,0.15215955620129443,0.6594444444444524,0.75,0.37746524457359676
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.05,0.0,0.4,0.0,40,0.1574222112901242,-0.22983333333332862,0.425,12,0.15215955620129443,0.6594444444444524,0.75,0.37746524457359676
ny,bear_dip,10.0,25.0,0.45,1.0,0.0,0.05,0.0,0.35,0.0,40,0.1574222112901242,-0.22983333333332862,0.425,12,0.15215955620129443,0.6594444444444524,0.75,0.37746524457359676
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0004,296,1.0939749759384023,-0.015292792792792493,0.4966216216216216,113,1.4112137374788603,0.24908554572271294,0.6194690265486725,0.37701292556493027
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,174,0.6430798845043311,-0.06743295019157233,0.47126436781609193,61,0.7650901489417298,0.37912568306010663,0.6721311475409836,0.3765122773845027
ny,bear_dip,15.0,25.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,67,0.2634553944458098,-0.17920398009950161,0.43283582089552236,26,0.32508465746288095,0.5882051282051303,0.7307692307692307,0.3762613046832695
ny,bear_dip,15.0,25.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,67,0.2634553944458098,-0.17920398009950161,0.43283582089552236,26,0.32508465746288095,0.5882051282051303,0.7307692307692307,0.3762613046832695
ny,bear_dip,15.0,25.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,67,0.2634553944458098,-0.17920398009950161,0.43283582089552236,26,0.32508465746288095,0.5882051282051303,0.7307692307692307,0.3762613046832695
all,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,296,1.0939749759384023,-0.06662162162162115,0.4797297297297297,107,1.3147318571611417,0.2743302180685304,0.6074766355140186,0.3760634286567224
ny,bear_dip,15.0,20.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,17,0.23317616802400343,0.5788235294117731,0.7647058823529411,0.3755900626264565
ny,bear_dip,15.0,20.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,17,0.23317616802400343,0.5788235294117731,0.7647058823529411,0.3755900626264565
ny,bear_dip,15.0,20.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,17,0.23317616802400343,0.5788235294117731,0.7647058823529411,0.3755900626264565
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0002,263,0.9720115495668912,-0.019264892268694746,0.49049429657794674,97,1.2113958631455704,0.22048109965635695,0.6082474226804123,0.37511528340193856
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0002,267,0.9867949951876804,-0.01325842696629262,0.4943820224719101,102,1.2738389488747235,0.21241830065359404,0.5980392156862745,0.3748185716306178
london_ny,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,190,0.7022136669874879,-0.07708771929824773,0.4631578947368421,72,0.9002344360510549,0.35453703703703426,0.6666666666666666,0.3743914176080222
all,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,300,1.1087584215591915,-0.06826666666666538,0.48,107,1.3147318571611417,0.27451713395638194,0.616822429906542,0.37380993562585474
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,160,0.5913378248315688,-0.06304166666666944,0.46875,59,0.7400052260256075,0.39310734463276564,0.6779661016949152,0.373791646887216
ny,bear_dip,12.0,18.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0,46,0.18103554298364286,-0.165797101449276,0.41304347826086957,14,0.19243986254295534,0.6033333333333586,0.7857142857142857,0.37377129079135685
ny,bear_dip,12.0,18.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0,46,0.18103554298364286,-0.165797101449276,0.41304347826086957,14,0.19243986254295534,0.6033333333333586,0.7857142857142857,0.37377129079135685
ny,bear_dip,12.0,18.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0,46,0.18103554298364286,-0.165797101449276,0.41304347826086957,14,0.19243986254295534,0.6033333333333586,0.7857142857142857,0.37377129079135685
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0004,239,0.8833108758421558,-0.03372384937238495,0.4811715481171548,91,1.140023489494976,0.25882783882784066,0.6263736263736264,0.37308587280970285
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0004,164,0.606121270452358,-0.07430894308943362,0.4695121951219512,63,0.7901750718578521,0.3881481481481467,0.6825396825396826,0.3727587101493167
all,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0004,280,1.0348411934552453,-0.0633809523809505,0.4857142857142857,101,1.241008575451171,0.2413861386138567,0.594059405940594,0.37267098808877
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0004,292,1.079191530317613,-0.025273972602739704,0.4931506849315068,111,1.386236503187199,0.23897897897897888,0.6126126126126126,0.37256623546430656
london_ny,bear_dip,22.0,30.0,0.55,1.0,0.0,0.1,0.0,0.45,0.0004,180,0.6677228640983036,-0.06214814814814932,0.4777777777777778,65,0.8122884665451706,0.35312820512819654,0.6615384615384615,0.3700653705404544
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,191,0.7059095283926852,-0.07438045375218404,0.46596858638743455,75,0.9372559229367353,0.344711111111108,0.6533333333333333,0.37005757758080393
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.15,0.0,0.35,0.0004,257,0.9498363811357073,-0.02057068741893744,0.49416342412451364,99,1.2363730974372316,0.2193265993265995,0.6060606060606061,0.36986434025261006
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0004,185,0.6837343599615014,-0.07236036036036292,0.4702702702702703,74,0.9252409481635843,0.3493693693693675,0.6621621621621622,0.3692207458661728
all,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,281,1.0385370548604427,-0.06880189798339127,0.4804270462633452,98,1.2041469345961857,0.23455782312924686,0.5918367346938775,0.36728825562194933
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.15,0.0,0.4,0.0002,259,0.9572281039461019,-0.030579150579151077,0.4864864864864865,96,1.1989072459997399,0.2156250000000002,0.6041666666666666,0.36710203166438127
london,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,133,0.4919472913616398,0.025964912280696438,0.5112781954887218,46,0.589271417133707,0.37362318840579295,0.6956521739130435,0.3668420026768145
london_ny,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,186,0.6874302213666987,-0.09408602150537894,0.45698924731182794,71,0.8877311799947902,0.34985915492957553,0.6619718309859155,0.36515210515475593
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0002,157,0.5802502406159769,-0.09248407643312334,0.4585987261146497,60,0.7525476874836686,0.3908888888888873,0.6833333333333333,0.3647165024756358
london,bear_dip,12.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,105,0.38837944054866297,-0.004317460317467398,0.4857142857142857,36,0.4611689351481185,0.4251851851851799,0.7222222222222222,0.3646536658875066
london_ny,bear_dip,12.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0002,237,0.8759191530317613,-0.011420534458508783,0.48945147679324896,92,1.1519499152210775,0.23630434782608697,0.6086956521739131,0.3645788192934434
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0004,236,0.872223291626564,-0.016638418079095278,0.4915254237288136,85,1.0648571055722302,0.2374117647058835,0.611764705882353,0.3637050106018173
ny,bear_dip,22.0,25.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,29,0.3625944256316749,0.5494252873563216,0.7241379310344828,0.3633877183633137
ny,bear_dip,22.0,25.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,29,0.3625944256316749,0.5494252873563216,0.7241379310344828,0.3633877183633137
ny,bear_dip,22.0,25.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,29,0.3625944256316749,0.5494252873563216,0.7241379310344828,0.3633877183633137
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.15,0.0,0.45,0.0002,252,0.9313570741097208,-0.018465608465609015,0.49206349206349204,97,1.2113958631455704,0.21353951890034284,0.5979381443298969,0.36306806567014094
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0002,182,0.6726467757459095,-0.1009523809523836,0.45604395604395603,70,0.8747721947409529,0.3557142857142823,0.6571428571428571,0.36292679104661574
all,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0002,253,0.9350529355149181,-0.07509881422924701,0.4782608695652174,92,1.1304236528862153,0.2370289855072413,0.5869565217391305,0.3612625633875667
ny,bear_dip,12.0,20.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,16,0.22021505376344086,0.5483333333333422,0.75,0.3603988861558685
ny,bear_dip,12.0,20.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,16,0.22021505376344086,0.5483333333333422,0.75,0.3603988861558685
ny,bear_dip,12.0,20.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,50,0.19677776411265527,-0.11853333333333282,0.46,16,0.22021505376344086,0.5483333333333422,0.75,0.3603988861558685
ny,bear_dip,18.0,25.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,28,0.35009116957541025,0.5445238095238115,0.7142857142857143,0.36019683166380734
ny,bear_dip,18.0,25.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,28,0.35009116957541025,0.5445238095238115,0.7142857142857143,0.36019683166380734
ny,bear_dip,18.0,25.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,69,0.27131973457852054,-0.16135265700483012,0.43478260869565216,28,0.35009116957541025,0.5445238095238115,0.7142857142857143,0.36019683166380734
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,155,0.5728585178055823,-0.08632258064516415,0.45806451612903226,56,0.702377841651424,0.3819047619047603,0.6785714285714286,0.35992469895282025
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0004,162,0.5987295476419634,-0.08181069958848065,0.46296296296296297,58,0.7274627645675463,0.3675862068965502,0.6724137931034483,0.3591870901726371
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,110,0.4065447545717035,-0.057151515151519436,0.4818181818181818,38,0.47661353540632345,0.4371929824561425,0.6842105263157895,0.359127451711789
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,110,0.4065447545717035,-0.057151515151519436,0.4818181818181818,38,0.47661353540632345,0.4371929824561425,0.6842105263157895,0.359127451711789
london_ny,bear_dip,10.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,110,0.4065447545717035,-0.057151515151519436,0.4818181818181818,38,0.47661353540632345,0.4371929824561425,0.6842105263157895,0.359127451711789
london,bear_dip,18.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0004,130,0.4808507359173923,0.0011794871794817753,0.5,46,0.589271417133707,0.37362318840579295,0.6956521739130435,0.3591016967932861
all,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.45,0.0,220,0.813089509143407,-0.059393939393938215,0.4818181818181818,74,0.9064693122368253,0.2732432432432389,0.6081081081081081,0.3586002933110712
all,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0,220,0.813089509143407,-0.059393939393938215,0.4818181818181818,74,0.9064693122368253,0.2732432432432389,0.6081081081081081,0.3586002933110712
all,bear_dip,22.0,30.0,0.45,1.0,0.0,0.1,0.0,0.35,0.0,220,0.813089509143407,-0.059393939393938215,0.4818181818181818,74,0.9064693122368253,0.2732432432432389,0.6081081081081081,0.3586002933110712
london_ny,bear_dip,15.0,30.0,0.45,1.0,0.0,0.1,0.0,0.4,0.0002,177,0.6541674687199229,-0.12241054613936239,0.4463276836158192,66,0.825214899713467,0.36191919191918986,0.6666666666666666,0.3581980717272052
