breakout_time,signal_time,direction,signal_hour,body_pips,body_to_range,body_vs_avg,breakout_close_location,slow_slope_pips,prior_touches,retest_delay_bars,retest_close_location,zone_range_pips_24,zone_range_pips_48,same_zone_24,same_zone_48,expectancy_r,win,hold_bars
2025-04-23 06:15:00,2025-04-23 06:45:00,buy,6,12.90000000000191,0.8775510204081751,1.0137524557957989,0.8775510204081751,5.357738711597904,3,2,0.9191176470588527,176.400000000001,255.80000000000211,0.0,0.0,-1.16,0.0,2
2025-04-23 08:30:00,2025-04-23 08:45:00,buy,8,18.10000000000116,0.721115537848638,1.932728243459824,0.9840637450199577,4.3843887559603445,6,1,0.41176470588240915,120.50000000000125,218.20000000000164,0.0,0.0,-1.16,0.0,1
2025-04-24 12:45:00,2025-04-24 14:00:00,sell,14,17.00000000000159,0.8374384236453865,3.0195381882772043,0.8522167487684694,0.4618299460474873,12,5,0.9781021897809175,45.899999999997476,83.9999999999975,0.0,0.0,-1.17,0.0,2
2025-04-24 15:30:00,2025-04-24 15:45:00,sell,15,7.800000000000296,0.39195979899502154,1.4003590664273724,0.8291457286432433,0.7045535756560639,15,1,0.4299516908212627,56.00000000000023,96.89999999999941,0.0,0.0,-1.16,0.0,3
2025-04-30 06:45:00,2025-04-30 09:00:00,buy,9,3.0000000000001137,0.45454545454545453,0.5333333333333535,0.8484848484845614,0.5021001978320783,16,9,0.7149321266967622,38.80000000000052,57.90000000000077,0.0,0.0,-1.16,0.0,1
2025-04-30 07:30:00,2025-04-30 09:00:00,buy,9,4.399999999998272,0.42307692307670236,0.8278457196610199,0.9519230769228536,1.0096516647593035,18,6,0.7149321266967622,39.09999999999911,54.39999999999827,0.0,0.0,-1.16,0.0,1
2025-04-30 09:00:00,2025-04-30 09:45:00,buy,9,15.399999999999636,0.6968325791854925,3.5000000000000484,0.7149321266967622,1.21900436719784,23,3,0.8775510204081751,38.700000000000045,42.30000000000018,0.0,0.0,1.04,1.0,1
2025-04-30 17:30:00,2025-05-01 04:00:00,buy,4,5.100000000001614,0.3090909090910218,0.7925407925410396,0.9030303030303521,2.030389884581041,9,42,0.6464646464646435,55.50000000000068,82.30000000000075,0.0,0.0,1.04,1.0,3
2025-04-30 23:00:00,2025-05-01 04:00:00,buy,4,14.700000000001978,0.7736842105264292,1.930400525279247,0.8210526315789883,1.8668312849030144,12,20,0.6464646464646435,53.600000000000136,64.50000000000102,0.0,0.0,1.04,1.0,3
2025-05-01 01:00:00,2025-05-01 04:00:00,buy,4,9.300000000001774,0.5886075949368694,1.668161434977968,0.7215189873418587,2.4410610671168342,17,12,0.6464646464646435,59.699999999998,68.39999999999975,0.0,0.0,1.04,1.0,3
2025-05-01 01:30:00,2025-05-01 04:00:00,buy,4,1.5999999999991132,0.2191780821916368,0.26556016597496634,0.3287671232876499,2.495621950674831,19,10,0.6464646464646435,59.699999999998,68.39999999999975,0.0,0.0,1.04,1.0,3
2025-05-01 04:00:00,2025-05-01 05:30:00,buy,5,5.500000000000682,0.5555555555556831,1.2820512820516048,0.6464646464646435,1.9594937205027918,28,6,0.6410256410257625,47.399999999998954,68.39999999999975,0.0,0.0,-1.16,0.0,2
