period_id,variant,symbol,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,AUDJPY,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.6967200000000001,0.6147400000000001,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.0,AUDJPY:15,SHORT:10|LONG:5,new_york:8|london:3|london_newyork_overlap:2|tokyo:2
full2025_validation,anchor_diag_first_break,EURJPY,27,7,0.25925925925925924,-81.27999999999999,175.51999999999998,-256.8,0.6834890965732087,-3.567300000000001,-0.13212222222222225,0.6859328778701226,152.48,1.5248,-0.5330535152151101,4,0.14814814814814814,5,0.18518518518518517,18,0.6666666666666666,0.6016259259259259,0.578048148148148,0.48148148148148145,0.37037037037037035,0.25925925925925924,0.14814814814814814,0.0,EURJPY:27,SHORT:17|LONG:10,london_newyork_overlap:10|london:8|new_york:5|tokyo:4
full2025_validation,anchor_diag_first_break,EURUSD,44,9,0.20454545454545456,-292.12,143.26000000000002,-435.37999999999994,0.3290458909458405,-13.063699999999999,-0.2969022727272727,0.3289723754635765,301.12,3.0112,-0.9701115834218916,5,0.11363636363636363,4,0.09090909090909091,35,0.7954545454545454,0.49610454545454535,0.5924159090909091,0.38636363636363635,0.20454545454545456,0.18181818181818182,0.06818181818181818,0.0,EURUSD:44,SHORT:26|LONG:18,london_newyork_overlap:26|new_york:11|london:7
full2025_validation,anchor_diag_first_break,GBPJPY,23,8,0.34782608695652173,8.399999999999999,160.48,-152.07999999999998,1.055234087322462,0.8679999999999999,0.0377391304347826,1.1316927371758887,73.23,0.7323000000000001,0.11470708725931993,1,0.043478260869565216,5,0.21739130434782608,17,0.7391304347826086,0.7437956521739129,0.5020695652173913,0.6521739130434783,0.43478260869565216,0.391304347826087,0.21739130434782608,0.0,GBPJPY:23,SHORT:14|LONG:9,london_newyork_overlap:7|london:6|new_york:6|tokyo:4
full2025_validation,anchor_diag_first_break,GBPUSD,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0.51998,0.6232479999999999,0.44,0.32,0.2,0.08,0.0,GBPUSD:25,SHORT:16|LONG:9,london_newyork_overlap:16|new_york:5|london:4
full2025_validation,anchor_diag_first_break,USDJPY,184,44,0.2391304347826087,-586.6500000000002,968.4999999999997,-1555.1499999999999,0.6227695077645241,-25.84859999999999,-0.1404815217391304,0.6239749671596717,621.7200000000001,6.217200000000001,-0.9435919706620345,17,0.09239130434782608,29,0.15760869565217392,138,0.75,0.604566847826087,0.5608668478260871,0.5108695652173914,0.30978260869565216,0.2391304347826087,0.11956521739130435,0.005434782608695652,USDJPY:184,SHORT:100|LONG:84,london_newyork_overlap:69|london:44|new_york:41|tokyo:30
full2025_validation,anchor_flip_first_break,AUDJPY,5,1,0.2,-23.960000000000004,31.51,-55.470000000000006,0.5680548043987741,-0.9759999999999999,-0.19519999999999998,0.5723612145642554,37.870000000000005,0.37870000000000004,-0.6326907842619488,0,0.0,1,0.2,4,0.8,0.65588,0.56782,0.6,0.4,0.2,0.2,0.0,AUDJPY:5,SHORT:4|LONG:1,new_york:3|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_flip_first_break,EURJPY,10,3,0.3,-48.56,44.56999999999999,-93.13000000000001,0.4785783313647588,-2.1289000000000002,-0.21289000000000002,0.4628059550845319,59.18000000000001,0.5918000000000001,-0.8205474822575194,1,0.1,1,0.1,8,0.8,0.5093099999999999,0.5625300000000001,0.4,0.3,0.1,0.1,0.0,EURJPY:10,SHORT:7|LONG:3,london:4|london_newyork_overlap:4|tokyo:2
full2025_validation,anchor_flip_first_break,EURUSD,18,5,0.2777777777777778,-69.71,95.41,-165.12,0.5778221899224806,-2.9534,-0.16407777777777777,0.5814757606246546,110.66,1.1066,-0.6299475872040484,2,0.1111111111111111,2,0.1111111111111111,14,0.7777777777777778,0.5321388888888888,0.4998166666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.0,EURUSD:18,SHORT:10|LONG:8,london_newyork_overlap:11|london:4|new_york:3
full2025_validation,anchor_flip_first_break,GBPJPY,10,3,0.3,-5.66,92.72,-98.38,0.9424679812970116,-0.16949999999999998,-0.01695,0.9586736559795197,78.19,0.7818999999999999,-0.07238777337255405,1,0.1,3,0.3,6,0.6,0.6551899999999999,0.56224,0.6,0.3,0.3,0.3,0.0,GBPJPY:10,SHORT:9|LONG:1,london:4|london_newyork_overlap:4|new_york:1|tokyo:1
full2025_validation,anchor_flip_first_break,GBPUSD,7,3,0.42857142857142855,53.16,93.97,-40.81,2.3026219063954914,2.1385000000000005,0.30550000000000005,2.2085334840350384,21.07,0.2107,2.523018509729473,0,0.0,3,0.42857142857142855,4,0.5714285714285714,0.7854142857142857,0.4329,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0,GBPUSD:7,LONG:5|SHORT:2,london_newyork_overlap:5|london:2
full2025_validation,anchor_flip_first_break,USDJPY,72,20,0.2777777777777778,-155.18,448.72,-603.8999999999997,0.7430369266434844,-6.512100000000003,-0.09044583333333338,0.7449046345008054,192.08999999999997,1.9208999999999996,-0.8078504867510022,4,0.05555555555555555,13,0.18055555555555555,55,0.7638888888888888,0.6107402777777777,0.5452569444444443,0.5,0.3055555555555556,0.25,0.16666666666666666,0.013888888888888888,USDJPY:72,SHORT:45|LONG:27,london_newyork_overlap:28|london:19|tokyo:18|new_york:7
full2025_validation,anchor_flip_first_break_fresh,AUDJPY,5,1,0.2,-23.960000000000004,31.51,-55.470000000000006,0.5680548043987741,-0.9759999999999999,-0.19519999999999998,0.5723612145642554,37.870000000000005,0.37870000000000004,-0.6326907842619488,0,0.0,1,0.2,4,0.8,0.65588,0.56782,0.6,0.4,0.2,0.2,0.0,AUDJPY:5,SHORT:4|LONG:1,new_york:3|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_flip_first_break_fresh,EURJPY,10,3,0.3,-48.56,44.56999999999999,-93.13000000000001,0.4785783313647588,-2.1289000000000002,-0.21289000000000002,0.4628059550845319,59.18000000000001,0.5918000000000001,-0.8205474822575194,1,0.1,1,0.1,8,0.8,0.5093099999999999,0.5625300000000001,0.4,0.3,0.1,0.1,0.0,EURJPY:10,SHORT:7|LONG:3,london:4|london_newyork_overlap:4|tokyo:2
full2025_validation,anchor_flip_first_break_fresh,EURUSD,18,5,0.2777777777777778,-69.71,95.41,-165.12,0.5778221899224806,-2.9534,-0.16407777777777777,0.5814757606246546,110.66,1.1066,-0.6299475872040484,2,0.1111111111111111,2,0.1111111111111111,14,0.7777777777777778,0.5321388888888888,0.4998166666666666,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.0,EURUSD:18,SHORT:10|LONG:8,london_newyork_overlap:11|london:4|new_york:3
