period_id,variant,anchor_break_quality_bucket,m15_anchor_break_direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,none,NONE,241,58,0.24066390041493776,-822.8400000000004,1277.2299999999996,-2100.07,0.6081844890884587,-35.89819999999996,-0.14895518672199154,0.6135935769358696,864.6900000000003,8.646900000000004,-0.9516011518578914,27,0.11203319502074689,39,0.16182572614107885,175,0.7261410788381742,0.6101195020746886,0.5660049792531121,0.5020746887966805,0.3360995850622407,0.26556016597510373,0.12448132780082988,0.0,USDJPY:141|EURUSD:32|EURJPY:21|GBPUSD:21|GBPJPY:17|AUDJPY:9,SHORT:136|LONG:105,london_newyork_overlap:98|new_york:61|london:52|tokyo:30
full2025_validation,anchor_diag_first_break,normal,LONG,7,2,0.2857142857142857,-37.129999999999995,29.5,-66.63,0.4427435089299115,-1.5304,-0.21862857142857142,0.47657158492372936,40.489999999999995,0.4049,-0.9170165472956285,0,0.0,1,0.14285714285714285,6,0.8571428571428571,0.6952571428571428,0.5531285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,USDJPY:4|EURUSD:2|GBPJPY:1,LONG:5|SHORT:2,london:2|london_newyork_overlap:2|tokyo:2|new_york:1
full2025_validation,anchor_diag_first_break,normal,SHORT,25,5,0.2,-140.37,121.98,-262.35,0.4649514008004574,-6.4047,-0.256188,0.4525944222698951,179.07999999999998,1.7907999999999997,-0.7838396247487157,3,0.12,4,0.16,18,0.72,0.568656,0.6039880000000001,0.52,0.28,0.2,0.16,0.0,USDJPY:12|AUDJPY:5|EURUSD:3|GBPJPY:3|EURJPY:1|GBPUSD:1,SHORT:20|LONG:5,london:8|london_newyork_overlap:8|new_york:6|tokyo:3
full2025_validation,anchor_diag_first_break,strong,LONG,18,6,0.3333333333333333,-49.589999999999996,78.50999999999999,-128.1,0.6128805620608899,-2.3483000000000005,-0.13046111111111114,0.6025287317411689,91.13999999999999,0.9113999999999999,-0.544107965766952,1,0.05555555555555555,1,0.05555555555555555,16,0.8888888888888888,0.48869444444444454,0.5949888888888888,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,USDJPY:8|EURUSD:6|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:12|SHORT:6,london_newyork_overlap:9|new_york:5|london:2|tokyo:2
full2025_validation,anchor_diag_first_break,strong,SHORT,27,6,0.2222222222222222,-94.96000000000001,140.21,-235.17,0.5962069991920739,-4.139100000000001,-0.15330000000000002,0.6025332014557746,112.76000000000002,1.1276000000000002,-0.8421426037601986,2,0.07407407407407407,4,0.14814814814814814,21,0.7777777777777778,0.5537740740740741,0.5605333333333333,0.4444444444444444,0.25925925925925924,0.18518518518518517,0.1111111111111111,0.0,USDJPY:19|EURJPY:5|EURUSD:1|GBPJPY:1|GBPUSD:1,SHORT:19|LONG:8,london_newyork_overlap:13|london:8|new_york:3|tokyo:3
full2025_validation,anchor_flip_first_break,normal,LONG,28,8,0.2857142857142857,-40.11,175.44,-215.54999999999995,0.813917884481559,-1.7197000000000005,-0.061417857142857156,0.8119930031704382,85.94,0.8593999999999999,-0.46672096811729114,0,0.0,5,0.17857142857142858,23,0.8214285714285714,0.5595607142857143,0.4967535714285715,0.5,0.25,0.21428571428571427,0.17857142857142858,0.0,USDJPY:18|EURJPY:3|EURUSD:3|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:28,london_newyork_overlap:10|london:9|tokyo:6|new_york:3
full2025_validation,anchor_flip_first_break,normal,SHORT,48,12,0.25,-174.12000000000003,306.08,-480.19999999999993,0.6374010828821325,-7.334200000000001,-0.15279583333333335,0.6384653682534519,273.83000000000004,2.7383000000000006,-0.6358689697987803,6,0.125,9,0.1875,33,0.6875,0.6339937500000001,0.5584708333333334,0.5416666666666666,0.3333333333333333,0.22916666666666666,0.1875,0.0,USDJPY:26|EURUSD:7|GBPJPY:7|AUDJPY:4|EURJPY:3|GBPUSD:1,SHORT:48,london_newyork_overlap:18|london:15|tokyo:9|new_york:6
full2025_validation,anchor_flip_first_break,strong,LONG,17,6,0.35294117647058826,-2.630000000000001,111.22,-113.85000000000001,0.976899429073342,-0.1168000000000004,-0.006870588235294141,0.9756737618194692,52.32,0.5232,-0.05026758409785934,0,0.0,3,0.17647058823529413,14,0.8235294117647058,0.5579470588235295,0.5560764705882352,0.35294117647058826,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.058823529411764705,USDJPY:9|EURUSD:5|GBPUSD:3,LONG:17,london_newyork_overlap:9|tokyo:4|london:2|new_york:2
full2025_validation,anchor_flip_first_break,strong,SHORT,29,9,0.3103448275862069,-33.05000000000001,214.16,-247.21,0.8663079972493022,-1.4306999999999996,-0.04933448275862068,0.8633054345333641,81.11000000000001,0.8111000000000002,-0.40747133522377027,2,0.06896551724137931,6,0.20689655172413793,21,0.7241379310344828,0.6341241379310346,0.524251724137931,0.5517241379310345,0.3448275862068966,0.27586206896551724,0.13793103448275862,0.0,USDJPY:19|EURJPY:4|EURUSD:3|GBPJPY:2|GBPUSD:1,SHORT:29,london_newyork_overlap:16|london:7|new_york:3|tokyo:3
full2025_validation,anchor_flip_first_break_fresh,normal,LONG,28,8,0.2857142857142857,-40.11,175.44,-215.54999999999995,0.813917884481559,-1.7197000000000005,-0.061417857142857156,0.8119930031704382,85.94,0.8593999999999999,-0.46672096811729114,0,0.0,5,0.17857142857142858,23,0.8214285714285714,0.5595607142857143,0.4967535714285715,0.5,0.25,0.21428571428571427,0.17857142857142858,0.0,USDJPY:18|EURJPY:3|EURUSD:3|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:28,london_newyork_overlap:10|london:9|tokyo:6|new_york:3
