period_id,variant,m15_anchor_bias_state,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,7,7,1.0,208.82000000000002,208.82000000000002,0,inf,9.1401,1.3057285714285716,inf,0.0,0.0,inf,0,0.0,7,1.0,0,0.0,1.3057285714285716,0.5254428571428571,1.0,1.0,1.0,1.0,0.0,USDJPY:3|AUDJPY:1|EURJPY:1|GBPJPY:1|GBPUSD:1,SHORT:6|LONG:1,london:5|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_diag_first_break,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,3,3,1.0,51.45,51.45,0,inf,2.3459000000000003,0.7819666666666668,inf,0.0,0.0,inf,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.1403666666666668,0.42086666666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:3,SHORT:3,london:2|london_newyork_overlap:1
full2025_validation,anchor_diag_first_break,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,42,1,0.023809523809523808,-495.59999999999997,1.92,-497.52,0.003859141341051616,-22.029799999999998,-0.5245190476190476,0.003798533042715409,495.59999999999997,4.956,-1.0,5,0.11904761904761904,0,0.0,37,0.8809523809523809,0.39540714285714285,0.6022238095238094,0.35714285714285715,0.09523809523809523,0.0,0.0,0.0,USDJPY:25|EURJPY:5|AUDJPY:4|EURUSD:4|GBPJPY:3|GBPUSD:1,SHORT:30|LONG:12,london_newyork_overlap:19|london:9|new_york:8|tokyo:6
full2025_validation,anchor_diag_first_break,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,59.1,59.1,0,inf,2.7481999999999998,0.9160666666666666,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.4198666666666666,0.7254999999999999,1.0,1.0,1.0,1.0,0.3333333333333333,USDJPY:2|GBPJPY:1,LONG:2|SHORT:1,london:1|new_york:1|tokyo:1
full2025_validation,anchor_diag_first_break,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,1,0,0.0,-19.49,0,-19.49,0.0,-0.8774,-0.8774,0.0,19.49,0.1949,-1.0,0,0.0,0,0.0,1,1.0,1.2264,0.8774,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_diag_first_break,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,21,5,0.23809523809523808,-126.33,48.91,-175.23999999999995,0.27910294453321166,-5.749499999999999,-0.27378571428571424,0.2772015840090514,154.6,1.546,-0.8171410090556275,1,0.047619047619047616,0,0.0,20,0.9523809523809523,0.3893952380952381,0.5489428571428571,0.38095238095238093,0.09523809523809523,0.0,0.0,0.0,USDJPY:9|EURUSD:8|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:15|SHORT:6,london_newyork_overlap:11|new_york:5|london:3|tokyo:2
full2025_validation,anchor_diag_first_break,long_bias,mfe_ge_1r,mfe_ge_1_3r,16,16,1.0,469.71000000000004,469.71000000000004,0,inf,21.026300000000003,1.3141437500000002,inf,0.0,0.0,inf,0,0.0,16,1.0,0,0.0,1.3188000000000002,0.42603125,1.0,1.0,1.0,1.0,0.0,USDJPY:9|EURUSD:3|AUDJPY:2|EURJPY:1|GBPUSD:1,LONG:12|SHORT:4,london_newyork_overlap:6|new_york:6|london:3|tokyo:1
full2025_validation,anchor_diag_first_break,long_bias,mfe_ge_1r,mfe_lt_1_3r,14,8,0.5714285714285714,11.109999999999996,104.56,-93.44999999999999,1.1188871054039595,0.5956999999999995,0.04254999999999996,1.145299770720523,55.68,0.5568,0.1995330459770114,2,0.14285714285714285,3,0.21428571428571427,9,0.6428571428571429,1.1783785714285713,0.5631857142857143,1.0,1.0,1.0,0.0,0.0,USDJPY:8|EURUSD:3|EURJPY:2|AUDJPY:1,LONG:7|SHORT:7,london_newyork_overlap:6|london:5|new_york:2|tokyo:1
full2025_validation,anchor_diag_first_break,long_bias,mfe_lt_1r,mfe_lt_1_3r,71,5,0.07042253521126761,-702.5400000000001,28.11,-730.6500000000002,0.03847259289673577,-31.003999999999998,-0.43667605633802814,0.039014093674738945,717.71,7.1771,-0.9788633291998161,7,0.09859154929577464,0,0.0,64,0.9014084507042254,0.34505492957746486,0.5766873239436618,0.29577464788732394,0.056338028169014086,0.0,0.0,0.0,USDJPY:45|EURUSD:9|EURJPY:6|GBPUSD:6|GBPJPY:5,LONG:44|SHORT:27,london_newyork_overlap:23|new_york:19|london:18|tokyo:11
full2025_validation,anchor_diag_first_break,short_bias,mfe_ge_1r,mfe_ge_1_3r,14,14,1.0,414.21999999999997,414.21999999999997,0,inf,18.4139,1.3152785714285715,inf,0.0,0.0,inf,0,0.0,14,1.0,0,0.0,1.317557142857143,0.4795357142857143,1.0,1.0,1.0,1.0,0.0,USDJPY:8|GBPJPY:3|EURJPY:2|AUDJPY:1,SHORT:12|LONG:2,london_newyork_overlap:7|tokyo:5|london:1|new_york:1
