period_id,variant,m15_anchor_bias_state,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,short_bias,mfe_ge_1r,mfe_lt_1_3r,20,9,0.45,143.45000000000002,210.63000000000002,-67.18,3.1353081274188748,6.4239,0.321195,3.144516775162744,22.590000000000003,0.22590000000000002,6.350154935812306,1,0.05,6,0.3,13,0.65,1.188205,0.44025,1.0,1.0,1.0,0.0,0.0,USDJPY:10|GBPJPY:4|GBPUSD:3|EURUSD:2|EURJPY:1,SHORT:15|LONG:5,london:7|london_newyork_overlap:7|tokyo:5|new_york:1
full2025_validation,anchor_diag_first_break,short_bias,mfe_lt_1r,mfe_lt_1_3r,106,6,0.05660377358490566,-1158.7900000000004,50.0,-1208.7900000000004,0.04136367772731408,-51.353999999999985,-0.4844716981132074,0.04091347976550434,1165.6000000000004,11.656000000000004,-0.9941575154426905,17,0.16037735849056603,0,0.0,89,0.839622641509434,0.40313113207547185,0.6154981132075472,0.33962264150943394,0.12264150943396226,0.0,0.0,0.0,USDJPY:61|EURUSD:15|GBPUSD:11|EURJPY:9|AUDJPY:5|GBPJPY:5,SHORT:71|LONG:35,london_newyork_overlap:49|new_york:32|london:18|tokyo:7
full2025_validation,anchor_flip_first_break,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,13,13,1.0,406.55,406.55,0,inf,17.091200000000004,1.3147076923076926,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,1.320823076923077,0.41316153846153847,1.0,1.0,1.0,1.0,0.0,USDJPY:6|GBPJPY:3|EURUSD:2|AUDJPY:1|EURJPY:1,SHORT:13,london_newyork_overlap:7|london:5|new_york:1
full2025_validation,anchor_flip_first_break,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,6,5,0.8333333333333334,94.76,106.11,-11.35,9.348898678414097,4.1158,0.6859666666666667,9.864527245315529,11.35,0.11349999999999999,8.348898678414098,0,0.0,2,0.3333333333333333,4,0.6666666666666666,1.15715,0.4254166666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:4|EURUSD:1|GBPUSD:1,SHORT:6,london:3|london_newyork_overlap:2|new_york:1
full2025_validation,anchor_flip_first_break,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,58,3,0.05172413793103448,-708.4799999999998,7.58,-716.0599999999997,0.010585705108510464,-29.971899999999998,-0.5167568965517241,0.01044954504034548,708.4799999999998,7.084799999999998,-1.0,8,0.13793103448275862,0,0.0,50,0.8620689655172413,0.4259948275862069,0.5876948275862068,0.39655172413793105,0.1206896551724138,0.0,0.0,0.0,USDJPY:35|EURUSD:7|EURJPY:6|GBPJPY:6|AUDJPY:3|GBPUSD:1,SHORT:58,london_newyork_overlap:25|london:14|tokyo:12|new_york:7
full2025_validation,anchor_flip_first_break,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,8,8,1.0,248.84000000000003,248.84000000000003,0,inf,10.503900000000002,1.3129875000000002,inf,0.0,0.0,inf,0,0.0,8,1.0,0,0.0,1.3442375000000002,0.5438624999999999,1.0,1.0,1.0,1.0,0.125,USDJPY:6|GBPUSD:2,LONG:8,london:3|tokyo:3|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_flip_first_break,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,19.2,19.2,0,inf,0.7852,0.3926,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.26095,0.21235,1.0,1.0,1.0,0.0,0.0,USDJPY:2,LONG:2,tokyo:2
full2025_validation,anchor_flip_first_break,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,35,4,0.11428571428571428,-310.7799999999999,18.62,-329.39999999999986,0.056527018822100816,-13.125599999999999,-0.3750171428571428,0.058988844598663645,310.7799999999999,3.1077999999999992,-1.0,0,0.0,0,0.0,35,1.0,0.3393428571428571,0.5310514285714287,0.2857142857142857,0.05714285714285714,0.0,0.0,0.0,USDJPY:19|EURUSD:8|EURJPY:3|GBPUSD:3|AUDJPY:1|GBPJPY:1,LONG:35,london_newyork_overlap:18|london:8|tokyo:5|new_york:4
full2025_validation,anchor_flip_first_break_fresh,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,13,13,1.0,406.55,406.55,0,inf,17.091200000000004,1.3147076923076926,inf,0.0,0.0,inf,0,0.0,13,1.0,0,0.0,1.320823076923077,0.41316153846153847,1.0,1.0,1.0,1.0,0.0,USDJPY:6|GBPJPY:3|EURUSD:2|AUDJPY:1|EURJPY:1,SHORT:13,london_newyork_overlap:7|london:5|new_york:1
full2025_validation,anchor_flip_first_break_fresh,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,6,5,0.8333333333333334,94.76,106.11,-11.35,9.348898678414097,4.1158,0.6859666666666667,9.864527245315529,11.35,0.11349999999999999,8.348898678414098,0,0.0,2,0.3333333333333333,4,0.6666666666666666,1.15715,0.4254166666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:4|EURUSD:1|GBPUSD:1,SHORT:6,london:3|london_newyork_overlap:2|new_york:1
full2025_validation,anchor_flip_first_break_fresh,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,58,3,0.05172413793103448,-708.4799999999998,7.58,-716.0599999999997,0.010585705108510464,-29.971899999999998,-0.5167568965517241,0.01044954504034548,708.4799999999998,7.084799999999998,-1.0,8,0.13793103448275862,0,0.0,50,0.8620689655172413,0.4259948275862069,0.5876948275862068,0.39655172413793105,0.1206896551724138,0.0,0.0,0.0,USDJPY:35|EURUSD:7|EURJPY:6|GBPJPY:6|AUDJPY:3|GBPUSD:1,SHORT:58,london_newyork_overlap:25|london:14|tokyo:12|new_york:7
full2025_validation,anchor_flip_first_break_fresh,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,8,8,1.0,248.84000000000003,248.84000000000003,0,inf,10.503900000000002,1.3129875000000002,inf,0.0,0.0,inf,0,0.0,8,1.0,0,0.0,1.3442375000000002,0.5438624999999999,1.0,1.0,1.0,1.0,0.125,USDJPY:6|GBPUSD:2,LONG:8,london:3|tokyo:3|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_flip_first_break_fresh,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,19.2,19.2,0,inf,0.7852,0.3926,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.26095,0.21235,1.0,1.0,1.0,0.0,0.0,USDJPY:2,LONG:2,tokyo:2
full2025_validation,anchor_flip_first_break_fresh,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,35,4,0.11428571428571428,-310.7799999999999,18.62,-329.39999999999986,0.056527018822100816,-13.125599999999999,-0.3750171428571428,0.058988844598663645,310.7799999999999,3.1077999999999992,-1.0,0,0.0,0,0.0,35,1.0,0.3393428571428571,0.5310514285714287,0.2857142857142857,0.05714285714285714,0.0,0.0,0.0,USDJPY:19|EURUSD:8|EURJPY:3|GBPUSD:3|AUDJPY:1|GBPJPY:1,LONG:35,london_newyork_overlap:18|london:8|tokyo:5|new_york:4
full2025_validation,anchor_pullback_diag,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,7,7,1.0,208.82000000000002,208.82000000000002,0,inf,9.1401,1.3057285714285716,inf,0.0,0.0,inf,0,0.0,7,1.0,0,0.0,1.3057285714285716,0.5254428571428571,1.0,1.0,1.0,1.0,0.0,USDJPY:3|AUDJPY:1|EURJPY:1|GBPJPY:1|GBPUSD:1,SHORT:6|LONG:1,london:5|london_newyork_overlap:1|new_york:1
full2025_validation,anchor_pullback_diag,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,3,3,1.0,51.45,51.45,0,inf,2.3459000000000003,0.7819666666666668,inf,0.0,0.0,inf,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.1403666666666668,0.42086666666666667,1.0,1.0,1.0,0.0,0.0,USDJPY:3,SHORT:3,london:2|london_newyork_overlap:1
full2025_validation,anchor_pullback_diag,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,42,1,0.023809523809523808,-495.59999999999997,1.92,-497.52,0.003859141341051616,-22.029799999999998,-0.5245190476190476,0.003798533042715409,495.59999999999997,4.956,-1.0,5,0.11904761904761904,0,0.0,37,0.8809523809523809,0.39540714285714285,0.6022238095238094,0.35714285714285715,0.09523809523809523,0.0,0.0,0.0,USDJPY:25|EURJPY:5|AUDJPY:4|EURUSD:4|GBPJPY:3|GBPUSD:1,SHORT:30|LONG:12,london_newyork_overlap:19|london:9|new_york:8|tokyo:6
full2025_validation,anchor_pullback_diag,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,59.1,59.1,0,inf,2.7481999999999998,0.9160666666666666,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.4198666666666666,0.7254999999999999,1.0,1.0,1.0,1.0,0.3333333333333333,USDJPY:2|GBPJPY:1,LONG:2|SHORT:1,london:1|new_york:1|tokyo:1
full2025_validation,anchor_pullback_diag,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,1,0,0.0,-19.49,0,-19.49,0.0,-0.8774,-0.8774,0.0,19.49,0.1949,-1.0,0,0.0,0,0.0,1,1.0,1.2264,0.8774,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_pullback_diag,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,21,5,0.23809523809523808,-126.33,48.91,-175.23999999999995,0.27910294453321166,-5.749499999999999,-0.27378571428571424,0.2772015840090514,154.6,1.546,-0.8171410090556275,1,0.047619047619047616,0,0.0,20,0.9523809523809523,0.3893952380952381,0.5489428571428571,0.38095238095238093,0.09523809523809523,0.0,0.0,0.0,USDJPY:9|EURUSD:8|GBPUSD:2|AUDJPY:1|GBPJPY:1,LONG:15|SHORT:6,london_newyork_overlap:11|new_york:5|london:3|tokyo:2
full2025_validation,anchor_pullback_diag,long_bias,mfe_ge_1r,mfe_ge_1_3r,16,16,1.0,469.71000000000004,469.71000000000004,0,inf,21.026300000000003,1.3141437500000002,inf,0.0,0.0,inf,0,0.0,16,1.0,0,0.0,1.3188000000000002,0.42603125,1.0,1.0,1.0,1.0,0.0,USDJPY:9|EURUSD:3|AUDJPY:2|EURJPY:1|GBPUSD:1,LONG:12|SHORT:4,london_newyork_overlap:6|new_york:6|london:3|tokyo:1
full2025_validation,anchor_pullback_diag,long_bias,mfe_ge_1r,mfe_lt_1_3r,14,8,0.5714285714285714,11.109999999999996,104.56,-93.44999999999999,1.1188871054039595,0.5956999999999995,0.04254999999999996,1.145299770720523,55.68,0.5568,0.1995330459770114,2,0.14285714285714285,3,0.21428571428571427,9,0.6428571428571429,1.1783785714285713,0.5631857142857143,1.0,1.0,1.0,0.0,0.0,USDJPY:8|EURUSD:3|EURJPY:2|AUDJPY:1,LONG:7|SHORT:7,london_newyork_overlap:6|london:5|new_york:2|tokyo:1
full2025_validation,anchor_pullback_diag,long_bias,mfe_lt_1r,mfe_lt_1_3r,71,5,0.07042253521126761,-702.5400000000001,28.11,-730.6500000000002,0.03847259289673577,-31.003999999999998,-0.43667605633802814,0.039014093674738945,717.71,7.1771,-0.9788633291998161,7,0.09859154929577464,0,0.0,64,0.9014084507042254,0.34505492957746486,0.5766873239436618,0.29577464788732394,0.056338028169014086,0.0,0.0,0.0,USDJPY:45|EURUSD:9|EURJPY:6|GBPUSD:6|GBPJPY:5,LONG:44|SHORT:27,london_newyork_overlap:23|new_york:19|london:18|tokyo:11
full2025_validation,anchor_pullback_diag,short_bias,mfe_ge_1r,mfe_ge_1_3r,14,14,1.0,414.21999999999997,414.21999999999997,0,inf,18.4139,1.3152785714285715,inf,0.0,0.0,inf,0,0.0,14,1.0,0,0.0,1.317557142857143,0.4795357142857143,1.0,1.0,1.0,1.0,0.0,USDJPY:8|GBPJPY:3|EURJPY:2|AUDJPY:1,SHORT:12|LONG:2,london_newyork_overlap:7|tokyo:5|london:1|new_york:1
full2025_validation,anchor_pullback_diag,short_bias,mfe_ge_1r,mfe_lt_1_3r,20,9,0.45,143.45000000000002,210.63000000000002,-67.18,3.1353081274188748,6.4239,0.321195,3.144516775162744,22.590000000000003,0.22590000000000002,6.350154935812306,1,0.05,6,0.3,13,0.65,1.188205,0.44025,1.0,1.0,1.0,0.0,0.0,USDJPY:10|GBPJPY:4|GBPUSD:3|EURUSD:2|EURJPY:1,SHORT:15|LONG:5,london:7|london_newyork_overlap:7|tokyo:5|new_york:1
full2025_validation,anchor_pullback_diag,short_bias,mfe_lt_1r,mfe_lt_1_3r,106,6,0.05660377358490566,-1158.7900000000004,50.0,-1208.7900000000004,0.04136367772731408,-51.353999999999985,-0.4844716981132074,0.04091347976550434,1165.6000000000004,11.656000000000004,-0.9941575154426905,17,0.16037735849056603,0,0.0,89,0.839622641509434,0.40313113207547185,0.6154981132075472,0.33962264150943394,0.12264150943396226,0.0,0.0,0.0,USDJPY:61|EURUSD:15|GBPUSD:11|EURJPY:9|AUDJPY:5|GBPJPY:5,SHORT:71|LONG:35,london_newyork_overlap:49|new_york:32|london:18|tokyo:7
full2025_validation,anchor_pullback_m5_reconfirm,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,7,7,1.0,225.67000000000002,225.67000000000002,0,inf,9.2457,1.3208142857142857,inf,0.0,0.0,inf,0,0.0,7,1.0,0,0.0,1.3288285714285715,0.3753,1.0,1.0,1.0,1.0,0.0,USDJPY:3|EURUSD:2|EURJPY:1|GBPJPY:1,SHORT:7,london_newyork_overlap:4|london:3
full2025_validation,anchor_pullback_m5_reconfirm,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,44.08,44.08,0,inf,1.9047,0.95235,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.117,0.41775,1.0,1.0,1.0,0.0,0.0,EURUSD:1|USDJPY:1,SHORT:2,london:2
full2025_validation,anchor_pullback_m5_reconfirm,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,27,2,0.07407407407407407,-278.5399999999999,5.6,-284.13999999999993,0.019708594354895477,-11.847800000000001,-0.4388074074074075,0.019246210772911266,278.5399999999999,2.785399999999999,-1.0,1,0.037037037037037035,0,0.0,26,0.9629629629629629,0.3459851851851851,0.5058185185185186,0.25925925925925924,0.14814814814814814,0.0,0.0,0.0,USDJPY:18|EURJPY:4|EURUSD:3|GBPJPY:2,SHORT:27,london_newyork_overlap:13|london:8|tokyo:6
full2025_validation,anchor_pullback_m5_reconfirm,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,94.91,94.91,0,inf,3.9143,1.3047666666666666,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.3047666666666666,0.31203333333333333,1.0,1.0,1.0,1.0,0.0,GBPUSD:2|USDJPY:1,LONG:3,london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_pullback_m5_reconfirm,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,25,3,0.12,-218.14,26.509999999999998,-244.64999999999998,0.10835888003269978,-9.233700000000002,-0.3693480000000001,0.10547832404940662,218.14,2.1814,-1.0,1,0.04,0,0.0,24,0.96,0.354808,0.5572880000000001,0.32,0.08,0.0,0.0,0.0,USDJPY:13|EURUSD:7|EURJPY:2|AUDJPY:1|GBPJPY:1|GBPUSD:1,LONG:25,london_newyork_overlap:15|tokyo:5|london:4|new_york:1
full2025_validation,anchor_pullback_required,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,7,7,1.0,225.67000000000002,225.67000000000002,0,inf,9.2457,1.3208142857142857,inf,0.0,0.0,inf,0,0.0,7,1.0,0,0.0,1.3288285714285715,0.3753,1.0,1.0,1.0,1.0,0.0,USDJPY:3|EURUSD:2|EURJPY:1|GBPJPY:1,SHORT:7,london_newyork_overlap:4|london:3
full2025_validation,anchor_pullback_required,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,44.08,44.08,0,inf,1.9047,0.95235,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.117,0.41775,1.0,1.0,1.0,0.0,0.0,EURUSD:1|USDJPY:1,SHORT:2,london:2
full2025_validation,anchor_pullback_required,bias_flip_down,mfe_lt_1r,mfe_lt_1_3r,33,2,0.06060606060606061,-324.35999999999996,5.609999999999999,-329.96999999999997,0.017001545595054096,-13.688399999999998,-0.41479999999999995,0.01670150636812275,324.35999999999996,3.2435999999999994,-1.0,1,0.030303030303030304,0,0.0,32,0.9696969696969697,0.37109090909090897,0.4854212121212122,0.2727272727272727,0.12121212121212122,0.0,0.0,0.0,USDJPY:21|EURJPY:4|EURUSD:4|GBPJPY:3|AUDJPY:1,SHORT:33,london_newyork_overlap:16|london:8|tokyo:7|new_york:2
full2025_validation,anchor_pullback_required,bias_flip_up,mfe_ge_1r,mfe_ge_1_3r,5,5,1.0,158.94000000000003,158.94000000000003,0,inf,6.5328,1.30656,inf,0.0,0.0,inf,0,0.0,5,1.0,0,0.0,1.30656,0.35736,1.0,1.0,1.0,1.0,0.0,USDJPY:3|GBPUSD:2,LONG:5,london:2|tokyo:2|london_newyork_overlap:1
full2025_validation,anchor_pullback_required,bias_flip_up,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,12.87,12.87,0,inf,0.529,0.529,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2625,0.1622,1.0,1.0,1.0,0.0,0.0,USDJPY:1,LONG:1,tokyo:1
full2025_validation,anchor_pullback_required,bias_flip_up,mfe_lt_1r,mfe_lt_1_3r,25,4,0.16,-172.95,33.9,-206.84999999999997,0.16388687454677303,-7.189300000000002,-0.2875720000000001,0.1647923975928808,173.14999999999998,1.7314999999999996,-0.9988449321397633,0,0.0,0,0.0,25,1.0,0.42206399999999994,0.506648,0.4,0.08,0.0,0.0,0.0,USDJPY:12|EURUSD:8|EURJPY:2|AUDJPY:1|GBPJPY:1|GBPUSD:1,LONG:25,london_newyork_overlap:14|tokyo:5|london:4|new_york:2
full2025_validation,base,unknown,mfe_ge_1r,mfe_ge_1_3r,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025,USDJPY:22|GBPJPY:5|AUDJPY:4|EURJPY:4|EURUSD:3|GBPUSD:2,SHORT:23|LONG:17,london_newyork_overlap:14|london:10|new_york:9|tokyo:7
full2025_validation,base,unknown,mfe_ge_1r,mfe_lt_1_3r,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0,USDJPY:22|EURUSD:5|GBPJPY:4|EURJPY:3|GBPUSD:3|AUDJPY:1,SHORT:26|LONG:12,london:14|london_newyork_overlap:14|tokyo:7|new_york:3
full2025_validation,base,unknown,mfe_lt_1r,mfe_lt_1_3r,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0,USDJPY:140|EURUSD:36|EURJPY:20|GBPUSD:20|GBPJPY:14|AUDJPY:10,SHORT:134|LONG:106,london_newyork_overlap:102|new_york:64|london:48|tokyo:26
full2025_validation,light,unknown,mfe_ge_1r,mfe_ge_1_3r,12,12,1.0,383.61,383.61,0,inf,15.7357,1.3113083333333333,inf,0.0,0.0,inf,0,0.0,12,1.0,0,0.0,1.3207333333333333,0.3497416666666668,1.0,1.0,1.0,1.0,0.0,USDJPY:6|EURUSD:4|EURJPY:2,SHORT:9|LONG:3,london:5|london_newyork_overlap:3|new_york:2|tokyo:2
full2025_validation,light,unknown,mfe_ge_1r,mfe_lt_1_3r,8,5,0.625,112.99,128.8,-15.809999999999999,8.146742567994941,4.5501,0.5687625,7.8618609561152155,10.719999999999999,0.10719999999999998,10.540111940298509,0,0.0,3,0.375,5,0.625,1.2572875,0.3951375,1.0,1.0,1.0,0.0,0.0,USDJPY:6|EURUSD:2,SHORT:5|LONG:3,london:2|london_newyork_overlap:2|new_york:2|tokyo:2
full2025_validation,light,unknown,mfe_lt_1r,mfe_lt_1_3r,30,2,0.06666666666666667,-362.31,15.95,-378.26,0.042166763601755405,-14.792199999999998,-0.49307333333333325,0.04365310265461552,362.31,3.6231,-1.0,7,0.23333333333333334,0,0.0,23,0.7666666666666667,0.43731000000000003,0.5943066666666665,0.4,0.13333333333333333,0.0,0.0,0.0,USDJPY:19|EURJPY:4|GBPJPY:4|EURUSD:3,SHORT:22|LONG:8,london_newyork_overlap:14|new_york:7|london:6|tokyo:3
full2025_validation,light_or_anchor_pullback,bias_flip_down,mfe_ge_1r,mfe_ge_1_3r,6,6,1.0,191.46,191.46,0,inf,7.8505,1.3084166666666668,inf,0.0,0.0,inf,0,0.0,6,1.0,0,0.0,1.3162,0.5485833333333333,1.0,1.0,1.0,1.0,0.0,USDJPY:4|EURJPY:1|GBPJPY:1,SHORT:6,london:3|london_newyork_overlap:3
full2025_validation,light_or_anchor_pullback,bias_flip_down,mfe_ge_1r,mfe_lt_1_3r,2,2,1.0,54.870000000000005,54.870000000000005,0,inf,2.2678,1.1339,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.186,0.39755,1.0,1.0,1.0,0.0,0.0,USDJPY:2,SHORT:2,london:1|tokyo:1
