period_id,variant,m15_bias_flip_age_bucket2,break_time_diff_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,fresh_0_4,diff_1_4,41,10,0.24390243902439024,-196.36999999999995,179.60999999999999,-375.9800000000001,0.4777115804032128,-8.7657,-0.21379756097560979,0.4826267359983945,222.81999999999994,2.2281999999999993,-0.8812943182838165,4,0.0975609756097561,5,0.12195121951219512,32,0.7804878048780488,0.5781658536585366,0.5944707317073171,0.4878048780487805,0.2682926829268293,0.1951219512195122,0.12195121951219512,0.024390243902439025,USDJPY:24|EURUSD:7|EURJPY:4|AUDJPY:2|GBPJPY:2|GBPUSD:2,SHORT:25|LONG:16,london_newyork_overlap:16|london:10|new_york:8|tokyo:7
full2025_validation,anchor_diag_first_break,fresh_0_4,same_or_reversed,16,1,0.0625,-148.09,31.79,-179.88,0.17672893039804313,-6.706,-0.419125,0.16268151681254603,179.88,1.7988,-0.823271069601957,1,0.0625,1,0.0625,14,0.875,0.35456874999999993,0.6327312500000001,0.3125,0.125,0.0625,0.0625,0.0,EURUSD:5|USDJPY:5|AUDJPY:3|GBPJPY:2|GBPUSD:1,LONG:8|SHORT:8,london_newyork_overlap:7|london:4|new_york:3|tokyo:2
full2025_validation,anchor_diag_first_break,none,missing,241,58,0.24066390041493776,-822.8400000000004,1277.2299999999996,-2100.07,0.6081844890884587,-35.89819999999996,-0.14895518672199154,0.6135935769358696,864.6900000000003,8.646900000000004,-0.9516011518578914,27,0.11203319502074689,39,0.16182572614107885,175,0.7261410788381742,0.6101195020746886,0.5660049792531121,0.5020746887966805,0.3360995850622407,0.26556016597510373,0.12448132780082988,0.0,USDJPY:141|EURUSD:32|EURJPY:21|GBPUSD:21|GBPJPY:17|AUDJPY:9,SHORT:136|LONG:105,london_newyork_overlap:98|new_york:61|london:52|tokyo:30
full2025_validation,anchor_diag_first_break,normal_5_12,diff_1_4,4,1,0.25,-0.8599999999999994,29.52,-30.38,0.9716919025674786,-0.0030000000000001137,-0.0007500000000000284,0.9977064220183486,20.84,0.2084,-0.04126679462571974,0,0.0,1,0.25,3,0.75,0.591475,0.625125,0.5,0.25,0.25,0.25,0.0,USDJPY:2|EURJPY:1|GBPUSD:1,LONG:3|SHORT:1,london_newyork_overlap:3|london:1
full2025_validation,anchor_diag_first_break,normal_5_12,diff_5_12,15,7,0.4666666666666667,30.180000000000003,129.28,-99.10000000000001,1.3045408678102925,1.3801999999999999,0.09201333333333332,1.3166976434684838,75.21,0.7520999999999999,0.40127642600718,1,0.06666666666666667,3,0.2,11,0.7333333333333333,0.6873333333333334,0.4993533333333333,0.6,0.4,0.26666666666666666,0.2,0.0,USDJPY:11|GBPJPY:2|AUDJPY:1|EURJPY:1,SHORT:12|LONG:3,london:5|london_newyork_overlap:5|new_york:4|tokyo:1
full2025_validation,anchor_diag_first_break,old_13_24,diff_13_24,1,0,0.0,-6.91,0,-6.91,0.0,-0.328,-0.328,0.0,6.91,0.0691,-1.0,0,0.0,0,0.0,1,1.0,0.7778,0.328,1.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_flip_first_break,fresh_0_4,diff_1_4,52,17,0.3269230769230769,-49.139999999999986,383.50000000000006,-432.64,0.8864182692307694,-1.9451999999999994,-0.037407692307692295,0.8930562427841003,104.35000000000001,1.0435,-0.4709151892668901,4,0.07692307692307693,11,0.21153846153846154,37,0.7115384615384616,0.6258653846153848,0.542151923076923,0.5192307692307693,0.3269230769230769,0.2692307692307692,0.17307692307692307,0.019230769230769232,USDJPY:31|EURUSD:8|GBPUSD:5|EURJPY:3|GBPJPY:3|AUDJPY:2,SHORT:34|LONG:18,london_newyork_overlap:24|london:11|new_york:9|tokyo:8
full2025_validation,anchor_flip_first_break,fresh_0_4,same_or_reversed,56,13,0.23214285714285715,-214.07999999999998,296.54,-510.6199999999999,0.5807449766949984,-9.2792,-0.1657,0.5732994886509951,253.45,2.5345,-0.8446636417439337,3,0.05357142857142857,8,0.14285714285714285,45,0.8035714285714286,0.5579178571428572,0.5370160714285716,0.48214285714285715,0.26785714285714285,0.17857142857142858,0.14285714285714285,0.0,USDJPY:32|EURUSD:9|GBPJPY:6|EURJPY:4|AUDJPY:3|GBPUSD:2,SHORT:32|LONG:24,london_newyork_overlap:22|london:16|tokyo:13|new_york:5
full2025_validation,anchor_flip_first_break,normal_5_12,diff_1_4,1,0,0.0,-11.78,0,-11.78,0.0,-0.4871,-0.4871,0.0,11.78,0.1178,-1.0,0,0.0,0,0.0,1,1.0,0.6199,0.6384,1.0,0.0,0.0,0.0,0.0,EURJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_flip_first_break,normal_5_12,diff_5_12,13,5,0.38461538461538464,25.089999999999982,126.86,-101.77000000000001,1.2465363073597326,1.1100999999999992,0.08539230769230763,1.2594540270181835,48.51000000000001,0.4851000000000001,0.5172129457843738,1,0.07692307692307693,4,0.3076923076923077,8,0.6153846153846154,0.7358307692307693,0.49762307692307695,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.3076923076923077,0.0,USDJPY:9|EURJPY:2|EURUSD:1|GBPJPY:1,SHORT:10|LONG:3,london:6|london_newyork_overlap:6|tokyo:1
