period_id,variant,post_anchor_pullback_bucket,post_anchor_retest_bucket,post_anchor_reconfirm_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,post_anchor_not_enabled,post_anchor_not_enabled,post_anchor_not_enabled,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,anchor_flip_first_break,post_anchor_not_enabled,post_anchor_not_enabled,post_anchor_not_enabled,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14
full2025_validation,anchor_flip_first_break_fresh,post_anchor_not_enabled,post_anchor_not_enabled,post_anchor_not_enabled,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14
full2025_validation,anchor_pullback_diag,post_anchor_pullback_fail,no_post_anchor_retest,no_post_anchor_m5_reconfirm,273,67,0.2454212454212454,-920.0900000000007,1465.68,-2385.7699999999995,0.6143425393059685,-40.23189999999997,-0.14736959706959696,0.6189641390492643,955.1600000000007,9.551600000000006,-0.9632836383433143,30,0.10989010989010989,44,0.16117216117216118,199,0.7289377289377289,0.6074626373626374,0.564176923076923,0.5018315018315018,0.32967032967032966,0.2600732600732601,0.1282051282051282,0.0,USDJPY:158|EURUSD:35|EURJPY:24|GBPUSD:23|GBPJPY:22|AUDJPY:11,SHORT:153|LONG:120,london_newyork_overlap:115|new_york:67|london:59|tokyo:32
full2025_validation,anchor_pullback_diag,post_anchor_pullback_fail,post_anchor_retest,no_post_anchor_m5_reconfirm,3,1,0.3333333333333333,10.669999999999998,31.79,-21.12,1.5052083333333333,0.33830000000000005,0.11276666666666668,1.3507153224134356,21.12,0.21120000000000003,0.5052083333333333,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.7825333333333333,0.7062,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,GBPUSD:2|USDJPY:1,SHORT:2|LONG:1,london_newyork_overlap:2|london:1
full2025_validation,anchor_pullback_diag,post_anchor_pullback_fail,post_anchor_retest,post_anchor_m5_reconfirm,16,6,0.375,-44.53999999999999,92.43,-136.97,0.6748193034971162,-1.9315999999999995,-0.12072499999999997,0.6883309668258681,80.91,0.8090999999999999,-0.550488196761834,2,0.125,3,0.1875,11,0.6875,0.72171875,0.65308125,0.75,0.3125,0.25,0.1875,0.0625,USDJPY:11|AUDJPY:3|EURJPY:1|EURUSD:1,SHORT:11|LONG:5,new_york:7|london:5|london_newyork_overlap:2|tokyo:2
full2025_validation,anchor_pullback_diag,post_anchor_pullback_pass,post_anchor_retest,no_post_anchor_m5_reconfirm,3,1,0.3333333333333333,-3.830000000000001,7.36,-11.190000000000001,0.6577301161751563,-0.1351,-0.045033333333333335,0.7093373493975904,11.190000000000001,0.11190000000000003,-0.34226988382484363,0,0.0,0,0.0,3,1.0,0.49466666666666664,0.3290333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,AUDJPY:1|EURUSD:1|USDJPY:1,SHORT:2|LONG:1,new_york:2|tokyo:1
full2025_validation,anchor_pullback_diag,post_anchor_pullback_pass,post_anchor_retest,post_anchor_m5_reconfirm,23,2,0.08695652173913043,-187.10000000000002,50.17,-237.27,0.2114468748682935,-8.3604,-0.36349565217391305,0.21393783260309515,187.10000000000002,1.871,-1.0,1,0.043478260869565216,1,0.043478260869565216,21,0.9130434782608695,0.37626086956521737,0.5933782608695652,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.0,USDJPY:13|EURUSD:7|EURJPY:2|GBPJPY:1,SHORT:15|LONG:8,london_newyork_overlap:11|london:7|tokyo:5
full2025_validation,anchor_pullback_m5_reconfirm,post_anchor_pullback_pass,post_anchor_retest,post_anchor_m5_reconfirm,64,17,0.265625,-132.02,396.77000000000004,-528.7900000000001,0.7503356720059002,-6.016800000000004,-0.09401250000000007,0.7314264288392524,133.26,1.3326,-0.990694882185202,2,0.03125,10,0.15625,52,0.8125,0.5259671875000003,0.49981250000000005,0.421875,0.28125,0.1875,0.15625,0.0,USDJPY:36|EURUSD:13|EURJPY:7|GBPJPY:4|GBPUSD:3|AUDJPY:1,SHORT:36|LONG:28,london_newyork_overlap:33|london:18|tokyo:12|new_york:1
full2025_validation,anchor_pullback_required,post_anchor_pullback_pass,post_anchor_retest,no_post_anchor_m5_reconfirm,16,4,0.25,-17.53000000000001,84.26,-101.78999999999999,0.8277826898516555,-0.8090999999999998,-0.05056874999999999,0.8112357977743042,58.49000000000001,0.5849000000000001,-0.2997093520259874,0,0.0,2,0.125,14,0.875,0.6140749999999999,0.42536874999999996,0.5,0.1875,0.1875,0.125,0.0,USDJPY:9|EURUSD:3|AUDJPY:2|GBPJPY:2,LONG:9|SHORT:7,london_newyork_overlap:6|london:4|new_york:3|tokyo:3
