period_id,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408,USDJPY:84|EURUSD:18|EURJPY:10|GBPJPY:9|GBPUSD:9|AUDJPY:5,LONG:135,london_newyork_overlap:52|new_york:37|london:29|tokyo:17
full2025_validation,anchor_diag_first_break,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0,USDJPY:100|EURUSD:26|EURJPY:17|GBPUSD:16|GBPJPY:14|AUDJPY:10,SHORT:183,london_newyork_overlap:78|london:43|new_york:39|tokyo:23
full2025_validation,anchor_flip_first_break,LONG,45,14,0.3111111111111111,-42.73999999999999,286.66,-329.39999999999986,0.8702489374620527,-1.8365000000000005,-0.040811111111111124,0.8683361532505522,83.1,0.831,-0.5143200962695547,0,0.0,8,0.17777777777777778,37,0.8222222222222222,0.5589511111111111,0.5191644444444444,0.4444444444444444,0.26666666666666666,0.2222222222222222,0.17777777777777778,0.022222222222222223,USDJPY:27|EURUSD:8|GBPUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1,LONG:45,london_newyork_overlap:19|london:11|tokyo:10|new_york:5
full2025_validation,anchor_flip_first_break,SHORT,77,21,0.2727272727272727,-207.17000000000004,520.24,-727.4099999999997,0.7151950069424399,-8.764900000000003,-0.11382987012987017,0.7149876271026611,268.39000000000004,2.6839000000000004,-0.7718991020529826,8,0.1038961038961039,15,0.19480519480519481,54,0.7012987012987013,0.634042857142857,0.5455831168831166,0.5454545454545454,0.33766233766233766,0.24675324675324675,0.16883116883116883,0.0,USDJPY:45|EURUSD:10|GBPJPY:9|EURJPY:7|AUDJPY:4|GBPUSD:2,SHORT:77,london_newyork_overlap:34|london:22|tokyo:12|new_york:9
full2025_validation,anchor_flip_first_break_fresh,LONG,45,14,0.3111111111111111,-42.73999999999999,286.66,-329.39999999999986,0.8702489374620527,-1.8365000000000005,-0.040811111111111124,0.8683361532505522,83.1,0.831,-0.5143200962695547,0,0.0,8,0.17777777777777778,37,0.8222222222222222,0.5589511111111111,0.5191644444444444,0.4444444444444444,0.26666666666666666,0.2222222222222222,0.17777777777777778,0.022222222222222223,USDJPY:27|EURUSD:8|GBPUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1,LONG:45,london_newyork_overlap:19|london:11|tokyo:10|new_york:5
full2025_validation,anchor_flip_first_break_fresh,SHORT,77,21,0.2727272727272727,-207.17000000000004,520.24,-727.4099999999997,0.7151950069424399,-8.764900000000003,-0.11382987012987017,0.7149876271026611,268.39000000000004,2.6839000000000004,-0.7718991020529826,8,0.1038961038961039,15,0.19480519480519481,54,0.7012987012987013,0.634042857142857,0.5455831168831166,0.5454545454545454,0.33766233766233766,0.24675324675324675,0.16883116883116883,0.0,USDJPY:45|EURUSD:10|GBPJPY:9|EURJPY:7|AUDJPY:4|GBPUSD:2,SHORT:77,london_newyork_overlap:34|london:22|tokyo:12|new_york:9
full2025_validation,anchor_pullback_diag,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408,USDJPY:84|EURUSD:18|EURJPY:10|GBPJPY:9|GBPUSD:9|AUDJPY:5,LONG:135,london_newyork_overlap:52|new_york:37|london:29|tokyo:17
full2025_validation,anchor_pullback_diag,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0,USDJPY:100|EURUSD:26|EURJPY:17|GBPUSD:16|GBPJPY:14|AUDJPY:10,SHORT:183,london_newyork_overlap:78|london:43|new_york:39|tokyo:23
full2025_validation,anchor_pullback_m5_reconfirm,LONG,28,6,0.21428571428571427,-123.22999999999999,121.42,-244.64999999999998,0.4963008379317393,-5.319400000000002,-0.1899785714285715,0.4846790990554613,135.07999999999998,1.3508,-0.9122742078768138,1,0.03571428571428571,3,0.10714285714285714,24,0.8571428571428571,0.45658928571428564,0.5310107142857142,0.39285714285714285,0.17857142857142858,0.10714285714285714,0.10714285714285714,0.0,USDJPY:14|EURUSD:7|GBPUSD:3|EURJPY:2|AUDJPY:1|GBPJPY:1,LONG:28,london_newyork_overlap:16|tokyo:6|london:5|new_york:1
full2025_validation,anchor_pullback_m5_reconfirm,SHORT,36,11,0.3055555555555556,-8.789999999999997,275.35,-284.13999999999993,0.9690645456465126,-0.6974000000000005,-0.019372222222222235,0.9422696456213836,59.209999999999994,0.5921,-0.14845465293024823,1,0.027777777777777776,7,0.19444444444444445,28,0.7777777777777778,0.579927777777778,0.47554722222222234,0.4444444444444444,0.3611111111111111,0.25,0.19444444444444445,0.0,USDJPY:22|EURUSD:6|EURJPY:5|GBPJPY:3,SHORT:36,london_newyork_overlap:17|london:13|tokyo:6
