run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpUseM15Wave1Quality,InpM15Wave1QualityMode,InpM15Wave1QualityCombineMode,InpUseM15SwingAnchorBias,InpM15SwingAnchorMode,InpM15AnchorBreakUseClose,InpM15AnchorBreakMinAtr,InpM15AnchorLookbackBars,InpM15AnchorMinSwingStrength,InpM15RequirePullbackAfterBiasFlip,InpM15BiasFlipMaxAgeBars,InpM15AnchorFlipRequireHighMediumM5Pattern,InpM15AnchorFlipRequireCorrectiveExhaustion,InpM15AnchorRangeMode,InpUseTruePostAnchorBreakPullback,InpPostAnchorPullbackMode,InpPostAnchorPullbackTF,InpPostAnchorPullbackMaxBars,InpPostAnchorPullbackMinBars,InpPostAnchorRetestMaxDistanceAtr,InpPostAnchorAllowCloseBackInsideAtr,InpPostAnchorRequireM5Reconfirm,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution,daily_or_dd_stopped,passed_2025_gate
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_base.ini,fx_session_reversal_m15_anchor_first_break_full2025_base,16385,15,5,0,false,0,0,0,0,0,false,0,0,false,0,true,0.05,96,2,false,24,false,false,0,false,0,5,24,1,0.25,0.10,true,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40,False,False
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light.ini,fx_session_reversal_m15_anchor_first_break_full2025_light,16385,15,5,0,true,2,3,0,0,0,false,0,0,false,0,true,0.05,96,2,false,24,false,false,0,false,0,5,24,1,0.25,0.10,true,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7,False,False
full2025_anchor_diag_first_break,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_diag_first_break,anchor_diag_first_break,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_diag_first_break.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_diag_first_break.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_diag_first_break,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,1,true,0.05,96,2,false,24,false,false,0,false,0,5,24,1,0.25,0.10,true,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40,False,False
full2025_anchor_flip_first_break,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_flip_first_break,anchor_flip_first_break_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_flip_first_break.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_flip_first_break.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_flip_first_break,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,false,24,false,false,0,false,0,5,24,1,0.25,0.10,true,1,30,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14,False,False
full2025_anchor_flip_first_break_fresh,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_flip_first_break_fresh,anchor_flip_first_break_fresh_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_flip_first_break_fresh.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_flip_first_break_fresh.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_flip_first_break_fresh,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,false,12,false,false,0,false,0,5,24,1,0.25,0.10,true,1,30,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14,False,False
full2025_anchor_pullback_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_pullback_diag,anchor_flip_true_pullback_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_diag.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_pullback_diag,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,1,true,0.05,96,2,false,24,false,false,0,true,1,5,24,1,0.25,0.10,false,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40,False,False
full2025_anchor_pullback_required,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_pullback_required,anchor_flip_true_pullback_required,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_required.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_required.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_pullback_required,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,false,24,false,false,0,true,3,5,24,1,0.25,0.10,false,1,30,73,21,0.2876712328767123,-55.75000000000001,481.07000000000005,-536.82,0.8961476845124996,-2.6655,-0.03651369863013699,0.8816842516434593,112.27000000000001,1.1227,-0.4965707669012203,1,0.0136986301369863,12,0.1643835616438356,60,0.821917808219178,0.577105479452055,0.4670780821917808,0.4657534246575342,0.2876712328767123,0.2054794520547945,0.1643835616438356,0.0,USDJPY:41|EURUSD:15|EURJPY:7|GBPJPY:5|GBPUSD:3|AUDJPY:2,SHORT:42|LONG:31,london_newyork_overlap:35|london:19|tokyo:15|new_york:4,False,False
full2025_anchor_pullback_m5_reconfirm,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,anchor_pullback_m5_reconfirm,anchor_flip_true_pullback_m5_reconfirm,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_m5_reconfirm.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_anchor_pullback_m5_reconfirm.ini,fx_session_reversal_m15_anchor_first_break_full2025_anchor_pullback_m5_reconfirm,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,4,true,0.05,96,2,false,24,false,false,0,true,3,5,24,1,0.25,0.10,true,1,30,64,17,0.265625,-132.02,396.77000000000004,-528.7900000000001,0.7503356720059002,-6.016800000000004,-0.09401250000000007,0.7314264288392524,133.26,1.3326,-0.990694882185202,2,0.03125,10,0.15625,52,0.8125,0.5259671875000003,0.49981250000000005,0.421875,0.28125,0.1875,0.15625,0.0,USDJPY:36|EURUSD:13|EURJPY:7|GBPJPY:4|GBPUSD:3|AUDJPY:1,SHORT:36|LONG:28,london_newyork_overlap:33|london:18|tokyo:12|new_york:1,False,False
full2025_light_or_anchor_pullback,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_anchor_pullback,required_light_OR_anchor_true_pullback,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light_or_anchor_pullback.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light_or_anchor_pullback.ini,fx_session_reversal_m15_anchor_first_break_full2025_light_or_anchor_pullback,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,5,true,0.05,96,2,false,24,false,false,0,true,3,5,24,1,0.25,0.10,false,1,30,107,33,0.308411214953271,-53.03999999999999,808.57,-861.6099999999997,0.9384408258957073,-2.5128999999999984,-0.023485046728971948,0.9303820964328061,260.77,2.6077,-0.20339763009548642,8,0.07476635514018691,22,0.205607476635514,77,0.719626168224299,0.6360130841121494,0.505397196261682,0.5327102803738317,0.3364485981308411,0.2523364485981308,0.17757009345794392,0.0,USDJPY:63|EURUSD:20|EURJPY:10|GBPJPY:9|GBPUSD:3|AUDJPY:2,SHORT:67|LONG:40,london_newyork_overlap:47|london:25|tokyo:20|new_york:15,False,False
full2025_light_or_anchor_pullback_m5pattern,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_anchor_pullback_m5pattern,required_light_OR_anchor_true_pullback_m5pattern,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light_or_anchor_pullback_m5pattern.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_full2025_light_or_anchor_pullback_m5pattern.ini,fx_session_reversal_m15_anchor_first_break_full2025_light_or_anchor_pullback_m5pattern,16385,15,5,0,true,1,1,6,5,9,false,0,0,true,5,true,0.05,96,2,false,24,true,false,0,true,3,5,24,1,0.25,0.10,false,1,30,104,32,0.3076923076923077,-34.13000000000008,801.69,-835.8199999999997,0.9591658491062673,-1.6071999999999984,-0.01545384615384614,0.9541028174564645,250.83000000000004,2.5083000000000006,-0.13606825339871656,8,0.07692307692307693,22,0.21153846153846154,74,0.7115384615384616,0.6368240384615386,0.5039596153846152,0.5288461538461539,0.3269230769230769,0.25961538461538464,0.18269230769230768,0.0,USDJPY:61|EURUSD:20|EURJPY:9|GBPJPY:9|GBPUSD:3|AUDJPY:2,SHORT:64|LONG:40,london_newyork_overlap:46|london:24|tokyo:19|new_york:15,False,False
