run_id,period_id,variant,entry_time,symbol,direction,old_latest_break_time,first_break_time,break_time_diff_bars,break_time_diff_bucket,old_flip_age,first_break_flip_age,old_gate_pass,first_break_gate_pass,trade_taken_old_only,trade_taken_new_only,trade_taken_both,trade_rejected_both,result_r,mfe_r
q1_base,q1_quick,base,2025.01.23 19:05:00,GBPUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.2696,0.7016
q1_base,q1_quick,base,2025.01.24 10:10:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3394,1.0459
q1_base,q1_quick,base,2025.01.24 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5370,0.0444
q1_base,q1_quick,base,2025.01.27 03:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3603,0.2500
q1_base,q1_quick,base,2025.01.27 10:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3121,1.3121
q1_base,q1_quick,base,2025.01.27 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2601,0.7939
q1_base,q1_quick,base,2025.01.27 19:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3852,0.0926
q1_base,q1_quick,base,2025.01.28 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.3179,1.3179
q1_base,q1_quick,base,2025.01.28 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2269,0.3769
q1_base,q1_quick,base,2025.01.29 10:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5150,0.6300
q1_base,q1_quick,base,2025.01.30 04:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.1389,0.9954
q1_base,q1_quick,base,2025.02.03 03:05:00,AUDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3750,0.3484
q1_base,q1_quick,base,2025.02.03 19:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4412,0.3456
q1_base,q1_quick,base,2025.02.05 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.6578,0.0066
q1_base,q1_quick,base,2025.02.06 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2226,0.3774
q1_base,q1_quick,base,2025.02.07 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.1573,0.7107
q1_base,q1_quick,base,2025.02.07 16:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2248,0.2770
q1_base,q1_quick,base,2025.02.07 16:05:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4872,0.2161
q1_base,q1_quick,base,2025.02.07 16:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4916,0.3240
q1_base,q1_quick,base,2025.02.07 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3105,1.3394
q1_base,q1_quick,base,2025.02.07 19:05:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0117,0.1362
q1_base,q1_quick,base,2025.02.07 19:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0251,0.0815
q1_base,q1_quick,base,2025.02.07 19:05:00,AUDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5880,0.1796
q1_base,q1_quick,base,2025.02.07 19:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0338,0.4928
q1_base,q1_quick,base,2025.02.10 03:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.0403,0.6052
q1_base,q1_quick,base,2025.02.12 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.7063,0.2308
q1_base,q1_quick,base,2025.02.12 17:45:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5000,0.0924
q1_base,q1_quick,base,2025.02.12 20:00:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5059,0.0711
q1_base,q1_quick,base,2025.02.13 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3527,0.1037
q1_base,q1_quick,base,2025.02.13 16:55:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0065,0.3871
q1_base,q1_quick,base,2025.02.20 16:15:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4929,0.0684
q1_base,q1_quick,base,2025.02.21 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5571,0.3905
q1_base,q1_quick,base,2025.02.21 10:50:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5479,0.8032
q1_base,q1_quick,base,2025.02.27 03:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.2783,0.7003
q1_base,q1_quick,base,2025.02.27 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.7206,1.0952
q1_base,q1_quick,base,2025.02.27 19:35:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.0472,0.6738
q1_base,q1_quick,base,2025.02.28 03:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3178,0.6017
q1_base,q1_quick,base,2025.02.28 16:15:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.7881,0.1523
q1_base,q1_quick,base,2025.02.28 19:05:00,EURJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4307,0.6788
q1_base,q1_quick,base,2025.02.28 19:05:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2131,0.1829
q1_base,q1_quick,base,2025.03.03 03:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2849,0.4896
q1_base,q1_quick,base,2025.03.03 10:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.0641,1.1880
q1_base,q1_quick,base,2025.03.03 19:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2794,0.6176
q1_base,q1_quick,base,2025.03.04 03:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3260,1.3260
q1_base,q1_quick,base,2025.03.04 03:05:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3039,1.3039
q1_base,q1_quick,base,2025.03.04 03:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.0375,1.0188
q1_base,q1_quick,base,2025.03.04 10:10:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4489,0.1317
q1_base,q1_quick,base,2025.03.04 10:10:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.8537,0.1037
q1_base,q1_quick,base,2025.03.04 10:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.6844,0.1044
q1_base,q1_quick,base,2025.03.04 17:45:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5093,0.0747
q1_base,q1_quick,base,2025.03.05 03:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3811,0.1250
q1_base,q1_quick,base,2025.03.05 03:05:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4661,0.5520
q1_base,q1_quick,base,2025.03.05 03:05:00,EURJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5349,1.2126
q1_base,q1_quick,base,2025.03.05 16:40:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0000,0.6243
q1_base,q1_quick,base,2025.03.05 19:05:00,EURJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.3144,1.3144
q1_base,q1_quick,base,2025.03.06 10:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4700,0.0737
q1_base,q1_quick,base,2025.03.06 10:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3000,1.3000
q1_base,q1_quick,base,2025.03.06 10:05:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3064,1.3064
q1_base,q1_quick,base,2025.03.06 10:50:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3074,1.3074
q1_base,q1_quick,base,2025.03.06 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0187,0.8925
q1_base,q1_quick,base,2025.03.06 19:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.4662,0.6352
q1_base,q1_quick,base,2025.03.06 19:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.5081,0.6914
q1_base,q1_quick,base,2025.03.06 19:05:00,AUDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.7714,0.9571
q1_base,q1_quick,base,2025.03.07 03:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2876,0.2539
q1_base,q1_quick,base,2025.03.07 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5292,0.0000
q1_base,q1_quick,base,2025.03.07 16:10:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.6336,0.5573
q1_base,q1_quick,base,2025.03.07 17:00:00,AUDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2574,0.4079
q1_base,q1_quick,base,2025.03.07 16:45:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.6315,0.3806
q1_base,q1_quick,base,2025.03.10 03:20:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4464,0.6667
q1_base,q1_quick,base,2025.03.10 16:35:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0652,0.8696
q1_base,q1_quick,base,2025.03.10 19:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.0684,0.8761
q1_base,q1_quick,base,2025.03.11 16:30:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-1.0721,1.0180
q1_base,q1_quick,base,2025.03.11 16:50:00,EURJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.7019,0.0518
q1_base,q1_quick,base,2025.03.11 19:05:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4090,0.2553
q1_base,q1_quick,base,2025.03.11 19:10:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4170,0.1368
q1_base,q1_quick,base,2025.03.12 10:15:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.0958,1.2490
q1_base,q1_quick,base,2025.03.12 16:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3830,0.2518
q1_base,q1_quick,base,2025.03.12 16:55:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.0050,0.8515
q1_base,q1_quick,base,2025.03.13 16:20:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.6069,0.3793
q1_base,q1_quick,base,2025.03.13 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3836,0.2170
q1_base,q1_quick,base,2025.03.14 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.2991,1.2991
q1_base,q1_quick,base,2025.03.14 19:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-1.0112,0.4270
q1_base,q1_quick,base,2025.03.19 10:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2834,0.1959
q1_base,q1_quick,base,2025.03.19 10:20:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.0809,1.3423
q1_base,q1_quick,base,2025.03.20 16:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.7532,0.2403
q1_base,q1_quick,base,2025.03.27 19:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.0360,0.2734
q1_base,q1_quick,base,2025.03.28 19:20:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.5720,0.8485
q1_light,q1_quick,light,2025.01.07 16:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.7547,0.4088
q1_light,q1_quick,light,2025.01.10 17:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3029,1.3029
q1_light,q1_quick,light,2025.01.27 10:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3121,1.3121
q1_light,q1_quick,light,2025.01.27 19:25:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.2973,1.2973
q1_light,q1_quick,light,2025.02.07 16:20:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.8708,0.5129
q1_light,q1_quick,light,2025.02.21 10:35:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3005,1.3005
q1_light,q1_quick,light,2025.02.21 10:50:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5479,0.8032
q1_light,q1_quick,light,2025.02.28 19:05:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2131,0.1829
q1_light,q1_quick,light,2025.02.28 19:55:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.1815,0.8427
q1_light,q1_quick,light,2025.03.04 10:20:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0043,0.4188
q1_light,q1_quick,light,2025.03.06 19:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.4662,0.6352
q1_light,q1_quick,light,2025.03.07 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4369,0.9563
q1_light,q1_quick,light,2025.03.07 11:20:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.1474,1.2628
q1_light,q1_quick,light,2025.03.07 16:15:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.3030,1.3030
q1_light,q1_quick,light,2025.03.10 19:25:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0000,0.2287
q1_light,q1_quick,light,2025.03.11 19:05:00,GBPJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.4090,0.2553
q1_light,q1_quick,light,2025.03.18 17:40:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2521,0.4145
q1_light,q1_quick,light,2025.03.19 11:10:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3144,0.1557
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.06 16:05:00,USDJPY,SHORT,2025.01.06 15:45:00,2025.01.06 13:15:00,10,diff_5_12,0,10,true,true,false,false,true,false,-0.7889,0.2463
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.06 16:25:01,EURJPY,SHORT,2025.01.06 15:30:00,2025.01.06 14:30:00,4,diff_1_4,2,6,true,true,false,false,true,false,-0.4871,0.6199
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.06 16:20:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0000,0.2456
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.06 16:20:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0056,0.1831
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.07 03:15:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3027,0.4592
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.07 19:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,0.0766,1.2153
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.08 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0564,0.2051
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.10 16:35:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3072,1.3072
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.10 17:05:00,USDJPY,SHORT,2025.01.10 16:30:00,2025.01.10 16:30:00,0,same_or_reversed,1,1,true,true,false,false,true,false,1.3029,1.3029
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.10 19:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5654,0.0654
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.13 10:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0357,0.0655
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.14 16:10:01,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0000,0.5963
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.14 16:05:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.6117,0.0241
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.15 10:05:00,GBPUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.1674,0.0928
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.15 16:15:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.2990,1.2990
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.16 19:35:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5705,0.9597
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.21 03:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0055,0.5246
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.21 03:05:00,EURJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0200,0.4867
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.23 19:05:00,EURUSD,LONG,2025.01.23 18:45:00,2025.01.23 18:30:00,1,diff_1_4,0,1,true,true,false,false,true,false,0.1296,0.6185
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.23 19:05:00,USDJPY,SHORT,2025.01.23 18:45:00,2025.01.23 18:00:00,3,diff_1_4,0,3,true,true,false,false,true,false,0.0840,0.5574
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.23 19:05:00,GBPUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.2696,0.7016
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.24 10:10:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.3394,1.0459
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.24 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5370,0.0444
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.27 03:10:00,USDJPY,SHORT,2025.01.27 02:45:00,2025.01.27 02:15:00,2,diff_1_4,0,2,true,true,false,false,true,false,-0.3603,0.2500
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.27 10:05:00,USDJPY,SHORT,2025.01.27 09:45:00,2025.01.27 09:00:00,3,diff_1_4,0,3,true,true,false,false,true,false,1.3121,1.3121
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.27 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2601,0.7939
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.27 19:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3852,0.0926
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.28 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,1.3179,1.3179
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.28 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.2269,0.3769
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.29 10:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5150,0.6300
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.01.30 04:10:00,USDJPY,SHORT,2025.01.30 03:45:00,2025.01.30 02:15:00,6,diff_5_12,0,6,true,true,false,false,true,false,-0.1389,0.9954
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.03 03:05:00,AUDJPY,SHORT,2025.02.03 02:45:00,2025.02.03 02:45:00,0,same_or_reversed,0,0,true,true,false,false,true,false,-0.3750,0.3484
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.03 19:15:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4412,0.3456
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.05 16:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.6578,0.0066
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.06 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2226,0.3774
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 03:10:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.1573,0.7107
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 16:05:00,GBPJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.2248,0.2770
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 16:05:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4872,0.2161
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 16:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.4916,0.3240
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 16:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,1.3105,1.3394
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 19:05:00,GBPUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0117,0.1362
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 19:05:00,EURUSD,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0251,0.0815
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 19:05:00,AUDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-0.5880,0.1796
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.07 19:05:00,USDJPY,SHORT,,,,missing,-1,-1,false,false,false,false,false,true,-1.0338,0.4928
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.10 03:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,0.0403,0.6052
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.12 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.7063,0.2308
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.12 17:45:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5000,0.0924
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.12 20:00:00,EURUSD,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.5059,0.0711
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.13 10:05:00,USDJPY,LONG,,,,missing,-1,-1,false,false,false,false,false,true,-0.3527,0.1037
q1_anchor_diag_first_break,q1_quick,anchor_diag_first_break,2025.02.13 16:55:00,USDJPY,SHORT,2025.02.13 16:30:00,2025.02.13 15:45:00,3,diff_1_4,0,3,true,true,false,false,true,false,-1.0065,0.3871
