period_id,variant,entry_pattern,entry_trigger,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_diag_first_break,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0,USDJPY:1,LONG:1,london_newyork_overlap:1
full2025_validation,anchor_diag_first_break,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0,GBPUSD:1,LONG:1,london:1
full2025_validation,anchor_diag_first_break,double_bottom,neckline_break_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74,0.625714,0.5848460000000001,0.5,0.34,0.32,0.18,0.02,USDJPY:31|EURUSD:8|GBPJPY:4|EURJPY:3|GBPUSD:3|AUDJPY:1,LONG:50,london_newyork_overlap:19|new_york:15|london:10|tokyo:6
full2025_validation,anchor_diag_first_break,double_top,neckline_break_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454,0.7273806818181818,0.6744806818181817,0.6477272727272727,0.4318181818181818,0.32954545454545453,0.14772727272727273,0.0,USDJPY:51|EURUSD:12|EURJPY:8|GBPUSD:7|AUDJPY:6|GBPJPY:4,SHORT:88,london_newyork_overlap:37|new_york:21|london:19|tokyo:11
full2025_validation,anchor_diag_first_break,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0.5988648936170216,0.5080372340425532,0.5,0.30851063829787234,0.20212765957446807,0.09574468085106383,0.0,USDJPY:48|EURUSD:14|GBPJPY:10|EURJPY:9|GBPUSD:9|AUDJPY:4,SHORT:94,london_newyork_overlap:40|london:24|new_york:18|tokyo:12
full2025_validation,anchor_diag_first_break,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0.4321469879518074,0.5149746987951807,0.3253012048192771,0.18072289156626506,0.14457831325301204,0.0963855421686747,0.0,USDJPY:52|EURUSD:10|EURJPY:7|GBPJPY:5|GBPUSD:5|AUDJPY:4,LONG:83,london_newyork_overlap:32|new_york:22|london:18|tokyo:11
full2025_validation,anchor_flip_first_break,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_flip_first_break,choch_down,first_pullback_after_choch,3,1,0.3333333333333333,-20.86,4.23,-25.09,0.16859306496612197,-0.9057,-0.3019,0.15998887033945464,25.09,0.2509,-0.831406935033878,0,0.0,0,0.0,3,1.0,0.6079,0.5552333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,anchor_flip_first_break,double_bottom,neckline_break_retest,14,5,0.35714285714285715,48.98999999999998,154.64,-105.65,1.4637008991954565,2.2039,0.15742142857142857,1.50151325520537,35.28,0.35280000000000006,1.38860544217687,0,0.0,5,0.35714285714285715,9,0.6428571428571429,0.7256357142857143,0.6258999999999999,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.07142857142857142,USDJPY:9|EURUSD:2|GBPUSD:2|EURJPY:1,LONG:14,london_newyork_overlap:5|london:4|tokyo:4|new_york:1
