period_id,variant,corrective_exhaustion_bucket2,anchor_aligned_bucket,anchor_flip_entry_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback_diag,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,31,8,0.25806451612903225,-92.49000000000002,209.90999999999997,-302.40000000000003,0.6941468253968253,-4.3104000000000005,-0.1390451612903226,0.6825756850500394,161.47000000000003,1.6147000000000002,-0.5727999009103859,3,0.0967741935483871,7,0.22580645161290322,21,0.6774193548387096,0.6160129032258065,0.5961580645161291,0.5483870967741935,0.3548387096774194,0.22580645161290322,0.1935483870967742,0.0,USDJPY:17|EURUSD:5|AUDJPY:3|EURJPY:2|GBPJPY:2|GBPUSD:2,SHORT:23|LONG:8,london:11|london_newyork_overlap:11|new_york:5|tokyo:4
full2025_validation,anchor_pullback_diag,corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,85,22,0.25882352941176473,-188.19,491.57,-679.76,0.7231522890431917,-8.279800000000002,-0.0974094117647059,0.7252239246803329,245.5,2.455,-0.7665580448065173,8,0.09411764705882353,15,0.17647058823529413,62,0.7294117647058823,0.647774117647059,0.5519223529411764,0.5294117647058824,0.36470588235294116,0.2823529411764706,0.17647058823529413,0.0,USDJPY:50|EURUSD:12|EURJPY:8|GBPJPY:7|AUDJPY:4|GBPUSD:4,SHORT:54|LONG:31,new_york:29|london_newyork_overlap:28|london:15|tokyo:13
full2025_validation,anchor_pullback_diag,corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,47,13,0.2765957446808511,-215.27999999999994,208.88,-424.16,0.49245567710298,-9.282200000000001,-0.19749361702127663,0.5018408200504483,244.04999999999993,2.4404999999999992,-0.8821143208358944,9,0.19148936170212766,5,0.10638297872340426,33,0.7021276595744681,0.5367234042553192,0.5807723404255318,0.40425531914893614,0.2765957446808511,0.23404255319148937,0.0425531914893617,0.0,USDJPY:25|EURJPY:7|EURUSD:5|GBPJPY:4|AUDJPY:3|GBPUSD:3,LONG:26|SHORT:21,london_newyork_overlap:21|new_york:11|london:10|tokyo:5
full2025_validation,anchor_pullback_diag,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,25,6,0.24,-123.91000000000001,90.77000000000001,-214.68,0.4228153530836594,-5.3734,-0.21493600000000002,0.43414664967723593,143.1,1.431,-0.8658979734451434,2,0.08,2,0.08,21,0.84,0.48801599999999995,0.6033640000000001,0.4,0.16,0.16,0.08,0.04,USDJPY:18|EURUSD:4|AUDJPY:1|EURJPY:1|GBPUSD:1,SHORT:16|LONG:9,london_newyork_overlap:12|london:5|new_york:4|tokyo:4
full2025_validation,anchor_pullback_diag,no_corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,76,16,0.21052631578947367,-292.64,431.15000000000003,-723.7900000000002,0.5956838309454399,-13.006299999999998,-0.17113552631578943,0.5951636147450923,303.16999999999996,3.0317,-0.9652670119075107,9,0.11842105263157894,14,0.18421052631578946,53,0.6973684210526315,0.6383605263157895,0.5822065789473683,0.5526315789473685,0.34210526315789475,0.2894736842105263,0.11842105263157894,0.0,USDJPY:43|GBPUSD:14|EURUSD:8|EURJPY:5|GBPJPY:4|AUDJPY:2,SHORT:44|LONG:32,london_newyork_overlap:35|new_york:18|london:14|tokyo:9
full2025_validation,anchor_pullback_diag,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,54,12,0.2222222222222222,-232.37999999999997,215.15,-447.53000000000014,0.48074989386186384,-10.068599999999998,-0.1864555555555555,0.49352609181178886,232.37999999999997,2.3238,-1.0,2,0.037037037037037035,6,0.1111111111111111,46,0.8518518518518519,0.5513222222222222,0.540751851851852,0.46296296296296297,0.2962962962962963,0.18518518518518517,0.1111111111111111,0.0,USDJPY:31|EURUSD:10|GBPJPY:6|EURJPY:4|AUDJPY:2|GBPUSD:1,LONG:29|SHORT:25,london_newyork_overlap:23|london:17|new_york:9|tokyo:5
full2025_validation,anchor_pullback_m5_reconfirm,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,29,8,0.27586206896551724,-47.410000000000004,190.55,-237.95999999999992,0.8007648344259543,-2.2273,-0.07680344827586207,0.776886244340265,86.28999999999999,0.8629,-0.5494263529957122,1,0.034482758620689655,5,0.1724137931034483,23,0.7931034482758621,0.5956344827586206,0.46887931034482766,0.5517241379310345,0.3448275862068966,0.1724137931034483,0.1724137931034483,0.0,USDJPY:13|EURUSD:9|EURJPY:3|GBPJPY:2|AUDJPY:1|GBPUSD:1,SHORT:16|LONG:13,london_newyork_overlap:14|london:7|tokyo:7|new_york:1
full2025_validation,anchor_pullback_m5_reconfirm,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,35,9,0.2571428571428571,-84.61000000000001,206.22000000000003,-290.83,0.7090740295017709,-3.7895000000000008,-0.10827142857142859,0.6948872785829308,123.97,1.2397,-0.6825038315721547,1,0.02857142857142857,5,0.14285714285714285,29,0.8285714285714286,0.4682428571428572,0.5254428571428571,0.3142857142857143,0.22857142857142856,0.2,0.14285714285714285,0.0,USDJPY:23|EURJPY:4|EURUSD:4|GBPJPY:2|GBPUSD:2,SHORT:20|LONG:15,london_newyork_overlap:19|london:11|tokyo:5
full2025_validation,anchor_pullback_required,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,31,8,0.25806451612903225,-83.63000000000001,190.58,-274.21000000000004,0.6950147697020531,-3.7145,-0.1198225806451613,0.6761551874455097,105.62,1.0562,-0.7918007953039198,1,0.03225806451612903,5,0.16129032258064516,25,0.8064516129032258,0.5741935483870968,0.4769548387096775,0.4838709677419355,0.3225806451612903,0.16129032258064516,0.16129032258064516,0.0,USDJPY:13|EURUSD:9|EURJPY:3|GBPJPY:3|AUDJPY:2|GBPUSD:1,SHORT:19|LONG:12,london_newyork_overlap:15|tokyo:8|london:6|new_york:2
full2025_validation,anchor_pullback_required,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,42,13,0.30952380952380953,27.880000000000003,290.49,-262.60999999999996,1.106165035604128,1.049,0.024976190476190475,1.0948574425565394,65.3,0.6529999999999999,0.4269525267993875,0,0.0,7,0.16666666666666666,35,0.8333333333333334,0.5792547619047621,0.45978809523809533,0.4523809523809524,0.2619047619047619,0.23809523809523808,0.16666666666666666,0.0,USDJPY:28|EURUSD:6|EURJPY:4|GBPJPY:2|GBPUSD:2,SHORT:23|LONG:19,london_newyork_overlap:20|london:13|tokyo:7|new_york:2
full2025_validation,base,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,23,9,0.391304347826087,108.26000000000002,260.86,-152.60000000000002,1.7094364351245084,4.4089,0.19169130434782608,1.701094043189263,55.25999999999999,0.5525999999999999,1.9591024249004712,2,0.08695652173913043,8,0.34782608695652173,13,0.5652173913043478,0.8130434782608694,0.4994782608695652,0.6086956521739131,0.5217391304347826,0.43478260869565216,0.2608695652173913,0.0,USDJPY:16|EURUSD:5|EURJPY:2,SHORT:19|LONG:4,london_newyork_overlap:8|london:6|new_york:5|tokyo:4
full2025_validation,light,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,27,10,0.37037037037037035,26.029999999999994,267.5,-241.47000000000003,1.107798070153642,1.0846999999999996,0.040174074074074057,1.110212458976417,100.37,1.0037,0.2593404403706286,5,0.18518518518518517,7,0.25925925925925924,15,0.5555555555555556,0.7528296296296296,0.5073777777777777,0.6666666666666666,0.4444444444444444,0.37037037037037035,0.2222222222222222,0.0,USDJPY:15|EURJPY:4|EURUSD:4|GBPJPY:4,SHORT:17|LONG:10,london_newyork_overlap:11|london:7|new_york:6|tokyo:3
full2025_validation,light_or_anchor_pullback,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,32,8,0.25,-85.94,211.48999999999998,-297.43,0.711058064082305,-3.8454999999999986,-0.12017187499999996,0.6918151291483341,161.44,1.6143999999999998,-0.5323339940535183,2,0.0625,6,0.1875,24,0.75,0.5894281250000001,0.5302125000000001,0.5,0.3125,0.1875,0.15625,0.0,USDJPY:17|EURUSD:7|GBPJPY:3|AUDJPY:2|EURJPY:2|GBPUSD:1,SHORT:20|LONG:12,london_newyork_overlap:14|tokyo:9|london:7|new_york:2
full2025_validation,light_or_anchor_pullback,corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,5,2,0.4,8.69,37.31,-28.619999999999997,1.3036338225017472,0.35760000000000003,0.07152,1.3036684782608696,19.11,0.1911,0.4547357404500261,0,0.0,1,0.2,4,0.8,0.81958,0.49108,0.8,0.6,0.2,0.2,0.0,USDJPY:4|EURJPY:1,SHORT:5,new_york:2|london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_pullback,corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,9,3,0.3333333333333333,16.549999999999997,92.42,-75.87,1.218136285751944,0.7180999999999998,0.07978888888888887,1.2242730878540866,36.52,0.3652,0.4531763417305585,1,0.1111111111111111,3,0.3333333333333333,5,0.5555555555555556,0.7365555555555555,0.4971111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,EURUSD:5|USDJPY:3|EURJPY:1,SHORT:7|LONG:2,london_newyork_overlap:4|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,38,12,0.3157894736842105,35.3,270.13,-234.82999999999998,1.1503215091768515,1.2361999999999993,0.032531578947368404,1.1244187684937297,60.72,0.6072,0.581357048748353,0,0.0,7,0.18421052631578946,31,0.8157894736842105,0.5853842105263158,0.46620789473684215,0.47368421052631576,0.2631578947368421,0.23684210526315788,0.18421052631578946,0.0,USDJPY:26|EURUSD:5|EURJPY:3|GBPJPY:2|GBPUSD:2,SHORT:20|LONG:18,london_newyork_overlap:20|london:10|tokyo:6|new_york:2
full2025_validation,light_or_anchor_pullback,no_corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,6,1,0.16666666666666666,-70.74000000000001,32.62,-103.36000000000001,0.31559597523219807,-2.9421,-0.49035,0.306010284474218,103.36000000000001,1.0336,-0.6844040247678018,3,0.5,1,0.16666666666666666,2,0.3333333333333333,0.5459333333333333,0.8475333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,USDJPY:4|EURJPY:1|EURUSD:1,SHORT:4|LONG:2,london_newyork_overlap:4|london:1|new_york:1
full2025_validation,light_or_anchor_pullback,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,17,7,0.4117647058823529,43.09999999999998,164.6,-121.5,1.3547325102880658,1.9628000000000008,0.11545882352941181,1.3876752913292512,96.70000000000002,0.9670000000000002,0.4457083764219232,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7614470588235295,0.43412941176470593,0.6470588235294118,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.0,USDJPY:9|GBPJPY:4|EURJPY:2|EURUSD:2,SHORT:11|LONG:6,london:5|new_york:5|london_newyork_overlap:4|tokyo:3
full2025_validation,light_or_anchor_pullback_exhaustion,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,39,10,0.2564102564102564,-129.02,220.71999999999997,-349.7399999999999,0.6310973866300682,-5.5975,-0.14352564102564103,0.6172780417763494,204.52,2.0452000000000004,-0.6308429493448073,2,0.05128205128205128,6,0.15384615384615385,31,0.7948717948717948,0.6251743589743592,0.5181538461538462,0.5641025641025641,0.358974358974359,0.1794871794871795,0.15384615384615385,0.0,USDJPY:22|EURUSD:7|EURJPY:3|GBPJPY:3|AUDJPY:2|GBPUSD:2,SHORT:24|LONG:15,london_newyork_overlap:16|london:11|tokyo:10|new_york:2
full2025_validation,light_or_anchor_pullback_exhaustion,corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,5,2,0.4,8.729999999999999,37.31,-28.58,1.3054583624912528,0.35760000000000003,0.07152,1.3036684782608696,19.07,0.1907,0.45778710015731505,0,0.0,1,0.2,4,0.8,0.81958,0.49108,0.8,0.6,0.2,0.2,0.0,USDJPY:4|EURJPY:1,SHORT:5,new_york:2|london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,9,3,0.3333333333333333,18.359999999999996,94.22,-75.86,1.242024782494068,0.7180999999999998,0.07978888888888887,1.2242730878540866,36.510000000000005,0.36510000000000004,0.5028759244042726,1,0.1111111111111111,3,0.3333333333333333,5,0.5555555555555556,0.7365555555555555,0.4971111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,EURUSD:5|USDJPY:3|EURJPY:1,SHORT:7|LONG:2,london_newyork_overlap:4|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,3,2,0.6666666666666666,59.03,64.12,-5.09,12.597249508840866,2.383,0.7943333333333333,11.807256235827664,5.090000000000003,0.050900000000000035,11.597249508840857,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.2265,0.28913333333333335,1.0,1.0,1.0,0.6666666666666666,0.0,EURJPY:1|EURUSD:1|USDJPY:1,SHORT:2|LONG:1,london_newyork_overlap:2|london:1
full2025_validation,light_or_anchor_pullback_exhaustion,no_corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,6,1,0.16666666666666666,-71.30000000000001,32.62,-103.92000000000002,0.3138953040800615,-2.9421,-0.49035,0.306010284474218,103.92000000000002,1.0392000000000001,-0.6861046959199384,3,0.5,1,0.16666666666666666,2,0.3333333333333333,0.5459333333333333,0.8475333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,USDJPY:4|EURJPY:1|EURUSD:1,SHORT:4|LONG:2,london_newyork_overlap:4|london:1|new_york:1
full2025_validation,light_or_anchor_pullback_exhaustion,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,18,7,0.3888888888888889,35.31,164.48,-129.17000000000002,1.2733606874661296,1.6438000000000008,0.09132222222222226,1.3054254923820139,96.97,0.9696999999999999,0.36413323708363415,2,0.1111111111111111,4,0.2222222222222222,12,0.6666666666666666,0.7428500000000001,0.43036666666666673,0.6111111111111112,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,USDJPY:10|GBPJPY:4|EURJPY:2|EURUSD:2,SHORT:11|LONG:7,london:5|london_newyork_overlap:5|new_york:5|tokyo:3
full2025_validation,light_or_anchor_pullback_m5pattern,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,30,8,0.26666666666666666,-60.85,211.48999999999998,-272.34000000000003,0.7765660571344641,-2.7672999999999996,-0.09224333333333332,0.7572479977543267,136.35,1.3635,-0.4462779611294463,2,0.06666666666666667,6,0.2,22,0.7333333333333333,0.595,0.5263800000000001,0.5,0.3,0.2,0.16666666666666666,0.0,USDJPY:15|EURUSD:7|GBPJPY:3|AUDJPY:2|EURJPY:2|GBPUSD:1,SHORT:18|LONG:12,london_newyork_overlap:13|tokyo:8|london:7|new_york:2
full2025_validation,light_or_anchor_pullback_m5pattern,corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,5,2,0.4,8.69,37.31,-28.619999999999997,1.3036338225017472,0.35760000000000003,0.07152,1.3036684782608696,19.11,0.1911,0.4547357404500261,0,0.0,1,0.2,4,0.8,0.81958,0.49108,0.8,0.6,0.2,0.2,0.0,USDJPY:4|EURJPY:1,SHORT:5,new_york:2|london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,light_or_anchor_pullback_m5pattern,corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,9,3,0.3333333333333333,16.549999999999997,92.42,-75.87,1.218136285751944,0.7180999999999998,0.07978888888888887,1.2242730878540866,36.52,0.3652,0.4531763417305585,1,0.1111111111111111,3,0.3333333333333333,5,0.5555555555555556,0.7365555555555555,0.4971111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,EURUSD:5|USDJPY:3|EURJPY:1,SHORT:7|LONG:2,london_newyork_overlap:4|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback_m5pattern,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,37,11,0.2972972972972973,28.419999999999995,263.25,-234.82999999999998,1.1210237192862922,1.0636999999999994,0.028748648648648633,1.107057307916826,64.93,0.6493000000000001,0.4377021407669797,0,0.0,7,0.1891891891891892,30,0.8108108108108109,0.5792594594594594,0.4655567567567568,0.4594594594594595,0.24324324324324326,0.24324324324324326,0.1891891891891892,0.0,USDJPY:26|EURUSD:5|EURJPY:2|GBPJPY:2|GBPUSD:2,SHORT:19|LONG:18,london_newyork_overlap:20|london:9|tokyo:6|new_york:2
full2025_validation,light_or_anchor_pullback_m5pattern,no_corrective_exhaustion,anchor_aligned,no_anchor_flip_entry,6,1,0.16666666666666666,-70.04,32.62,-102.66,0.31774790570816286,-2.9421,-0.49035,0.306010284474218,102.66,1.0266,-0.6822520942918372,3,0.5,1,0.16666666666666666,2,0.3333333333333333,0.5459333333333333,0.8475333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,USDJPY:4|EURJPY:1|EURUSD:1,SHORT:4|LONG:2,london_newyork_overlap:4|london:1|new_york:1
full2025_validation,light_or_anchor_pullback_m5pattern,no_corrective_exhaustion,anchor_not_aligned,no_anchor_flip_entry,17,7,0.4117647058823529,43.09999999999998,164.6,-121.5,1.3547325102880658,1.9628000000000008,0.11545882352941181,1.3876752913292512,96.70000000000002,0.9670000000000002,0.4457083764219232,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7614470588235295,0.43412941176470593,0.6470588235294118,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.0,USDJPY:9|GBPJPY:4|EURJPY:2|EURUSD:2,SHORT:11|LONG:6,london:5|new_york:5|london_newyork_overlap:4|tokyo:3
full2025_validation,one_anchor_pullback,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,20,6,0.3,-8.069999999999999,156.87,-164.94,0.9510731174972717,-0.48699999999999993,-0.024349999999999997,0.9291151769209494,74.47999999999999,0.7447999999999999,-0.10835123523093447,1,0.05,4,0.2,15,0.75,0.6686949999999998,0.47590000000000005,0.6,0.4,0.2,0.2,0.0,USDJPY:9|EURUSD:6|GBPJPY:2|AUDJPY:1|EURJPY:1|GBPUSD:1,SHORT:11|LONG:9,tokyo:8|london:5|london_newyork_overlap:5|new_york:2
full2025_validation,one_anchor_pullback,no_corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,28,7,0.25,-40.52000000000001,168.5,-209.01999999999998,0.8061429528274807,-1.8501000000000007,-0.06607500000000002,0.7887965478663894,67.2,0.672,-0.6029761904761906,0,0.0,4,0.14285714285714285,24,0.8571428571428571,0.5262714285714286,0.5022357142857142,0.42857142857142855,0.25,0.21428571428571427,0.14285714285714285,0.0,USDJPY:20|EURUSD:4|EURJPY:3|GBPUSD:1,SHORT:17|LONG:11,london_newyork_overlap:13|london:9|tokyo:5|new_york:1
full2025_validation,one_light_or_anchor_pullback,corrective_exhaustion,anchor_aligned,anchor_flip_entry_direction,17,6,0.35294117647058826,62.68999999999998,193.43999999999997,-130.75,1.4794646271510514,2.4613000000000014,0.14478235294117656,1.4569980318615618,67.24,0.6723999999999999,0.9323319452706721,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0.7919294117647059,0.5193411764705882,0.7058823529411765,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.0,USDJPY:11|EURUSD:3|AUDJPY:1|GBPJPY:1|GBPUSD:1,SHORT:10|LONG:7,tokyo:8|london:5|london_newyork_overlap:4
