period_id,variant,post_anchor_pullback_quality_bucket,post_anchor_pullback_reject_reason,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,none,not_required,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,anchor_flip_first_break,none,not_required,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14
full2025_validation,anchor_flip_first_break_fresh,none,not_required,122,35,0.28688524590163933,-249.90999999999997,806.8999999999999,-1056.8099999999997,0.7635241907249175,-10.601399999999998,-0.0868967213114754,0.762838050965189,275.59999999999997,2.756,-0.9067851959361394,8,0.06557377049180328,23,0.1885245901639344,91,0.7459016393442623,0.6063450819672132,0.5358385245901638,0.5081967213114754,0.3114754098360656,0.23770491803278687,0.1721311475409836,0.00819672131147541,USDJPY:72|EURUSD:18|EURJPY:10|GBPJPY:10|GBPUSD:7|AUDJPY:5,SHORT:77|LONG:45,london_newyork_overlap:53|london:33|tokyo:22|new_york:14
full2025_validation,anchor_pullback_diag,clean_retest_reconfirm,none,6,0,0.0,-48.67,0,-48.67,0.0,-2.1924,-0.3654,0.0,48.67,0.48669999999999997,-1.0,0,0.0,0,0.0,6,1.0,0.3226833333333334,0.5001833333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,EURUSD:4|USDJPY:2,LONG:4|SHORT:2,london_newyork_overlap:5|tokyo:1
full2025_validation,anchor_pullback_diag,failed_close_back_inside,post_anchor_close_back_inside,19,7,0.3684210526315789,-33.870000000000005,124.22,-158.08999999999997,0.7857549497121894,-1.5933000000000002,-0.08385789473684212,0.7775404205411746,102.03,1.0203,-0.33196118788591594,2,0.10526315789473684,4,0.21052631578947367,13,0.6842105263157895,0.7313210526315791,0.6614684210526316,0.7368421052631579,0.3684210526315789,0.2631578947368421,0.21052631578947367,0.05263157894736842,USDJPY:12|AUDJPY:3|GBPUSD:2|EURJPY:1|EURUSD:1,SHORT:13|LONG:6,new_york:7|london:6|london_newyork_overlap:4|tokyo:2
full2025_validation,anchor_pullback_diag,none,no_anchor_flip_in_entry_direction,262,63,0.24045801526717558,-928.4900000000006,1346.7499999999998,-2275.2399999999993,0.5919155781368121,-40.63689999999998,-0.15510267175572512,0.5967481369017494,963.5600000000005,9.635600000000005,-0.9636037195400391,28,0.10687022900763359,40,0.15267175572519084,194,0.7404580152671756,0.605242748091603,0.5635801526717558,0.5,0.3282442748091603,0.25572519083969464,0.12213740458015267,0.0,USDJPY:149|EURUSD:35|EURJPY:24|GBPUSD:22|GBPJPY:21|AUDJPY:11,SHORT:144|LONG:118,london_newyork_overlap:107|new_york:67|london:56|tokyo:32
full2025_validation,anchor_pullback_diag,none,post_anchor_pullback_too_old,5,2,0.4,14.190000000000003,60.33,-46.14,1.3075422626788036,0.5984999999999997,0.11969999999999995,1.297924237144706,27.269999999999996,0.27269999999999994,0.5203520352035206,0,0.0,2,0.4,3,0.6,0.6018,0.49216,0.4,0.4,0.4,0.4,0.0,USDJPY:4|GBPJPY:1,SHORT:4|LONG:1,london_newyork_overlap:3|london:2
full2025_validation,anchor_pullback_diag,none,post_anchor_retest_missing,6,2,0.3333333333333333,-5.789999999999999,58.6,-64.39,0.9100792048454729,-0.19349999999999978,-0.032249999999999966,0.9309840567821093,55.78,0.5578000000000001,-0.10380064539261383,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,0.7091166666666666,0.6502500000000001,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,USDJPY:5|GBPUSD:1,SHORT:5|LONG:1,london_newyork_overlap:5|london:1
full2025_validation,anchor_pullback_diag,retest_only,none,3,1,0.3333333333333333,-3.830000000000001,7.36,-11.190000000000001,0.6577301161751563,-0.1351,-0.045033333333333335,0.7093373493975904,11.190000000000001,0.11190000000000003,-0.34226988382484363,0,0.0,0,0.0,3,1.0,0.49466666666666664,0.3290333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,AUDJPY:1|EURUSD:1|USDJPY:1,SHORT:2|LONG:1,new_york:2|tokyo:1
full2025_validation,anchor_pullback_diag,retest_reconfirm,none,17,2,0.11764705882352941,-138.43,50.17,-188.6,0.26601272534464476,-6.168000000000001,-0.36282352941176477,0.26948859464196884,138.43,1.3843,-1.0,1,0.058823529411764705,1,0.058823529411764705,15,0.8823529411764706,0.3951705882352941,0.6262705882352941,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,USDJPY:11|EURUSD:3|EURJPY:2|GBPJPY:1,SHORT:13|LONG:4,london:7|london_newyork_overlap:6|tokyo:4
