period_id,variant,m15_n_state,range_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback_diag,range_n,range_n,117,38,0.3247863247863248,-126.51999999999998,741.5000000000001,-868.0199999999996,0.8542429897928624,-5.411400000000003,-0.04625128205128208,0.8599251401680467,247.73999999999998,2.4774,-0.5106966981512876,10,0.08547008547008547,22,0.18803418803418803,85,0.7264957264957265,0.6864427350427348,0.5508794871794872,0.6068376068376068,0.37606837606837606,0.3076923076923077,0.15384615384615385,0.008547008547008548,USDJPY:66|EURUSD:15|GBPUSD:12|GBPJPY:10|EURJPY:8|AUDJPY:6,SHORT:64|LONG:53,london_newyork_overlap:51|new_york:28|london:22|tokyo:16
full2025_validation,anchor_pullback_diag,rising_n,not_range_n,87,20,0.22988505747126436,-359.5799999999999,446.88,-806.46,0.5541254370954541,-15.905800000000003,-0.18282528735632186,0.5545941283869306,374.74999999999994,3.7474999999999996,-0.9595196797865243,7,0.08045977011494253,13,0.14942528735632185,67,0.7701149425287356,0.5543689655172414,0.5711471264367816,0.4367816091954023,0.2988505747126437,0.22988505747126436,0.12643678160919541,0.0,USDJPY:55|EURUSD:10|EURJPY:9|GBPJPY:7|AUDJPY:3|GBPUSD:3,LONG:45|SHORT:42,london_newyork_overlap:29|london:28|new_york:20|tokyo:10
full2025_validation,anchor_pullback_m5_reconfirm,falling_n,not_range_n,21,5,0.23809523809523808,-65.3,113.2,-178.5,0.6341736694677871,-2.940900000000001,-0.1400428571428572,0.612794923109332,135.31,1.3531,-0.4825955213953144,1,0.047619047619047616,3,0.14285714285714285,17,0.8095238095238095,0.43831428571428577,0.5340142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,USDJPY:10|EURUSD:6|GBPUSD:2|AUDJPY:1|EURJPY:1|GBPJPY:1,LONG:20|SHORT:1,london_newyork_overlap:13|london:4|tokyo:3|new_york:1
full2025_validation,anchor_pullback_m5_reconfirm,range_n,range_n,20,7,0.35,27.950000000000003,159.89000000000001,-131.94,1.2118387145672276,1.0960999999999994,0.05480499999999997,1.1968641114982579,53.22,0.5321999999999999,0.5251785043216837,0,0.0,4,0.2,16,0.8,0.719025,0.44847000000000004,0.55,0.5,0.25,0.2,0.0,USDJPY:12|EURUSD:4|EURJPY:2|GBPJPY:1|GBPUSD:1,SHORT:12|LONG:8,london_newyork_overlap:9|tokyo:7|london:4
full2025_validation,anchor_pullback_m5_reconfirm,rising_n,not_range_n,23,5,0.21739130434782608,-94.67000000000002,123.68,-218.34999999999997,0.5664300435081293,-4.172,-0.18139130434782608,0.5484750752180783,94.67000000000002,0.9467000000000001,-1.0,1,0.043478260869565216,3,0.13043478260869565,19,0.8260869565217391,0.43812173913043473,0.5132304347826088,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.0,USDJPY:14|EURJPY:4|EURUSD:3|GBPJPY:2,SHORT:23,london_newyork_overlap:11|london:10|tokyo:2
full2025_validation,anchor_pullback_required,falling_n,not_range_n,23,9,0.391304347826087,65.47,197.46,-131.99,1.4960224259413593,2.5692000000000004,0.11170434782608697,1.4618952591553853,59.19,0.5919,1.1060990032100018,0,0.0,5,0.21739130434782608,18,0.782608695652174,0.6089391304347825,0.4590347826086957,0.5652173913043478,0.2608695652173913,0.2608695652173913,0.21739130434782608,0.0,USDJPY:11|EURUSD:7|GBPUSD:2|AUDJPY:1|EURJPY:1|GBPJPY:1,LONG:22|SHORT:1,london_newyork_overlap:12|tokyo:5|london:4|new_york:2
full2025_validation,anchor_pullback_required,range_n,range_n,25,7,0.28,-19.42999999999999,159.92000000000002,-179.35000000000002,0.8916643434625035,-0.7986000000000004,-0.031944000000000014,0.8929849246231154,73.61999999999999,0.7361999999999999,-0.2639228470524313,0,0.0,4,0.16,21,0.84,0.6769720000000001,0.44984,0.56,0.4,0.2,0.16,0.0,USDJPY:15|EURUSD:5|EURJPY:2|GBPJPY:2|GBPUSD:1,SHORT:16|LONG:9,london_newyork_overlap:11|tokyo:7|london:5|new_york:2
full2025_validation,anchor_pullback_required,rising_n,not_range_n,25,5,0.2,-101.79,123.69,-225.48,0.5485630654603513,-4.436100000000001,-0.17744400000000002,0.5332337251023264,103.67000000000002,1.0367000000000002,-0.9818655348702613,1,0.04,3,0.12,21,0.84,0.44795199999999985,0.491716,0.28,0.2,0.16,0.12,0.0,USDJPY:15|EURJPY:4|EURUSD:3|GBPJPY:2|AUDJPY:1,SHORT:25,london_newyork_overlap:12|london:10|tokyo:3
full2025_validation,base,unknown,not_range_n,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,unknown,not_range_n,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_anchor_pullback,falling_n,not_range_n,34,12,0.35294117647058826,43.36,293.68999999999994,-250.32999999999998,1.1732113610034753,1.6225,0.04772058823529412,1.1550080250687862,118.25999999999999,1.1825999999999999,0.3666497547776087,2,0.058823529411764705,8,0.23529411764705882,24,0.7058823529411765,0.6204029411764704,0.5106735294117648,0.5882352941176471,0.29411764705882354,0.2647058823529412,0.23529411764705882,0.0,USDJPY:17|EURUSD:8|EURJPY:4|GBPJPY:2|GBPUSD:2|AUDJPY:1,LONG:26|SHORT:8,london_newyork_overlap:16|london:7|tokyo:6|new_york:5
full2025_validation,light_or_anchor_pullback,range_n,range_n,38,12,0.3157894736842105,-44.66000000000001,265.05999999999995,-309.72,0.8558052434456926,-1.754399999999999,-0.04616842105263155,0.8646223175634487,134.05,1.3405000000000002,-0.333159268929504,3,0.07894736842105263,7,0.18421052631578946,28,0.7368421052631579,0.6748368421052632,0.5015684210526316,0.5789473684210527,0.3684210526315789,0.23684210526315788,0.15789473684210525,0.0,USDJPY:25|EURUSD:7|GBPJPY:4|EURJPY:1|GBPUSD:1,SHORT:27|LONG:11,london_newyork_overlap:16|tokyo:9|london:7|new_york:6
full2025_validation,light_or_anchor_pullback,rising_n,not_range_n,35,9,0.2571428571428571,-51.74,249.82,-301.56,0.8284255206260777,-2.381,-0.06802857142857142,0.8120624195878162,125.49000000000001,1.2549000000000001,-0.4123037692246394,3,0.08571428571428572,7,0.2,25,0.7142857142857143,0.6090257142857144,0.5044285714285713,0.42857142857142855,0.34285714285714286,0.2571428571428571,0.14285714285714285,0.0,USDJPY:21|EURJPY:5|EURUSD:5|GBPJPY:3|AUDJPY:1,SHORT:32|LONG:3,london_newyork_overlap:15|london:11|tokyo:5|new_york:4
full2025_validation,light_or_anchor_pullback_exhaustion,falling_n,not_range_n,24,7,0.2916666666666667,-21.289999999999964,186.09,-207.37999999999997,0.8973382196933167,-0.9446999999999997,-0.03936249999999999,0.8903296958439746,138.99999999999997,1.3899999999999997,-0.15316546762589905,2,0.08333333333333333,5,0.20833333333333334,17,0.7083333333333334,0.6279999999999999,0.54,0.625,0.3333333333333333,0.20833333333333334,0.20833333333333334,0.0,USDJPY:11|EURUSD:6|EURJPY:4|AUDJPY:1|GBPJPY:1|GBPUSD:1,LONG:16|SHORT:8,london_newyork_overlap:11|london:6|new_york:4|tokyo:3
full2025_validation,light_or_anchor_pullback_exhaustion,range_n,range_n,28,11,0.39285714285714285,-31.429999999999982,203.82000000000002,-235.25000000000003,0.8663974495217853,-1.178599999999999,-0.042092857142857106,0.8795404836368836,97.69999999999999,0.9769999999999999,-0.3216990788126918,3,0.10714285714285714,5,0.17857142857142858,20,0.7142857142857143,0.7436464285714285,0.5043285714285715,0.6428571428571429,0.4642857142857143,0.2857142857142857,0.17857142857142858,0.0,USDJPY:18|EURUSD:5|GBPJPY:3|EURJPY:1|GBPUSD:1,SHORT:21|LONG:7,london_newyork_overlap:10|tokyo:8|london:5|new_york:5
full2025_validation,light_or_anchor_pullback_exhaustion,rising_n,not_range_n,28,7,0.25,-26.169999999999995,223.55999999999997,-249.73000000000002,0.8952068233692386,-1.3137999999999996,-0.04692142857142856,0.8742618698976906,137.29999999999998,1.373,-0.19060451565914055,3,0.10714285714285714,7,0.25,18,0.6428571428571429,0.6978928571428573,0.49126428571428565,0.5357142857142857,0.42857142857142855,0.32142857142857145,0.17857142857142858,0.0,USDJPY:15|EURUSD:5|EURJPY:4|GBPJPY:3|AUDJPY:1,SHORT:24|LONG:4,london_newyork_overlap:11|london:9|new_york:4|tokyo:4
full2025_validation,light_or_anchor_pullback_m5pattern,falling_n,not_range_n,34,12,0.35294117647058826,44.06000000000002,293.68999999999994,-249.63,1.176501221808276,1.6225,0.04772058823529412,1.1550080250687862,117.55999999999997,1.1755999999999998,0.37478734263354907,2,0.058823529411764705,8,0.23529411764705882,24,0.7058823529411765,0.6204029411764704,0.5106735294117648,0.5882352941176471,0.29411764705882354,0.2647058823529412,0.23529411764705882,0.0,USDJPY:17|EURUSD:8|EURJPY:4|GBPJPY:2|GBPUSD:2|AUDJPY:1,LONG:26|SHORT:8,london_newyork_overlap:16|london:7|tokyo:6|new_york:5
full2025_validation,light_or_anchor_pullback_m5pattern,range_n,range_n,36,12,0.3333333333333333,-22.24000000000001,262.39,-284.63,0.9218634718757686,-0.6761999999999992,-0.01878333333333331,0.943086077888411,134.05,1.3405000000000002,-0.16590824319283853,3,0.08333333333333333,7,0.19444444444444445,26,0.7222222222222222,0.6842250000000001,0.49678333333333335,0.5833333333333334,0.3611111111111111,0.25,0.16666666666666666,0.0,USDJPY:23|EURUSD:7|GBPJPY:4|EURJPY:1|GBPUSD:1,SHORT:25|LONG:11,london_newyork_overlap:15|tokyo:8|london:7|new_york:6
full2025_validation,light_or_anchor_pullback_m5pattern,rising_n,not_range_n,34,8,0.23529411764705882,-55.949999999999996,245.61,-301.56,0.8144647831277358,-2.5534999999999997,-0.07510294117647058,0.7984466142030613,129.7,1.297,-0.43138010794140325,3,0.08823529411764706,7,0.20588235294117646,24,0.7058823529411765,0.6030558823529413,0.5048441176470587,0.4117647058823529,0.3235294117647059,0.2647058823529412,0.14705882352941177,0.0,USDJPY:21|EURUSD:5|EURJPY:4|GBPJPY:3|AUDJPY:1,SHORT:31|LONG:3,london_newyork_overlap:15|london:10|tokyo:5|new_york:4
full2025_validation,one_anchor_pullback,falling_n,not_range_n,16,5,0.3125,22.429999999999993,127.13999999999999,-104.71,1.2142106771082035,0.8310999999999997,0.05194374999999998,1.1910047802904946,31.92,0.3192,0.7026942355889721,0,0.0,3,0.1875,13,0.8125,0.5719124999999999,0.470475,0.5625,0.25,0.25,0.1875,0.0,USDJPY:9|EURUSD:5|EURJPY:1|GBPUSD:1,LONG:15|SHORT:1,london_newyork_overlap:8|london:4|tokyo:3|new_york:1
full2025_validation,one_anchor_pullback,range_n,range_n,17,4,0.23529411764705882,-21.860000000000007,106.82,-128.68,0.8301212309605221,-0.9664999999999999,-0.056852941176470585,0.8183816897173782,52.47,0.5246999999999999,-0.41661902039260545,0,0.0,3,0.17647058823529413,14,0.8235294117647058,0.6723823529411764,0.46144117647058824,0.5882352941176471,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.0,USDJPY:11|EURUSD:3|EURJPY:1|GBPJPY:1|GBPUSD:1,SHORT:12|LONG:5,tokyo:7|london_newyork_overlap:6|london:2|new_york:2
full2025_validation,one_anchor_pullback,rising_n,not_range_n,15,4,0.26666666666666666,-49.160000000000004,91.41,-140.57,0.6502809987906382,-2.2016999999999998,-0.14678,0.6304198210598762,82.58000000000001,0.8258000000000001,-0.5953015257931702,1,0.06666666666666667,2,0.13333333333333333,12,0.8,0.5018933333333332,0.5472333333333332,0.3333333333333333,0.26666666666666666,0.2,0.13333333333333333,0.0,USDJPY:9|EURJPY:2|EURUSD:2|AUDJPY:1|GBPJPY:1,SHORT:15,london:8|london_newyork_overlap:4|tokyo:3
full2025_validation,one_light_or_anchor_pullback,falling_n,not_range_n,18,6,0.3333333333333333,49.18999999999999,174.39,-125.19999999999999,1.3928913738019169,1.9454000000000002,0.10807777777777779,1.3775276537939063,77.79,0.7779,0.6323434888803187,0,0.0,5,0.2777777777777778,13,0.7222222222222222,0.60705,0.5017444444444444,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.0,USDJPY:9|EURJPY:4|EURUSD:4|GBPUSD:1,LONG:14|SHORT:4,london_newyork_overlap:8|london:5|tokyo:3|new_york:2
full2025_validation,one_light_or_anchor_pullback,range_n,range_n,23,8,0.34782608695652173,-11.070000000000018,174.60999999999999,-185.67999999999998,0.9403813011632917,-0.37190000000000034,-0.01616956521739132,0.9508809467205535,67.9,0.679,-0.16303387334315195,2,0.08695652173913043,4,0.17391304347826086,17,0.7391304347826086,0.7215260869565215,0.5241739130434783,0.6521739130434783,0.43478260869565216,0.2608695652173913,0.13043478260869565,0.0,USDJPY:17|EURUSD:4|GBPJPY:1|GBPUSD:1,SHORT:16|LONG:7,london_newyork_overlap:8|tokyo:7|london:5|new_york:3
full2025_validation,one_light_or_anchor_pullback,rising_n,not_range_n,19,7,0.3684210526315789,85.55,214.25,-128.7,1.6647241647241648,3.4219999999999997,0.1801052631578947,1.636532738095238,52.05,0.5205,1.6436119116234391,1,0.05263157894736842,6,0.3157894736842105,12,0.631578947368421,0.7580368421052632,0.48283157894736833,0.5263157894736842,0.42105263157894735,0.42105263157894735,0.21052631578947367,0.0,USDJPY:12|EURUSD:3|GBPJPY:2|AUDJPY:1|EURJPY:1,SHORT:17|LONG:2,london_newyork_overlap:6|london:5|new_york:4|tokyo:4
q1_quick,anchor_diag_first_break,falling_n,not_range_n,36,7,0.19444444444444445,-272.62000000000006,130.95,-403.56999999999994,0.32447902470451223,-11.5465,-0.3207361111111111,0.3310952507849703,285.71000000000004,2.8571000000000004,-0.9541843127646915,7,0.19444444444444445,3,0.08333333333333333,26,0.7222222222222222,0.49316111111111127,0.6123388888888889,0.4166666666666667,0.25,0.1388888888888889,0.08333333333333333,0.0,USDJPY:19|EURUSD:7|EURJPY:3|GBPUSD:3|AUDJPY:2|GBPJPY:2,SHORT:26|LONG:10,london_newyork_overlap:14|new_york:10|tokyo:7|london:5
q1_quick,anchor_diag_first_break,range_n,range_n,38,12,0.3157894736842105,-117.94000000000001,180.82,-298.76,0.6052349712143527,-4.919300000000001,-0.12945526315789477,0.6158597532406683,129.68,1.2968,-0.9094694632942628,5,0.13157894736842105,5,0.13157894736842105,28,0.7368421052631579,0.6335394736842107,0.5078184210526316,0.5789473684210527,0.2894736842105263,0.21052631578947367,0.13157894736842105,0.0,USDJPY:22|GBPJPY:7|EURJPY:4|EURUSD:2|GBPUSD:2|AUDJPY:1,SHORT:22|LONG:16,london_newyork_overlap:12|new_york:12|london:7|tokyo:7
q1_quick,anchor_diag_first_break,rising_n,not_range_n,33,7,0.21212121212121213,-171.34000000000003,160.28,-331.62,0.48332428683432843,-7.256800000000003,-0.21990303030303038,0.4864950926626992,203.05,2.0305,-0.8438315685791679,4,0.12121212121212122,5,0.15151515151515152,24,0.7272727272727273,0.5720969696969698,0.6102363636363636,0.45454545454545453,0.3333333333333333,0.2727272727272727,0.12121212121212122,0.0,USDJPY:20|GBPJPY:5|EURJPY:4|EURUSD:2|AUDJPY:1|GBPUSD:1,SHORT:17|LONG:16,london_newyork_overlap:12|london:9|tokyo:7|new_york:5
q1_quick,anchor_flip_first_break,falling_n,not_range_n,6,3,0.5,6.099999999999998,45.5,-39.4,1.1548223350253808,0.18809999999999993,0.03134999999999999,1.1136143996134331,27.21,0.2721,0.22418228592429246,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0.6388166666666667,0.51955,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,USDJPY:4|EURJPY:1|EURUSD:1,LONG:5|SHORT:1,london:2|london_newyork_overlap:2|tokyo:2
q1_quick,anchor_flip_first_break,range_n,range_n,11,2,0.18181818181818182,-62.580000000000005,34.69,-97.27,0.3566361673691786,-2.6793000000000005,-0.2435727272727273,0.3490682928014382,85.14,0.8514,-0.7350246652572234,1,0.09090909090909091,1,0.09090909090909091,9,0.8181818181818182,0.516090909090909,0.5212727272727272,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,USDJPY:9|EURUSD:2,SHORT:7|LONG:4,london_newyork_overlap:5|tokyo:4|new_york:2
q1_quick,anchor_flip_first_break,rising_n,not_range_n,18,6,0.3333333333333333,9.330000000000005,156.28,-146.95,1.0634909833276625,0.47029999999999994,0.026127777777777774,1.076501398919904,45.18,0.45180000000000003,0.206507304116866,1,0.05555555555555555,5,0.2777777777777778,12,0.6666666666666666,0.6069999999999999,0.5070388888888888,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|AUDJPY:1,SHORT:18,london:8|london_newyork_overlap:7|tokyo:2|new_york:1
q1_quick,anchor_flip_first_break_fresh,falling_n,not_range_n,6,3,0.5,6.099999999999998,45.5,-39.4,1.1548223350253808,0.18809999999999993,0.03134999999999999,1.1136143996134331,27.21,0.2721,0.22418228592429246,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0.6388166666666667,0.51955,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,USDJPY:4|EURJPY:1|EURUSD:1,LONG:5|SHORT:1,london:2|london_newyork_overlap:2|tokyo:2
q1_quick,anchor_flip_first_break_fresh,range_n,range_n,11,2,0.18181818181818182,-62.580000000000005,34.69,-97.27,0.3566361673691786,-2.6793000000000005,-0.2435727272727273,0.3490682928014382,85.14,0.8514,-0.7350246652572234,1,0.09090909090909091,1,0.09090909090909091,9,0.8181818181818182,0.516090909090909,0.5212727272727272,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,USDJPY:9|EURUSD:2,SHORT:7|LONG:4,london_newyork_overlap:5|tokyo:4|new_york:2
q1_quick,anchor_flip_first_break_fresh,rising_n,not_range_n,18,6,0.3333333333333333,9.330000000000005,156.28,-146.95,1.0634909833276625,0.47029999999999994,0.026127777777777774,1.076501398919904,45.18,0.45180000000000003,0.206507304116866,1,0.05555555555555555,5,0.2777777777777778,12,0.6666666666666666,0.6069999999999999,0.5070388888888888,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,USDJPY:11|GBPJPY:4|EURJPY:2|AUDJPY:1,SHORT:18,london:8|london_newyork_overlap:7|tokyo:2|new_york:1
q1_quick,anchor_pullback_diag,falling_n,not_range_n,36,7,0.19444444444444445,-272.62000000000006,130.95,-403.56999999999994,0.32447902470451223,-11.5465,-0.3207361111111111,0.3310952507849703,285.71000000000004,2.8571000000000004,-0.9541843127646915,7,0.19444444444444445,3,0.08333333333333333,26,0.7222222222222222,0.49316111111111127,0.6123388888888889,0.4166666666666667,0.25,0.1388888888888889,0.08333333333333333,0.0,USDJPY:19|EURUSD:7|EURJPY:3|GBPUSD:3|AUDJPY:2|GBPJPY:2,SHORT:26|LONG:10,london_newyork_overlap:14|new_york:10|tokyo:7|london:5
q1_quick,anchor_pullback_diag,range_n,range_n,38,12,0.3157894736842105,-117.94000000000001,180.82,-298.76,0.6052349712143527,-4.919300000000001,-0.12945526315789477,0.6158597532406683,129.68,1.2968,-0.9094694632942628,5,0.13157894736842105,5,0.13157894736842105,28,0.7368421052631579,0.6335394736842107,0.5078184210526316,0.5789473684210527,0.2894736842105263,0.21052631578947367,0.13157894736842105,0.0,USDJPY:22|GBPJPY:7|EURJPY:4|EURUSD:2|GBPUSD:2|AUDJPY:1,SHORT:22|LONG:16,london_newyork_overlap:12|new_york:12|london:7|tokyo:7
