period_id,variant,m5_pattern_quality_group,anchor_aligned_bucket,anchor_flip_entry_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback_diag,high_quality,anchor_aligned,no_anchor_flip_entry,159,38,0.2389937106918239,-452.1599999999999,922.7199999999996,-1374.8800000000006,0.6711276620505057,-20.04660000000001,-0.12607924528301892,0.6714786949346698,509.4699999999999,5.0947,-0.8875105501795983,16,0.10062893081761007,29,0.18238993710691823,114,0.7169811320754716,0.6444364779874211,0.5651320754716983,0.5408805031446541,0.3522012578616352,0.2830188679245283,0.1509433962264151,0.0,USDJPY:92|EURUSD:20|GBPUSD:17|EURJPY:13|GBPJPY:11|AUDJPY:6,SHORT:98|LONG:61,london_newyork_overlap:62|new_york:47|london:28|tokyo:22
full2025_validation,anchor_pullback_diag,high_quality,anchor_not_aligned,no_anchor_flip_entry,101,25,0.24752475247524752,-447.66000000000014,424.03,-871.6899999999998,0.48644586951783325,-19.3508,-0.1915920792079208,0.49754886687023525,453.29000000000013,4.5329000000000015,-0.9875796951179157,11,0.10891089108910891,11,0.10891089108910891,79,0.7821782178217822,0.5445287128712871,0.5593752475247524,0.43564356435643564,0.2871287128712871,0.2079207920792079,0.07920792079207921,0.0,USDJPY:56|EURUSD:15|EURJPY:11|GBPJPY:10|AUDJPY:5|GBPUSD:4,LONG:55|SHORT:46,london_newyork_overlap:44|london:27|new_york:20|tokyo:10
full2025_validation,anchor_pullback_diag,low_quality,anchor_aligned,anchor_flip_entry_direction,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,anchor_pullback_diag,low_quality,anchor_aligned,no_anchor_flip_entry,2,0,0.0,-28.669999999999998,0,-28.669999999999998,0.0,-1.2395,-0.61975,0.0,28.669999999999998,0.28669999999999995,-1.0,1,0.5,0,0.0,1,0.5,0.5554,0.6525500000000001,0.5,0.5,0.5,0.0,0.0,GBPUSD:1|USDJPY:1,LONG:2,london:1|london_newyork_overlap:1
full2025_validation,anchor_pullback_m5_reconfirm,high_quality,anchor_aligned,anchor_flip_entry_direction,60,16,0.26666666666666666,-94.82000000000004,392.6,-487.42,0.8054655122891962,-4.437,-0.07395,0.785138374373502,112.00000000000001,1.12,-0.8466071428571431,2,0.03333333333333333,10,0.16666666666666666,48,0.8,0.5297500000000002,0.49410000000000004,0.4166666666666667,0.26666666666666666,0.2,0.16666666666666666,0.0,USDJPY:34|EURUSD:13|EURJPY:6|GBPJPY:4|GBPUSD:3,SHORT:33|LONG:27,london_newyork_overlap:31|london:17|tokyo:11|new_york:1
full2025_validation,anchor_pullback_m5_reconfirm,low_quality,anchor_aligned,anchor_flip_entry_direction,4,1,0.25,-37.2,4.17,-41.370000000000005,0.10079767947788251,-1.5798,-0.39495,0.09844204759458997,41.370000000000005,0.4137,-0.8992023205221175,0,0.0,0,0.0,4,1.0,0.469225,0.5855,0.5,0.5,0.0,0.0,0.0,USDJPY:2|AUDJPY:1|EURJPY:1,SHORT:3|LONG:1,london_newyork_overlap:2|london:1|tokyo:1
full2025_validation,anchor_pullback_required,high_quality,anchor_aligned,anchor_flip_entry_direction,70,20,0.2857142857142857,-34.84,476.89000000000004,-511.72999999999996,0.9319172219725247,-1.7598000000000003,-0.025140000000000003,0.9179599543134194,112.27000000000001,1.1227,-0.31032332769217064,1,0.014285714285714285,12,0.17142857142857143,57,0.8142857142857143,0.5757857142857145,0.4633,0.45714285714285713,0.2714285714285714,0.21428571428571427,0.17142857142857143,0.0,USDJPY:39|EURUSD:15|EURJPY:6|GBPJPY:5|GBPUSD:3|AUDJPY:2,SHORT:39|LONG:31,london_newyork_overlap:34|london:18|tokyo:14|new_york:4
full2025_validation,anchor_pullback_required,low_quality,anchor_aligned,anchor_flip_entry_direction,3,1,0.3333333333333333,-20.91,4.18,-25.09,0.16660023913909924,-0.9057,-0.3019,0.15998887033945464,25.09,0.2509,-0.8333997608609007,0,0.0,0,0.0,3,1.0,0.6079,0.5552333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,USDJPY:2|EURJPY:1,SHORT:3,london:1|london_newyork_overlap:1|tokyo:1
full2025_validation,base,unknown,anchor_not_aligned,no_anchor_flip_entry,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,high_quality,anchor_not_aligned,no_anchor_flip_entry,47,17,0.3617021276595745,110.79,479.3800000000001,-368.5899999999999,1.3005778778588681,4.4956,0.09565106382978722,1.2971217078087314,123.71,1.2371,0.8955622019238543,6,0.1276595744680851,14,0.2978723404255319,27,0.574468085106383,0.7733042553191489,0.48855106382978736,0.6382978723404256,0.46808510638297873,0.3829787234042553,0.23404255319148937,0.0,USDJPY:28|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:33|LONG:14,london_newyork_overlap:18|london:12|new_york:11|tokyo:6
full2025_validation,light,low_quality,anchor_not_aligned,no_anchor_flip_entry,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light,medium_quality,anchor_not_aligned,no_anchor_flip_entry,2,1,0.5,-8.29,17.19,-25.48,0.674646781789639,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.325353218210361,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0,USDJPY:2,SHORT:2,london:1|tokyo:1
full2025_validation,light_or_anchor_pullback,high_quality,anchor_aligned,anchor_flip_entry_direction,66,18,0.2727272727272727,-61.54999999999998,445.61999999999995,-507.16999999999996,0.8786402981248891,-3.0065000000000013,-0.045553030303030324,0.8590846242178529,148.89,1.4889,-0.4133924373698703,2,0.030303030303030304,12,0.18181818181818182,52,0.7878787878787878,0.5754500000000002,0.487789393939394,0.4696969696969697,0.25757575757575757,0.21212121212121213,0.16666666666666666,0.0,USDJPY:40|EURUSD:12|GBPJPY:5|EURJPY:4|GBPUSD:3|AUDJPY:2,SHORT:36|LONG:30,london_newyork_overlap:32|london:16|tokyo:14|new_york:4
full2025_validation,light_or_anchor_pullback,high_quality,anchor_aligned,no_anchor_flip_entry,10,3,0.3,-37.45,69.93,-107.38000000000001,0.651238591916558,-1.5844999999999998,-0.15844999999999998,0.6412723568032601,71.66,0.7166,-0.5226067541166621,2,0.2,2,0.2,6,0.6,0.72941,0.65406,0.8,0.4,0.2,0.1,0.0,USDJPY:7|EURJPY:2|EURUSD:1,SHORT:8|LONG:2,london_newyork_overlap:5|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback,high_quality,anchor_not_aligned,no_anchor_flip_entry,25,9,0.36,43.2,240.57,-197.37000000000003,1.218878248974008,1.9858000000000011,0.07943200000000004,1.2402690897651514,133.22,1.3322,0.3242756342891458,3,0.12,7,0.28,15,0.6,0.730992,0.45807199999999987,0.56,0.44,0.36,0.24,0.0,USDJPY:11|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:17|LONG:8,london_newyork_overlap:8|new_york:8|london:6|tokyo:3
full2025_validation,light_or_anchor_pullback,low_quality,anchor_aligned,anchor_flip_entry_direction,4,2,0.5,10.91,36.0,-25.09,1.434834595456357,0.39720000000000005,0.09930000000000001,1.3683917640511964,25.09,0.2509,0.4348345954563571,0,0.0,1,0.25,3,0.75,0.78165,0.62215,0.75,0.75,0.25,0.25,0.0,USDJPY:3|EURJPY:1,SHORT:4,london_newyork_overlap:2|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback,medium_quality,anchor_aligned,no_anchor_flip_entry,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
full2025_validation,light_or_anchor_pullback,medium_quality,anchor_not_aligned,no_anchor_flip_entry,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,high_quality,anchor_aligned,anchor_flip_entry_direction,39,11,0.28205128205128205,-76.69,253.04999999999998,-329.73999999999995,0.7674228179778008,-3.4391999999999996,-0.08818461538461538,0.7501997414256453,140.94,1.4094,-0.5441322548602242,2,0.05128205128205128,7,0.1794871794871795,30,0.7692307692307693,0.6601717948717951,0.4891564102564104,0.5897435897435898,0.38461538461538464,0.23076923076923078,0.1794871794871795,0.0,USDJPY:20|EURUSD:8|EURJPY:4|GBPJPY:3|AUDJPY:2|GBPUSD:2,SHORT:23|LONG:16,london_newyork_overlap:16|london:12|tokyo:9|new_york:2
full2025_validation,light_or_anchor_pullback_exhaustion,high_quality,anchor_aligned,no_anchor_flip_entry,10,3,0.3,-37.97,69.93,-107.89999999999999,0.6481000926784061,-1.5844999999999998,-0.15844999999999998,0.6412723568032601,72.18,0.7218,-0.526045996120809,2,0.2,2,0.2,6,0.6,0.72941,0.65406,0.8,0.4,0.2,0.1,0.0,USDJPY:7|EURJPY:2|EURUSD:1,SHORT:8|LONG:2,london_newyork_overlap:5|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,high_quality,anchor_not_aligned,no_anchor_flip_entry,26,9,0.34615384615384615,37.21999999999998,242.25,-205.03,1.1815344095985953,1.6668000000000012,0.06410769230769235,1.194177471778562,133.48000000000002,1.3348000000000002,0.2788432724003594,3,0.11538461538461539,7,0.2692307692307692,16,0.6153846153846154,0.7192884615384615,0.45454615384615377,0.5384615384615384,0.4230769230769231,0.34615384615384615,0.23076923076923078,0.0,USDJPY:12|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:17|LONG:9,london_newyork_overlap:9|new_york:8|london:6|tokyo:3
full2025_validation,light_or_anchor_pullback_exhaustion,low_quality,anchor_aligned,anchor_flip_entry_direction,3,1,0.3333333333333333,6.699999999999999,31.79,-25.09,1.2670386608210442,0.22469999999999996,0.07489999999999998,1.2084028937117417,25.09,0.2509,0.2670386608210442,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.7715333333333333,0.6661,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,USDJPY:3,SHORT:3,london_newyork_overlap:2|tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,medium_quality,anchor_aligned,no_anchor_flip_entry,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
full2025_validation,light_or_anchor_pullback_exhaustion,medium_quality,anchor_not_aligned,no_anchor_flip_entry,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,light_or_anchor_pullback_m5pattern,high_quality,anchor_aligned,anchor_flip_entry_direction,66,18,0.2727272727272727,-64.22,442.95,-507.16999999999996,0.8733757911548397,-3.0065000000000013,-0.045553030303030324,0.8590846242178529,148.89,1.4889,-0.4313251393646316,2,0.030303030303030304,12,0.18181818181818182,52,0.7878787878787878,0.5754500000000002,0.487789393939394,0.4696969696969697,0.25757575757575757,0.21212121212121213,0.16666666666666666,0.0,USDJPY:40|EURUSD:12|GBPJPY:5|EURJPY:4|GBPUSD:3|AUDJPY:2,SHORT:36|LONG:30,london_newyork_overlap:32|london:16|tokyo:14|new_york:4
full2025_validation,light_or_anchor_pullback_m5pattern,high_quality,anchor_aligned,no_anchor_flip_entry,10,3,0.3,-36.75,69.93,-106.67999999999999,0.6555118110236221,-1.5844999999999998,-0.15844999999999998,0.6412723568032601,70.96000000000001,0.7096000000000001,-0.5178974069898534,2,0.2,2,0.2,6,0.6,0.72941,0.65406,0.8,0.4,0.2,0.1,0.0,USDJPY:7|EURJPY:2|EURUSD:1,SHORT:8|LONG:2,london_newyork_overlap:5|new_york:3|london:1|tokyo:1
full2025_validation,light_or_anchor_pullback_m5pattern,high_quality,anchor_not_aligned,no_anchor_flip_entry,25,9,0.36,43.2,240.57,-197.37000000000003,1.218878248974008,1.9858000000000011,0.07943200000000004,1.2402690897651514,133.22,1.3322,0.3242756342891458,3,0.12,7,0.28,15,0.6,0.730992,0.45807199999999987,0.56,0.44,0.36,0.24,0.0,USDJPY:11|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:17|LONG:8,london_newyork_overlap:8|new_york:8|london:6|tokyo:3
full2025_validation,light_or_anchor_pullback_m5pattern,low_quality,anchor_aligned,anchor_flip_entry_direction,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
full2025_validation,light_or_anchor_pullback_m5pattern,medium_quality,anchor_aligned,no_anchor_flip_entry,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,london:1
full2025_validation,light_or_anchor_pullback_m5pattern,medium_quality,anchor_not_aligned,no_anchor_flip_entry,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,one_anchor_pullback,high_quality,anchor_aligned,anchor_flip_entry_direction,46,12,0.2608695652173913,-41.130000000000024,321.19,-362.32000000000005,0.8864815632589974,-2.0311000000000012,-0.04415434782608698,0.8659481506903564,94.67000000000002,0.9467000000000001,-0.4344565332206614,1,0.021739130434782608,8,0.17391304347826086,37,0.8043478260869565,0.5740847826086959,0.4911608695652174,0.4782608695652174,0.2826086956521739,0.21739130434782608,0.17391304347826086,0.0,USDJPY:28|EURUSD:10|EURJPY:3|GBPJPY:2|GBPUSD:2|AUDJPY:1,SHORT:26|LONG:20,london_newyork_overlap:18|london:13|tokyo:12|new_york:3
full2025_validation,one_anchor_pullback,low_quality,anchor_aligned,anchor_flip_entry_direction,2,1,0.5,-7.460000000000001,4.18,-11.64,0.35910652920962194,-0.306,-0.153,0.3605015673981191,11.64,0.1164,-0.6408934707903781,0,0.0,0,0.0,2,1.0,0.8508,0.49360000000000004,1.0,1.0,0.0,0.0,0.0,EURJPY:1|USDJPY:1,SHORT:2,london:1|tokyo:1
full2025_validation,one_light_or_anchor_pullback,high_quality,anchor_aligned,anchor_flip_entry_direction,36,10,0.2777777777777778,17.169999999999995,293.61,-276.44000000000005,1.06211112718854,0.5553999999999999,0.015427777777777775,1.048680012621393,82.84,0.8284,0.2072670207629164,1,0.027777777777777776,8,0.2222222222222222,27,0.75,0.627525,0.5028805555555557,0.5277777777777778,0.3333333333333333,0.2777777777777778,0.19444444444444445,0.0,USDJPY:24|EURUSD:6|EURJPY:2|GBPUSD:2|AUDJPY:1|GBPJPY:1,SHORT:20|LONG:16,london_newyork_overlap:13|london:11|tokyo:11|new_york:1
full2025_validation,one_light_or_anchor_pullback,high_quality,anchor_aligned,no_anchor_flip_entry,8,3,0.375,-24.53,69.93,-94.46000000000001,0.7403133601524455,-1.003,-0.125375,0.7384956329031418,67.72999999999999,0.6772999999999999,-0.36217333530193424,2,0.25,2,0.25,4,0.5,0.7261250000000001,0.742875,0.75,0.375,0.25,0.125,0.0,USDJPY:5|EURJPY:2|EURUSD:1,SHORT:6|LONG:2,london_newyork_overlap:4|new_york:2|london:1|tokyo:1
full2025_validation,one_light_or_anchor_pullback,high_quality,anchor_not_aligned,no_anchor_flip_entry,13,6,0.46153846153846156,94.43,151.47,-57.03999999999999,2.655504908835905,3.9235999999999995,0.3018153846153846,2.6505132088170957,23.07,0.23070000000000002,4.093194625054183,0,0.0,4,0.3076923076923077,9,0.6923076923076923,0.7718076923076923,0.3455615384615384,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.0,USDJPY:6|EURUSD:4|GBPJPY:2|EURJPY:1,SHORT:8|LONG:5,new_york:6|london_newyork_overlap:4|london:3
full2025_validation,one_light_or_anchor_pullback,low_quality,anchor_aligned,anchor_flip_entry_direction,2,1,0.5,20.15,31.79,-11.64,2.731099656357388,0.8244,0.4122,2.722884012539185,11.64,0.1164,1.7310996563573882,0,0.0,1,0.5,1,0.5,1.09625,0.6598999999999999,1.0,1.0,0.5,0.5,0.0,USDJPY:2,SHORT:2,london_newyork_overlap:1|tokyo:1
full2025_validation,one_light_or_anchor_pullback,medium_quality,anchor_not_aligned,no_anchor_flip_entry,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
q1_quick,anchor_diag_first_break,high_quality,anchor_aligned,anchor_flip_entry_direction,21,6,0.2857142857142857,-72.19999999999999,124.44,-196.64,0.6328315703824248,-2.9609,-0.1409952380952381,0.6475286891100424,125.50999999999999,1.2550999999999999,-0.5752529678910047,2,0.09523809523809523,4,0.19047619047619047,15,0.7142857142857143,0.5891523809523809,0.5588380952380951,0.5238095238095238,0.23809523809523808,0.19047619047619047,0.19047619047619047,0.0,USDJPY:13|EURUSD:3|EURJPY:2|GBPJPY:2|AUDJPY:1,SHORT:17|LONG:4,london:7|london_newyork_overlap:6|tokyo:6|new_york:2
q1_quick,anchor_diag_first_break,high_quality,anchor_aligned,no_anchor_flip_entry,52,12,0.23076923076923078,-241.09000000000003,263.59,-504.67999999999995,0.5222913529365142,-10.332900000000004,-0.19870961538461546,0.5244606236883768,289.89000000000004,2.8989000000000003,-0.8316602849356652,7,0.1346153846153846,8,0.15384615384615385,37,0.7115384615384616,0.6229634615384613,0.5718115384615386,0.5384615384615384,0.34615384615384615,0.2692307692307692,0.11538461538461539,0.0,USDJPY:28|EURJPY:8|EURUSD:6|GBPJPY:5|GBPUSD:4|AUDJPY:1,SHORT:32|LONG:20,london_newyork_overlap:18|new_york:16|tokyo:11|london:7
q1_quick,anchor_diag_first_break,high_quality,anchor_not_aligned,no_anchor_flip_entry,31,7,0.22580645161290322,-251.73000000000005,52.23,-303.96,0.17183181997631267,-10.4922,-0.33845806451612903,0.18227729717091415,253.33000000000004,2.5333000000000006,-0.9936841274227293,6,0.1935483870967742,0,0.0,25,0.8064516129032258,0.43637096774193546,0.5768161290322582,0.3548387096774194,0.1935483870967742,0.06451612903225806,0.03225806451612903,0.0,USDJPY:18|GBPJPY:7|AUDJPY:2|EURUSD:2|EURJPY:1|GBPUSD:1,LONG:16|SHORT:15,london_newyork_overlap:12|new_york:9|london:6|tokyo:4
q1_quick,anchor_diag_first_break,low_quality,anchor_aligned,anchor_flip_entry_direction,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0,USDJPY:1,SHORT:1,london_newyork_overlap:1
q1_quick,anchor_diag_first_break,low_quality,anchor_aligned,no_anchor_flip_entry,2,0,0.0,-28.669999999999998,0,-28.669999999999998,0.0,-1.2395,-0.61975,0.0,28.669999999999998,0.28669999999999995,-1.0,1,0.5,0,0.0,1,0.5,0.5554,0.6525500000000001,0.5,0.5,0.5,0.0,0.0,GBPUSD:1|USDJPY:1,LONG:2,london:1|london_newyork_overlap:1
q1_quick,anchor_flip_first_break,high_quality,anchor_aligned,anchor_flip_entry_direction,34,10,0.29411764705882354,-78.94,204.68,-283.61999999999995,0.7216698399266626,-3.3238000000000008,-0.09775882352941179,0.721141342192914,107.55,1.0755,-0.7339841933984194,2,0.058823529411764705,6,0.17647058823529413,26,0.7647058823529411,0.562735294117647,0.5045617647058824,0.47058823529411764,0.23529411764705882,0.20588235294117646,0.17647058823529413,0.0,USDJPY:23|GBPJPY:4|EURJPY:3|EURUSD:3|AUDJPY:1,SHORT:25|LONG:9,london_newyork_overlap:13|london:10|tokyo:8|new_york:3
