period_id,variant,required_light_bucket,anchor_aligned_bucket,anchor_flip_entry_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_pullback_diag,required_light_pass,anchor_aligned,anchor_flip_entry_direction,2,2,1.0,62.0,62.0,0,inf,2.615,1.3075,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3075,0.72185,1.0,1.0,1.0,1.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
full2025_validation,anchor_pullback_diag,required_light_pass,anchor_aligned,no_anchor_flip_entry,3,1,0.3333333333333333,3.4399999999999977,30.65,-27.21,1.1264241087835354,0.13750000000000018,0.04583333333333339,1.115672583494574,27.21,0.2721,0.12642410878353538,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.7792333333333333,0.6506666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,USDJPY:2|EURJPY:1,SHORT:3,london_newyork_overlap:1|new_york:1|tokyo:1
full2025_validation,anchor_pullback_diag,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,11,5,0.45454545454545453,46.31,107.95,-61.64,1.7512978585334198,2.2285,0.20259090909090907,1.8048322438513489,27.83,0.2783,1.6640316205533598,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.6656545454545454,0.42077272727272724,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,USDJPY:5|GBPJPY:3|EURUSD:2|EURJPY:1,LONG:6|SHORT:5,new_york:5|london:4|london_newyork_overlap:2
full2025_validation,anchor_pullback_diag,required_light_reject,anchor_aligned,anchor_flip_entry_direction,54,12,0.2222222222222222,-278.40000000000003,238.67999999999998,-517.0799999999999,0.4615920167092133,-12.2988,-0.22775555555555554,0.4670168231103255,278.40000000000003,2.7840000000000003,-1.0,5,0.09259259259259259,7,0.12962962962962962,42,0.7777777777777778,0.5311444444444446,0.5948388888888888,0.46296296296296297,0.24074074074074073,0.16666666666666666,0.1111111111111111,0.018518518518518517,USDJPY:33|EURUSD:9|AUDJPY:4|EURJPY:3|GBPUSD:3|GBPJPY:2,SHORT:37|LONG:17,london_newyork_overlap:22|london:15|new_york:9|tokyo:8
full2025_validation,anchor_pullback_diag,required_light_reject,anchor_aligned,no_anchor_flip_entry,158,37,0.23417721518987342,-484.2699999999999,892.0699999999996,-1376.3400000000006,0.6481465335600209,-21.423600000000008,-0.13559240506329118,0.6492046208133091,541.5799999999999,5.415799999999999,-0.8941799918756231,17,0.10759493670886076,28,0.17721518987341772,113,0.7151898734177216,0.6407499999999997,0.5646145569620253,0.5379746835443038,0.35443037974683544,0.2848101265822785,0.14556962025316456,0.0,USDJPY:91|EURUSD:20|GBPUSD:18|EURJPY:12|GBPJPY:11|AUDJPY:6,SHORT:95|LONG:63,london_newyork_overlap:62|new_york:46|london:29|tokyo:21
full2025_validation,anchor_pullback_diag,required_light_reject,anchor_not_aligned,no_anchor_flip_entry,90,20,0.2222222222222222,-493.9700000000002,316.08000000000004,-810.0499999999998,0.3901981359175361,-21.579299999999996,-0.23976999999999996,0.3962802044544662,499.6000000000002,4.996000000000002,-0.9887309847878303,10,0.1111111111111111,8,0.08888888888888889,72,0.8,0.5297244444444444,0.5763155555555556,0.4222222222222222,0.26666666666666666,0.18888888888888888,0.06666666666666667,0.0,USDJPY:51|EURUSD:13|EURJPY:10|GBPJPY:7|AUDJPY:5|GBPUSD:4,LONG:49|SHORT:41,london_newyork_overlap:42|london:23|new_york:15|tokyo:10
full2025_validation,anchor_pullback_m5_reconfirm,required_light_pass,anchor_aligned,anchor_flip_entry_direction,1,0,0.0,-13.56,0,-13.56,0.0,-0.5732,-0.5732,0.0,13.56,0.1356,-1.0,0,0.0,0,0.0,1,1.0,0.0764,0.5732,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_pullback_m5_reconfirm,required_light_reject,anchor_aligned,anchor_flip_entry_direction,63,17,0.2698412698412698,-118.46,396.77000000000004,-515.23,0.7700832637851057,-5.443600000000004,-0.08640634920634928,0.7506321691648039,131.39,1.3138999999999998,-0.9015906842225436,2,0.031746031746031744,10,0.15873015873015872,51,0.8095238095238095,0.5331031746031748,0.4986476190476191,0.42857142857142855,0.2857142857142857,0.19047619047619047,0.15873015873015872,0.0,USDJPY:35|EURUSD:13|EURJPY:7|GBPJPY:4|GBPUSD:3|AUDJPY:1,SHORT:35|LONG:28,london_newyork_overlap:33|london:18|tokyo:11|new_york:1
full2025_validation,anchor_pullback_required,required_light_pass,anchor_aligned,anchor_flip_entry_direction,1,0,0.0,-13.56,0,-13.56,0.0,-0.5732,-0.5732,0.0,13.56,0.1356,-1.0,0,0.0,0,0.0,1,1.0,0.0764,0.5732,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,anchor_pullback_required,required_light_reject,anchor_aligned,anchor_flip_entry_direction,72,21,0.2916666666666667,-42.190000000000005,481.07000000000005,-523.26,0.9193708672552843,-2.0923000000000003,-0.029059722222222226,0.9047026940857644,112.27000000000001,1.1227,-0.37579050503251094,1,0.013888888888888888,12,0.16666666666666666,59,0.8194444444444444,0.5840597222222225,0.46560416666666665,0.4722222222222222,0.2916666666666667,0.20833333333333334,0.16666666666666666,0.0,USDJPY:40|EURUSD:15|EURJPY:7|GBPJPY:5|GBPUSD:3|AUDJPY:2,SHORT:41|LONG:31,london_newyork_overlap:35|london:19|tokyo:14|new_york:4
full2025_validation,base,required_light_reject,anchor_not_aligned,no_anchor_flip_entry,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,USDJPY:184|EURUSD:44|EURJPY:27|GBPUSD:25|GBPJPY:23|AUDJPY:15,SHORT:183|LONG:135,london_newyork_overlap:130|new_york:76|london:72|tokyo:40
full2025_validation,light,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,USDJPY:31|EURUSD:9|EURJPY:6|GBPJPY:4,SHORT:36|LONG:14,london_newyork_overlap:19|london:13|new_york:11|tokyo:7
full2025_validation,light_or_anchor_pullback,required_light_pass,anchor_aligned,anchor_flip_entry_direction,5,4,0.8,103.88999999999999,128.13,-24.24,5.285891089108911,4.2344,0.84688,5.201210437543407,24.239999999999995,0.24239999999999995,4.285891089108911,1,0.2,4,0.8,0,0.0,1.18704,0.65054,1.0,0.8,0.8,0.6,0.0,USDJPY:5,SHORT:4|LONG:1,london:2|tokyo:2|london_newyork_overlap:1
full2025_validation,light_or_anchor_pullback,required_light_pass,anchor_aligned,no_anchor_flip_entry,11,3,0.2727272727272727,-62.050000000000004,69.93,-131.98,0.52985300803152,-2.5845,-0.23495454545454544,0.5228908990215987,96.26,0.9626000000000001,-0.6446083523789736,3,0.2727272727272727,2,0.18181818181818182,6,0.5454545454545454,0.6703181818181818,0.6855090909090908,0.7272727272727273,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,USDJPY:8|EURJPY:2|EURUSD:1,SHORT:9|LONG:2,london_newyork_overlap:5|new_york:3|london:2|tokyo:1
full2025_validation,light_or_anchor_pullback,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,26,10,0.38461538461538464,59.650000000000006,257.02,-197.37000000000003,1.3022242488726754,2.680900000000001,0.1031115384615385,1.3243717407349151,133.22,1.3322,0.44775559225341544,3,0.11538461538461539,7,0.2692307692307692,16,0.6153846153846154,0.7528307692307692,0.45593076923076914,0.5769230769230769,0.46153846153846156,0.38461538461538464,0.23076923076923078,0.0,USDJPY:12|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:18|LONG:8,london_newyork_overlap:8|new_york:8|london:6|tokyo:4
full2025_validation,light_or_anchor_pullback,required_light_reject,anchor_aligned,anchor_flip_entry_direction,65,16,0.24615384615384617,-154.5300000000001,353.49,-508.0199999999999,0.6958190622416441,-6.843700000000003,-0.10528769230769235,0.6802875856076392,190.34000000000006,1.9034000000000006,-0.8118629820321532,1,0.015384615384615385,9,0.13846153846153847,55,0.8461538461538461,0.5410938461538464,0.4835384615384616,0.4461538461538462,0.24615384615384617,0.16923076923076924,0.13846153846153847,0.0,USDJPY:38|EURUSD:12|EURJPY:5|GBPJPY:5|GBPUSD:3|AUDJPY:2,SHORT:36|LONG:29,london_newyork_overlap:33|london:15|tokyo:13|new_york:4
full2025_validation,light_or_anchor_pullback_exhaustion,required_light_pass,anchor_aligned,anchor_flip_entry_direction,8,6,0.75,162.92,192.25,-29.33,6.5547221275144905,6.6174,0.827175,6.387007489417129,29.330000000000013,0.2933000000000001,5.554722127514488,1,0.125,6,0.75,1,0.125,1.2018375000000001,0.5150125,1.0,0.875,0.875,0.625,0.0,USDJPY:6|EURJPY:1|EURUSD:1,SHORT:6|LONG:2,london:3|london_newyork_overlap:3|tokyo:2
full2025_validation,light_or_anchor_pullback_exhaustion,required_light_pass,anchor_aligned,no_anchor_flip_entry,11,3,0.2727272727272727,-62.56999999999999,69.93,-132.5,0.5277735849056604,-2.5845,-0.23495454545454544,0.5228908990215987,96.78,0.9678000000000001,-0.646517875594131,3,0.2727272727272727,2,0.18181818181818182,6,0.5454545454545454,0.6703181818181818,0.6855090909090908,0.7272727272727273,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,USDJPY:8|EURJPY:2|EURUSD:1,SHORT:9|LONG:2,london_newyork_overlap:5|new_york:3|london:2|tokyo:1
full2025_validation,light_or_anchor_pullback_exhaustion,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,27,10,0.37037037037037035,53.66999999999997,258.7,-205.03,1.2617665707457444,2.361900000000001,0.08747777777777782,1.2751546499842727,133.48000000000002,1.3348000000000002,0.40208270902007764,3,0.1111111111111111,7,0.25925925925925924,17,0.6296296296296297,0.7407518518518518,0.45261481481481475,0.5555555555555556,0.4444444444444444,0.37037037037037035,0.2222222222222222,0.0,USDJPY:13|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:18|LONG:9,london_newyork_overlap:9|new_york:8|london:6|tokyo:4
full2025_validation,light_or_anchor_pullback_exhaustion,required_light_reject,anchor_aligned,anchor_flip_entry_direction,34,6,0.17647058823529413,-232.91000000000003,92.59,-325.4999999999999,0.2844546850998465,-9.831900000000003,-0.2891735294117648,0.27800052872752906,232.91000000000003,2.3291000000000004,-1.0,1,0.029411764705882353,2,0.058823529411764705,31,0.9117647058823529,0.5425470588235295,0.49868529411764717,0.5,0.29411764705882354,0.08823529411764706,0.08823529411764706,0.0,USDJPY:17|EURUSD:7|EURJPY:3|GBPJPY:3|AUDJPY:2|GBPUSD:2,SHORT:20|LONG:14,london_newyork_overlap:15|london:9|tokyo:8|new_york:2
full2025_validation,light_or_anchor_pullback_m5pattern,required_light_pass,anchor_aligned,anchor_flip_entry_direction,5,4,0.8,103.88999999999999,128.13,-24.24,5.285891089108911,4.2344,0.84688,5.201210437543407,24.239999999999995,0.24239999999999995,4.285891089108911,1,0.2,4,0.8,0,0.0,1.18704,0.65054,1.0,0.8,0.8,0.6,0.0,USDJPY:5,SHORT:4|LONG:1,london:2|tokyo:2|london_newyork_overlap:1
full2025_validation,light_or_anchor_pullback_m5pattern,required_light_pass,anchor_aligned,no_anchor_flip_entry,11,3,0.2727272727272727,-61.35,69.93,-131.28,0.5326782449725778,-2.5845,-0.23495454545454544,0.5228908990215987,95.56,0.9556,-0.642005023022185,3,0.2727272727272727,2,0.18181818181818182,6,0.5454545454545454,0.6703181818181818,0.6855090909090908,0.7272727272727273,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,USDJPY:8|EURJPY:2|EURUSD:1,SHORT:9|LONG:2,london_newyork_overlap:5|new_york:3|london:2|tokyo:1
full2025_validation,light_or_anchor_pullback_m5pattern,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,26,10,0.38461538461538464,59.650000000000006,257.02,-197.37000000000003,1.3022242488726754,2.680900000000001,0.1031115384615385,1.3243717407349151,133.22,1.3322,0.44775559225341544,3,0.11538461538461539,7,0.2692307692307692,16,0.6153846153846154,0.7528307692307692,0.45593076923076914,0.5769230769230769,0.46153846153846156,0.38461538461538464,0.23076923076923078,0.0,USDJPY:12|EURUSD:7|GBPJPY:4|EURJPY:3,SHORT:18|LONG:8,london_newyork_overlap:8|new_york:8|london:6|tokyo:4
full2025_validation,light_or_anchor_pullback_m5pattern,required_light_reject,anchor_aligned,anchor_flip_entry_direction,62,15,0.24193548387096775,-136.32000000000005,346.61,-482.92999999999995,0.7177230654546208,-5.9380000000000015,-0.09577419354838712,0.7078848462189341,181.10000000000005,1.8110000000000004,-0.7527332965212591,1,0.016129032258064516,9,0.14516129032258066,52,0.8387096774193549,0.5378612903225808,0.48006935483870977,0.43548387096774194,0.22580645161290322,0.1774193548387097,0.14516129032258066,0.0,USDJPY:36|EURUSD:12|GBPJPY:5|EURJPY:4|GBPUSD:3|AUDJPY:2,SHORT:33|LONG:29,london_newyork_overlap:32|london:14|tokyo:12|new_york:4
full2025_validation,one_anchor_pullback,required_light_pass,anchor_aligned,anchor_flip_entry_direction,1,0,0.0,-13.56,0,-13.56,0.0,-0.5732,-0.5732,0.0,13.56,0.1356,-1.0,0,0.0,0,0.0,1,1.0,0.0764,0.5732,0.0,0.0,0.0,0.0,0.0,USDJPY:1,SHORT:1,tokyo:1
full2025_validation,one_anchor_pullback,required_light_reject,anchor_aligned,anchor_flip_entry_direction,47,13,0.2765957446808511,-35.03000000000001,325.37,-360.40000000000003,0.9028024417314094,-1.7639000000000014,-0.03752978723404258,0.8828510516773043,90.49000000000001,0.9049000000000001,-0.38711459829815453,1,0.02127659574468085,8,0.1702127659574468,38,0.8085106382978723,0.596448936170213,0.48951914893617016,0.5106382978723404,0.3191489361702128,0.2127659574468085,0.1702127659574468,0.0,USDJPY:28|EURUSD:10|EURJPY:4|GBPJPY:2|GBPUSD:2|AUDJPY:1,SHORT:27|LONG:20,london_newyork_overlap:18|london:14|tokyo:12|new_york:3
full2025_validation,one_light_or_anchor_pullback,required_light_pass,anchor_aligned,anchor_flip_entry_direction,5,4,0.8,104.21999999999998,129.32999999999998,-25.11,5.150537634408602,4.2344,0.84688,5.201210437543407,25.11,0.2511,4.150537634408602,1,0.2,4,0.8,0,0.0,1.18704,0.65054,1.0,0.8,0.8,0.6,0.0,USDJPY:5,SHORT:4|LONG:1,london:2|tokyo:2|london_newyork_overlap:1
full2025_validation,one_light_or_anchor_pullback,required_light_pass,anchor_aligned,no_anchor_flip_entry,8,3,0.375,-24.53,69.93,-94.46000000000001,0.7403133601524455,-1.003,-0.125375,0.7384956329031418,67.72999999999999,0.6772999999999999,-0.36217333530193424,2,0.25,2,0.25,4,0.5,0.7261250000000001,0.742875,0.75,0.375,0.25,0.125,0.0,USDJPY:5|EURJPY:2|EURUSD:1,SHORT:6|LONG:2,london_newyork_overlap:4|new_york:2|london:1|tokyo:1
full2025_validation,one_light_or_anchor_pullback,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,14,7,0.5,110.88000000000001,167.92,-57.03999999999999,2.9438990182328193,4.6187,0.32990714285714284,2.9429160356722197,23.07,0.23070000000000002,4.806241872561769,0,0.0,4,0.2857142857142857,10,0.7142857142857143,0.80945,0.3496214285714285,0.5714285714285714,0.5,0.5,0.21428571428571427,0.0,USDJPY:7|EURUSD:4|GBPJPY:2|EURJPY:1,SHORT:9|LONG:5,new_york:6|london_newyork_overlap:4|london:3|tokyo:1
full2025_validation,one_light_or_anchor_pullback,required_light_reject,anchor_aligned,anchor_flip_entry_direction,33,7,0.21212121212121213,-66.89999999999999,196.07,-262.97,0.74559835722706,-2.8546000000000005,-0.08650303030303032,0.7376238533796575,74.5,0.745,-0.8979865771812079,0,0.0,5,0.15151515151515152,28,0.8484848484848485,0.5711575757575758,0.4900242424242424,0.48484848484848486,0.30303030303030304,0.21212121212121213,0.15151515151515152,0.0,USDJPY:21|EURUSD:6|EURJPY:2|GBPUSD:2|AUDJPY:1|GBPJPY:1,SHORT:18|LONG:15,london_newyork_overlap:13|tokyo:10|london:9|new_york:1
q1_quick,anchor_diag_first_break,required_light_pass,anchor_aligned,anchor_flip_entry_direction,2,2,1.0,62.0,62.0,0,inf,2.615,1.3075,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3075,0.72185,1.0,1.0,1.0,1.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
q1_quick,anchor_diag_first_break,required_light_pass,anchor_not_aligned,no_anchor_flip_entry,4,1,0.25,-18.18,8.97,-27.15,0.33038674033149174,-0.7038000000000001,-0.17595000000000002,0.3984615384615384,18.18,0.1818,-1.0,0,0.0,0,0.0,4,1.0,0.46915,0.435125,0.5,0.25,0.0,0.0,0.0,GBPJPY:3|USDJPY:1,LONG:2|SHORT:2,new_york:3|london:1
q1_quick,anchor_diag_first_break,required_light_reject,anchor_aligned,anchor_flip_entry_direction,20,5,0.25,-102.41,94.23,-196.64,0.4792005695687551,-4.2730000000000015,-0.21365000000000006,0.49133374601209456,155.72,1.5572,-0.6576547649627537,2,0.1,3,0.15,15,0.75,0.553005,0.5557399999999999,0.5,0.2,0.15,0.15,0.0,USDJPY:12|EURUSD:3|EURJPY:2|GBPJPY:2|AUDJPY:1,SHORT:16|LONG:4,london:6|london_newyork_overlap:6|tokyo:6|new_york:2
q1_quick,anchor_diag_first_break,required_light_reject,anchor_aligned,no_anchor_flip_entry,54,12,0.2222222222222222,-269.76000000000005,263.59,-533.35,0.49421580575607005,-11.572400000000005,-0.2143037037037038,0.496157747852475,318.56000000000006,3.185600000000001,-0.8468106479156203,8,0.14814814814814814,8,0.14814814814814814,38,0.7037037037037037,0.620461111111111,0.574801851851852,0.5370370370370371,0.35185185185185186,0.2777777777777778,0.1111111111111111,0.0,USDJPY:29|EURJPY:8|EURUSD:6|GBPJPY:5|GBPUSD:5|AUDJPY:1,SHORT:32|LONG:22,london_newyork_overlap:19|new_york:16|tokyo:11|london:8
q1_quick,anchor_diag_first_break,required_light_reject,anchor_not_aligned,no_anchor_flip_entry,27,6,0.2222222222222222,-233.55000000000004,43.26,-276.81,0.15628048119648855,-9.788400000000003,-0.36253333333333343,0.16058657062001544,235.15000000000003,2.3515000000000006,-0.9931958324473741,6,0.2222222222222222,0,0.0,21,0.7777777777777778,0.4315148148148148,0.5978074074074075,0.3333333333333333,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.0,USDJPY:17|GBPJPY:4|AUDJPY:2|EURUSD:2|EURJPY:1|GBPUSD:1,LONG:14|SHORT:13,london_newyork_overlap:12|new_york:6|london:5|tokyo:4
q1_quick,anchor_flip_first_break,required_light_pass,anchor_aligned,anchor_flip_entry_direction,2,2,1.0,62.0,62.0,0,inf,2.615,1.3075,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3075,0.72185,1.0,1.0,1.0,1.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
q1_quick,anchor_flip_first_break,required_light_reject,anchor_aligned,anchor_flip_entry_direction,33,9,0.2727272727272727,-109.14999999999998,174.47000000000003,-283.61999999999995,0.6151540794020169,-4.6359,-0.14048181818181818,0.6110593742921145,137.76,1.3776,-0.7923199767711961,2,0.06060606060606061,5,0.15151515151515152,26,0.7878787878787878,0.5400272727272726,0.501039393939394,0.45454545454545453,0.21212121212121213,0.18181818181818182,0.15151515151515152,0.0,USDJPY:22|GBPJPY:4|EURJPY:3|EURUSD:3|AUDJPY:1,SHORT:24|LONG:9,london_newyork_overlap:13|london:9|tokyo:8|new_york:3
q1_quick,anchor_flip_first_break_fresh,required_light_pass,anchor_aligned,anchor_flip_entry_direction,2,2,1.0,62.0,62.0,0,inf,2.615,1.3075,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3075,0.72185,1.0,1.0,1.0,1.0,0.0,USDJPY:2,SHORT:2,london:1|london_newyork_overlap:1
q1_quick,anchor_flip_first_break_fresh,required_light_reject,anchor_aligned,anchor_flip_entry_direction,33,9,0.2727272727272727,-109.14999999999998,174.47000000000003,-283.61999999999995,0.6151540794020169,-4.6359,-0.14048181818181818,0.6110593742921145,137.76,1.3776,-0.7923199767711961,2,0.06060606060606061,5,0.15151515151515152,26,0.7878787878787878,0.5400272727272726,0.501039393939394,0.45454545454545453,0.21212121212121213,0.18181818181818182,0.15151515151515152,0.0,USDJPY:22|GBPJPY:4|EURJPY:3|EURUSD:3|AUDJPY:1,SHORT:24|LONG:9,london_newyork_overlap:13|london:9|tokyo:8|new_york:3
