"timestamp","run_index","run_id","status","exit_code","duration_seconds","report_path","summary_path"
"2026-07-10T11:24:01.5162049+09:00","1","q1_base","completed","0","71","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_base_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_base\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:24:41.1073400+09:00","2","q1_light","completed","0","40","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_light_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_light\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:25:34.0187245+09:00","3","q1_anchor_diag_first_break","completed","0","53","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_diag_first_break_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_diag_first_break\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:26:17.1426794+09:00","4","q1_anchor_flip_first_break","completed","0","43","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_flip_first_break_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_flip_first_break\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:27:00.3432753+09:00","5","q1_anchor_flip_first_break_fresh","completed","0","43","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_flip_first_break_fresh_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_flip_first_break_fresh\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:27:53.5964072+09:00","6","q1_anchor_pullback_diag","completed","0","53","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_pullback_diag_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_pullback_diag\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:28:34.7924584+09:00","7","q1_anchor_pullback_required","completed","0","41","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_pullback_required_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_pullback_required\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:29:11.6182118+09:00","8","q1_anchor_pullback_m5_reconfirm","completed","0","37","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_anchor_pullback_m5_reconfirm_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_anchor_pullback_m5_reconfirm\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:29:55.1328659+09:00","9","q1_light_or_anchor_pullback","completed","0","43","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_light_or_anchor_pullback_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_light_or_anchor_pullback\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
"2026-07-10T11:30:36.4125114+09:00","10","q1_light_or_anchor_pullback_m5pattern","completed","0","41","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\2FA8A7E69CED7DC259B1AD86A247F675\MQL5\Experts\dev\reports\backtest\ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_anchor_first_q1_light_or_anchor_pullback_m5pattern_report.html","C:\Users\windows\AppData\Roaming\MetaQuotes\Terminal\Common\Files\fx_session_reversal_m15_anchor_first_break_q1_light_or_anchor_pullback_m5pattern\fxsessionrev_session_reversal_pullback_all_symbols_first120_summary.csv"
