period_id,variant,m15_anchor_bias_state,anchor_aligned_bucket,anchor_opposite_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,symbol_distribution,direction_distribution,session_distribution
full2025_validation,anchor_diag_first_break,bias_flip_down,anchor_aligned,anchor_not_opposite,39,10,0.2564102564102564,-157.01000000000002,232.66999999999996,-389.6799999999999,0.5970796551016219,-7.0589,-0.18099743589743592,0.5925340137036118,188.39000000000001,1.8839000000000001,-0.8334306491852009,5,0.1282051282051282,7,0.1794871794871795,27,0.6923076923076923,0.6171743589743591,0.6001153846153845,0.5641025641025641,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,USDJPY:26|AUDJPY:4|EURJPY:3|EURUSD:3|GBPJPY:2|GBPUSD:1,SHORT:39,london_newyork_overlap:15|london:13|new_york:6|tokyo:5
full2025_validation,anchor_diag_first_break,bias_flip_down,anchor_not_aligned,anchor_opposite,13,1,0.07692307692307693,-78.32,29.52,-107.84,0.2737388724035608,-3.4849,-0.2680692307692308,0.27244827658197457,78.32,0.7831999999999999,-1.0,0,0.0,1,0.07692307692307693,12,0.9230769230769231,0.39219230769230773,0.5253538461538462,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,USDJPY:5|EURJPY:3|GBPJPY:2|AUDJPY:1|EURUSD:1|GBPUSD:1,LONG:13,london_newyork_overlap:6|london:3|new_york:3|tokyo:1
full2025_validation,anchor_diag_first_break,bias_flip_up,anchor_aligned,anchor_not_opposite,17,4,0.23529411764705882,-59.38999999999999,68.00999999999999,-127.39999999999999,0.5338304552590266,-2.6249,-0.15440588235294117,0.5436147092062941,62.53999999999999,0.6254,-0.9496322353693636,0,0.0,2,0.11764705882352941,15,0.8823529411764706,0.4251176470588236,0.5976764705882353,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.058823529411764705,USDJPY:9|EURUSD:6|GBPUSD:2,LONG:17,london_newyork_overlap:8|london:3|new_york:3|tokyo:3
full2025_validation,anchor_diag_first_break,bias_flip_up,anchor_not_aligned,anchor_opposite,8,4,0.5,-27.33,40.0,-67.33,0.5940888162780336,-1.2538000000000002,-0.15672500000000003,0.5929749383196987,67.33,0.6732999999999999,-0.40591118372196644,1,0.125,0,0.0,7,0.875,0.8045375,0.55265,0.875,0.375,0.25,0.125,0.0,USDJPY:3|EURUSD:2|GBPJPY:2|AUDJPY:1,SHORT:8,london_newyork_overlap:3|new_york:3|london:1|tokyo:1
full2025_validation,anchor_diag_first_break,long_bias,anchor_aligned,anchor_not_opposite,63,18,0.2857142857142857,-60.35000000000001,399.63,-459.9799999999999,0.8687986434192793,-2.723299999999999,-0.043226984126984114,0.8670309120293743,143.61,1.4361000000000002,-0.42023535965462017,1,0.015873015873015872,13,0.20634920634920634,49,0.7777777777777778,0.5918539682539684,0.5293650793650795,0.49206349206349204,0.30158730158730157,0.30158730158730157,0.19047619047619047,0.0,USDJPY:42|EURUSD:7|GBPUSD:5|EURJPY:4|GBPJPY:3|AUDJPY:2,LONG:63,new_york:22|london_newyork_overlap:19|london:13|tokyo:9
full2025_validation,anchor_diag_first_break,long_bias,anchor_not_aligned,anchor_opposite,38,11,0.2894736842105263,-161.37000000000003,202.74999999999997,-364.12000000000006,0.5568219268373062,-6.658700000000001,-0.1752289473684211,0.5807339218476494,218.81,2.1881,-0.7374891458342856,8,0.21052631578947367,6,0.15789473684210525,24,0.631578947368421,0.6529000000000001,0.5867342105263158,0.5263157894736842,0.39473684210526316,0.2894736842105263,0.10526315789473684,0.0,USDJPY:20|EURUSD:8|EURJPY:5|GBPJPY:2|GBPUSD:2|AUDJPY:1,SHORT:38,london_newyork_overlap:16|london:13|new_york:5|tokyo:4
full2025_validation,anchor_diag_first_break,short_bias,anchor_aligned,anchor_not_opposite,98,20,0.20408163265306123,-420.47999999999996,523.0899999999999,-943.5700000000004,0.5543732844410056,-18.562800000000003,-0.18941632653061227,0.5556959752988908,456.84,4.5684,-0.9204097714736013,16,0.16326530612244897,16,0.16326530612244897,66,0.673469387755102,0.676422448979592,0.5899091836734692,0.5714285714285714,0.3877551020408163,0.2755102040816326,0.12244897959183673,0.0,USDJPY:51|EURUSD:13|GBPUSD:13|EURJPY:9|GBPJPY:8|AUDJPY:4,SHORT:98,london_newyork_overlap:44|new_york:25|london:16|tokyo:13
full2025_validation,anchor_diag_first_break,short_bias,anchor_not_aligned,anchor_opposite,42,9,0.21428571428571427,-180.63999999999996,151.76000000000002,-332.3999999999999,0.45655836341756934,-7.9534,-0.18936666666666668,0.4611773154389698,226.79999999999998,2.268,-0.7964726631393296,2,0.047619047619047616,4,0.09523809523809523,36,0.8571428571428571,0.44410476190476184,0.5464333333333334,0.3333333333333333,0.21428571428571427,0.16666666666666666,0.047619047619047616,0.0,USDJPY:28|EURUSD:4|GBPJPY:4|EURJPY:3|AUDJPY:2|GBPUSD:1,LONG:42,london_newyork_overlap:19|london:10|new_york:9|tokyo:4
full2025_validation,anchor_flip_first_break,bias_flip_down,anchor_aligned,anchor_not_opposite,77,21,0.2727272727272727,-207.17000000000004,520.24,-727.4099999999997,0.7151950069424399,-8.764900000000003,-0.11382987012987017,0.7149876271026611,268.39000000000004,2.6839000000000004,-0.7718991020529826,8,0.1038961038961039,15,0.19480519480519481,54,0.7012987012987013,0.634042857142857,0.5455831168831166,0.5454545454545454,0.33766233766233766,0.24675324675324675,0.16883116883116883,0.0,USDJPY:45|EURUSD:10|GBPJPY:9|EURJPY:7|AUDJPY:4|GBPUSD:2,SHORT:77,london_newyork_overlap:34|london:22|tokyo:12|new_york:9
full2025_validation,anchor_flip_first_break,bias_flip_up,anchor_aligned,anchor_not_opposite,45,14,0.3111111111111111,-42.73999999999999,286.66,-329.39999999999986,0.8702489374620527,-1.8365000000000005,-0.040811111111111124,0.8683361532505522,83.1,0.831,-0.5143200962695547,0,0.0,8,0.17777777777777778,37,0.8222222222222222,0.5589511111111111,0.5191644444444444,0.4444444444444444,0.26666666666666666,0.2222222222222222,0.17777777777777778,0.022222222222222223,USDJPY:27|EURUSD:8|GBPUSD:5|EURJPY:3|AUDJPY:1|GBPJPY:1,LONG:45,london_newyork_overlap:19|london:11|tokyo:10|new_york:5
