subject_id,subject_type,symbol,market_cluster_id,shock_direction,decision_seconds,horizon_seconds,anchor_msc,server_day,feature_status,feature_reason,primary_population,control_population,episode_class,y_cont,y_rev,continuation_result,reversal_result,continuation_first_touch_msc,reversal_first_touch_msc,continuation_gross_r,reversal_gross_r,continuation_stressed_r,reversal_stressed_r,continuation_mfe,continuation_mae,reversal_mfe,reversal_mae,fold,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,60,300,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741106817343.0,1741106817343.0,-0.30952381,-0.20238095,-0.39732143,-0.29017857,0.00012,0.00033,0.0,0.00054,-1,-3.177095021929,-4.780430353986,-0.484131494833,-0.380114995367,-1.0,-1.0,1.0,1.0,-1.0,-0.000410315828,-0.000498793252,-0.001776820603,0.000498793252,0.51756440281,0.40472027972,0.000230265247,0.000448537389,0.000680894757,0.000410315828,0.000271733824,0.000309263135,1.326753118709,0.153699256022,0.8359375,0.00022,0.955419903401,1.690691816245,137.0,31.0,1.0,0.090909090909,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,60,600,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741107116139.0,1741107116139.0,-0.23809524,-0.26190476,-0.32440476,-0.34821429,0.00012,0.00053,0.00011,0.00054,-1,-3.177095021929,-4.780430353986,-0.484131494833,-0.380114995367,-1.0,-1.0,1.0,1.0,-1.0,-0.000410315828,-0.000498793252,-0.001776820603,0.000498793252,0.51756440281,0.40472027972,0.000230265247,0.000448537389,0.000680894757,0.000410315828,0.000271733824,0.000309263135,1.326753118709,0.153699256022,0.8359375,0.00022,0.955419903401,1.690691816245,137.0,31.0,1.0,0.090909090909,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,60,900,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741107415797.0,1741107415797.0,-0.1547619,-0.35714286,-0.24255952,-0.44494048,0.00012,0.00053,0.00011,0.00054,-1,-3.177095021929,-4.780430353986,-0.484131494833,-0.380114995367,-1.0,-1.0,1.0,1.0,-1.0,-0.000410315828,-0.000498793252,-0.001776820603,0.000498793252,0.51756440281,0.40472027972,0.000230265247,0.000448537389,0.000680894757,0.000410315828,0.000271733824,0.000309263135,1.326753118709,0.153699256022,0.8359375,0.00022,0.955419903401,1.690691816245,137.0,31.0,1.0,0.090909090909,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,120,300,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741106817343.0,1741106817343.0,-0.63095238,0.11904762,-0.71875,0.03125,0.0,0.0006,0.00017,0.00023,-1,-3.930057750019,-5.595175443765,-0.57985933944,-0.416991768384,-1.0,-1.0,1.0,1.0,-1.0,-0.000563452854,-0.000941593132,-0.001504515842,0.000941593132,0.47582697201,0.355769230769,0.000238817729,0.000448537389,0.000680894757,0.000563452854,0.000366638332,0.000265033787,2.125966127719,0.153768584723,0.7578125,0.00022,0.921204638503,1.691454431965,131.0,234.0,1.0,0.090909090909,250.0,2.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,120,600,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741107116139.0,1741107116139.0,-0.55952381,0.05952381,-0.64583333,-0.02678571,0.0,0.0008,0.00038,0.00023,-1,-3.930057750019,-5.595175443765,-0.57985933944,-0.416991768384,-1.0,-1.0,1.0,1.0,-1.0,-0.000563452854,-0.000941593132,-0.001504515842,0.000941593132,0.47582697201,0.355769230769,0.000238817729,0.000448537389,0.000680894757,0.000563452854,0.000366638332,0.000265033787,2.125966127719,0.153768584723,0.7578125,0.00022,0.921204638503,1.691454431965,131.0,234.0,1.0,0.090909090909,250.0,2.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_1,SHOCK,AUDUSD,543,SHORT,120,900,1741106515750,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741107415797.0,1741107415797.0,-0.47619048,-0.03571429,-0.5639881,-0.1235119,0.0,0.0008,0.00038,0.00023,-1,-3.930057750019,-5.595175443765,-0.57985933944,-0.416991768384,-1.0,-1.0,1.0,1.0,-1.0,-0.000563452854,-0.000941593132,-0.001504515842,0.000941593132,0.47582697201,0.355769230769,0.000238817729,0.000448537389,0.000680894757,0.000563452854,0.000366638332,0.000265033787,2.125966127719,0.153768584723,0.7578125,0.00022,0.921204638503,1.691454431965,131.0,234.0,1.0,0.090909090909,250.0,2.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_10,SHOCK,AUDUSD,727,SHORT,120,300,1741128601250,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741128901465.0,1741128901465.0,-0.42857143,-0.07142857,-0.51488095,-0.1577381,0.0,0.00041,0.0,0.00027,-1,-2.181337147466,-1.63600857213,-0.415021917653,-0.075128257754,1.0,1.0,1.0,-1.0,-1.0,-0.000168010081,-0.000967671067,-0.000407975527,0.000967671067,0.160883280757,0.817161716172,0.000177317702,0.000416267908,0.000800521125,0.000168010081,0.000268962545,0.000214382542,0.783692924444,0.191844440872,0.7734375,0.00023,1.297106817791,2.206211070026,121.0,322.0,1.0,0.086956521739,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_10,SHOCK,AUDUSD,727,SHORT,120,600,1741128601250,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741129201279.0,1741129201279.0,-0.42857143,-0.0952381,-0.51785714,-0.18452381,0.0,0.00041,0.0,0.00027,-1,-2.181337147466,-1.63600857213,-0.415021917653,-0.075128257754,1.0,1.0,1.0,-1.0,-1.0,-0.000168010081,-0.000967671067,-0.000407975527,0.000967671067,0.160883280757,0.817161716172,0.000177317702,0.000416267908,0.000800521125,0.000168010081,0.000268962545,0.000214382542,0.783692924444,0.191844440872,0.7734375,0.00023,1.297106817791,2.206211070026,121.0,322.0,1.0,0.086956521739,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_10,SHOCK,AUDUSD,727,SHORT,120,900,1741128601250,2025-03-04,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741129501473.0,1741129501473.0,-0.42857143,-0.0952381,-0.51785714,-0.18452381,0.0,0.00066,0.00023,0.00027,-1,-2.181337147466,-1.63600857213,-0.415021917653,-0.075128257754,1.0,1.0,1.0,-1.0,-1.0,-0.000168010081,-0.000967671067,-0.000407975527,0.000967671067,0.160883280757,0.817161716172,0.000177317702,0.000416267908,0.000800521125,0.000168010081,0.000268962545,0.000214382542,0.783692924444,0.191844440872,0.7734375,0.00023,1.297106817791,2.206211070026,121.0,322.0,1.0,0.086956521739,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_100,SHOCK,AUDUSD,3283,LONG,120,300,1741573061500,2025-03-10,AVAILABLE,AVAILABLE,True,False,NEITHER,0,0,TIMEOUT,TIMEOUT,1741573362155.0,1741573362155.0,-0.33695652,-0.15217391,-0.41983696,-0.23505435,0.0,0.00039,0.0,0.00028,0,2.104280201508,1.167973839776,0.639285939725,0.107371366526,-1.0,-1.0,-1.0,-1.0,-1.0,-7.9305915e-05,0.000785468088,0.000793405257,0.000785468088,0.316455696203,0.461318051576,0.000158239289,0.000336597209,0.000564757777,7.9305915e-05,0.000325072233,0.000240769203,0.329385626145,0.060641407799,0.8203125,0.00024,1.516690336227,2.910787574394,50.0,202.0,1.0,0.02,250.0,3.0,-0.333333333333,1.0,1.0
