subject_id,subject_type,symbol,market_cluster_id,shock_direction,decision_seconds,horizon_seconds,anchor_msc,server_day,feature_status,feature_reason,primary_population,control_population,episode_class,y_cont,y_rev,continuation_result,reversal_result,continuation_first_touch_msc,reversal_first_touch_msc,continuation_gross_r,reversal_gross_r,continuation_stressed_r,reversal_stressed_r,continuation_mfe,continuation_mae,reversal_mfe,reversal_mae,fold,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36
ts15g_economic_path_r3_202503_AUDUSD_mh_11,SHOCK,AUDUSD,734,SHORT,60,900,1741129758500,2025-03-04,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741129906628.0,1741130481057.0,-1.01041667,1.20833333,-1.09375,1.125,0.0,0.00097,0.00117,0.00036,-1,-0.00360948987,-0.256003105765,-0.178575164961,-0.099510790674,-1.0,1.0,1.0,-1.0,-1.0,0.000376013541,0.000111989249,5.5993057e-05,-0.000111989249,0.035897435897,0.837623762376,0.000174119383,0.000422695029,0.000793377825,0.000376013541,0.000184182747,0.000143331264,2.623388161908,0.336271405437,0.0703125,0.00022,1.263500914231,3.698985459808,133.0,147.0,1.0,0.086956521739,250.0,7.0,-1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_11,SHOCK,AUDUSD,734,SHORT,120,900,1741129758500,2025-03-04,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741129915096.0,1741130489867.0,-1.01136364,1.20454545,-1.09659091,1.12073864,0.0,0.00089,0.00115,0.00026,-1,1.445682759247,1.195031590607,-0.11230012926,-0.075311132193,-1.0,1.0,1.0,-1.0,-1.0,-9.5990017e-05,3.199872e-05,0.000176005633,-3.199872e-05,0.122222222222,0.870627062706,0.000174182285,0.000422695029,0.000793377825,9.5990017e-05,0.000188983873,0.000134341538,0.714522244846,0.336136963558,0.0546875,0.00024,1.377866874829,4.033643562697,110.0,35.0,1.0,0.086956521739,250.0,7.0,-1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_208,SHOCK,AUDUSD,5172,LONG,60,900,1741879802000,2025-03-13,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741879948786.0,1741880495947.0,-1.03125,1.20833333,-1.11197917,1.12890625,0.0,0.00099,0.00118,0.00019,1,3.16066685232,3.363571556331,0.578940355165,0.228896706253,1.0,-1.0,-1.0,-1.0,-1.0,0.001033090781,0.001510262119,0.001661413856,0.001510262119,0.609329446064,0.244995233556,0.000232075943,0.00030064808,0.000484166642,0.001033090781,0.000482031261,0.000304249932,3.395533321994,13.776186213858,1.0,0.00026,1.120322928374,2.663054584092,186.0,142.0,2.0,2.16935483871,250.0,26.0,-0.307692307692,0.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_292,SHOCK,AUDUSD,6866,LONG,120,900,1742421936250,2025-03-19,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1742422620025.0,1742422831595.0,-1.0,1.20238095,-1.08928571,1.11458333,0.00019,0.00084,0.00101,0.00063,2,1.954407486852,4.65284427514,0.337413672308,0.467365302713,1.0,1.0,-1.0,1.0,-1.0,0.000102251499,0.000251714808,0.000692368242,0.000251714808,0.335877862595,0.83572216097,0.000221585348,0.000486007644,0.000641625625,0.000102251499,0.000120423711,0.00017909967,0.570919531034,0.0,0.5078125,0.00022,0.992845431659,2.422009306623,108.0,251.0,2.0,0.0,250.0,1.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_383,SHOCK,AUDUSD,8092,LONG,120,900,1742922010500,2025-03-25,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1742922296697.0,1742922617385.0,-1.01136364,1.20454545,-1.09659091,1.11789773,0.0,0.00089,0.0011,0.00022,3,-0.217893242052,-0.825207565533,-0.253795473872,-0.171399896526,-1.0,1.0,1.0,1.0,1.0,-0.000221543526,0.000205762946,-0.000585401373,0.000205762946,0.262411347518,0.873134328358,0.00014214678,0.000269919426,0.000465284079,0.000221543526,0.000215663567,0.000185042193,1.197259517049,0.0,1.0,0.00022,1.547695979954,1.966709751299,95.0,879.0,1.0,0.0,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_46,SHOCK,AUDUSD,1685,LONG,60,900,1741252199000,2025-03-06,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741252616890.0,1741253014433.0,-1.03571429,1.20238095,-1.1235119,1.11458333,0.0,0.00087,0.00101,0.00026,-1,3.094726166255,4.343817443586,0.942605220372,0.500842230299,1.0,1.0,1.0,1.0,1.0,0.000149662276,0.000772182557,0.001276787084,0.000772182557,0.613636363636,0.685454545455,0.00014914227,0.000302174474,0.000548639001,0.000149662276,0.000186139615,0.000172956826,0.865315806901,0.039096022793,0.875,0.00022,1.475101591812,1.720225002872,115.0,243.0,2.0,0.022727272727,250.0,1.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_86,SHOCK,AUDUSD,2891,LONG,60,600,1741362639500,2025-03-07,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741363007731.0,1741363145280.0,-1.01136364,1.20454545,-1.09659091,1.12073864,0.0,0.00089,0.00107,0.00024,0,-0.282098352112,0.769895524132,0.0268303229,0.143576608172,1.0,-1.0,-1.0,-1.0,-1.0,0.000388652926,0.000150684226,-0.000547030786,0.000150684226,0.134502923977,0.318446601942,0.000380755334,0.000491805824,0.00065307232,0.000388652926,0.000251701921,0.000295926076,1.313344640436,0.0,0.84375,0.00021,0.551535280807,1.211555572656,139.0,127.0,1.0,0.0,250.0,3.0,-1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_86,SHOCK,AUDUSD,2891,LONG,60,900,1741362639500,2025-03-07,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741363007731.0,1741363145280.0,-1.01136364,1.20454545,-1.09659091,1.12073864,0.0,0.00089,0.00107,0.00024,0,-0.282098352112,0.769895524132,0.0268303229,0.143576608172,1.0,-1.0,-1.0,-1.0,-1.0,0.000388652926,0.000150684226,-0.000547030786,0.000150684226,0.134502923977,0.318446601942,0.000380755334,0.000491805824,0.00065307232,0.000388652926,0.000251701921,0.000295926076,1.313344640436,0.0,0.84375,0.00021,0.551535280807,1.211555572656,139.0,127.0,1.0,0.0,250.0,3.0,-1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_87,SHOCK,AUDUSD,2920,SHORT,120,900,1741363878750,2025-03-07,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741364170187.0,1741364652751.0,-1.0,1.20652174,-1.08288043,1.1236413,0.0,0.00092,0.00111,0.00023,0,-1.63111737967,-2.50336987506,-0.455341037175,-0.275155104867,-1.0,-1.0,-1.0,1.0,1.0,-7.953488e-05,-0.001224136302,-0.001033460355,0.001224136302,0.204402515723,0.07091561939,0.000342304693,0.000589780973,0.000759303504,7.953488e-05,0.000376208272,0.000416164757,0.191113924592,0.070725800446,0.84375,0.00022,0.642702260014,1.037311739872,164.0,101.0,1.0,0.071428571429,250.0,1.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_EURUSD_mh_100,SHOCK,EURUSD,5101,SHORT,60,600,1741864677250,2025-03-13,AVAILABLE,AVAILABLE,True,False,REV_ONLY,0,1,SL_FIRST,TP_FIRST,1741864865172.0,1741865024741.0,-1.01315789,1.21052632,-1.10032895,1.12335526,0.0003,0.00077,0.00092,0.00069,1,-1.926986998374,-1.572964610978,0.123047246457,0.098677388283,1.0,-1.0,-1.0,1.0,1.0,-0.000919819412,-0.000919819412,-0.000156429002,0.000919819412,0.071129707113,0.188976377953,0.000284318041,0.000513643243,0.000749360097,0.000919819412,0.000416704427,0.00026376937,3.487210867026,1.536994432798,1.0,0.0002,0.703437599108,1.463804221712,83.0,248.0,2.0,1.166666666666,250.0,39.0,0.589743589744,1.0,1.0
