kind,side,context,horizon,expression,test_trades,test_tpd,test_expectancy,test_hit_rate,test_spread_mean_atr,test_spread_floor_atr,test_net_mean_after_spread,test_net_floor_after_spread,rule_a,rule_b
single,long,late,12,(low_break_24 <= 1.0064984422574133),717,8.233492822966507,0.410255693250626,0.6345885634588564,0.22710320084862728,0.2676786278875328,0.1831524924019987,0.14257706536309317,,
single,short,ny,12,(macd_hist >= 0.2913699637763213),897,10.18434124418513,0.398227485054868,0.5707915273132664,0.2421703633343315,0.2691851456193432,0.15605712172053648,0.1290423394355248,,
single,short,ny,12,(ema_gap_20_50 >= 1.5873453538050046),615,7.210845580751537,0.3612209069902675,0.5886178861788618,0.20358132114531266,0.23460018771868285,0.15763958584495483,0.12662071927158464,,
single,long,late,12,(low_break_24 <= 0.387331055640288),323,3.709830508474576,0.3944952048822496,0.6408668730650154,0.22644433703744324,0.2685624278559977,0.16805086784480636,0.12593277702625189,,
single,long,late,6,(ema_gap_20_50 <= -1.3698491409549307),659,7.924178531167801,0.3291867220834331,0.6115326251896813,0.19419495798116002,0.21935260956669067,0.13499176410227307,0.10983411251674241,,
single,short,ny,12,(tick_flow_signed_3 >= 0.4175371954152865),1882,21.3090108507627,0.3869202863408064,0.5419766206163655,0.23445519313120242,0.27733782825596154,0.15246509320960397,0.10958245808484485,,
single,long,late,12,(ret_24 <= -0.0032161800981995),1247,14.158164472128046,0.3009507280466287,0.5902165196471532,0.16065767937578115,0.2004408826838759,0.14029304867084755,0.10050984536275281,,
single,short,ny,12,(tick_flow_signed_3 >= 0.8309919128084826),983,11.138810198300284,0.3804438134702746,0.5412004069175992,0.24209800047577573,0.2828731295706276,0.13834581299449888,0.09757068389964701,,
single,short,london,12,(ema_gap_10_20 <= -0.7119073789103236),1134,12.995066051249404,0.3249646565605457,0.4779541446208112,0.21036720298060313,0.22745654491224399,0.11459745357994255,0.0975081116483017,,
single,short,ny,12,(stoch_k >= 91.83829208396908),692,7.841668306118435,0.3889372247692932,0.5664739884393064,0.2607201403651279,0.29867944147704417,0.1282170844041653,0.09025778329224904,,
single,long,late,12,(high_break_24 <= -4.214170805263066),871,9.889532820816084,0.364229742084844,0.6130884041331802,0.24051477568432883,0.27415099063930004,0.12371496640051516,0.09007875144554395,,
single,short,ny,12,(high_break_24 >= -0.9288411221762012),1608,18.228852588073213,0.367920456990746,0.5777363184079602,0.23373606080300047,0.27833436603967565,0.13418439618774552,0.08958609095107034,,
single,short,asia,12,(roc_atr_12 <= -2.840242088731333),794,9.006735200283588,0.3479604456406537,0.4408060453400503,0.2285239114956921,0.2607092429181167,0.11943653414496161,0.087251202722537,,
single,short,london,12,(adx14 >= 56.41368804905927),1140,12.824499043006131,0.2817919055315246,0.5149122807017544,0.16705925566429722,0.1957536988344258,0.1147326498672274,0.0860382066970988,,
single,short,ny,12,(ema_gap_50_100 <= -1.0509283051126117),2337,26.81711690174516,0.3553638351381393,0.5293110825845101,0.23469263313353314,0.2706089796934968,0.12067120200460615,0.08475485544464251,,
single,long,late,6,(macd_hist <= -0.2943564255777498),345,3.965358981522129,0.3571997015097908,0.6,0.23532604146818145,0.27492156189395606,0.12187366004160935,0.08227813961583474,,
single,long,late,12,(low_break_12 <= 0.1172839693087556),352,3.999211014241193,0.3592442862763482,0.6051136363636364,0.23853777880450586,0.27820461709976974,0.12070650747184233,0.08103966917657845,,
single,long,late,12,(ema_gap_10_20 <= -0.7119073789103236),422,4.95883144967155,0.3075897308930806,0.5924170616113744,0.21036720298060313,0.22745654491224399,0.09722252791247749,0.08013318598083663,,
single,short,ny,6,(high_break_24 >= -0.3645223794025753),757,8.582293429909853,0.368783011040742,0.5693527080581242,0.2426644312181028,0.2895803103106365,0.12611857982263922,0.07920270073010549,,
single,long,late,12,(ret_1 <= -0.0011981960904138),667,7.568197935544874,0.2650629121382081,0.5397301349325337,0.1502764007296586,0.18882138107763555,0.11478651140854951,0.07624153106057255,,
single,long,late,12,(roc_atr_6 <= -2.0738043374141064),378,4.294776708221556,0.3508249368133629,0.6084656084656085,0.24149748012713038,0.2752787447927959,0.10932745668623253,0.075546192020567,,
single,short,ny,12,(ema_gap_50_100 <= -1.6928388037485844),1176,14.046449900464498,0.3377300796833369,0.5289115646258503,0.2197004345647458,0.26442758728764976,0.1180296451185911,0.07330249239568715,,
single,short,ny,12,(tick_volume_rel10 >= 1.3437963539464366),1017,11.528161530286928,0.3313699489655406,0.5339233038348082,0.2183710694574915,0.2592337555097144,0.11299887950804913,0.07213619345582623,,
single,short,ny,12,(high_break_12 >= -0.1134786897088242),809,9.16749950816447,0.3599795205729337,0.5525339925834364,0.24729974217617218,0.28844636655380207,0.11267977839676152,0.07153315401913163,,
single,long,late,12,(close_vs_ema50 <= -1.7790121626506277),942,10.824130226619854,0.31875199816364,0.6146496815286624,0.2190408019145532,0.24923003602248495,0.09971119624908684,0.06952196214115508,,
single,short,ny,12,(high_break_12 >= -0.5777720755023213),1685,19.07997169143666,0.3517515541355003,0.5495548961424332,0.24307426883224223,0.2842859469141773,0.10867728530325807,0.067465607221323,,
single,short,ny,12,(bb_z >= 1.648470938456276),959,10.871560716394413,0.3374234272920221,0.5547445255474452,0.22983707739061995,0.2705775230187981,0.10758634990140217,0.06684590427322401,,
single,long,late,12,(ret_3 <= -0.0020285639190633),731,8.29536230741952,0.2522319463237207,0.5581395348837209,0.14908457990456403,0.1888239334173363,0.10314736641915667,0.0634080129063844,,
single,long,late,12,(stoch_d <= 21.07899323871885),764,8.679420930140823,0.3312177102880504,0.6204188481675392,0.23021305948437185,0.2682178948345636,0.10100465080367857,0.06299981545348682,,
single,short,asia,12,(rsi7 <= 19.81896598854323),906,10.274373917152309,0.3321943359286328,0.4878587196467991,0.23126737308544243,0.2700846240278236,0.10092696284319036,0.06210971190080916,,
single,short,london,12,(macd_line_atr <= -0.5864360086616169),2160,24.746598774763303,0.3015510914776022,0.4717592592592592,0.21238394814455147,0.2424671708228278,0.0891671433330507,0.059083920654774386,,
single,long,late,12,(high_break_12 <= -3.812777632575684),363,4.169418521177315,0.3277255691942003,0.6143250688705234,0.23802719757120586,0.2695529393962037,0.08969837162299446,0.058172629797996644,,
single,short,london,12,(ema_gap_10_20 <= -0.4783363251192669),2140,24.517463600922905,0.3024265724203387,0.4691588785046729,0.21536909209651445,0.24663765922466097,0.08705748032382427,0.05578891319567775,,
single,long,late,12,(ema50_slope_6 <= -0.4160192354004446),1012,11.88888435651642,0.2971678039195989,0.6264822134387352,0.21382384944586968,0.24142647567983566,0.08334395447372922,0.055741328239763244,,
single,short,all,12,(tick_volume_z >= 1.5444230988354517),2482,27.91159703240921,0.2915295076842524,0.4979854955680902,0.200419712922627,0.23886069975577223,0.0911097947616254,0.052668807928480166,,
single,short,ny,12,(macd_line_atr >= 0.6596822978898014),1587,17.96956949085905,0.3034865583831752,0.5639571518588532,0.2127397064032706,0.2526958762140454,0.09074685197990456,0.0507906821691298,,
single,long,late,6,(ema_gap_50_100 <= -1.6928388037485844),885,10.646616541353383,0.3110494397790962,0.5932203389830508,0.2197004345647458,0.26442758728764976,0.09134900521435041,0.04662185249144646,,
single,long,late,12,(ret_1 <= -0.0006909667201906),1083,12.285973135856937,0.2601109330292995,0.5420129270544783,0.17241483754860787,0.21377188646807058,0.08769609548069163,0.04633904656122892,,
single,long,late,12,(bb_z <= -1.2265986550525891),792,9.09437422750289,0.3184467224611139,0.601010101010101,0.2305584761868473,0.27212008364847456,0.08788824627426658,0.04632663881263932,,
single,short,ny,12,(roc_atr_3 >= 0.9807277479589356),1688,19.1214600377596,0.3277274485236241,0.54739336492891,0.2436185606184328,0.2823394636140641,0.08410888790519133,0.04538798490956003,,
single,long,late,12,(ret_3 <= -0.00118144708034),1125,12.766460459434969,0.2584337283191389,0.5511111111111111,0.1725056196533685,0.21469461563690267,0.08592810866577041,0.043739112682236236,,
single,long,late,6,(bb_z <= -1.675619408583442),394,4.524582319869213,0.3167385192601861,0.5913705583756346,0.2325502412431059,0.273031365031977,0.0841882780170802,0.04370715422820909,,
single,long,late,12,(ema_gap_50_100 <= -1.0509283051126117),1341,16.12492171516847,0.3116593921787449,0.5876211782252051,0.23469263313353314,0.2706089796934968,0.07696675904521175,0.0410504124852481,,
single,short,ny,12,(close_vs_ema50 >= 2.9822433781985525),670,7.607033036347867,0.2754996923698227,0.5686567164179105,0.20580465382424082,0.23517763672163966,0.06969503854558187,0.04032205564818303,,
single,short,asia,12,(tick_volume_z >= 0.823240226993806),1207,13.701312522170983,0.275268345474516,0.487986743993372,0.19742156828408178,0.23875004291511132,0.07784677719043423,0.03651830255940469,,
single,long,late,12,(stoch_k <= 18.887709864485448),736,8.360007887990534,0.3105825418696847,0.6141304347826086,0.23662771636055316,0.2746853957055615,0.07395482550913154,0.035897146164123206,,
single,short,london,12,(close_vs_ema50 <= -1.7790121626506277),2213,25.35279844066988,0.2812148645670776,0.4694984184365115,0.2190408019145532,0.24923003602248495,0.062174062652524426,0.03198482854459267,,
single,short,all,12,(ema_gap_20_50 >= 1.5873453538050046),1585,18.05696202531646,0.2658953465899271,0.5886435331230284,0.20358132114531266,0.23460018771868285,0.062314025444614424,0.03129515887124423,,
single,short,ny,6,(stoch_k >= 91.83829208396908),692,7.841668306118435,0.3265251848193864,0.5592485549132948,0.2607201403651279,0.29867944147704417,0.0658050444542585,0.027845743342342244,,
single,short,ny,12,(ema_gap_10_20 >= 0.5273471702906508),1607,18.196029093768427,0.2809412717234172,0.5644057249533292,0.21666019422655936,0.2543461290813881,0.06428107749685785,0.026595142642029113,,
single,short,ny,6,(tick_flow_signed_3 >= 0.8309919128084826),983,11.138810198300284,0.3073767987498372,0.5544252288911495,0.24209800047577573,0.2828731295706276,0.06527879827406147,0.024503669179209597,,
single,short,ny,12,(tick_volume_change_3 >= 0.2829581993569132),1831,20.739715252104144,0.2986814320508357,0.5303113052976516,0.23481234154021502,0.2751002592163647,0.06386909051062067,0.023581172834470976,,
single,short,ny,12,(stoch_spread >= 9.4267921753818),1859,21.043628645546736,0.2980060522299894,0.5223238300161377,0.23458439643139428,0.2771243075067126,0.0634216557985951,0.020881744723276807,,
single,short,ny,12,(tick_volume_rel10 >= 1.1799225474092914),1928,21.841010108956457,0.2924206888417358,0.5197095435684648,0.22937632508894604,0.27218797735267636,0.06304436375278974,0.02023271148905942,,
single,short,asia,12,(ema_gap_10_20 <= -0.4783363251192669),1535,17.408836733086556,0.2667628890533625,0.4638436482084691,0.21536909209651445,0.24663765922466097,0.05139379695684804,0.02012522982870152,,
single,long,late,12,(roc_atr_6 <= -1.3739739204718322),753,8.554792899408284,0.2978370471492073,0.5922974767596282,0.23762888812391558,0.278235092627111,0.060208159025291696,0.019601954522096288,,
single,long,late,12,(rsi7 <= 19.81896598854323),407,4.624452597940585,0.2891830473026432,0.6044226044226044,0.23126737308544243,0.2700846240278236,0.057915674217200785,0.019098423274819587,,
single,long,late,12,(rsi14 <= 29.75139177227633),452,5.134742821079205,0.2748104214896087,0.6039823008849557,0.21617881716911921,0.2572516926272015,0.0586316043204895,0.017558728862407225,,
single,long,late,6,(close_vs_ema20 <= -1.7154655841262514),384,4.410096901543247,0.2706437609579692,0.5963541666666666,0.228230669995422,0.2604194635878253,0.04241309096254722,0.010224297370143909,,
single,long,late,6,(ema20_slope_3 <= -0.5141696760299509),397,4.559215248424914,0.2587913790914881,0.6045340050377834,0.22140969472274286,0.24860004059315052,0.03738168436874523,0.01019133849833756,,
single,short,late,6,(ema_gap_10_20 >= 0.5273471702906508),665,7.631190979001474,0.2596891833534689,0.6135338345864662,0.21666019422655936,0.2543461290813881,0.043028989126909556,0.005343054272080816,,
single,short,asia,12,(close_vs_ema50 <= -1.7790121626506277),1591,18.085968028419185,0.2517584148127831,0.4468887492143306,0.2190408019145532,0.24923003602248495,0.032717612898229914,0.002528378790298158,,
single,long,late,12,(adx14 <= 20.383013802145346),774,8.781248768958045,0.3046840392286483,0.5542635658914729,0.26567368337001346,0.3033740332952103,0.039010355858634826,0.0013100059334379965,,
