time,event,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score
2025.01.02 02:30:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,0.7677,false,6.0714,6.0714,other,,157.46500000,157.36700000,157.58300000,0.09800000,1.200,0.09821429,18.00,4.186
2025.01.02 02:30:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,0.7677,false,6.0714,6.0714,other,,157.46500000,157.36700000,157.58300000,0.09800000,1.200,0.09821429,18.00,4.186
2025.01.02 02:45:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,1.2530,false,4.8846,4.8846,other,,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 02:45:00,blocked,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,1.2530,false,4.8846,4.8846,other,symbol_already_open,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 03:00:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.54539,-0.44764,1.99302,1,3,0.40226,0.73355,true,true,strength_momentum,0.0251,false,5.1000,5.1000,other,,157.44800000,157.32800000,157.59100000,0.12000000,1.200,0.11957143,17.00,2.739
2025.01.02 03:00:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.54539,-0.44764,1.99302,1,3,0.40226,0.73355,true,true,strength_momentum,0.0251,false,5.1000,5.1000,other,,157.44800000,157.32800000,157.59100000,0.12000000,1.200,0.11957143,17.00,2.739
2025.01.02 03:15:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.7268,false,3.9134,3.9134,other,,157.56300000,157.43600000,157.71500000,0.12700000,1.200,0.12671429,16.00,2.185
2025.01.02 03:15:00,blocked,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.7268,false,3.9134,3.9134,other,symbol_already_open,157.56300000,157.43600000,157.71500000,0.12700000,1.200,0.12671429,16.00,2.185
2025.01.02 03:30:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.8725,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 03:30:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.8725,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 03:45:00,signal,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.2940,false,3.5255,3.5255,other,,157.57700000,157.44000000,157.74100000,0.13700000,1.200,0.13707143,16.00,2.147
2025.01.02 03:45:00,blocked,currency_strength_momentum_room_to_2r,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.2940,false,3.5255,3.5255,other,symbol_already_open,157.57700000,157.44000000,157.74100000,0.13700000,1.200,0.13707143,16.00,2.147
2025.01.02 04:00:00,signal,currency_strength_momentum_room_to_2r,EURJPY,LONG,EUR,JPY,-0.42470,-1.77523,1.35053,4,5,0.79763,0.33636,true,true,strength_momentum,0.3706,false,11.2222,11.2222,other,,163.17000000,163.01700000,163.35300000,0.15300000,1.200,0.15271429,30.00,2.689
2025.01.02 04:00:00,order_sent,currency_strength_momentum_room_to_2r,EURJPY,LONG,EUR,JPY,-0.42470,-1.77523,1.35053,4,5,0.79763,0.33636,true,true,strength_momentum,0.3706,false,11.2222,11.2222,other,,163.17000000,163.01700000,163.35300000,0.15300000,1.200,0.15271429,30.00,2.689
2025.01.02 10:00:00,signal,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,-0.21370,0.72732,-0.94102,3,2,-3.84047,1.93609,true,true,strength_momentum,1.1272,true,4.7754,4.7754,other,,156.67400000,156.81200000,156.50800000,0.13800000,1.200,0.13821429,19.00,1.719
2025.01.02 10:00:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,-0.21370,0.72732,-0.94102,3,2,-3.84047,1.93609,true,true,strength_momentum,1.1272,true,4.7754,4.7754,other,,156.67400000,156.81200000,156.50800000,0.13800000,1.200,0.13821429,19.00,1.719
2025.01.02 10:15:00,signal,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.5907,true,4.6345,4.6345,other,,156.68700000,156.83200000,156.51400000,0.14500000,1.200,0.14457143,16.00,1.917
2025.01.02 10:15:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.5907,true,4.6345,4.6345,other,,156.68700000,156.83200000,156.51400000,0.14500000,1.200,0.14457143,16.00,1.917
2025.01.02 10:30:00,signal,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,1.1351,true,3.3161,3.3161,other,,156.52900000,156.68400000,156.34300000,0.15500000,1.200,0.15514286,17.00,1.785
2025.01.02 10:30:00,order_sent,currency_strength_momentum_room_to_2r,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,1.1351,true,3.3161,3.3161,other,,156.52900000,156.68400000,156.34300000,0.15500000,1.200,0.15514286,17.00,1.785
