time,event,strategy,symbol,direction,entry_type,range_position,regime_type,failure_type,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score,zscore,rsi,range_low,range_high,range_mid,distance_to_range_mid_r,distance_to_opposite_boundary_r,room_to_mean,room_to_range_mid,room_to_opposite_boundary,h1_adx_low,h4_adx_low,h1_ma_slope_small,h4_ma_slope_small,range_width_ok,price_middle,strong_trend_break,target_too_far
2025.01.02 19:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.65300000,157.84500000,156.89200000,0.19200000,3.964,0.25300000,16.00,9.460,2.4597,75.49,156.01500000,157.76900000,156.89200000,3.9656,8.5357,0.59450000,0.76100000,1.63800000,true,true,true,true,true,false,false,true
2025.01.02 19:00:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.65300000,157.84500000,156.89200000,0.19200000,3.964,0.25300000,16.00,9.460,2.4597,75.49,156.01500000,157.76900000,156.89200000,3.9656,8.5357,0.59450000,0.76100000,1.63800000,true,true,true,true,true,false,false,true
2025.01.02 19:45:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.53500000,157.83900000,156.89200000,0.30400000,2.115,0.23221429,18.00,8.401,1.4014,66.92,156.01500000,157.76900000,156.89200000,2.1175,5.0055,0.39753125,0.64300000,1.52000000,true,true,true,true,true,false,false,false
2025.01.02 19:45:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.53500000,157.83900000,156.89200000,0.30400000,2.115,0.23221429,18.00,8.401,1.4014,66.92,156.01500000,157.76900000,156.89200000,2.1175,5.0055,0.39753125,0.64300000,1.52000000,true,true,true,true,true,false,false,false
2025.01.02 20:30:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.55200000,157.89800000,156.92800000,0.34600000,1.803,0.19071429,16.00,8.187,1.1873,73.86,156.01500000,157.84100000,156.92800000,1.8024,4.4394,0.34815625,0.62400000,1.53700000,true,true,true,true,true,false,false,false
2025.01.02 20:30:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.55200000,157.89800000,156.92800000,0.34600000,1.803,0.19071429,16.00,8.187,1.1873,73.86,156.01500000,157.84100000,156.92800000,1.8024,4.4394,0.34815625,0.62400000,1.53700000,true,true,true,true,true,false,false,false
2025.01.02 20:45:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.53000000,157.89600000,156.92800000,0.36600000,1.645,0.18271429,20.00,8.047,1.0475,72.82,156.01500000,157.84100000,156.92800000,1.6456,4.1414,0.30793750,0.60200000,1.51500000,true,true,true,true,true,false,false,false
2025.01.02 20:45:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.53000000,157.89600000,156.92800000,0.36600000,1.645,0.18271429,20.00,8.047,1.0475,72.82,156.01500000,157.84100000,156.92800000,1.6456,4.1414,0.30793750,0.60200000,1.51500000,true,true,true,true,true,false,false,false
2025.01.02 21:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.49400000,157.89200000,156.92800000,0.39800000,1.422,0.16914286,16.00,7.873,0.8733,72.00,156.01500000,157.84100000,156.92800000,1.4230,3.7185,0.26046875,0.56600000,1.47900000,true,true,true,true,true,false,false,false
2025.01.02 21:00:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.49400000,157.89200000,156.92800000,0.39800000,1.422,0.16914286,16.00,7.873,0.8733,72.00,156.01500000,157.84100000,156.92800000,1.4230,3.7185,0.26046875,0.56600000,1.47900000,true,true,true,true,true,false,false,false
2025.01.02 22:30:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.58500000,157.87600000,156.92800000,0.29100000,2.258,0.11650000,16.00,7.839,0.8389,44.91,156.01500000,157.84100000,156.92800000,2.2581,5.3961,0.27459375,0.65700000,1.57000000,true,true,true,true,true,false,false,false
2025.01.02 22:30:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.58500000,157.87600000,156.92800000,0.29100000,2.258,0.11650000,16.00,7.839,0.8389,44.91,156.01500000,157.84100000,156.92800000,2.2581,5.3961,0.27459375,0.65700000,1.57000000,true,true,true,true,true,false,false,false
2025.01.06 03:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.58300000,157.87500000,157.13400000,0.29200000,1.538,0.11457143,20.00,8.449,1.4491,62.72,156.42600000,157.84100000,157.13350000,1.5374,3.9573,0.29806250,0.44950000,1.15700000,true,true,true,true,true,false,false,false
2025.01.06 03:00:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.58300000,157.87500000,157.13400000,0.29200000,1.538,0.11457143,20.00,8.449,1.4491,62.72,156.42600000,157.84100000,157.13350000,1.5374,3.9573,0.29806250,0.44950000,1.15700000,true,true,true,true,true,false,false,false
2025.01.06 04:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.60800000,157.88200000,157.13400000,0.27400000,1.730,0.13535714,22.00,8.269,1.2690,69.63,156.42600000,157.84100000,157.13350000,1.7342,4.3201,0.25293750,0.47450000,1.18200000,true,true,true,true,true,false,false,false
2025.01.06 04:00:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.60800000,157.88200000,157.13400000,0.27400000,1.730,0.13535714,22.00,8.269,1.2690,69.63,156.42600000,157.84100000,157.13350000,1.7342,4.3201,0.25293750,0.47450000,1.18200000,true,true,true,true,true,false,false,false
2025.01.06 04:15:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,157.59500000,157.88200000,157.13400000,0.28700000,1.606,0.13635714,17.00,8.129,1.1291,68.39,156.42600000,157.84100000,157.13350000,1.6085,4.0745,0.22659375,0.46150000,1.16900000,true,true,true,true,true,false,false,false
2025.01.06 04:15:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,157.59500000,157.88200000,157.13400000,0.28700000,1.606,0.13635714,17.00,8.129,1.1291,68.39,156.42600000,157.84100000,157.13350000,1.6085,4.0745,0.22659375,0.46150000,1.16900000,true,true,true,true,true,false,false,false
2025.01.06 15:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.79600000,156.55200000,157.28500000,0.24400000,2.004,0.20578571,18.00,9.675,-2.6745,18.86,156.61400000,157.95500000,157.28450000,2.0042,4.7552,0.77434375,0.48850000,1.15900000,true,true,true,true,true,false,false,false
2025.01.06 15:00:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.79600000,156.55200000,157.28500000,0.24400000,2.004,0.20578571,18.00,9.675,-2.6745,18.86,156.61400000,157.95500000,157.28450000,2.0042,4.7552,0.77434375,0.48850000,1.15900000,true,true,true,true,true,false,false,false
2025.01.06 15:45:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.67900000,156.53400000,157.28500000,0.14500000,4.179,0.26642857,16.00,8.836,-1.8359,26.31,156.61400000,157.95500000,157.28450000,4.1779,8.8043,0.77231250,0.60550000,1.27600000,true,true,true,true,true,false,false,true
2025.01.06 15:45:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,,156.67900000,156.53400000,157.28500000,0.14500000,4.179,0.26642857,16.00,8.836,-1.8359,26.31,156.61400000,157.95500000,157.28450000,4.1779,8.8043,0.77231250,0.60550000,1.27600000,true,true,true,true,true,false,false,true
2025.01.07 04:00:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.30900000,158.45000000,157.32000000,0.14100000,7.014,0.13600000,16.00,8.024,2.0237,84.37,156.23000000,158.40900000,157.31950000,7.0277,14.7656,0.56243750,0.98950000,2.07900000,false,true,true,true,true,false,false,true
2025.01.07 04:00:00,order_sent,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.30900000,158.45000000,157.32000000,0.14100000,7.014,0.13600000,16.00,8.024,2.0237,84.37,156.23000000,158.40900000,157.31950000,7.0277,14.7656,0.56243750,0.98950000,2.07900000,false,true,true,true,true,false,false,true
2025.01.07 04:15:00,signal,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,,158.22100000,158.45300000,157.32000000,0.23200000,3.884,0.14664286,16.00,7.583,1.5834,78.55,156.23000000,158.40900000,157.31950000,3.8859,8.5822,0.45550000,0.90150000,1.99100000,false,true,true,true,true,false,false,true
2025.01.07 04:15:00,blocked,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,symbol_already_open,158.22100000,158.45300000,157.32000000,0.23200000,3.884,0.14664286,16.00,7.583,1.5834,78.55,156.23000000,158.40900000,157.31950000,3.8859,8.5822,0.45550000,0.90150000,1.99100000,false,true,true,true,true,false,false,true
