entry_time,exit_time,strategy,symbol,direction,entry_type,range_position,regime_type,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,zscore,rsi,range_low,range_high,range_mid,distance_to_range_mid_r,distance_to_opposite_boundary_r,room_to_mean,room_to_range_mid,room_to_opposite_boundary,h1_adx_low,h4_adx_low,h1_ma_slope_small,h4_ma_slope_small,range_width_ok,price_middle,strong_trend_break,target_too_far,exit_reason,position_id
2025.01.20 12:00:00,2025.01.20 15:51:21,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,other,156.27500000,155.77100000,156.61300000,155.77300000,0.33800000,1.4911,35.59,0.00,0.00,35.59,0.110,1.485,15,0.12328571,17.00,4.620,1.6205,60.10,154.96900000,156.57600000,155.77250000,1.4867,3.8641,0.24471875,0.50250000,1.30600000,true,false,false,true,true,false,false,false,DEAL_REASON_TP,32
2025.01.21 05:00:00,2025.01.21 05:14:59,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,155.15000000,154.78600000,154.79300000,155.73500000,0.35700000,-1.0196,-23.52,0.00,0.00,-23.52,0.100,1.639,0,0.33557143,16.00,7.531,-1.5311,43.94,154.89400000,156.57600000,155.73500000,1.6402,3.9981,0.35509375,0.58500000,1.42600000,false,true,true,true,true,false,false,false,DEAL_REASON_SL,36
2025.01.21 05:30:00,2025.01.21 09:56:45,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,154.97100000,155.74000000,154.79000000,155.73500000,0.18100000,4.2486,103.69,0.00,0.00,103.69,0.210,4.221,17,0.34828571,16.00,7.769,-1.7690,44.84,154.89400000,156.57600000,155.73500000,4.2097,8.8437,0.47959375,0.76400000,1.60500000,false,true,true,true,true,false,false,true,DEAL_REASON_TP,38
2025.01.21 18:45:00,2025.01.21 23:40:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,1.23188000,1.23493000,1.23487000,1.22520000,0.00299000,-1.0201,-24.40,0.00,0.00,-24.40,0.080,2.234,19,0.00153429,20.00,8.033,2.0334,83.02,1.21598000,1.23441000,1.22519500,2.2356,5.3172,0.00536188,0.00668500,0.01590000,true,true,false,true,true,false,false,false,DEAL_REASON_SL,40
2025.01.23 10:00:00,2025.01.23 16:00:00,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,other,156.60200000,156.20900000,156.77200000,155.99500000,0.17000000,2.3118,57.86,0.00,0.00,57.86,0.230,3.571,24,0.09735714,19.00,3.822,0.8218,54.59,155.24700000,156.74300000,155.99500000,3.5662,7.9609,0.08481250,0.60700000,1.35500000,true,false,false,true,true,false,false,true,DEAL_REASON_EXPERT,42
2025.01.23 18:15:00,2025.01.23 18:44:26,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.03988000,1.04215000,1.03830000,1.04214000,0.00158000,1.4367,36.32,0.00,0.00,36.32,0.160,1.430,1,0.00106000,18.00,6.993,-0.9934,46.76,1.03862000,1.04566000,1.04214000,1.4322,3.6629,0.00055188,0.00226000,0.00578000,true,true,true,false,true,false,false,false,DEAL_REASON_TP,44
2025.01.24 06:45:00,2025.01.24 06:53:36,new_range_boundary_reversion_to_mid_with_boundary_only,EURJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,162.18000000,161.98100000,161.98200000,162.64600000,0.19800000,-1.0051,-25.48,0.00,0.00,-25.48,0.200,2.354,0,0.21014286,35.00,7.933,-1.9333,29.00,162.04500000,163.24600000,162.64550000,2.3505,5.3827,0.41018750,0.46550000,1.06600000,true,true,true,false,true,false,false,false,DEAL_REASON_SL,46
2025.01.27 18:15:00,2025.01.28 00:15:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,192.55200000,193.00900000,191.96600000,193.39600000,0.58600000,0.7799,17.56,0.00,0.21,17.77,0.060,1.440,24,0.29021429,38.00,6.935,-0.9350,44.91,192.05300000,194.73800000,193.39550000,1.4393,3.7300,0.20843750,0.84350000,2.18600000,false,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,48
2025.01.28 19:00:00,2025.01.29 01:00:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.24309000,1.24383000,1.24103000,1.24680000,0.00206000,0.3592,8.88,0.00,-0.14,8.74,0.120,1.801,24,0.00110643,20.00,6.746,-0.7459,51.62,1.24136000,1.25223000,1.24679500,1.7969,4.4327,0.00038531,0.00370500,0.00914000,true,true,true,false,true,false,false,false,DEAL_REASON_EXPERT,50
2025.01.29 12:30:02,2025.01.29 12:51:25,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.24202000,1.24104000,1.24104000,1.24680000,0.00098000,-1.0000,-25.48,0.00,0.00,-25.48,0.260,4.878,1,0.00105429,20.00,9.311,-2.3112,22.16,1.24136000,1.25223000,1.24679500,4.8910,10.4580,0.00251375,0.00477500,0.01021000,true,true,true,true,true,false,false,true,DEAL_REASON_SL,52
2025.01.29 13:00:00,2025.01.29 15:15:44,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.24166000,1.24065000,1.24065000,1.24660000,0.00101000,-1.0000,-25.25,0.00,0.00,-25.25,0.250,4.891,9,0.00103429,20.00,8.056,-2.0563,19.10,1.24096000,1.25223000,1.24659500,4.8848,10.4624,0.00267875,0.00493500,0.01057000,false,true,true,true,true,false,false,true,DEAL_REASON_SL,54
2025.01.30 09:15:00,2025.01.30 14:44:33,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,154.49800000,154.23400000,154.23500000,155.12200000,0.26300000,-1.0038,-25.68,0.00,0.00,-25.68,0.150,2.373,21,0.13042857,16.00,6.569,-0.5694,50.38,154.27400000,155.97000000,155.12200000,2.3715,5.5942,0.11268750,0.62400000,1.47200000,true,true,false,true,true,false,false,false,DEAL_REASON_SL,56
2025.01.30 16:30:00,2025.01.30 17:19:10,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,target_too_far,1.24643000,1.24739000,1.24738000,1.24313000,0.00095000,-1.0105,-24.96,0.00,0.00,-24.96,0.260,3.474,3,0.00112429,20.00,7.982,1.9823,70.87,1.23922000,1.24704000,1.24313000,3.4836,7.6112,0.00224031,0.00330000,0.00721000,true,true,true,false,true,false,false,true,DEAL_REASON_SL,58
2025.01.30 17:45:00,2025.01.30 22:38:23,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.24666000,1.24329000,1.24793000,1.24338000,0.00127000,2.6535,64.03,0.00,0.00,64.03,0.190,2.583,19,0.00131643,20.00,7.494,1.4936,75.73,1.23922000,1.24754000,1.24338000,2.5727,5.8356,0.00207719,0.00328000,0.00744000,true,true,true,false,true,false,false,false,DEAL_REASON_TP,60
2025.01.31 01:30:00,2025.01.31 07:30:00,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,no_mean_reversion,1.03923000,1.03864000,1.03734000,1.04219000,0.00189000,-0.3122,-7.67,0.00,0.00,-7.67,0.130,1.566,24,0.00113071,18.00,8.204,-1.2037,29.90,1.03768000,1.04669000,1.04218500,1.5641,3.9487,0.00187344,0.00295500,0.00746000,true,true,true,true,true,false,false,false,DEAL_REASON_EXPERT,62
2025.01.31 11:45:00,2025.01.31 12:15:34,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.03786000,1.03733000,1.03735000,1.04216000,0.00051000,-1.0392,-25.97,0.00,0.00,-25.97,0.490,8.431,2,0.00093643,18.00,7.445,-1.4449,42.78,1.03763000,1.04669000,1.04216000,8.4160,17.2823,0.00102344,0.00430000,0.00883000,false,true,true,true,true,false,false,true,DEAL_REASON_SL,64
2025.01.31 13:15:00,2025.01.31 17:04:38,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,1.03794000,1.03613000,1.03615000,1.04158000,0.00179000,-1.0112,-25.34,0.00,0.00,-25.34,0.140,2.034,15,0.00103714,18.00,7.989,-0.9885,29.66,1.03646000,1.04669000,1.04157500,2.0294,4.8851,0.00073750,0.00363500,0.00875000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,66
2025.01.31 17:15:00,2025.01.31 19:09:03,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,other,1.03717000,1.04169000,1.03618000,1.04158000,0.00099000,4.5657,113.00,0.00,0.00,113.00,0.250,4.455,7,0.00091857,18.00,7.073,-1.0727,44.15,1.03646000,1.04669000,1.04157500,4.4695,9.6594,0.00096875,0.00440500,0.00952000,true,true,false,true,true,false,false,true,DEAL_REASON_TP,68
2025.01.31 21:15:00,2025.01.31 23:11:23,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,1.03707000,1.03539000,1.03541000,1.04132000,0.00166000,-1.0120,-25.20,0.00,0.00,-25.20,0.150,2.560,7,0.00181000,18.00,6.983,-0.9826,47.00,1.03595000,1.04669000,1.04132000,2.5556,5.7847,0.00165688,0.00425000,0.00962000,true,false,true,true,true,false,false,false,DEAL_REASON_SL,71
2025.01.31 23:30:00,2025.02.03 00:01:00,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,target_too_far,1.03678000,1.02364000,1.03547000,1.04132000,0.00131000,-10.0305,-249.66,0.00,-1.13,-250.79,0.190,3.466,2,0.00160429,18.00,6.906,-0.9058,24.69,1.03595000,1.04669000,1.04132000,3.4623,7.5575,0.00164813,0.00454000,0.00991000,true,false,true,true,true,false,false,true,DEAL_REASON_SL,73
2025.01.31 21:15:00,2025.02.03 00:01:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,1.23980000,1.22922000,1.23804000,1.24312000,0.00176000,-6.0114,-148.12,0.00,-0.16,-148.28,0.140,1.886,11,0.00208857,20.00,8.102,-1.1024,46.42,1.23867000,1.24756000,1.24311500,1.8872,4.4177,0.00222719,0.00331500,0.00776000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,70
2025.02.03 01:45:00,2025.02.03 01:58:39,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,155.36000000,155.43400000,155.43400000,154.50900000,0.07400000,-1.0000,-24.28,0.00,0.00,-24.28,0.510,11.500,0,0.16514286,21.00,5.017,2.0166,63.11,153.78200000,155.23600000,154.50900000,11.4514,21.2341,0.33684375,0.85100000,1.57800000,true,false,false,true,true,false,false,true,DEAL_REASON_SL,76
2025.02.03 02:00:00,2025.02.03 02:00:58,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,155.34700000,155.49700000,155.48700000,154.60700000,0.14000000,-1.0714,-26.05,0.00,0.00,-26.05,0.270,5.286,0,0.18435714,16.00,4.792,1.7917,62.24,153.78200000,155.43200000,154.60700000,5.2741,11.1541,0.30709375,0.74000000,1.56500000,true,false,false,true,true,false,false,true,DEAL_REASON_SL,78
2025.02.03 02:45:00,2025.02.03 04:07:12,new_range_boundary_reversion_to_mid_with_boundary_only,AUDJPY,LONG,lower_boundary_reversion,lower_boundary,weak_trend,bad_regime,95.42700000,94.95000000,94.95200000,95.98000000,0.47500000,-1.0042,-21.48,0.00,0.00,-21.48,0.070,1.164,5,0.27971429,28.00,4.358,-1.3583,30.11,95.03600000,96.92300000,95.97950000,1.1634,3.1500,0.71181250,0.55250000,1.49600000,false,true,true,false,true,false,false,false,DEAL_REASON_SL,80
2025.02.03 04:30:00,2025.02.03 10:30:00,new_range_boundary_reversion_to_mid_with_boundary_only,USDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,155.76100000,155.48600000,155.94100000,154.82900000,0.18000000,1.5278,37.14,0.00,0.00,37.14,0.210,5.178,24,0.21964286,20.00,6.545,1.5454,79.52,153.78200000,155.87500000,154.82850000,5.1836,11.0010,0.46143750,0.93250000,1.97900000,false,true,false,true,true,false,false,true,DEAL_REASON_EXPERT,82
2025.02.04 01:30:00,2025.02.04 07:05:48,new_range_boundary_reversion_to_mid_with_boundary_only,AUDJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,96.50900000,95.76500000,96.96700000,95.76600000,0.45800000,1.6245,38.28,0.00,0.00,38.28,0.080,1.622,22,0.14571429,28.00,8.078,2.0780,77.69,94.60800000,96.92300000,95.76550000,1.6244,4.1532,0.65325000,0.74350000,1.90100000,false,true,true,true,true,false,false,false,DEAL_REASON_TP,84
2025.02.04 10:30:00,2025.02.04 16:30:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,193.00800000,193.00200000,193.22900000,191.58100000,0.22100000,0.0271,0.66,0.00,0.00,0.66,0.170,6.457,24,0.27007143,38.00,7.500,1.4997,57.43,190.01300000,193.14800000,191.58050000,6.4586,13.5507,0.33565625,1.42750000,2.99500000,true,true,false,true,true,false,false,true,DEAL_REASON_EXPERT,86
2025.02.04 11:30:00,2025.02.04 17:03:30,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,stop_outside_range_hit,1.24334000,1.24670000,1.24669000,1.23597000,0.00335000,-1.0030,-23.52,0.00,0.00,-23.52,0.070,2.200,22,0.00104714,20.00,7.748,1.7477,75.49,1.22486000,1.24708000,1.23597000,2.1994,5.5150,0.00205906,0.00737000,0.01848000,true,true,false,true,true,false,false,false,DEAL_REASON_SL,87
2025.02.04 18:00:00,2025.02.04 18:37:44,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,target_too_far,1.24754000,1.24887000,1.24887000,1.23668000,0.00133000,-1.0000,-23.94,0.00,0.00,-23.94,0.180,8.165,2,0.00125214,20.00,8.408,2.4081,93.32,1.22486000,1.24849000,1.23667500,8.1960,17.1087,0.00469062,0.01086500,0.02268000,true,true,false,true,true,false,false,true,DEAL_REASON_SL,91
2025.02.04 18:00:00,2025.02.05 00:01:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPJPY,SHORT,upper_boundary_reversion,upper_boundary,range,other,192.96700000,192.71300000,193.21500000,191.58500000,0.24800000,1.0242,24.50,0.00,-2.14,22.36,0.150,5.573,24,0.19350000,38.00,6.708,0.7081,62.28,190.01300000,193.15700000,191.58500000,5.5715,11.9089,0.09465625,1.38200000,2.95400000,true,true,false,true,true,false,false,true,DEAL_REASON_EXPERT,90
2025.02.04 19:00:00,2025.02.05 01:00:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.24826000,1.24820000,1.24961000,1.23704000,0.00135000,0.0444,1.08,0.00,-0.18,0.90,0.180,8.311,24,0.00131000,20.00,6.786,1.7858,91.92,1.22486000,1.24922000,1.23704000,8.2927,17.2949,0.00463844,0.01122000,0.02340000,false,true,false,true,true,false,false,true,DEAL_REASON_EXPERT,93
2025.02.04 20:30:00,2025.02.05 02:30:00,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,SHORT,upper_boundary_reversion,upper_boundary,range,other,1.03791000,1.03764000,1.04125000,1.03155000,0.00334000,0.0808,1.89,0.00,0.19,2.08,0.070,1.904,24,0.00104286,18.00,6.196,1.1962,69.55,1.02100000,1.04210000,1.03155000,1.9058,5.0672,0.00273188,0.00636000,0.01691000,false,true,false,true,true,false,false,false,DEAL_REASON_EXPERT,94
2025.02.05 18:15:00,2025.02.06 00:15:00,new_range_boundary_reversion_to_mid_with_boundary_only,EURJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,158.61700000,158.67600000,158.42600000,159.58900000,0.19100000,0.3089,7.21,0.00,0.61,7.82,0.190,5.089,24,0.20557143,30.00,7.005,-2.0049,27.85,158.48800000,160.68900000,159.58850000,5.0952,10.8669,0.48187500,0.97150000,2.07200000,false,true,false,true,true,false,false,true,DEAL_REASON_EXPERT,98
2025.02.05 20:15:01,2025.02.06 02:15:00,new_range_boundary_reversion_to_mid_with_boundary_only,GBPJPY,LONG,lower_boundary_reversion,lower_boundary,range,other,190.62600000,190.80300000,190.21300000,191.71900000,0.41300000,0.4286,10.25,0.00,0.95,11.20,0.090,2.646,24,0.22535714,38.00,6.039,-1.0392,22.82,190.28100000,193.15700000,191.71900000,2.6490,6.1342,0.47728125,1.09300000,2.53100000,false,true,false,true,true,false,false,false,DEAL_REASON_EXPERT,99
2025.02.07 18:30:00,2025.02.07 19:18:03,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,range,stop_outside_range_hit,1.03371000,1.03191000,1.03206000,1.03753000,0.00165000,-1.0909,-25.20,0.00,0.00,-25.20,0.140,2.315,3,0.00201071,18.00,9.810,-2.8099,31.94,1.03266000,1.04240000,1.03753000,2.3107,5.2564,0.00398781,0.00382000,0.00869000,true,true,true,true,true,false,false,false,DEAL_REASON_SL,102
2025.02.07 20:00:00,2025.02.10 00:01:00,new_range_boundary_reversion_to_mid_with_boundary_only,EURUSD,LONG,lower_boundary_reversion,lower_boundary,weak_trend,bad_regime,1.03228000,1.02935000,1.02984000,1.03627000,0.00244000,-1.2008,-29.30,0.00,-0.60,-29.90,0.100,1.635,16,0.00204143,18.00,4.888,-1.8877,26.73,1.03045000,1.04208000,1.03626500,1.6316,4.0124,0.00412187,0.00398500,0.00980000,false,false,true,true,true,false,false,false,DEAL_REASON_SL,104
2025.02.11 16:45:00,2025.02.11 17:18:30,new_range_boundary_reversion_to_mid_with_boundary_only,GBPJPY,SHORT,upper_boundary_reversion,upper_boundary,weak_trend,bad_regime,188.88800000,189.22000000,189.20700000,188.09300000,0.31900000,-1.0408,-23.95,0.00,0.00,-23.95,0.110,2.492,2,0.19157143,38.00,4.574,1.5742,74.52,187.03600000,189.15000000,188.09300000,2.4885,5.7971,0.75068750,0.79500000,1.85200000,false,true,true,false,true,false,false,false,DEAL_REASON_SL,107
