run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage2_3d_event_final","EVENT_STUDY","OVERALL","ALL","13","13","9","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","3","-0.265873","6","-0.696154","2.000","2","13","10445","0","392","58.281","raw_shock_candidates=10585;ticks_processed=1318955"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","EURUSD","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281","raw_candidates=768;ticks=157703;duplicates=157702;events=0"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","GBPUSD","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281","raw_candidates=1224;ticks=181797;duplicates=157757;events=0"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","USDJPY","4","4","3","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","0","0.000000","2.000","2","13","10445","0","392","58.281","raw_candidates=4240;ticks=371470;duplicates=157706;events=4"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","AUDUSD","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281","raw_candidates=1727;ticks=209847;duplicates=157702;events=0"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","USDCAD","9","9","6","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","0.101190","6","-0.696154","2.000","2","13","10445","0","392","58.281","raw_candidates=2126;ticks=250217;duplicates=157702;events=9"
"stage2_3d_event_final","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281","raw_candidates=500;ticks=147921;duplicates=157703;events=0"
"stage2_3d_event_final","EVENT_STUDY","SESSION","TOKYO","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281",""
"stage2_3d_event_final","EVENT_STUDY","SESSION","LONDON","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","13","10445","0","392","58.281",""
"stage2_3d_event_final","EVENT_STUDY","SESSION","NEW_YORK","3","3","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","1.202381","2","-0.288462","2.000","2","13","10445","0","392","58.281",""
"stage2_3d_event_final","EVENT_STUDY","SESSION","OVERLAP","3","3","3","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","2","-0.800000","2.000","2","13","10445","0","392","58.281",""
"stage2_3d_event_final","EVENT_STUDY","SESSION","OTHER","6","6","3","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","2","-1.000000","2.000","2","13","10445","0","392","58.281",""
