episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,checkpoint_seconds,target_msc,quote_msc,processing_msc,target_lag_ms,quote_age_ms,availability,bid,ask,mid,signed_log_return,absolute_log_return,shock_direction_move,long_spread_only_move,short_spread_only_move,mfe,mae,time_to_mfe_ms,time_to_mae_ms,spread,point_multiple,pip_multiple,entry_spread_multiple,initial_shock_multiple,pre_m1_vol_multiple,primary_inference,schema_version
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","30","1741638015000","1741638017106","1741638018534","2106","1428","STALE","0.8807300000","0.8809800000","0.8808550000","0.000011352671","0.000011352671","0.0000100000","-0.0002500000","-0.0002700000","0.0000100000","0.0001050000","32106","6494","0.0002500000","1.0000000000","0.1000000000","0.0370370370","0.4000000000","0.0718466614","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","60","1741638045000","1741638047148","1741638047999","2148","851","STALE","0.8808000000","0.8810500000","0.8809250000","0.000090817757","0.000090817757","0.0000800000","-0.0001800000","-0.0003400000","0.0001200000","0.0001050000","55878","6494","0.0002500000","8.0000000000","0.8000000000","0.2962962963","3.2000000000","0.5747504541","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","120","1741638105000","1741638105567","1741638106264","567","697","AVAILABLE","0.8809800000","0.8812100000","0.8810950000","0.000283778110","0.000283778110","0.0002500000","0.0000000000","-0.0005000000","0.0002850000","0.0001050000","102276","6494","0.0002300000","25.0000000000","2.5000000000","0.9259259259","10.0000000000","1.7959218846","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","180","1741638165000","1741638168784","1741638168957","3784","173","STALE","0.8811700000","0.8814000000","0.8812850000","0.000499395628","0.000499395628","0.0004400000","0.0001900000","-0.0006900000","0.0004450000","0.0001050000","168307","6494","0.0002300000","44.0000000000","4.4000000000","1.6296296296","17.6000000000","3.1604817486","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","300","1741638285000","1741638285377","1741638285719","377","342","AVAILABLE","0.8810500000","0.8812700000","0.8811600000","0.000357547230","0.000357547230","0.0003150000","0.0000700000","-0.0005600000","0.0004550000","0.0001050000","190502","6494","0.0002200000","31.5000000000","3.1500000000","1.1666666667","12.6000000000","2.2627781070","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","600","1741638585000","1741638587390","1741638587398","2390","8","STALE","0.8809900000","0.8812100000","0.8811000000","0.000289452851","0.000289452851","0.0002550000","0.0000100000","-0.0005000000","0.0006000000","0.0001050000","431580","6494","0.0002200000","25.5000000000","2.5500000000","0.9444444444","10.2000000000","1.8318351244","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_97","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741637985000_8508","3643","USDCHF","LONG","900","1741638885000","1741638886882","1741638887302","1882","420","STALE","0.8809500000","0.8812000000","0.8810750000","0.000261078825","0.000261078825","0.0002300000","-0.0000300000","-0.0004900000","0.0006000000","0.0001050000","431580","6494","0.0002500000","23.0000000000","2.3000000000","0.8518518519","9.2000000000","1.6522668872","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","5","1741638512500","1741638512650","1741638513722","150","1072","STALE","147.2250000000","147.2440000000","147.2345000000","0.000016979572","0.000016979572","0.0025000000","-0.0220000000","-0.0170000000","0.0050000000","0.0025000000","2819","1101","0.0190000000","2.5000000000","0.2500000000","0.1250000000","1.6666666667","0.1173212068","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","10","1741638517500","1741638517947","1741638517951","447","4","AVAILABLE","147.2220000000","147.2430000000","147.2325000000","0.000030563437","0.000030563437","0.0045000000","-0.0250000000","-0.0160000000","0.0050000000","0.0025000000","2819","1101","0.0210000000","4.5000000000","0.4500000000","0.2250000000","3.0000000001","0.2111796066","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","30","1741638537500","1741638537695","1741638538197","195","502","AVAILABLE","147.2110000000","147.2280000000","147.2195000000","0.000118863058","0.000118863058","0.0175000000","-0.0360000000","-0.0010000000","0.0200000000","0.0025000000","29470","1101","0.0170000000","17.5000000000","1.7500000000","0.8750000000","11.6666666670","0.8212902842","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","60","1741638567500","1741638567842","1741638569203","342","1361","STALE","147.1990000000","147.2170000000","147.2080000000","0.000196980761","0.000196980761","0.0290000000","-0.0480000000","0.0100000000","0.0295000000","0.0025000000","58686","1101","0.0180000000","29.0000000000","2.9000000000","1.4500000000","19.3333333338","1.3610484866","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","120","1741638627500","1741638627728","1741638627747","228","19","AVAILABLE","147.1930000000","147.2130000000","147.2030000000","0.000230946883","0.000230946883","0.0340000000","-0.0540000000","0.0140000000","0.0535000000","0.0025000000","99067","1101","0.0200000000","34.0000000000","3.4000000000","1.7000000000","22.6666666672","1.5957391181","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","180","1741638687500","1741638687568","1741638688464","68","896","AVAILABLE","147.1490000000","147.1660000000","147.1575000000","0.000540091625","0.000540091625","0.0795000000","-0.0980000000","0.0610000000","0.0910000000","0.0025000000","177450","1101","0.0170000000","79.5000000000","7.9500000000","3.9750000000","53.0000000013","3.7317902762","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","300","1741638807500","1741638807574","1741638812685","74","5111","STALE","147.1450000000","147.1630000000","147.1540000000","0.000563875949","0.000563875949","0.0830000000","-0.1020000000","0.0640000000","0.0910000000","0.0025000000","177450","1101","0.0180000000","83.0000000000","8.3000000000","4.1500000000","55.3333333347","3.8961292587","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","600","1741639107500","1741639109184","1741639109432","1684","248","STALE","147.0450000000","147.0640000000","147.0545000000","0.001240267037","0.001240267037","0.1825000000","-0.2020000000","0.1630000000","0.1990000000","0.0025000000","556868","1101","0.0190000000","182.5000000000","18.2500000000","9.1250000000","121.6666666696","8.5696875421","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_327","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741638507500_8511","3644","USDJPY","SHORT","900","1741639407500","1741639407517","1741639407569","17","52","AVAILABLE","147.0830000000","147.1020000000","147.0925000000","0.000981892822","0.000981892822","0.1445000000","-0.1640000000","0.1250000000","0.1990000000","0.0025000000","556868","1101","0.0190000000","144.5000000000","14.4500000000","7.2250000000","96.3333333356","6.7844378895","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","5","1741638967250","1741638967562","1741638967566","312","4","AVAILABLE","1.2891800000","1.2893800000","1.2892800000","0.000046538685","0.000046538685","0.0000600000","-0.0001400000","-0.0002600000","0.0000600000","0.0000000000","5312","0","0.0002000000","6.0000000000","0.6000000000","0.3000000000","3.0000000000","0.4693099972","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","10","1741638972250","1741638973155","1741638981038","905","7883","STALE","1.2891800000","1.2893800000","1.2892800000","0.000046538685","0.000046538685","0.0000600000","-0.0001400000","-0.0002600000","0.0000800000","0.0000000000","6902","0","0.0002000000","6.0000000000","0.6000000000","0.3000000000","3.0000000000","0.4693099972","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","30","1741638992250","1741638992959","1741638993848","709","889","AVAILABLE","1.2891800000","1.2893800000","1.2892800000","0.000046538685","0.000046538685","0.0000600000","-0.0001400000","-0.0002600000","0.0000800000","0.0000000000","6902","0","0.0002000000","6.0000000000","0.6000000000","0.3000000000","3.0000000000","0.4693099972","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","60","1741639022250","1741639024311","1741639025602","2061","1291","STALE","1.2891200000","1.2893200000","1.2892200000","0.000000000000","0.000000000000","0.0000000000","-0.0002000000","-0.0002000000","0.0000800000","0.0000500000","6902","35935","0.0002000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","120","1741639082250","1741639082334","1741639082359","84","25","AVAILABLE","1.2890600000","1.2892600000","1.2891600000","-0.000046540851","0.000046540851","-0.0000600000","-0.0002600000","-0.0001400000","0.0000800000","0.0000800000","6902","118540","0.0002000000","-6.0000000000","-0.6000000000","-0.3000000000","-3.0000000000","-0.4693318393","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","180","1741639142250","1741639143753","1741639144997","1503","1244","STALE","1.2891200000","1.2893200000","1.2892200000","0.000000000000","0.000000000000","0.0000000000","-0.0002000000","-0.0002000000","0.0000800000","0.0000800000","6902","118540","0.0002000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","0.0000000000","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","300","1741639262250","1741639263695","1741639264119","1445","424","STALE","1.2890800000","1.2892800000","1.2891800000","-0.000031026993","0.000031026993","-0.0000400000","-0.0002400000","-0.0001600000","0.0000800000","0.0000800000","6902","118540","0.0002000000","-4.0000000000","-0.4000000000","-0.2000000000","-2.0000000000","-0.3128854659","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","600","1741639562250","1741639562459","1741639562601","209","142","AVAILABLE","1.2888500000","1.2890500000","1.2889500000","-0.000209450890","0.000209450890","-0.0002700000","-0.0004700000","0.0000700000","0.0000800000","0.0003100000","6902","593603","0.0002000000","-27.0000000000","-2.7000000000","-1.3500000000","-13.4999999999","-2.1121653127","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_mh_80","ts15h_detection_time_continuation_r1_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741638962250_8515","3647","GBPUSD","LONG","900","1741639862250","1741639862406","1741639865531","156","3125","STALE","1.2886900000","1.2888900000","1.2887900000","-0.000333590641","0.000333590641","-0.0004300000","-0.0006300000","0.0002300000","0.0000800000","0.0004600000","6902","658309","0.0002000000","-43.0000000000","-4.3000000000","-2.1500000000","-21.4999999999","-3.3640276202","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","5","1741639497750","1741639498424","1741639500304","674","1880","STALE","0.8809800000","0.8812400000","0.8811100000","0.000056748214","0.000056748214","0.0000500000","-0.0002000000","-0.0003000000","0.0000800000","0.0000000000","3702","0","0.0002600000","5.0000000000","0.5000000000","0.2083333333","5.0000000000","0.3924871607","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","10","1741639502750","1741639503004","1741639504833","254","1829","STALE","0.8810200000","0.8812700000","0.8811450000","0.000096470048","0.000096470048","0.0000850000","-0.0001600000","-0.0003300000","0.0000850000","0.0000000000","10254","0","0.0002500000","8.5000000000","0.8500000000","0.3541666667","8.5000000000","0.6672149213","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","30","1741639522750","1741639530538","1741639530654","7788","116","STALE","0.8809500000","0.8812000000","0.8810750000","0.000017024802","0.000017024802","0.0000150000","-0.0002300000","-0.0002600000","0.0000950000","0.0000500000","29568","13467","0.0002500000","1.5000000000","0.1500000000","0.0625000000","1.5000000000","0.1177484869","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","60","1741639552750","1741639555510","1741639558458","2760","2948","STALE","0.8810500000","0.8813100000","0.8811800000","0.000136190303","0.000136190303","0.0001200000","-0.0001300000","-0.0003700000","0.0001200000","0.0000500000","62760","13467","0.0002600000","12.0000000000","1.2000000000","0.5000000000","12.0000000001","0.9419317698","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","120","1741639612750","1741639616996","1741639620097","4246","3101","STALE","0.8809700000","0.8812500000","0.8811100000","0.000056748214","0.000056748214","0.0000500000","-0.0002100000","-0.0003100000","0.0002000000","0.0000500000","68797","13467","0.0002800000","5.0000000000","0.5000000000","0.2083333333","5.0000000000","0.3924871607","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","180","1741639672750","1741639672778","1741639673674","28","896","AVAILABLE","0.8808800000","0.8811200000","0.8810000000","-0.000068102108","0.000068102108","-0.0000600000","-0.0003000000","-0.0001800000","0.0002000000","0.0000650000","68797","179309","0.0002400000","-6.0000000000","-0.6000000000","-0.2500000000","-6.0000000000","-0.4710139950","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","300","1741639792750","1741639797393","1741639798726","4643","1333","STALE","0.8807800000","0.8810400000","0.8809100000","-0.000170263966","0.000170263966","-0.0001500000","-0.0004000000","-0.0001000000","0.0002000000","0.0002750000","68797","244710","0.0002600000","-15.0000000000","-1.5000000000","-0.6250000000","-15.0000000001","-1.1775951374","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","600","1741640092750","1741640092782","1741640093303","32","521","AVAILABLE","0.8815600000","0.8818100000","0.8816850000","0.000709121315","0.000709121315","0.0006250000","0.0003800000","-0.0008700000","0.0006250000","0.0002750000","600032","244710","0.0002500000","62.5000000000","6.2500000000","2.6041666667","62.5000000003","4.9044893669","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_mh_98","ts15h_detection_time_continuation_r1_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741639492750_8516","3648","USDCHF","LONG","900","1741640392750","1741640395582","1741640396362","2832","780","STALE","0.8812400000","0.8814800000","0.8813600000","0.000340440988","0.000340440988","0.0003000000","0.0000600000","-0.0005400000","0.0006350000","0.0002750000","600737","244710","0.0002400000","30.0000000000","3.0000000000","1.2500000000","30.0000000001","2.3545889394","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","5","1741639962000","1741639962056","1741639965537","56","3481","STALE","147.1250000000","147.1450000000","147.1350000000","-0.000010194771","0.000010194771","-0.0015000000","-0.0180000000","-0.0210000000","0.0010000000","0.0025000000","150","2200","0.0200000000","-1.5000000000","-0.1500000000","-0.0789473684","-2.9999999999","-0.0434902148","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","10","1741639967000","1741639967087","1741639967419","87","332","AVAILABLE","147.1260000000","147.1450000000","147.1355000000","-0.000013593005","0.000013593005","-0.0020000000","-0.0170000000","-0.0210000000","0.0010000000","0.0035000000","150","8539","0.0190000000","-2.0000000000","-0.2000000000","-0.1052631579","-3.9999999999","-0.0579868545","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","30","1741639987000","1741639987064","1741639988215","64","1151","STALE","147.1360000000","147.1560000000","147.1460000000","-0.000084953250","0.000084953250","-0.0125000000","-0.0070000000","-0.0320000000","0.0110000000","0.0125000000","18162","30064","0.0200000000","-12.5000000000","-1.2500000000","-0.6578947368","-24.9999999992","-0.3624049097","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","60","1741640017000","1741640018298","1741640019165","1298","867","STALE","147.1700000000","147.1880000000","147.1790000000","-0.000309195161","0.000309195161","-0.0455000000","0.0270000000","-0.0640000000","0.0110000000","0.0565000000","18162","48970","0.0180000000","-45.5000000000","-4.5500000000","-2.3947368421","-90.9999999969","-1.3190059700","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","120","1741640077000","1741640077082","1741640077191","82","109","AVAILABLE","147.1780000000","147.1980000000","147.1880000000","-0.000370343319","0.000370343319","-0.0545000000","0.0350000000","-0.0740000000","0.0110000000","0.0625000000","18162","89059","0.0200000000","-54.5000000000","-5.4500000000","-2.8684210526","-108.9999999964","-1.5798599435","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","180","1741640137000","1741640137174","1741640137445","174","271","AVAILABLE","147.2020000000","147.2200000000","147.2110000000","-0.000526593850","0.000526593850","-0.0775000000","0.0590000000","-0.0960000000","0.0110000000","0.0800000000","18162","136822","0.0180000000","-77.5000000000","-7.7500000000","-4.0789473684","-154.9999999949","-2.2464143062","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","300","1741640257000","1741640257756","1741640264637","756","6881","STALE","147.1820000000","147.2010000000","147.1915000000","-0.000394122149","0.000394122149","-0.0580000000","0.0390000000","-0.0770000000","0.0110000000","0.0800000000","18162","136822","0.0190000000","-58.0000000000","-5.8000000000","-3.0526315789","-115.9999999961","-1.6812988479","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","600","1741640557000","1741640557225","1741640557860","225","635","AVAILABLE","147.2710000000","147.2860000000","147.2785000000","-0.000985014277","0.000985014277","-0.1450000000","0.1280000000","-0.1620000000","0.0110000000","0.1450000000","18162","600225","0.0150000000","-145.0000000000","-14.5000000000","-7.6315789474","-289.9999999904","-4.2020053277","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_328","ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741639957000_8517","3649","USDJPY","SHORT","900","1741640857000","1741640857011","1741640857172","11","161","AVAILABLE","147.2070000000","147.2240000000","147.2155000000","-0.000557161751","0.000557161751","-0.0820000000","0.0640000000","-0.1000000000","0.0110000000","0.1450000000","18162","600225","0.0170000000","-82.0000000000","-8.2000000000","-4.3157894737","-163.9999999945","-2.3768149353","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_mh_128","ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741640428000_8518","3650","AUDUSD","SHORT","5","1741640433000","1741640433799","1741640434124","799","325","AVAILABLE","0.6282500000","0.6284800000","0.6283650000","0.000103437713","0.000103437713","0.0000650000","-0.0002900000","-0.0001600000","0.0000650000","0.0000000000","5799","0","0.0002300000","6.5000000000","0.6500000000","0.2954545455","0.0000000000","0.5626196597","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_mh_128","ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741640428000_8518","3650","AUDUSD","SHORT","10","1741640438000","1741640440864","1741640444762","2864","3898","STALE","0.6282600000","0.6284900000","0.6283750000","0.000087523522","0.000087523522","0.0000550000","-0.0002800000","-0.0001700000","0.0000650000","0.0000000000","5799","0","0.0002300000","5.5000000000","0.5500000000","0.2500000000","0.0000000000","0.4760590009","EXCLUDED","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_mh_128","ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741640428000_8518","3650","AUDUSD","SHORT","30","1741640458000","1741640458045","1741640458515","45","470","AVAILABLE","0.6282300000","0.6284600000","0.6283450000","0.000135266854","0.000135266854","0.0000850000","-0.0003100000","-0.0001400000","0.0001000000","0.0000000000","28432","0","0.0002300000","8.5000000000","0.8500000000","0.3863636364","0.0000000000","0.7357451098","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_mh_128","ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741640428000_8518","3650","AUDUSD","SHORT","60","1741640488000","1741640488487","1741640488682","487","195","AVAILABLE","0.6283700000","0.6285900000","0.6284800000","-0.000079560191","0.000079560191","-0.0000500000","-0.0001700000","-0.0002700000","0.0001000000","0.0000500000","28432","60487","0.0002200000","-5.0000000000","-0.5000000000","-0.2272727273","0.0000000000","-0.4327447562","ELIGIBLE","tickshock-medium-horizon-response-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_mh_128","ts15h_detection_time_continuation_r1_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741640428000_8518","3650","AUDUSD","SHORT","120","1741640548000","1741640549192","1741640553697","1192","4505","STALE","0.6282300000","0.6284500000","0.6283400000","0.000143224297","0.000143224297","0.0000900000","-0.0003100000","-0.0001300000","0.0001100000","0.0000750000","108637","61918","0.0002200000","9.0000000000","0.9000000000","0.4090909091","0.0000000000","0.7790273334","EXCLUDED","tickshock-medium-horizon-response-v1"
