control_id,symbol,anchor_msc,pseudo_direction,decision_seconds,target_msc,quote_msc,processing_msc,status,reason,entry_bid,entry_ask,usd_pair_count,usd_factor,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,h300_quote_msc,h300_continuation,h300_reversal,h300_continuation_125x,h300_reversal_125x,h600_quote_msc,h600_continuation,h600_reversal,h600_continuation_125x,h600_reversal_125x,h900_quote_msc,h900_continuation,h900_reversal,h900_continuation_125x,h900_reversal_125x,feature_spec_sha256,schema_version
"ts15h_detection_time_continuation_r1_202503_USDJPY_ctrl_164","USDJPY","1741661100000","LONG","120","0","","","EXCLUDED","SHOCK_PURGE","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_335","USDCAD","1741661100000","LONG","60","1741661160000","1741661160489","1741661161176","EXCLUDED","FEATURE_UNAVAILABLE","1.4429400000","1.4432300000","6","-3.054724241303","-0.798098714851","-2.244705086358","-0.185665122712","-0.250409114300","-1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","-0.000031182816","-0.000051970820","-0.000152440081","-0.000051970820","0.217821782178","0.135313531353","0.000138107632","0.000332729826","0.000796405447","0.000031182816","0.000094037696","0.000061056560","0.510720158337","","0.500000000000","0.000290000000","2.099811549850","","56.000000000000","687.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","-1.000000000000","1741661400236","-0.0002900000","-0.0003000000","-0.0003637500","-0.0003737500","1741661700320","-0.0004300000","-0.0001500000","-0.0005025000","-0.0002225000","1741662000086","-0.0006600000","0.0001000000","-0.0007300000","0.0000300000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_335","USDCAD","1741661100000","LONG","120","1741661220000","1741661220001","1741661220452","EXCLUDED","FEATURE_UNAVAILABLE","1.4430400000","1.4433300000","1","0.000000000000","-0.062338278730","-1.432251610082","-0.158070721390","-0.233298190170","-1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","0.000069293827","0.000169778405","-0.000027716186","0.000169778405","0.038834951457","0.201320132013","0.000140742801","0.000332729838","0.000796405447","0.000069293827","0.000071797531","0.000061993384","1.117761635570","","0.507812500000","0.000290000000","2.060496155901","","47.000000000000","451.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741661400236","-0.0003900000","-0.0002000000","-0.0004637500","-0.0002737500","1741661700320","-0.0005300000","-0.0000500000","-0.0006025000","-0.0001225000","1741662000086","-0.0007600000","0.0002000000","-0.0008300000","0.0001300000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_305","USDCHF","1741661100000","SHORT","60","1741661160000","1741661160457","1741661161176","EXCLUDED","FEATURE_UNAVAILABLE","0.8797200000","0.8799600000","5","-3.209541170647","-1.491529662285","-2.780093957660","-0.233769156759","-0.244228803105","-1.000000000000","-1.000000000000","1.000000000000","1.000000000000","-1.000000000000","-0.000079556755","-0.000369317137","-0.000136379134","0.000369317137","0.092307692308","0.021604938272","0.000113948261","0.000225413814","0.000517862365","0.000079556755","0.000135292761","0.000115068515","0.691385955220","","0.898437500000","0.000240000000","2.106219060091","","42.000000000000","719.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741661400463","-0.0003500000","-0.0001200000","-0.0004087500","-0.0001787500","1741661701583","-0.0004500000","-0.0000500000","-0.0005125000","-0.0001125000","1741662000307","-0.0004500000","-0.0000400000","-0.0005112500","-0.0001012500","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_305","USDCHF","1741661100000","SHORT","120","1741661220000","1741661220662","1741661257097","EXCLUDED","STALE_OR_INVALID_QUOTE","0.8797600000","0.8799900000","6","-2.062228115940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741661400463","-0.0003100000","-0.0001500000","-0.0003675000","-0.0002075000","1741661701583","-0.0004100000","-0.0000800000","-0.0004712500","-0.0001412500","1741662000307","-0.0004100000","-0.0000700000","-0.0004700000","-0.0001300000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_ctrl_329","AUDUSD","1741662000000","LONG","60","0","","","EXCLUDED","SHOCK_PURGE","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_ctrl_329","AUDUSD","1741662000000","LONG","120","0","","","EXCLUDED","SHOCK_PURGE","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_336","USDCAD","1741662000000","SHORT","60","1741662060000","1741662060392","1741662063210","EXCLUDED","SHOCK_PURGE","1.4426300000","1.4429200000","5","-0.815129975846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300307","-0.0000600000","-0.0004900000","-0.0001287500","-0.0005587500","1741662600381","-0.0000600000","-0.0005000000","-0.0001300000","-0.0005700000","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_336","USDCAD","1741662000000","SHORT","120","1741662120000","1741662120143","1741662122150","EXCLUDED","SHOCK_PURGE","1.4423800000","1.4426500000","4","-2.982180701320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300307","-0.0003100000","-0.0002200000","-0.0003762500","-0.0002862500","1741662600381","-0.0003100000","-0.0002300000","-0.0003775000","-0.0002975000","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_340","EURUSD","1741662000000","SHORT","60","1741662060000","1741662060143","1741662063210","EXCLUDED","STALE_OR_INVALID_QUOTE","1.0839200000","1.0841000000","2","0.000000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300199","-0.0004900000","0.0001300000","-0.0005350000","0.0000850000","1741662600474","-0.0007000000","0.0003400000","-0.0007450000","0.0002950000","1741662900396","-0.0006100000","0.0002500000","-0.0006550000","0.0002050000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_340","EURUSD","1741662000000","SHORT","120","1741662120000","1741662120143","1741662122150","EXCLUDED","STALE_OR_INVALID_QUOTE","1.0841000000","1.0842800000","3","-2.600708809175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300199","-0.0003100000","-0.0000500000","-0.0003550000","-0.0000950000","1741662600474","-0.0005200000","0.0001600000","-0.0005650000","0.0001150000","1741662900396","-0.0004300000","0.0000700000","-0.0004750000","0.0000250000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_337","GBPUSD","1741662000000","SHORT","60","1741662060000","1741662060350","1741662063210","EXCLUDED","STALE_OR_INVALID_QUOTE","1.2874200000","1.2876200000","4","-0.115409010903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300098","-0.0009100000","0.0005100000","-0.0009600000","0.0004600000","1741662600382","-0.0009500000","0.0005500000","-0.0010000000","0.0005000000","1741662900411","-0.0009500000","0.0005500000","-0.0010000000","0.0005000000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_337","GBPUSD","1741662000000","SHORT","120","1741662120000","1741662120012","1741662120143","EXCLUDED","FEATURE_UNAVAILABLE","1.2879800000","1.2881800000","1","0.000000000000","2.232300397702","2.330511409954","0.002198596869","0.003893830084","1.000000000000","-1.000000000000","-1.000000000000","1.000000000000","1.000000000000","0.000442613602","0.000434846762","0.000170810106","-0.000434846762","0.160583941606","0.892473118280","0.000157545335","0.000297719802","0.000665640009","0.000442613602","0.000200034666","0.000129278143","3.423731113137","","1.000000000000","0.000200000000","1.269475861094","","63.000000000000","131.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741662300098","-0.0003500000","-0.0000500000","-0.0004000000","-0.0001000000","1741662600382","-0.0003900000","-0.0000100000","-0.0004400000","-0.0000600000","1741662900411","-0.0003900000","-0.0000100000","-0.0004400000","-0.0000600000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_306","USDCHF","1741662000000","SHORT","60","1741662060000","1741662060279","1741662063210","EXCLUDED","STALE_OR_INVALID_QUOTE","0.8799000000","0.8801500000","3","-0.815129975846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300332","0.0001800000","-0.0006800000","0.0001175000","-0.0007425000","1741662600496","0.0003700000","-0.0008700000","0.0003075000","-0.0009325000","1741662900455","0.0003500000","-0.0008600000","0.0002862500","-0.0009237500","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_306","USDCHF","1741662000000","SHORT","120","1741662120000","1741662120300","1741662122150","EXCLUDED","STALE_OR_INVALID_QUOTE","0.8797300000","0.8799800000","6","-2.735617906608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741662300332","0.0000100000","-0.0005100000","-0.0000525000","-0.0005725000","1741662600496","0.0002000000","-0.0007000000","0.0001375000","-0.0007625000","1741662900455","0.0001800000","-0.0006900000","0.0001162500","-0.0007537500","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_ctrl_165","USDJPY","1741663800000","LONG","60","0","","","EXCLUDED","SHOCK_PURGE","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_ctrl_165","USDJPY","1741663800000","LONG","120","0","","","EXCLUDED","SHOCK_PURGE","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_307","USDCHF","1741663800000","SHORT","60","1741663860000","1741663860450","1741663860677","EXCLUDED","FEATURE_UNAVAILABLE","0.8787300000","0.8789700000","4","-0.682435226832","-3.044083406752","-5.314683482914","-0.651368418104","-0.520932801900","-1.000000000000","-1.000000000000","1.000000000000","1.000000000000","-1.000000000000","-0.000216168248","-0.000278734547","-0.000722274228","0.000278734547","0.769696969697","0.005791505792","0.000124388554","0.000262990197","0.000552406244","0.000216168248","0.000112249905","0.000085213851","2.536773611437","","0.476562500000","0.000240000000","1.929437976084","","49.000000000000","227.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741664100054","-0.0003400000","-0.0001200000","-0.0003975000","-0.0001775000","1741664400846","-0.0002600000","-0.0002400000","-0.0003225000","-0.0003025000","1741664700079","-0.0003000000","-0.0001900000","-0.0003612500","-0.0002512500","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_307","USDCHF","1741663800000","SHORT","120","1741663920000","1741663920434","1741663920442","EXCLUDED","FEATURE_UNAVAILABLE","0.8788200000","0.8790700000","6","-1.669339065773","-1.939951237723","-4.111338228836","-0.687321795857","-0.525453239356","-1.000000000000","-1.000000000000","1.000000000000","1.000000000000","-1.000000000000","0.000108089965","-0.000187707439","-0.000614184263","0.000187707439","0.586956521739","0.086556169429","0.000132289372","0.000262990204","0.000552406244","0.000108089965","0.000121977462","0.000089667700","1.205450404426","","0.484375000000","0.000250000000","1.889796564297","","62.000000000000","8.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741664100054","-0.0002500000","-0.0002200000","-0.0003087500","-0.0002787500","1741664400846","-0.0001700000","-0.0003400000","-0.0002337500","-0.0004037500","1741664700079","-0.0002100000","-0.0002900000","-0.0002725000","-0.0003525000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_341","EURUSD","1741663800000","LONG","60","1741663860000","1741663860677","1741663862609","EXCLUDED","STALE_OR_INVALID_QUOTE","1.0844800000","1.0846600000","5","-1.284500742655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741664100613","-0.0004800000","0.0001200000","-0.0005250000","0.0000750000","1741664400097","-0.0001900000","-0.0001700000","-0.0002350000","-0.0002150000","1741664700115","-0.0001100000","-0.0002500000","-0.0001550000","-0.0002950000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_341","EURUSD","1741663800000","LONG","120","1741663920000","1741663920125","1741663920442","EXCLUDED","FEATURE_UNAVAILABLE","1.0844900000","1.0846700000","1","0.000000000000","1.015964670057","1.873136913931","0.371732851669","0.245481055660","1.000000000000","1.000000000000","1.000000000000","1.000000000000","1.000000000000","0.000018440488","0.000175198366","0.000267420363","0.000175198366","0.273584905660","0.835616438356","0.000118132743","0.000292072817","0.000628304619","0.000018440488","0.000116273088","0.000082080059","0.224664652250","","0.546875000000","0.000180000000","1.523709642572","","52.000000000000","317.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741664100613","-0.0004900000","0.0001300000","-0.0005350000","0.0000850000","1741664400097","-0.0002000000","-0.0001600000","-0.0002450000","-0.0002050000","1741664700115","-0.0001200000","-0.0002400000","-0.0001650000","-0.0002850000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_338","GBPUSD","1741663800000","LONG","60","1741663860000","1741663860677","1741663862609","EXCLUDED","STALE_OR_INVALID_QUOTE","1.2883000000","1.2885000000","6","-0.775116142362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741664100295","-0.0002600000","-0.0001400000","-0.0003100000","-0.0001900000","1741664400738","-0.0000300000","-0.0003700000","-0.0000800000","-0.0004200000","1741664700346","0.0000300000","-0.0004300000","-0.0000200000","-0.0004800000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_338","GBPUSD","1741663800000","LONG","120","1741663920000","1741663920273","1741663920442","EXCLUDED","FEATURE_UNAVAILABLE","1.2884200000","1.2886200000","5","-1.640240690064","1.138690738460","2.383199610586","0.368099472196","0.294282951813","1.000000000000","1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","0.000100896034","0.000155228885","0.000279429345","0.000155228885","0.246575342466","0.927007299270","0.000149947081","0.000350473428","0.000690144113","0.000100896034","0.000136913828","0.000091395115","1.103954346703","","0.734375000000","0.000200000000","1.333803893405","","55.000000000000","169.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741664100295","-0.0003800000","-0.0000200000","-0.0004300000","-0.0000700000","1741664400738","-0.0001500000","-0.0002500000","-0.0002000000","-0.0003000000","1741664700346","-0.0000900000","-0.0003100000","-0.0001400000","-0.0003600000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_337","USDCAD","1741664700000","LONG","60","1741664760000","1741664760120","1741664762718","EXCLUDED","SHOCK_PURGE","1.4428300000","1.4430500000","4","1.079994385700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_337","USDCAD","1741664700000","LONG","120","1741664820000","1741664820530","1741664820642","EXCLUDED","SHOCK_PURGE","1.4429200000","1.4431800000","3","1.773727994574","2.166455437940","2.415938090150","0.674448052072","0.278345910301","1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","0.000058905773","0.000145538214","0.000564945331","0.000145538214","0.541528239203","0.422746781116","0.000146351568","0.000350953669","0.000774503411","0.000058905773","0.000093336338","0.000082052161","0.717906424475","","0.703125000000","0.000260000000","1.776544003268","","57.000000000000","112.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_ctrl_330","AUDUSD","1741664700000","SHORT","60","1741664760000","1741664760039","1741664762718","EXCLUDED","SHOCK_PURGE","0.6280100000","0.6282300000","2","0.000000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_AUDUSD_ctrl_330","AUDUSD","1741664700000","SHORT","120","1741664820000","1741664820699","1741664824374","EXCLUDED","SHOCK_PURGE","0.6279900000","0.6282100000","6","1.875693008027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_342","EURUSD","1741664700000","LONG","60","1741664760000","1741664760031","1741664762718","EXCLUDED","STALE_OR_INVALID_QUOTE","1.0846400000","1.0848200000","1","0.000000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741665000275","-0.0003900000","0.0000300000","-0.0004350000","-0.0000150000","1741665300106","-0.0001100000","-0.0002500000","-0.0001550000","-0.0002950000","1741665600324","0.0002500000","-0.0006100000","0.0002050000","-0.0006550000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_342","EURUSD","1741664700000","LONG","120","1741664820000","1741664820642","1741664824374","EXCLUDED","STALE_OR_INVALID_QUOTE","1.0844600000","1.0846400000","4","1.875693008027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1741665000275","-0.0002100000","-0.0001500000","-0.0002550000","-0.0001950000","1741665300106","0.0000700000","-0.0004300000","0.0000250000","-0.0004750000","1741665600324","0.0004300000","-0.0007900000","0.0003850000","-0.0008350000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_343","EURUSD","1741665600000","LONG","60","1741665660000","1741665660087","1741665660309","EXCLUDED","FEATURE_UNAVAILABLE","1.0850200000","1.0852000000","1","0.000000000000","1.248882914602","2.382485362724","0.538067340729","0.342174923823","1.000000000000","1.000000000000","1.000000000000","1.000000000000","1.000000000000","-0.000046077216","0.000119810699","0.000350256244","0.000119810699","0.206521739131","0.891540130152","0.000193634181","0.000355256324","0.000652650071","0.000046077216","0.000083957847","0.000128960787","0.357296332135","","0.867187500000","0.000180000000","0.929587942979","","64.000000000000","222.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741665900207","-0.0007900000","0.0004300000","-0.0008350000","0.0003850000","1741666200460","-0.0005500000","0.0001900000","-0.0005950000","0.0001450000","1741666500199","-0.0004000000","0.0000400000","-0.0004450000","-0.0000050000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_EURUSD_ctrl_343","EURUSD","1741665600000","LONG","120","1741665720000","1741665720365","1741665720757","EXCLUDED","FEATURE_UNAVAILABLE","1.0851700000","1.0853500000","3","0.000000000000","1.826532329394","3.026226158497","0.495496192878","0.332027109012","1.000000000000","1.000000000000","1.000000000000","1.000000000000","1.000000000000","0.000138225280","0.000248819262","0.000654435204","0.000248819262","0.392265193370","0.956616052061","0.000194088882","0.000355256329","0.000652650071","0.000138225280","0.000104178578","0.000126761948","1.090431960951","","0.859375000000","0.000180000000","0.927410152606","","55.000000000000","392.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","-0.000000000000","1741665900207","-0.0009400000","0.0005800000","-0.0009850000","0.0005350000","1741666200460","-0.0007000000","0.0003400000","-0.0007450000","0.0002950000","1741666500199","-0.0005500000","0.0001900000","-0.0005950000","0.0001450000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_308","USDCHF","1741665600000","LONG","60","1741665660000","1741665660295","1741665660309","EXCLUDED","FEATURE_UNAVAILABLE","0.8781900000","0.8784400000","5","0.746659082212","-0.372328721770","-2.766726246490","-0.345121712206","-0.433819674393","-1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","0.000130942588","0.000261902323","-0.000404105950","0.000261902323","0.209439528024","0.133704735376","0.000171754713","0.000331299636","0.000588157453","0.000130942588","0.000075360161","0.000155254669","0.843405149098","","0.921875000000","0.000250000000","1.455564132439","","68.000000000000","14.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741665900248","-0.0002100000","-0.0002900000","-0.0002725000","-0.0003525000","1741666200409","-0.0006300000","0.0001500000","-0.0006900000","0.0000900000","1741666500438","-0.0009200000","0.0004200000","-0.0009825000","0.0003575000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCHF_ctrl_308","USDCHF","1741665600000","LONG","120","1741665720000","1741665720199","1741665720365","EXCLUDED","FEATURE_UNAVAILABLE","0.8780000000","0.8782400000","2","0.000000000000","-1.331820834678","-3.660379474996","-0.302161286469","-0.405835063385","-1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","-0.000210655167","0.000000000000","-0.000660283946","0.000000000000","0.315217391304","0.079387186630","0.000175915091","0.000331299616","0.000588157453","0.000210655167","0.000118444162","0.000164086046","1.283809148573","","0.929687500000","0.000240000000","1.364294552369","","43.000000000000","166.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741665900248","-0.0000100000","-0.0004800000","-0.0000712500","-0.0005412500","1741666200409","-0.0004300000","-0.0000400000","-0.0004887500","-0.0000987500","1741666500438","-0.0007200000","0.0002300000","-0.0007812500","0.0001687500","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_339","GBPUSD","1741665600000","LONG","60","1741665660000","1741665660216","1741665660309","EXCLUDED","FEATURE_UNAVAILABLE","1.2883600000","1.2885600000","4","0.544137014425","-0.500385093845","0.095772038758","0.026072908582","0.089095781107","1.000000000000","1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","-0.000093130826","-0.000077609624","-0.000225051317","-0.000077609624","0.167630057804","0.742331288344","0.000198369147","0.000368800045","0.000676449719","0.000093130826","0.000080197840","0.000103942516","0.895983945152","","0.710937500000","0.000200000000","1.008221303672","","87.000000000000","93.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","-1.000000000000","1741665900371","-0.0009500000","0.0005500000","-0.0010000000","0.0005000000","1741666200037","-0.0008400000","0.0004400000","-0.0008900000","0.0003900000","1741666500625","-0.0007100000","0.0003100000","-0.0007600000","0.0002600000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_GBPUSD_ctrl_339","GBPUSD","1741665600000","LONG","120","1741665720000","1741665720128","1741665720365","EXCLUDED","FEATURE_UNAVAILABLE","1.2884800000","1.2886800000","1","0.000000000000","0.094876681699","0.675261136698","-0.048572408570","0.056117373910","1.000000000000","1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","0.000100891336","0.000000000000","0.000007760511","0.000000000000","0.005917159763","0.815950920245","0.000197771351","0.000368800039","0.000676449719","0.000100891336","0.000091428105","0.000101599457","0.993030268646","","0.695312500000","0.000200000000","1.011268817259","","62.000000000000","237.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","","1741665900371","-0.0010700000","0.0006700000","-0.0011200000","0.0006200000","1741666200037","-0.0009600000","0.0005600000","-0.0010100000","0.0005100000","1741666500625","-0.0008300000","0.0004300000","-0.0008800000","0.0003800000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDCAD_ctrl_338","USDCAD","1741666500000","LONG","60","1741666560000","1741666560556","1741666561376","EXCLUDED","SHOCK_PURGE","1.4443000000","1.4445900000","6","0.808316388054","2.499268736162","4.177802145535","0.657463944501","0.449280446372","1.000000000000","-1.000000000000","1.000000000000","-1.000000000000","1.000000000000","0.000096926730","0.000315046230","0.000799926629","0.000315046230","0.492537313433","0.993736951983","0.000246435306","0.000472280334","0.000855192624","0.000096926730","0.000106090208","0.000124586357","0.777988315584","","0.804687500000","0.000290000000","1.176779433816","","66.000000000000","820.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","0.000000000000","1.000000000000","1741666800226","-0.0006500000","0.0000900000","-0.0007200000","0.0000200000","1741667100118","-0.0011900000","0.0006100000","-0.0012625000","0.0005375000","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
