event_id,detector_version,market_cluster_id,representative,event_msc,symbol,time_bucket,trigger_horizon_ms,estimator,volatility_regime,matched,control_id,time_difference_ms,unmatched_reason
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017484500_52","TAIL_V1_PERSISTENT","43","1","1741017484500","USDJPY","3","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741017347000_2124","137500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017545000_53","TAIL_V1_PERSISTENT","44","1","1741017545000","USDJPY","3","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741017347000_2124","198000",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022591750_55","TAIL_V1_PERSISTENT","45","1","1741022591750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022677000_56","TAIL_V1_PERSISTENT","46","1","1741022677000","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022774500_57","TAIL_V1_PERSISTENT","47","1","1741022774500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022820750_58","TAIL_V1_PERSISTENT","48","1","1741022820750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022862500_60","TAIL_V1_PERSISTENT","49","1","1741022862500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022963000_61","TAIL_V1_PERSISTENT","50","1","1741022963000","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023002750_62","TAIL_V1_PERSISTENT","51","1","1741023002750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023005000_63","TAIL_V1_PERSISTENT","52","1","1741023005000","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023010500_64","TAIL_V1_PERSISTENT","53","1","1741023010500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023015750_65","TAIL_V1_PERSISTENT","54","1","1741023015750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023050250_67","TAIL_V1_PERSISTENT","55","1","1741023050250","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023164500_68","TAIL_V1_PERSISTENT","56","1","1741023164500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023190250_69","TAIL_V1_PERSISTENT","57","1","1741023190250","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023266750_70","TAIL_V1_PERSISTENT","58","1","1741023266750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023279500_72","TAIL_V1_PERSISTENT","59","1","1741023279500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023283250_73","TAIL_V1_PERSISTENT","60","1","1741023283250","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023294500_74","TAIL_V1_PERSISTENT","61","1","1741023294500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023431500_76","TAIL_V1_PERSISTENT","62","1","1741023431500","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023435750_77","TAIL_V1_PERSISTENT","63","1","1741023435750","USDJPY","4","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024235000_79","TAIL_V1_PERSISTENT","64","1","1741024235000","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024114500_5843","120500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024329500_80","TAIL_V1_PERSISTENT","65","1","1741024329500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024114750_5846","214750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024399500_81","TAIL_V1_PERSISTENT","66","1","1741024399500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024114750_5846","284750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024665750_83","TAIL_V1_PERSISTENT","67","1","1741024665750","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024545000_6005","120750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024838250_84","TAIL_V1_PERSISTENT","68","1","1741024838250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024545000_6005","293250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024878750_87","TAIL_V1_PERSISTENT","69","1","1741024878750","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024545000_6005","333750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024981250_91","TAIL_V1_PERSISTENT","70","1","1741024981250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024545000_6005","436250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025095250_92","TAIL_V1_PERSISTENT","71","1","1741025095250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741024545000_6005","550250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025468250_94","TAIL_V1_PERSISTENT","72","1","1741025468250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741025347750_6931","120500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025526750_95","TAIL_V1_PERSISTENT","73","1","1741025526750","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741025347750_6931","179000",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025705750_96","TAIL_V1_PERSISTENT","74","1","1741025705750","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741025347750_6931","358000",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026009000_97","TAIL_V1_PERSISTENT","75","1","1741026009000","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741025888500_7364","120500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026079000_99","TAIL_V1_PERSISTENT","76","1","1741026079000","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741025888500_7364","190500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741026207250_100","TAIL_V1_PERSISTENT","77","1","1741026207250","USDJPY","4","1000","1","HIGH","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h2_1741025888500_7366","318750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026750500_101","TAIL_V1_PERSISTENT","78","1","1741026750500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741026630000_9141","120500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026801250_104","TAIL_V1_PERSISTENT","79","1","1741026801250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741026630000_9141","171250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026863250_106","TAIL_V1_PERSISTENT","80","1","1741026863250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741026630000_9141","233250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026937500_107","TAIL_V1_PERSISTENT","81","1","1741026937500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741026630000_9141","307500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741026969500_108","TAIL_V1_PERSISTENT","82","1","1741026969500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741026630000_9141","339500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741027268250_110","TAIL_V1_PERSISTENT","83","1","1741027268250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741027147750_9454","120500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741027487000_115","TAIL_V1_PERSISTENT","84","1","1741027487000","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741027148000_9455","339000",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741027544250_116","TAIL_V1_PERSISTENT","85","1","1741027544250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741027148000_9455","396250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741028146500_117","TAIL_V1_PERSISTENT","86","1","1741028146500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741028021000_11024","125500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741028186750_118","TAIL_V1_PERSISTENT","87","1","1741028186750","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741028021000_11024","165750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741028910500_119","TAIL_V1_PERSISTENT","88","1","1741028910500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741028778000_12989","132500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741029007250_121","TAIL_V1_PERSISTENT","89","1","1741029007250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741028778000_12989","229250",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741030028500_124","TAIL_V1_PERSISTENT","90","1","1741030028500","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741029903500_15651","125000",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741031040250_125","TAIL_V1_PERSISTENT","91","1","1741031040250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741030889500_17562","150750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741031236000_127","TAIL_V1_PERSISTENT","92","1","1741031236000","USDJPY","4","1000","1","HIGH","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h2_1741030868500_17498","367500",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741031646250_132","TAIL_V1_PERSISTENT","93","1","1741031646250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741031487500_17822","158750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741031656250_135","TAIL_V1_PERSISTENT","94","1","1741031656250","USDJPY","4","250","1","NORMAL","true","USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741031487500_17822","168750",""
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039054000_139","TAIL_V1_PERSISTENT","95","1","1741039054000","USDJPY","5","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039108500_140","TAIL_V1_PERSISTENT","96","1","1741039108500","USDJPY","5","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
"ts15h_detection_time_continuation_r1_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741039151250_141","TAIL_V1_PERSISTENT","97","1","1741039151250","USDJPY","5","250","1","NORMAL","false","","","UNMATCHED_EXACT_KEY"
