episode_id,market_cluster_id,symbol,shock_direction,decision_seconds,target_msc,quote_msc,processing_msc,status,reason,usd_pair_count,usd_factor,ema20_distance_m1,ema50_distance_m1,ema20_slope_m1,ema50_slope_m1,ema_alignment_m1,ema_alignment_m5,ema_alignment_m15,shock_alignment_m5,shock_alignment_m15,return_1m,return_5m,return_15m,shock_pre_momentum_5m,trend_efficiency_15m,daily_range_position,atr14_m1,atr14_m5,atr14_m15,realized_vol_1m,realized_vol_5m,realized_vol_15m,short_long_vol_ratio,shock_pre_vol_ratio,volatility_percentile,entry_spread,spread_atr_ratio,spread_prevol_ratio,tick_activity,quote_age_ms,severity,initial_shock_spread_ratio,confirmation_delay_ms,repeat_count,repeat_direction_balance,origin_recross_available,usd_factor_alignment,feature_spec_sha256,schema_version
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_1","1","USDJPY","LONG","60","1740999647250","1740999647471","1740999647595","EXCLUDED","FEATURE_UNAVAILABLE","6","-2.803046884773","-0.055025141599","-0.651195170046","-0.045493721456","-0.092739583568","-1.000000000000","-1.000000000000","","-1.000000000000","","0.000019984545","0.000149893825","-0.000412924544","0.000149893825","0.232209737828","0.088620342397","0.034691520184","0.089552818835","0.147515351813","0.000019984545","0.000196356310","0.000152731308","0.130847732322","0.184123010698","0.226562500000","0.017000000000","0.490033296608","0.626018236374","157.000000000000","124.000000000000","1.000000000000","0.294117647059","250.000000000000","1.000000000000","1.000000000000","1.000000000000","-1.000000000000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_1","1","USDJPY","LONG","120","1740999707250","1740999709018","1740999712463","EXCLUDED","STALE_OR_INVALID_QUOTE","6","-2.342773360553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","8","USDJPY","LONG","60","1741001089000","1741001089733","1741001092083","EXCLUDED","STALE_OR_INVALID_QUOTE","6","3.024249298893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_2","8","USDJPY","LONG","120","1741001149000","1741001149613","1741001150927","EXCLUDED","STALE_OR_INVALID_QUOTE","6","1.025636960254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","11","USDJPY","SHORT","60","1741002138000","1741002138789","1741002141977","EXCLUDED","STALE_OR_INVALID_QUOTE","6","1.058877142130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_3","11","USDJPY","SHORT","120","1741002198000","1741002198201","1741002198231","EXCLUDED","FEATURE_UNAVAILABLE","6","-0.164969807165","1.654783053283","2.945083459648","0.671520655815","0.410610056034","1.000000000000","-1.000000000000","","1.000000000000","","-0.000046597392","0.000053256821","0.000905751919","-0.000053256821","0.438709677419","0.252788104089","0.030012455371","0.085575680945","0.152564257431","0.000046597392","0.000126772896","0.000180720001","0.257843026211","0.097652050028","0.703125000000","0.019000000000","0.633070495729","0.618462983510","99.000000000000","30.000000000000","2.000000000000","0.200000000001","250.000000000000","0.000000000000","0.000000000000","1.000000000000","1.000000000000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","13","USDJPY","SHORT","60","1741013674250","1741013675242","1741013677226","EXCLUDED","STALE_OR_INVALID_QUOTE","6","0.803885937583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_4","13","USDJPY","SHORT","120","1741013734250","1741013734328","1741013735573","EXCLUDED","STALE_OR_INVALID_QUOTE","6","0.491475893063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","18","USDJPY","SHORT","60","1741014666000","1741014666618","1741014666857","AVAILABLE","AVAILABLE","6","3.043247335458","-0.913695783283","-0.117162283954","0.146553959016","0.160098899358","1.000000000000","1.000000000000","1.000000000000","-1.000000000000","-1.000000000000","-0.000535508878","-0.000158699196","-0.000119026758","0.000158699196","0.043165467626","0.934758569849","0.039187653921","0.085011463003","0.155321362278","0.000535508878","0.000269591891","0.000243488039","2.199323137939","0.000000000000","1.000000000000","0.017000000000","0.433810098309","0.588794276246","142.000000000000","239.000000000000","2.000000000000","0.000000000000","250.000000000000","0.000000000000","0.000000000000","0.000000000000","-1.000000000000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
"ts15h_detection_time_continuation_r1_202503_USDJPY_mh_5","18","USDJPY","SHORT","120","1741014726000","1741014726256","1741014726888","AVAILABLE","AVAILABLE","6","3.978339493131","0.232404473057","0.962194685452","0.037973581834","0.109258769298","1.000000000000","1.000000000000","1.000000000000","-1.000000000000","-1.000000000000","0.000261179043","-0.000029750247","-0.000251196490","0.000029750247","0.095717884131","0.968669369701","0.041531392927","0.085011463003","0.155321362278","0.000261179043","0.000287794591","0.000231342115","1.128973179205","0.000000000000","0.976562500000","0.017000000000","0.409328914877","0.588615218544","117.000000000000","632.000000000000","2.000000000000","0.000000000000","250.000000000000","2.000000000000","1.000000000000","0.000000000000","-1.000000000000","074C40B21F804CEDB414FA0C75DD1A101B7DF808F6254000B641C134C282B597","tickshock-context-feature-v1"
