path,size_bytes,sha256,run_id,source_commit,schema_version,regeneration_command,commit_target
reports/backtest/runs/20260830_ts15e_tail_v1_persistent_medium_horizon_202503/decision_checkpoint_features.csv,61236865,DAD62C2F82F4C44ACB12386067879542C247D658AE19A51B5765ED4A87695A88,ts15e_medium_horizon_202503,ce46a52204dae05dddff680bdc5f6d56907bb08e,tickshock-medium-horizon-response-v1,powershell -NoProfile -ExecutionPolicy Bypass -File tools/tick_shock/run_step15e_march.ps1 -TimeoutSeconds 2400,no
reports/backtest/runs/20260830_ts15e_tail_v1_persistent_medium_horizon_202503/event_response.csv,53236656,18C2E4DCCF7ABD30D67EBE274DA708F8261F10AD3F6486CF3461683C0122E04F,ts15e_medium_horizon_202503,ce46a52204dae05dddff680bdc5f6d56907bb08e,tickshock-medium-horizon-response-v1,powershell -NoProfile -ExecutionPolicy Bypass -File tools/tick_shock/run_step15e_march.ps1 -TimeoutSeconds 2400,no
