path,size_bytes,sha256,run_id,source_commit,status
reports/analysis/tick_shock/step15f/analysis_summary.json,1074,7027B9D349DCAA9D4FF69304FB4F7E2BE2ED85E3E08E759F05955E1519C5C993,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/calibration.csv,12248,01CBC85CC89D8719098943FB0425C5E6F2EA1B5AEB9AAC5CBDC49CF883A77B8D,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/candidate_registry.csv,200,3195B189A07ADDDAD7927B1C8BB16AF39F4B98F26B198409E9B3563F94EECDAE,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/chosen_action_oof.csv,1677897,CD13923D1E98F17CA2F7017DB802F63B7D7DB419D0D6DADF0276DC5100278F3D,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/context_vs_shock_added.csv,4386,80D34DB221A625CC14B09A5782DE5F809BC6B75241C2024ADC15E2B116A20FBC,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/continuation_reversal_results.csv,2852,0D719D9D6A52741D9ABDD4039685D961DC6CE30C07A995331F2085C9465308F0,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/control_funnel.csv,160,D6BF1CF2F9BF85FE169F2C29C0597EB59532F381624BA7CE67F66CB1BFEADA13,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/cost_sensitivity.csv,4576,F61140EAA2CFCB6357FFEA6378F6D8D6CC2E4AA4C56C0BA20F8FD7C01A16863C,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/feature_correlations.csv,64709,CA3C9E1D18700408742BEB8616E25F810F61EC4F6E48285C7D65BB28ADD53D91,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/feature_coverage.csv,3910,10EFEFDCCCFC4A8C1F2C0160FAB7E4AF47F6EE286B077D2B7C7B0CF9458227DA,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/feature_distributions.csv,9706,80C297701265A38F656FA6EF925303A586D2D965D77AADBB9AF754A6F114ACD2,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/feature_registry.csv,8037,27A2ED91F2A3EE5A429D6EE3F3E94CC9F25796070CBD1EE5432F7E5CDA7AD173,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
reports/analysis/tick_shock/step15f/fold_assignment.csv,991162,EEE8498BA25505546246C40C7A3FD5C19FFBD637DC454961A5DA79C33915FFB7,STEP15F_ANALYSIS,26faf274b87b882745a9a62bfb521fea08d9bf7f,DERIVED_EVIDENCE
