event_id,market_cluster_id,symbol,strategy,direction,signal_msc,processing_msc,eligible_msc,entry_quote_msc,entry_bid,entry_ask,entry_price,entry_side,local_scale,entry_status,censored,schema_version
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741295168000_5585,2413,USDJPY,detection_time_continuation,SHORT,1741295168000,1741295169062,1741295169062,1741295169308,147.646,147.664,147.646,BID,0.002347011975,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741295168000_5585,2413,USDJPY,post_burst_continuation,SHORT,1741295169308,1741295169633,1741295169633,1741295169966,147.647,147.665,147.647,BID,0.002347011975,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741295168250_5586,2413,USDJPY,detection_time_continuation,SHORT,1741295168250,1741295169633,1741295169633,1741295169966,147.647,147.665,147.647,BID,0.004418438007,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741295168250_5586,2413,USDJPY,post_burst_continuation,SHORT,1741295169308,1741295169633,1741295169633,1741295169966,147.647,147.665,147.647,BID,0.004418438007,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741295168500_5587,2413,USDJPY,detection_time_continuation,SHORT,1741295168500,1741295169633,1741295169633,1741295169966,147.647,147.665,147.647,BID,0.007706144426,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741295168500_5587,2413,USDJPY,post_burst_continuation,SHORT,1741295169308,1741295169633,1741295169633,1741295169966,147.647,147.665,147.647,BID,0.007706144426,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741295703750_5589,2414,USDJPY,detection_time_continuation,LONG,1741295703750,1741295704082,1741295704082,1741295704239,147.736,147.756,147.756,ASK,0.002351171322,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741295703750_5589,2414,USDJPY,post_burst_continuation,LONG,1741295704239,1741295704301,1741295704301,1741295704454,147.734,147.754,147.754,ASK,0.002351171322,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741295703750_5589,2414,USDJPY,failed_shock_reversal,SHORT,1741295704454,1741295705096,1741295705096,1741295705131,147.728,147.748,147.728,BID,0.002351171322,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741295703500_5588,2414,GBPUSD,detection_time_continuation,LONG,1741295703500,1741295703786,1741295703786,1741295703979,1.28858,1.28878,1.28878,ASK,9.0667499e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741295703500_5588,2414,GBPUSD,post_burst_continuation,LONG,1741295703979,1741295704082,1741295704082,1741295704184,1.28859,1.28879,1.28879,ASK,9.0667499e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741295703500_5588,2414,GBPUSD,failed_shock_reversal,SHORT,1741295706260,1741295706373,1741295706373,1741295706502,1.28835,1.28855,1.28835,BID,9.0667499e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5590,2415,EURUSD,detection_time_continuation,SHORT,1741295707000,1741295707287,1741295707287,1741295707287,1.07858,1.07876,1.07858,BID,2.7009146e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5590,2415,EURUSD,post_burst_continuation,SHORT,1741295707522,1741295707758,1741295707758,1741295707758,1.07856,1.07874,1.07856,BID,2.7009146e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5590,2415,EURUSD,failed_shock_reversal,LONG,1741295707758,1741295708737,1741295708737,1741295708737,1.07854,1.07872,1.07872,ASK,2.7009146e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5592,2415,GBPUSD,detection_time_continuation,SHORT,1741295707000,1741295707287,1741295707287,1741295707717,1.28837,1.28857,1.28837,BID,2.3818696e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5592,2415,GBPUSD,post_burst_continuation,SHORT,1741295707717,1741295707758,1741295707758,1741295708474,1.28838,1.28858,1.28838,BID,2.3818696e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5592,2415,GBPUSD,pullback_continuation,SHORT,1741295709608,1741295709737,1741295709737,1741295709816,1.28826,1.28846,1.28826,BID,2.3818696e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5591,2415,USDCHF,detection_time_continuation,LONG,1741295707000,1741295707287,1741295707287,1741295707569,0.88318,0.88341,0.88341,ASK,1.5454365e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5591,2415,USDCHF,post_burst_continuation,LONG,1741295707569,1741295707758,1741295707758,1741295708006,0.88317,0.88341,0.88341,ASK,1.5454365e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741295707000_5591,2415,USDCHF,failed_shock_reversal,SHORT,1741295708006,1741295708737,1741295708737,1741295708788,0.8832,0.88346,0.8832,BID,1.5454365e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295731000_5593,2416,GBPUSD,detection_time_continuation,SHORT,1741295731000,1741295733279,1741295733279,1741295733325,1.28835,1.28855,1.28835,BID,2.3822239e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295731000_5593,2416,GBPUSD,post_burst_continuation,SHORT,1741295732378,1741295733279,1741295733279,1741295733325,1.28835,1.28855,1.28835,BID,2.3822239e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295731000_5593,2416,GBPUSD,failed_shock_reversal,LONG,1741295733325,1741295733511,1741295733511,1741295733586,1.28834,1.28854,1.28854,ASK,2.3822239e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295759250_5594,2417,GBPUSD,detection_time_continuation,SHORT,1741295759250,1741295760115,1741295760115,1741295760407,1.28834,1.28854,1.28834,BID,2.3823593e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295759250_5594,2417,GBPUSD,post_burst_continuation,SHORT,1741295759779,1741295760115,1741295760115,1741295760407,1.28834,1.28854,1.28834,BID,2.3823593e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741295759250_5594,2417,GBPUSD,failed_shock_reversal,LONG,1741295760113,1741295760115,1741295760115,1741295760407,1.28834,1.28854,1.28854,ASK,2.3823593e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741296080500_5595,2418,USDJPY,detection_time_continuation,SHORT,1741296080500,1741296086144,1741296086144,1741296086182,147.625,147.645,147.625,BID,0.002339078886,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741296080500_5595,2418,USDJPY,post_burst_continuation,SHORT,1741296081166,1741296086144,1741296086144,1741296086182,147.625,147.645,147.625,BID,0.002339078886,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741296080500_5595,2418,USDJPY,failed_shock_reversal,LONG,1741296081371,1741296086144,1741296086144,1741296086182,147.625,147.645,147.645,ASK,0.002339078886,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741296773250_5596,2419,USDCAD,detection_time_continuation,LONG,1741296773250,1741296774146,1741296774146,1741296774329,1.43136,1.43164,1.43164,ASK,3.6321885e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741296773250_5596,2419,USDCAD,post_burst_continuation,LONG,1741296774127,1741296774146,1741296774146,1741296774329,1.43136,1.43164,1.43164,ASK,3.6321885e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741297089500_5597,2420,USDCHF,detection_time_continuation,SHORT,1741297089500,1741297090724,1741297090724,1741297091862,0.88247,0.88271,0.88247,BID,1.5446353e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741297089500_5597,2420,USDCHF,post_burst_continuation,SHORT,1741297094049,1741297094207,1741297094207,1741297095091,0.88247,0.88271,0.88247,BID,1.5446353e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570500_5598,2421,USDJPY,detection_time_continuation,LONG,1741297570500,1741297570862,1741297570862,1741297570942,147.724,147.74,147.74,ASK,0.002343497161,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570500_5598,2421,USDJPY,post_burst_continuation,LONG,1741297570942,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.002343497161,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570500_5598,2421,USDJPY,failed_shock_reversal,SHORT,1741297571152,1741297571601,1741297571601,1741297571601,147.722,147.738,147.722,BID,0.002343497161,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5600,2421,USDJPY,detection_time_continuation,LONG,1741297570750,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.002343601377,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5600,2421,USDJPY,post_burst_continuation,LONG,1741297571152,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.002343601377,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5600,2421,USDJPY,failed_shock_reversal,SHORT,1741297571362,1741297571601,1741297571601,1741297571601,147.722,147.738,147.722,BID,0.002343601377,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297571000_5601,2421,USDJPY,detection_time_continuation,LONG,1741297571000,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.002343728239,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297571000_5601,2421,USDJPY,post_burst_continuation,LONG,1741297571362,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.002343728239,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297571000_5601,2421,USDJPY,pullback_continuation,LONG,1741297573041,1741297573710,1741297573710,1741297574631,147.724,147.742,147.742,ASK,0.002343728239,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741297571250_5602,2421,USDJPY,detection_time_continuation,LONG,1741297571250,1741297571601,1741297571601,1741297571601,147.722,147.738,147.738,ASK,0.007696954525,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741297571250_5602,2421,USDJPY,post_burst_continuation,LONG,1741297572581,1741297572974,1741297572974,1741297573041,147.731,147.746,147.746,ASK,0.007696954525,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741297571250_5602,2421,USDJPY,pullback_continuation,LONG,1741297576930,1741297581263,1741297581263,1741297581263,147.726,147.742,147.742,ASK,0.007696954525,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5599,2421,GBPUSD,detection_time_continuation,LONG,1741297570750,1741297570862,1741297570862,1741297570992,1.28952,1.28972,1.28972,ASK,2.3832985e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5599,2421,GBPUSD,post_burst_continuation,LONG,1741297571465,1741297571601,1741297571601,1741297571682,1.28949,1.28969,1.28969,ASK,2.3832985e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741297570750_5599,2421,GBPUSD,failed_shock_reversal,SHORT,1741297571682,1741297572513,1741297572513,1741297572627,1.28952,1.28972,1.28952,BID,2.3832985e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297671500_5603,2422,USDJPY,detection_time_continuation,LONG,1741297671500,1741297674590,1741297674590,1741297674725,147.751,147.768,147.768,ASK,0.002346364701,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297671500_5603,2422,USDJPY,post_burst_continuation,LONG,1741297672093,1741297674590,1741297674590,1741297674725,147.751,147.768,147.768,ASK,0.002346364701,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741297671500_5603,2422,USDJPY,failed_shock_reversal,SHORT,1741297672831,1741297674590,1741297674590,1741297674725,147.751,147.768,147.751,BID,0.002346364701,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741297671750_5604,2422,USDJPY,detection_time_continuation,LONG,1741297671750,1741297674590,1741297674590,1741297674725,147.751,147.768,147.768,ASK,0.004420798808,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741297671750_5604,2422,USDJPY,post_burst_continuation,LONG,1741297672093,1741297674590,1741297674590,1741297674725,147.751,147.768,147.768,ASK,0.004420798808,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741297671750_5604,2422,USDJPY,failed_shock_reversal,SHORT,1741297672831,1741297674590,1741297674590,1741297674725,147.751,147.768,147.751,BID,0.004420798808,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741297891250_5605,2423,USDCHF,detection_time_continuation,SHORT,1741297891250,1741297893201,1741297893201,1741297893697,0.8829,0.88315,0.8829,BID,1.5430322e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741297891250_5605,2423,USDCHF,post_burst_continuation,SHORT,1741297891890,1741297893201,1741297893201,1741297893697,0.8829,0.88315,0.8829,BID,1.5430322e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741297891250_5605,2423,USDCHF,failed_shock_reversal,LONG,1741297893697,1741297893722,1741297893722,1741297894058,0.8829,0.88316,0.88316,ASK,1.5430322e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298000250_5606,2424,USDCHF,detection_time_continuation,SHORT,1741298000250,1741298000836,1741298000836,1741298000941,0.88266,0.88293,0.88266,BID,1.5417702e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298000250_5606,2424,USDCHF,post_burst_continuation,SHORT,1741298000941,1741298001069,1741298001069,1741298001630,0.88267,0.88293,0.88267,BID,1.5417702e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298000250_5606,2424,USDCHF,failed_shock_reversal,LONG,1741298001630,1741298004270,1741298004270,1741298004378,0.88266,0.88293,0.88293,ASK,1.5417702e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298064500_5607,2425,USDCHF,detection_time_continuation,LONG,1741298064500,1741298076068,1741298076068,1741298076202,0.8827,0.88296,0.88296,ASK,1.5417508e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298064500_5607,2425,USDCHF,post_burst_continuation,LONG,1741298065622,1741298076068,1741298076068,1741298076202,0.8827,0.88296,0.88296,ASK,1.5417508e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298064500_5607,2425,USDCHF,failed_shock_reversal,SHORT,1741298066515,1741298076068,1741298076068,1741298076202,0.8827,0.88296,0.8827,BID,1.5417508e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298611000_5608,2426,USDCHF,detection_time_continuation,LONG,1741298611000,1741298613741,1741298613741,1741298614231,0.88266,0.88293,0.88293,ASK,1.5379347e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298611000_5608,2426,USDCHF,post_burst_continuation,LONG,1741298613366,1741298613741,1741298613741,1741298614231,0.88266,0.88293,0.88293,ASK,1.5379347e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741298611000_5608,2426,USDCHF,failed_shock_reversal,SHORT,1741298621262,1741298621460,1741298621460,1741298623146,0.88266,0.88293,0.88266,BID,1.5379347e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299058500_5609,2427,USDJPY,detection_time_continuation,LONG,1741299058500,1741299060133,1741299060133,1741299060173,147.805,147.825,147.825,ASK,0.002326686758,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299058500_5609,2427,USDJPY,post_burst_continuation,LONG,1741299059150,1741299060133,1741299060133,1741299060173,147.805,147.825,147.825,ASK,0.002326686758,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299058500_5609,2427,USDJPY,failed_shock_reversal,SHORT,1741299060408,1741299060715,1741299060715,1741299061350,147.796,147.813,147.796,BID,0.002326686758,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741299099250_5611,2428,USDJPY,detection_time_continuation,SHORT,1741299099250,1741299099495,1741299099495,1741299099557,147.776,147.792,147.776,BID,0.004376677362,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741299099250_5611,2428,USDJPY,post_burst_continuation,SHORT,1741299099767,1741299100306,1741299100306,1741299100519,147.776,147.793,147.776,BID,0.004376677362,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741299099250_5611,2428,USDJPY,failed_shock_reversal,LONG,1741299101855,1741299101918,1741299101918,1741299102101,147.776,147.794,147.794,ASK,0.004376677362,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299099000_5610,2428,USDJPY,detection_time_continuation,SHORT,1741299099000,1741299099495,1741299099495,1741299099557,147.776,147.792,147.776,BID,0.002327650618,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299099000_5610,2428,USDJPY,post_burst_continuation,SHORT,1741299099767,1741299100306,1741299100306,1741299100519,147.776,147.793,147.776,BID,0.002327650618,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741299099000_5610,2428,USDJPY,failed_shock_reversal,LONG,1741299101855,1741299101918,1741299101918,1741299102101,147.776,147.794,147.794,ASK,0.002327650618,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741300208500_5613,2429,USDJPY,detection_time_continuation,SHORT,1741300208500,1741300209271,1741300209271,1741300209388,147.761,147.778,147.761,BID,0.002336993995,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741300208500_5613,2429,USDJPY,post_burst_continuation,SHORT,1741300209388,1741300209544,1741300209544,1741300209647,147.759,147.778,147.759,BID,0.002336993995,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741300208750_5614,2429,USDJPY,detection_time_continuation,SHORT,1741300208750,1741300209271,1741300209271,1741300209388,147.761,147.778,147.761,BID,0.002336274044,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741300208750_5614,2429,USDJPY,post_burst_continuation,SHORT,1741300209388,1741300209544,1741300209544,1741300209647,147.759,147.778,147.759,BID,0.002336274044,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741300208750_5614,2429,USDJPY,failed_shock_reversal,LONG,1741300209647,1741300210025,1741300210025,1741300210107,147.759,147.777,147.777,ASK,0.002336274044,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741300209000_5617,2429,USDJPY,detection_time_continuation,SHORT,1741300209000,1741300209544,1741300209544,1741300209647,147.759,147.778,147.759,BID,0.004398326206,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741300209000_5617,2429,USDJPY,post_burst_continuation,SHORT,1741300209388,1741300209544,1741300209544,1741300209647,147.759,147.778,147.759,BID,0.004398326206,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741300209000_5617,2429,USDJPY,failed_shock_reversal,LONG,1741300209647,1741300210025,1741300210025,1741300210107,147.759,147.777,147.777,ASK,0.004398326206,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741300209250_5618,2429,USDJPY,detection_time_continuation,SHORT,1741300209250,1741300209544,1741300209544,1741300209647,147.759,147.778,147.759,BID,0.007660313744,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741300209250_5618,2429,USDJPY,post_burst_continuation,SHORT,1741300209647,1741300210025,1741300210025,1741300210107,147.759,147.777,147.759,BID,0.007660313744,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741300209500_5619,2429,USDJPY,detection_time_continuation,SHORT,1741300209500,1741300210025,1741300210025,1741300210107,147.759,147.777,147.759,BID,0.007657933533,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741300209500_5619,2429,USDJPY,post_burst_continuation,SHORT,1741300210335,1741300210501,1741300210501,1741300210580,147.765,147.781,147.765,BID,0.007657933533,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741300209500_5619,2429,USDJPY,failed_shock_reversal,LONG,1741300210580,1741300210731,1741300210731,1741300210817,147.766,147.785,147.785,ASK,0.007657933533,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741300208500_5612,2429,USDCHF,detection_time_continuation,SHORT,1741300208500,1741300209271,1741300209271,1741300209302,0.88271,0.88296,0.88271,BID,1.5411127e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741300208500_5612,2429,USDCHF,post_burst_continuation,SHORT,1741300208966,1741300209271,1741300209271,1741300209302,0.88271,0.88296,0.88271,BID,1.5411127e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741300208500_5612,2429,USDCHF,failed_shock_reversal,LONG,1741300210598,1741300210731,1741300210731,1741300214898,0.88272,0.88298,0.88298,ASK,1.5411127e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741300208750_5615,2429,USDCHF,detection_time_continuation,SHORT,1741300208750,1741300209271,1741300209271,1741300209302,0.88271,0.88296,0.88271,BID,1.5410245e-05,ENTERED,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741300208750_5615,2429,USDCHF,post_burst_continuation,SHORT,1741300209302,1741300209544,1741300209544,1741300209750,0.8827,0.88295,0.8827,BID,1.5410245e-05,ENTERED,False,tickshock-state-conditioned-response-v1
