candidate_id,target_class,decision_clock,conditions,training_support,oof_episode_count,candidate_spec_hash,march_contamination,status,adjusted_p,supported,folds_positive_lift,folds_observed,min_lift,max_lift,executable_direction_rate,cost_screen
SR-CLEAN-001,CLEAN_CONTINUATION,CONFIRMED_PLUS_1000MS,see trial_registry.csv,698,698,5844c98c57220c9d6ab5252f90738e64a884c97bd5c741c744d3a85ed268d8e4,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.3581779286529274e-35,True,5,5,1.5588580467394633,1.8852566198103957,0.007477407220514702,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
SR-CLEAN-002,CLEAN_CONTINUATION,CONFIRMED_PLUS_1000MS,see trial_registry.csv,813,813,f7b07a621a13d114c93acb9c5159eb47ac2948572786430673aac62db97fc66c,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.0,False,2,5,0.923444527736132,1.0520273571079628,0.007477407220514702,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
SR-DEAD-001,DEAD_OR_TIMEOUT,CONFIRMED_PLUS_1000MS,see trial_registry.csv,615,615,0d2aa40fc22605b55af52a413976ac2dcf67b1a4e435946744739d51704a59ec,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.0,False,3,5,0.9450892857142859,1.1991040318566453,0.0,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
SR-NOTRADE-001,DEAD_OR_TIMEOUT,CONFIRMED_PLUS_1000MS,see trial_registry.csv,196,196,d29880678e7730d93d75cecdf42a360d6f855a84bca103811eb6554e067986be,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.0,False,2,5,0.5805938494167551,1.0901548672566372,0.0,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
SR-REV-001,FAILED_SHOCK_REVERSAL,CONFIRMED_PLUS_1000MS,see trial_registry.csv,288,288,2b728fa9e32879ac1aba55ef2f1a3e3da8fc5cc0285f2204b31e64b648fa5de6,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.477163645319524e-39,True,5,5,1.8448475664111252,2.045818505338078,0.0069510268562401265,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
SR-WHIP-001,TWO_SIDED_WHIPSAW,CONFIRMED_PLUS_1000MS,see trial_registry.csv,299,299,cb09ce29a3b6cdc249d02b5cb531c47a9c07dd8a3cc5e0d74ea63babdc437d80,DEVELOPMENT_AND_HYPOTHESIS_GENERATION_ONLY,REJECTED_DEVELOPMENT_DIAGNOSTIC,1.0,False,0,0,,,0.0,1SIGMA_EXECUTABLE_DIRECTION_RATE_GE_0_50
