event_id,market_cluster_id,symbol,strategy,direction,entry_quote_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,barrier_05_result,barrier_05_msc,barrier_10_result,barrier_10_msc,barrier_20_result,barrier_20_msc,timeout_return,max_tolerable_cost,censored,schema_version
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714250_2610,1271,EURUSD,post_burst_continuation,LONG,1741190714932,0.00124,0.00018,88024,550,REVERSAL_FIRST,1741190715177.0,REVERSAL_FIRST,1741190715177.0,REVERSAL_FIRST,1741190715177.0,0.0009,0.00106,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714500_2611,1271,EURUSD,detection_time_continuation,LONG,1741190714932,0.00124,0.00018,88024,550,REVERSAL_FIRST,1741190715177.0,REVERSAL_FIRST,1741190715177.0,REVERSAL_FIRST,1741190715177.0,0.0009,0.00106,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714500_2611,1271,EURUSD,post_burst_continuation,LONG,1741190715482,0.00124,0.00013,87474,263,REVERSAL_FIRST,1741190715745.0,REVERSAL_FIRST,1741190715745.0,REVERSAL_FIRST,1741190715745.0,0.0009,0.00111,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714500_2612,1271,GBPUSD,detection_time_continuation,LONG,1741190715094,0.00051,0.00021,28455,454,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,7e-05,0.0003,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714500_2612,1271,GBPUSD,post_burst_continuation,LONG,1741190715094,0.00051,0.00021,28455,454,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,7e-05,0.0003,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2613,1271,GBPUSD,detection_time_continuation,LONG,1741190715094,0.00051,0.00021,28455,454,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,REVERSAL_FIRST,1741190715548.0,7e-05,0.0003,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2613,1271,GBPUSD,post_burst_continuation,LONG,1741190715548,0.00052,0.00015,28001,299,REVERSAL_FIRST,1741190715847.0,REVERSAL_FIRST,1741190715847.0,REVERSAL_FIRST,1741190715847.0,8e-05,0.00037,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2613,1271,GBPUSD,failed_shock_reversal,SHORT,1741190715847,0.0,0.00087,0,27702,REVERSAL_FIRST,1741190716061.0,REVERSAL_FIRST,1741190716061.0,REVERSAL_FIRST,1741190716061.0,-0.00043,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2615,1271,EURUSD,detection_time_continuation,LONG,1741190715177,0.00123,0.00019,87779,305,REVERSAL_FIRST,1741190715482.0,REVERSAL_FIRST,1741190715482.0,REVERSAL_FIRST,1741190715482.0,0.00091,0.00104,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2615,1271,EURUSD,post_burst_continuation,LONG,1741190715482,0.00124,0.00013,87474,263,REVERSAL_FIRST,1741190715745.0,REVERSAL_FIRST,1741190715745.0,REVERSAL_FIRST,1741190715745.0,0.00092,0.00111,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2615,1271,EURUSD,failed_shock_reversal,SHORT,1741190715745,0.0,0.00155,0,87211,REVERSAL_FIRST,1741190715994.0,REVERSAL_FIRST,1741190715994.0,REVERSAL_FIRST,1741190715994.0,-0.00123,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190715000_2616,1271,GBPUSD,detection_time_continuation,LONG,1741190715548,0.00052,0.00015,28001,299,REVERSAL_FIRST,1741190715847.0,REVERSAL_FIRST,1741190715847.0,REVERSAL_FIRST,1741190715847.0,6e-05,0.00037,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190715000_2616,1271,GBPUSD,post_burst_continuation,LONG,1741190715847,0.00047,0.00019,27702,89654,REVERSAL_FIRST,1741190716061.0,REVERSAL_FIRST,1741190716061.0,REVERSAL_FIRST,1741190716061.0,1e-05,0.00028,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2614,1271,USDCHF,detection_time_continuation,SHORT,1741190715222,0.0,0.0004,0,90865,REVERSAL_FIRST,1741190715627.0,REVERSAL_FIRST,1741190715627.0,REVERSAL_FIRST,1741190715627.0,-0.00035,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2614,1271,USDCHF,post_burst_continuation,SHORT,1741190717891,0.0,0.00052,0,88196,REVERSAL_FIRST,1741190718268.0,REVERSAL_FIRST,1741190718268.0,REVERSAL_FIRST,1741190718268.0,-0.00047,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190714750_2614,1271,USDCHF,failed_shock_reversal,LONG,1741190724939,0.0,0.00033,0,18341,REVERSAL_FIRST,1741190725360.0,REVERSAL_FIRST,1741190725360.0,REVERSAL_FIRST,1741190725360.0,-7e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190716500_2617,1272,EURUSD,detection_time_continuation,LONG,1741190716756,0.00109,0.00021,86200,507,REVERSAL_FIRST,1741190717263.0,REVERSAL_FIRST,1741190717263.0,REVERSAL_FIRST,1741190717263.0,0.00074,0.00088,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190716500_2617,1272,EURUSD,post_burst_continuation,LONG,1741190717494,0.0011,0.0002,85462,487,REVERSAL_FIRST,1741190717731.0,REVERSAL_FIRST,1741190717731.0,REVERSAL_FIRST,1741190717731.0,0.00075,0.0009,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190716500_2617,1272,EURUSD,failed_shock_reversal,SHORT,1741190717731,0.0,0.00147,0,85225,REVERSAL_FIRST,1741190717981.0,REVERSAL_FIRST,1741190717981.0,REVERSAL_FIRST,1741190717981.0,-0.00112,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725500_2618,1273,EURUSD,detection_time_continuation,LONG,1741190725808,0.00087,0.00028,77148,1240,REVERSAL_FIRST,1741190726277.0,REVERSAL_FIRST,1741190726277.0,REVERSAL_FIRST,1741190726277.0,0.00061,0.00059,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725500_2618,1273,EURUSD,post_burst_continuation,LONG,1741190726277,0.00094,0.00021,76679,771,REVERSAL_FIRST,1741190726567.0,REVERSAL_FIRST,1741190726567.0,REVERSAL_FIRST,1741190726567.0,0.00068,0.00073,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725500_2618,1273,EURUSD,failed_shock_reversal,SHORT,1741190726567,0.0,0.00131,0,76389,REVERSAL_FIRST,1741190727048.0,REVERSAL_FIRST,1741190727048.0,REVERSAL_FIRST,1741190727048.0,-0.00105,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725750_2619,1273,EURUSD,detection_time_continuation,LONG,1741190726277,0.00094,0.00021,76679,771,REVERSAL_FIRST,1741190726567.0,REVERSAL_FIRST,1741190726567.0,REVERSAL_FIRST,1741190726567.0,0.00068,0.00073,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725750_2619,1273,EURUSD,post_burst_continuation,LONG,1741190726567,0.00095,0.0002,76389,481,REVERSAL_FIRST,1741190727048.0,REVERSAL_FIRST,1741190727048.0,REVERSAL_FIRST,1741190727048.0,0.00069,0.00075,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190725750_2619,1273,EURUSD,failed_shock_reversal,SHORT,1741190727048,0.0,0.00133,0,75908,REVERSAL_FIRST,1741190727286.0,REVERSAL_FIRST,1741190727286.0,REVERSAL_FIRST,1741190727286.0,-0.00107,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737250_2620,1274,EURUSD,detection_time_continuation,LONG,1741190737578,0.00023,0.00022,65378,34618,REVERSAL_FIRST,1741190737817.0,REVERSAL_FIRST,1741190737817.0,REVERSAL_FIRST,1741190737817.0,8e-05,1e-05,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737250_2620,1274,EURUSD,post_burst_continuation,LONG,1741190737817,0.00024,0.00021,65139,34379,REVERSAL_FIRST,1741190738302.0,REVERSAL_FIRST,1741190738302.0,REVERSAL_FIRST,1741190738302.0,9e-05,3e-05,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2621,1274,EURUSD,detection_time_continuation,LONG,1741190737817,0.00024,0.00021,65139,34379,REVERSAL_FIRST,1741190738302.0,REVERSAL_FIRST,1741190738302.0,REVERSAL_FIRST,1741190738302.0,9e-05,3e-05,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2621,1274,EURUSD,post_burst_continuation,LONG,1741190739727,0.00014,0.00031,63229,32469,REVERSAL_FIRST,1741190739967.0,REVERSAL_FIRST,1741190739967.0,REVERSAL_FIRST,1741190739967.0,-1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2621,1274,EURUSD,pullback_continuation,LONG,1741190742907,8e-05,0.00037,60049,29289,REVERSAL_FIRST,1741190743147.0,REVERSAL_FIRST,1741190743147.0,REVERSAL_FIRST,1741190743147.0,-7e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2623,1274,EURUSD,detection_time_continuation,LONG,1741190738302,0.00021,0.00024,64654,33894,REVERSAL_FIRST,1741190738539.0,REVERSAL_FIRST,1741190738539.0,REVERSAL_FIRST,1741190738539.0,6e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2623,1274,EURUSD,post_burst_continuation,LONG,1741190739727,0.00014,0.00031,63229,32469,REVERSAL_FIRST,1741190739967.0,REVERSAL_FIRST,1741190739967.0,REVERSAL_FIRST,1741190739967.0,-1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2623,1274,EURUSD,failed_shock_reversal,SHORT,1741190741983,0.0,0.00058,0,60973,REVERSAL_FIRST,1741190742203.0,REVERSAL_FIRST,1741190742203.0,REVERSAL_FIRST,1741190742203.0,-0.00043,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2625,1274,USDCHF,detection_time_continuation,SHORT,1741190738534,0.0,0.00045,0,67553,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,-0.00031,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2625,1274,USDCHF,post_burst_continuation,SHORT,1741190738534,0.0,0.00045,0,67553,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,-0.00031,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2625,1274,USDCHF,failed_shock_reversal,LONG,1741190738905,2e-05,0.00029,100051,4375,REVERSAL_FIRST,1741190739329.0,REVERSAL_FIRST,1741190739329.0,REVERSAL_FIRST,1741190739329.0,-0.00014,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2624,1274,USDCAD,detection_time_continuation,SHORT,1741190738463,0.00016,0.0004,46944,12565,REVERSAL_FIRST,1741190738697.0,REVERSAL_FIRST,1741190738697.0,REVERSAL_FIRST,1741190738697.0,-7e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2624,1274,USDCAD,post_burst_continuation,SHORT,1741190738463,0.00016,0.0004,46944,12565,REVERSAL_FIRST,1741190738697.0,REVERSAL_FIRST,1741190738697.0,REVERSAL_FIRST,1741190738697.0,-7e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741190737750_2624,1274,USDCAD,failed_shock_reversal,LONG,1741190738697,0.0,0.00065,0,46710,REVERSAL_FIRST,1741190739012.0,REVERSAL_FIRST,1741190739012.0,REVERSAL_FIRST,1741190739012.0,-0.00044,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741190737750_2626,1274,USDCHF,detection_time_continuation,SHORT,1741190738534,0.0,0.00045,0,67553,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,-0.0003,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741190737750_2626,1274,USDCHF,post_burst_continuation,SHORT,1741190738534,0.0,0.00045,0,67553,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,REVERSAL_FIRST,1741190738905.0,-0.0003,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741190737750_2626,1274,USDCHF,failed_shock_reversal,LONG,1741190738905,2e-05,0.00029,100051,4375,REVERSAL_FIRST,1741190739329.0,REVERSAL_FIRST,1741190739329.0,REVERSAL_FIRST,1741190739329.0,-0.00015,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2622,1274,GBPUSD,detection_time_continuation,LONG,1741190737835,0.0,0.00071,0,67666,REVERSAL_FIRST,1741190738057.0,REVERSAL_FIRST,1741190738057.0,REVERSAL_FIRST,1741190738057.0,-0.00053,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2622,1274,GBPUSD,post_burst_continuation,LONG,1741190738302,0.0,0.00067,0,67199,REVERSAL_FIRST,1741190738539.0,REVERSAL_FIRST,1741190738539.0,REVERSAL_FIRST,1741190738539.0,-0.00049,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190737500_2622,1274,GBPUSD,failed_shock_reversal,SHORT,1741190738539,0.00023,0.00043,66962,5010,REVERSAL_FIRST,1741190738778.0,REVERSAL_FIRST,1741190738778.0,REVERSAL_FIRST,1741190738778.0,5e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2627,1275,USDCHF,detection_time_continuation,LONG,1741190742878,4e-05,0.00027,96078,402,REVERSAL_FIRST,1741190743280.0,REVERSAL_FIRST,1741190743280.0,REVERSAL_FIRST,1741190743280.0,-0.00011,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2627,1275,USDCHF,post_burst_continuation,LONG,1741190743280,6e-05,0.00023,95676,365,REVERSAL_FIRST,1741190743645.0,REVERSAL_FIRST,1741190743645.0,REVERSAL_FIRST,1741190743645.0,-9e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2627,1275,USDCHF,failed_shock_reversal,SHORT,1741190743645,0.0,0.00051,0,62442,REVERSAL_FIRST,1741190743998.0,REVERSAL_FIRST,1741190743998.0,REVERSAL_FIRST,1741190743998.0,-0.00034,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2628,1275,EURUSD,detection_time_continuation,SHORT,1741190742907,1e-05,0.00044,29289,60049,REVERSAL_FIRST,1741190743147.0,REVERSAL_FIRST,1741190743147.0,REVERSAL_FIRST,1741190743147.0,-0.0003,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2628,1275,EURUSD,post_burst_continuation,SHORT,1741190743147,7e-05,0.00038,29049,59809,REVERSAL_FIRST,1741190743395.0,REVERSAL_FIRST,1741190743395.0,REVERSAL_FIRST,1741190743395.0,-0.00024,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742250_2628,1275,EURUSD,failed_shock_reversal,LONG,1741190743395,0.0,0.00053,0,28801,REVERSAL_FIRST,1741190743600.0,REVERSAL_FIRST,1741190743600.0,REVERSAL_FIRST,1741190743600.0,-0.00022,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742750_2629,1275,EURUSD,detection_time_continuation,LONG,1741190743147,2e-05,0.00043,59809,29049,REVERSAL_FIRST,1741190743395.0,REVERSAL_FIRST,1741190743395.0,REVERSAL_FIRST,1741190743395.0,-0.00012,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742750_2629,1275,EURUSD,post_burst_continuation,LONG,1741190744130,6e-05,0.00039,58826,28066,REVERSAL_FIRST,1741190744401.0,REVERSAL_FIRST,1741190744401.0,REVERSAL_FIRST,1741190744401.0,-8e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190742750_2629,1275,EURUSD,failed_shock_reversal,SHORT,1741190744401,0.0,0.00052,0,58555,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,-0.00038,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744750_2632,1276,EURUSD,detection_time_continuation,SHORT,1741190745148,0.0,0.00059,0,57808,REVERSAL_FIRST,1741190745360.0,REVERSAL_FIRST,1741190745360.0,REVERSAL_FIRST,1741190745360.0,-0.00048,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744750_2632,1276,EURUSD,post_burst_continuation,SHORT,1741190745619,0.0,0.00059,0,57337,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,-0.00048,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744750_2632,1276,EURUSD,failed_shock_reversal,LONG,1741190746667,0.0001,0.00035,56289,25529,REVERSAL_FIRST,1741190746873.0,REVERSAL_FIRST,1741190746873.0,REVERSAL_FIRST,1741190746873.0,-1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190743000_2630,1275,EURUSD,detection_time_continuation,LONG,1741190743395,0.0,0.00053,0,28801,REVERSAL_FIRST,1741190743600.0,REVERSAL_FIRST,1741190743600.0,REVERSAL_FIRST,1741190743600.0,-0.00019,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190743000_2630,1275,EURUSD,post_burst_continuation,LONG,1741190744130,6e-05,0.00039,58826,28066,REVERSAL_FIRST,1741190744401.0,REVERSAL_FIRST,1741190744401.0,REVERSAL_FIRST,1741190744401.0,-5e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190743000_2630,1275,EURUSD,failed_shock_reversal,SHORT,1741190744401,0.0,0.00052,0,58555,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,-0.00041,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744000_2631,1275,EURUSD,detection_time_continuation,LONG,1741190744401,0.00016,0.00029,58555,27795,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,REVERSAL_FIRST,1741190744669.0,5e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744000_2631,1275,EURUSD,post_burst_continuation,LONG,1741190744669,0.00021,0.00024,58287,27527,REVERSAL_FIRST,1741190744882.0,REVERSAL_FIRST,1741190744882.0,REVERSAL_FIRST,1741190744882.0,0.0001,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190744000_2631,1275,EURUSD,failed_shock_reversal,SHORT,1741190744882,0.0,0.0006,0,58074,REVERSAL_FIRST,1741190745148.0,REVERSAL_FIRST,1741190745148.0,REVERSAL_FIRST,1741190745148.0,-0.00049,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2634,1276,EURUSD,detection_time_continuation,SHORT,1741190745360,0.0,0.00058,0,57596,REVERSAL_FIRST,1741190745619.0,REVERSAL_FIRST,1741190745619.0,REVERSAL_FIRST,1741190745619.0,-0.00049,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2634,1276,EURUSD,post_burst_continuation,SHORT,1741190745619,0.0,0.00059,0,57337,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,-0.0005,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2634,1276,EURUSD,failed_shock_reversal,LONG,1741190746667,0.0001,0.00035,56289,25529,REVERSAL_FIRST,1741190746873.0,REVERSAL_FIRST,1741190746873.0,REVERSAL_FIRST,1741190746873.0,1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745250_2635,1276,EURUSD,detection_time_continuation,SHORT,1741190745619,0.0,0.00059,0,57337,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,REVERSAL_FIRST,1741190746111.0,-0.00053,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745250_2635,1276,EURUSD,post_burst_continuation,SHORT,1741190746111,0.0,0.00058,0,56845,REVERSAL_FIRST,1741190746343.0,REVERSAL_FIRST,1741190746343.0,REVERSAL_FIRST,1741190746343.0,-0.00052,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745250_2635,1276,EURUSD,failed_shock_reversal,LONG,1741190746343,7e-05,0.00038,56613,25853,REVERSAL_FIRST,1741190746667.0,REVERSAL_FIRST,1741190746667.0,REVERSAL_FIRST,1741190746667.0,1e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2633,1276,GBPUSD,detection_time_continuation,SHORT,1741190745572,0.00022,0.00026,59929,695,REVERSAL_FIRST,1741190745784.0,REVERSAL_FIRST,1741190745784.0,REVERSAL_FIRST,1741190745784.0,-0.00015,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2633,1276,GBPUSD,post_burst_continuation,SHORT,1741190745784,0.00023,0.00025,59717,483,REVERSAL_FIRST,1741190745998.0,REVERSAL_FIRST,1741190745998.0,REVERSAL_FIRST,1741190745998.0,-0.00014,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741190745000_2633,1276,GBPUSD,failed_shock_reversal,LONG,1741190746581,0.0,0.00065,0,58920,REVERSAL_FIRST,1741190746825.0,REVERSAL_FIRST,1741190746825.0,REVERSAL_FIRST,1741190746825.0,-0.00028,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190747000_2636,1277,EURUSD,detection_time_continuation,LONG,1741190747385,6e-05,0.0004,119435,24811,REVERSAL_FIRST,1741190747652.0,REVERSAL_FIRST,1741190747652.0,REVERSAL_FIRST,1741190747652.0,3e-05,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190747000_2636,1277,EURUSD,post_burst_continuation,LONG,1741190748112,0.00014,0.00032,118708,24084,REVERSAL_FIRST,1741190748355.0,REVERSAL_FIRST,1741190748355.0,REVERSAL_FIRST,1741190748355.0,0.00011,0.0,False,tickshock-state-conditioned-response-v1
ts15d_state_202503_r3_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741190747000_2636,1277,EURUSD,failed_shock_reversal,SHORT,1741190748355,0.0,0.00049,0,118465,REVERSAL_FIRST,1741190748593.0,REVERSAL_FIRST,1741190748593.0,REVERSAL_FIRST,1741190748593.0,-0.00047,0.0,False,tickshock-state-conditioned-response-v1
