family,side,trend,hours,hold,dist,rsi,train_pf,train_tpd,train_exp,test_pf,test_tpd,test_exp,test_trades
session-mean-reversion,long,none,late,6,1.5,40.0,1.0635026047431413,5.196960841613092,6.881315789473719,1.0118328191531678,5.078310799014568,1.7193069306929256,909
session-mean-reversion,long,none,late,6,1.5,45.0,1.0733286336215209,5.478737505821661,7.888568738229964,1.0134524032988033,5.379992628658998,1.9423468328139333,963
session-mean-reversion,long,none,late,8,0.6,35.0,1.057690786918041,6.898078801693259,6.777280966767286,1.0600127655296672,7.698324022346369,8.547373004354224,1378
session-mean-reversion,long,none,late,8,0.6,40.0,1.0513654486890018,9.905891713986039,5.753259726603548,1.0555726635515648,10.4348635235732,7.714842161583809,1869
session-mean-reversion,long,none,late,8,0.6,45.0,1.0416253779525002,12.40872461588052,4.519792186201184,1.0286404946784402,12.545285359801488,3.9480373831776996,2247
session-mean-reversion,long,none,late,8,0.8,35.0,1.1079468569576882,6.439596222728753,12.532621359223125,1.0549796117771788,7.083798882681564,8.040993690851847,1268
session-mean-reversion,long,none,late,8,0.8,40.0,1.1100795600546296,8.854486924440266,12.156176470588115,1.063799501481537,9.195409429280398,9.079848208864643,1647
session-mean-reversion,long,none,late,8,0.8,45.0,1.0899658846957594,10.665520575910604,9.765986460348099,1.0490537126548085,10.635856079404466,6.874871391076261,1905
session-mean-reversion,long,none,late,8,1.0,35.0,1.075710875816086,6.0276134122287965,9.034642233856758,1.086637614184094,6.4748603351955305,12.570992234685097,1159
session-mean-reversion,long,none,late,8,1.0,40.0,1.0986795205635307,7.99474030243261,11.172342105263082,1.0986211588049302,8.15136476426799,13.988020547945219,1460
session-mean-reversion,long,none,late,8,1.0,45.0,1.1074742481279714,9.193135814853294,11.911088664421923,1.0869284845239375,9.094913151364764,12.22908532842236,1629
session-mean-reversion,long,none,late,8,1.2,35.0,1.061188717461144,5.354763296317943,7.421944990176683,1.1132719445194554,5.6593276561075445,16.534274432379082,1013
session-mean-reversion,long,none,late,8,1.2,40.0,1.1020003596176535,6.785505552308591,11.644449612403042,1.1198939594739437,6.815774669744525,17.369639344262342,1220
session-mean-reversion,long,none,late,8,1.2,45.0,1.1036128140303167,7.542292121950346,11.697879616963009,1.1025173373468728,7.458245232876181,14.743310861423248,1335
session-mean-reversion,long,none,late,8,1.5,40.0,1.0706989844680466,5.196960841613092,8.456012145749037,1.1374598113119694,5.078310799014568,20.65198019801997,909
session-mean-reversion,long,none,late,8,1.5,45.0,1.078673832202377,5.478737505821661,9.356195856873939,1.1193850759966024,5.379992628658998,17.977320872274305,963
session-mean-reversion,long,none,late,12,0.6,35.0,1.285497073016243,6.898078801693259,35.392024169184076,1.1518816191482137,7.698324022346369,22.920297532655912,1378
session-mean-reversion,long,none,late,12,0.6,40.0,1.212664359035172,9.905891713986039,25.654721345951412,1.1455417660192735,10.4348635235732,21.31350454788654,1869
session-mean-reversion,long,none,late,12,0.6,45.0,1.1750507470087128,12.40872461588052,21.235228595178643,1.065584488621074,12.545285359801488,9.995919003115269,2247
session-mean-reversion,long,none,late,12,0.8,35.0,1.3219042179545486,6.439596222728753,40.01809061488641,1.1446739122439842,7.083798882681564,22.182176656151306,1268
session-mean-reversion,long,none,late,12,0.8,40.0,1.2740887883405558,8.854486924440266,33.09755294117611,1.144107720373654,9.195409429280398,21.72214329083168,1647
session-mean-reversion,long,none,late,12,0.8,45.0,1.2299588061903617,10.665520575910604,28.223326885879914,1.0855147930831626,10.635856079404466,13.183034120734813,1905
session-mean-reversion,long,none,late,12,1.0,35.0,1.29628378563709,6.0276134122287965,37.70280977312367,1.1938666451252335,6.4748603351955305,29.44512510785144,1159
session-mean-reversion,long,none,late,12,1.0,40.0,1.2633042021225889,7.99474030243261,32.54476315789447,1.1930936659679041,8.15136476426799,28.903705479451897,1460
session-mean-reversion,long,none,late,12,1.0,45.0,1.2766358601587782,9.193135814853294,33.749618406285016,1.149799977109107,9.094913151364764,22.954518109269316,1629
session-mean-reversion,long,none,late,12,1.2,35.0,1.262850921708072,5.354763296317943,34.51719056974435,1.2389854685553348,5.6593276561075445,36.0547680157945,1013
session-mean-reversion,long,none,late,12,1.2,40.0,1.2529681159228072,6.785505552308591,31.940542635658634,1.2320313320809961,6.815774669744525,34.901270491803025,1220
session-mean-reversion,long,none,late,12,1.2,45.0,1.2572697240843826,7.542292121950346,32.33258549931589,1.1762297333541323,7.458245232876181,27.272044943819893,1335
session-mean-reversion,long,none,late,12,1.5,40.0,1.2071391322869445,5.196960841613092,28.544736842105106,1.241960440483689,5.078310799014568,37.664158415841335,909
session-mean-reversion,long,none,late,12,1.5,45.0,1.2222333127505278,5.478737505821661,30.60854990583802,1.1880060978744305,5.379992628658998,30.153956386292503,963
session-mean-reversion,long,bear,late,8,0.6,35.0,1.001438270205318,5.678753415552765,0.18649812734045296,1.02301711945682,6.012787118162444,3.509489603024682,1058
