time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped,trade_window_label,target_reward_multiple,broker_utc_offset_used
2025.12.30 23:57:59,session_reversal_pullback_one_symbol_first60,USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD,774,380,0,394,380,10000.00,8756.59,10006.70,false,false,first_60min,1.50,3
