run_id,setup_id,timestamp,symbol,direction,state_before,state_after,reason,h4_window,h4_normalized_move,h4_percentile,h1_counter_high_count,h1_counter_low_count,h1_trend_bars,h1_trend_distance_atr,h1_break_distance_atr
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.01.27 16:00:00,EURUSD,SHORT,IDLE,H4_IMPULSE_DETECTED,h4_impulse_and_protected_structure_break,2,1.7363,97.60,0,0,0,0.0000,0.0000
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.01.27 16:00:00,EURUSD,SHORT,H4_IMPULSE_DETECTED,H1_STRUCTURE_RECONSTRUCTED,closed_bar_reconstruction,2,1.7363,97.60,0,0,0,0.0000,0.0000
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.02.07 08:00:00,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,H1_TREND_MATURE,H1_BULLISH_SWING_SEQUENCE_MATURE,2,1.7363,97.60,2,2,255,11.8724,0.0000
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.02.07 13:00:00,EURUSD,SHORT,H1_TREND_MATURE,H1_TRENDLINE_BROKEN,h1_trendline_closed_bar_break,2,1.7363,97.60,2,2,255,11.8724,0.9049
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.02.07 13:00:00,EURUSD,SHORT,H1_TRENDLINE_BROKEN,H1_REVERSAL_LEG,wave1_origin_frozen,2,1.7363,97.60,2,2,255,11.8724,0.9049
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.02.12 03:30:00,EURUSD,SHORT,H1_REVERSAL_LEG,M15_PULLBACK_ACTIVE,m15_countertrend_structure_confirmed,2,1.7363,97.60,2,2,255,11.8724,0.9049
new_bucket_only_2025,EURUSD|TW2F|SHORT|1737993600,2025.02.12 14:00:00,EURUSD,SHORT,M15_PULLBACK_ACTIVE,EXPIRED,h1_setup_expiry,2,1.7363,97.60,2,2,255,11.8724,0.9049
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.02.12 20:00:00,AUDJPY,SHORT,IDLE,H4_IMPULSE_DETECTED,h4_impulse_and_protected_structure_break,1,2.3454,99.60,0,0,0,0.0000,0.0000
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.02.12 20:00:00,AUDJPY,SHORT,H4_IMPULSE_DETECTED,H1_STRUCTURE_RECONSTRUCTED,closed_bar_reconstruction,1,2.3454,99.60,0,0,0,0.0000,0.0000
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.03.03 23:00:00,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,H1_TREND_MATURE,H1_BULLISH_SWING_SEQUENCE_MATURE,1,2.3454,99.60,2,6,354,14.1411,0.0000
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.03.10 12:00:00,AUDJPY,SHORT,H1_TREND_MATURE,H1_TRENDLINE_BROKEN,h1_trendline_closed_bar_break,1,2.3454,99.60,2,6,354,14.1411,0.1813
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.03.10 12:00:00,AUDJPY,SHORT,H1_TRENDLINE_BROKEN,H1_REVERSAL_LEG,wave1_origin_frozen,1,2.3454,99.60,2,6,354,14.1411,0.1813
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.03.11 17:45:00,AUDJPY,SHORT,H1_REVERSAL_LEG,M15_PULLBACK_ACTIVE,m15_countertrend_structure_confirmed,1,2.3454,99.60,2,6,354,14.1411,0.1813
new_bucket_only_2025,AUDJPY|TW2F|SHORT|1739390400,2025.03.12 02:45:00,AUDJPY,SHORT,M15_PULLBACK_ACTIVE,EXPIRED,m15_pattern_expiry,1,2.3454,99.60,2,6,354,14.1411,0.1813
