entry_time,exit_time,strategy,run_id,symbol,direction,parent_tf,child_tf,top_context_tf,entry_parent_event_id,entry_child_flip_event_id,entry_signal_age_bars,entry_on_first_child_flip,entry_signal_consumed,entry_signal_reused_blocked,entry_parent_wave2_age,entry_child_trend_before_flip,parent_wave2_start_mode,parent_wave2_start_reason,parent_wave2_start_delay_bars,child_anchor_mode,child_anchor_version,child_anchor_update_count,child_first_anchor_price,child_latest_anchor_price,child_anchor_used_for_flip,child_anchor_is_latest_valid,child_anchor_changed_after_initial_detection,child_swing_count,child_extension_count,child_countertrend_valid_at_entry,child_countertrend_reject_reason,child_flip_is_first_break_after_anchor,child_flip_is_fresh,signal_validation_pass,signal_validation_reject_reason,signal_reserved_before_portfolio,signal_consumption_stage,entry_reason,entry_reject_reason,h1_bias_state,h1_alignment_with_parent,h4_bias_state,h4_alignment_with_parent,fractal_alignment_count,full_fractal_alignment,session_label,utc_hour,weekday,stop_mode,entry,exit,stop_loss,take_profit,risk_price,result_r,max_favorable_r_before_exit,max_adverse_r_before_exit,reached_0_5r,reached_0_8r,reached_1_0r,reached_1_3r,bars_to_0_5r,bars_to_1_0r,bars_to_1_3r,exit_type,full_sl_exit,tp_exit,time_exit,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,deal_reason,year,mode,bucket
2024.01.02 12:45:02,2024.01.02 13:14:24,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,EURJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,EURJPY|PARENT|LONG|1704193200|156.130,EURJPY|CHILD_FLIP|LONG|1704199200|155.923,0,true,true,false,0,falling,2,child_countertrend_confirmed,5,latest_valid,1,0,155.92300000,155.92300000,155.92300000,true,false,5,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,range,false,falling,false,1,false,london,9,2,child_wave_extreme,155.94500000,155.75100000,155.75210000,156.19347000,0.19190000,-1.010943,0.010422,-0.979677,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-24.64,0.00,0.00,-24.64,0.1800,1.30,5,0.07900000,DEAL_REASON_SL,2024,baseline,legacy
2024.01.02 10:55:00,2024.01.02 13:25:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,USDJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,USDJPY|PARENT|LONG|1704159900|140.959,USDJPY|CHILD_FLIP|LONG|1704192600|141.550,0,true,true,false,0,falling,2,child_countertrend_confirmed,17,latest_valid,3,2,141.66100000,141.55000000,141.55000000,true,true,15,3,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,rising,true,range,false,2,false,tokyo,7,2,child_wave_extreme,141.57800000,141.66000000,141.27848571,141.96736857,0.29951429,0.273777,0.621005,-0.684441,true,false,false,false,16,-1,-1,time,false,false,true,6.37,0.00,0.00,6.37,0.1100,1.30,30,0.07514286,DEAL_REASON_EXPERT,2024,baseline,legacy
2024.01.02 15:25:01,2024.01.02 16:58:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,GBPJPY,SHORT,PERIOD_M15,PERIOD_M5,PERIOD_H1,GBPJPY|PARENT|SHORT|1704195900|180.115,GBPJPY|CHILD_FLIP|SHORT|1704208800|179.469,0,true,true,false,0,rising,2,child_countertrend_confirmed,11,latest_valid,1,0,179.46900000,179.46900000,179.46900000,true,false,7,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,range,false,range,false,1,false,london,12,2,child_wave_extreme,179.45300000,178.78200000,179.95152143,178.80492214,0.49852143,1.345980,1.293826,-0.210623,true,true,true,false,10,17,-1,tp,false,true,false,33.15,0.00,0.00,33.15,0.0700,1.30,18,0.11521429,DEAL_REASON_TP,2024,baseline,legacy
2024.01.02 15:50:01,2024.01.02 18:20:01,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,GBPUSD,SHORT,PERIOD_M15,PERIOD_M5,PERIOD_H1,GBPUSD|PARENT|SHORT|1704195900|1.27259,GBPUSD|CHILD_FLIP|SHORT|1704210300|1.26342,0,true,true,false,0,rising,2,child_countertrend_confirmed,15,latest_valid,1,0,1.26342000,1.26342000,1.26342000,true,false,10,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,range,false,falling,true,2,false,london,12,2,child_wave_extreme,1.26316000,1.26299000,1.26478279,1.26105038,0.00162279,0.104758,0.998283,-0.838065,true,true,false,false,0,-1,-1,time,false,false,true,2.55,0.00,0.00,2.55,0.1500,1.30,30,0.00062786,DEAL_REASON_EXPERT,2024,baseline,legacy
2024.01.03 14:40:00,2024.01.03 15:37:03,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,GBPUSD,SHORT,PERIOD_M15,PERIOD_M5,PERIOD_H1,GBPUSD|PARENT|SHORT|1704284100|1.26237,GBPUSD|CHILD_FLIP|SHORT|1704292500|1.26240,0,true,true,false,0,rising,2,child_countertrend_confirmed,9,latest_valid,1,0,1.26240000,1.26240000,1.26240000,true,false,5,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,falling,true,falling,true,3,true,london,11,3,child_wave_extreme,1.26203000,1.26424000,1.26420179,1.25920668,0.00217179,-1.017596,0.078277,-0.994573,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-24.31,0.00,0.00,-24.31,0.1100,1.30,11,0.00061786,DEAL_REASON_SL,2024,baseline,legacy
2024.01.03 17:40:00,2024.01.03 20:10:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,EURUSD,SHORT,PERIOD_M15,PERIOD_M5,PERIOD_H1,EURUSD|PARENT|SHORT|1704279600|1.09510,EURUSD|CHILD_FLIP|SHORT|1704303300|1.09095,0,true,true,false,0,rising,2,child_countertrend_confirmed,19,latest_valid,2,1,1.09095000,1.09095000,1.09095000,true,true,17,2,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,falling,true,range,false,2,false,london_newyork_overlap,14,3,child_wave_extreme,1.09071000,1.09149000,1.09389643,1.08656764,0.00318643,-0.244788,0.263618,-0.370321,false,false,false,false,-1,-1,-1,time,false,false,true,-5.46,0.00,0.00,-5.46,0.0700,1.30,30,0.00096429,DEAL_REASON_EXPERT,2024,baseline,legacy
2024.01.04 04:50:00,2024.01.04 06:22:32,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,GBPJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,GBPJPY|PARENT|LONG|1704338100|181.497,GBPJPY|CHILD_FLIP|LONG|1704343500|181.590,0,true,true,false,0,falling,2,child_countertrend_confirmed,5,latest_valid,1,0,181.59000000,181.59000000,181.59000000,true,false,6,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,rising,true,range,false,2,false,tokyo,1,4,child_wave_extreme,181.63800000,181.84400000,181.48012857,181.84323286,0.15787143,1.304859,1.285856,-0.918469,true,true,true,false,17,18,-1,tp,false,true,false,31.99,0.00,0.00,31.99,0.2200,1.30,18,0.06871429,DEAL_REASON_TP,2024,baseline,legacy
2024.01.04 08:20:00,2024.01.04 08:32:22,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,EURJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,EURJPY|PARENT|LONG|1704338100|156.500,EURJPY|CHILD_FLIP|LONG|1704356100|157.126,0,true,true,false,0,falling,2,child_countertrend_confirmed,19,latest_valid,1,0,157.12600000,157.12600000,157.12600000,true,false,14,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,rising,true,range,false,2,false,tokyo,5,4,child_wave_extreme,157.14800000,156.97000000,156.97083571,157.37831357,0.17716429,-1.004717,0.180623,-0.959561,false,false,false,false,-1,-1,-1,full_sl,true,false,false,-25.13,0.00,0.00,-25.13,0.2000,1.30,2,0.09164286,DEAL_REASON_SL,2024,baseline,legacy
2024.01.04 15:20:00,2024.01.04 16:04:30,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,USDJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,USDJPY|PARENT|LONG|1704369600|143.865,USDJPY|CHILD_FLIP|LONG|1704381300|144.254,0,true,true,false,0,falling,2,child_countertrend_confirmed,9,latest_valid,1,0,144.25400000,144.25400000,144.25400000,true,false,7,1,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,rising,true,rising,true,3,true,london,12,4,child_wave_extreme,144.29100000,144.60600000,144.05416429,144.59888643,0.23683571,1.330036,1.296257,-0.194227,true,true,true,false,2,5,-1,tp,false,true,false,30.50,0.00,0.00,30.50,0.1400,1.30,8,0.06835714,DEAL_REASON_TP,2024,baseline,legacy
2024.01.05 11:20:00,2024.01.05 13:50:00,ExpectedValue_MultiCurrency_FractalWave2TransitionTrader,baseline_2024,EURJPY,LONG,PERIOD_M15,PERIOD_M5,PERIOD_H1,EURJPY|PARENT|LONG|1704442500|158.595,EURJPY|CHILD_FLIP|LONG|1704453300|158.343,0,true,true,false,0,falling,2,child_countertrend_confirmed,7,latest_valid,2,1,158.69700000,158.34300000,158.34300000,true,true,6,2,true,none,true,true,true,none,true,traded,first_child_trend_flip_after_parent_wave2,none,rising,true,rising,true,3,true,tokyo,8,5,child_wave_extreme,158.38500000,158.54600000,158.16990714,158.66462071,0.21509286,0.748514,1.139043,-0.209212,true,true,true,false,2,23,-1,time,false,false,true,17.81,0.00,0.00,17.81,0.1600,1.30,30,0.08092857,DEAL_REASON_EXPERT,2024,baseline,legacy
