run_id,year,mode,symbol,direction,state,unique_setups
new_bucket_only_2024,2024,new_bucket_only,GBPJPY,LONG,INVALIDATED,4
new_bucket_only_2024,2024,new_bucket_only,GBPJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,6
new_bucket_only_2024,2024,new_bucket_only,GBPJPY,SHORT,H4_IMPULSE_DETECTED,6
new_bucket_only_2024,2024,new_bucket_only,GBPJPY,SHORT,INVALIDATED,5
new_bucket_only_2024,2024,new_bucket_only,GBPUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,11
new_bucket_only_2024,2024,new_bucket_only,GBPUSD,SHORT,H4_IMPULSE_DETECTED,11
new_bucket_only_2024,2024,new_bucket_only,GBPUSD,SHORT,INVALIDATED,11
new_bucket_only_2024,2024,new_bucket_only,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,LONG,H4_IMPULSE_DETECTED,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,LONG,INVALIDATED,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,EXPIRED,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,H1_REVERSAL_LEG,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,9
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,H1_TRENDLINE_BROKEN,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,H1_TREND_MATURE,1
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,H4_IMPULSE_DETECTED,9
new_bucket_only_2024,2024,new_bucket_only,USDJPY,SHORT,INVALIDATED,7
combined_2024,2024,combined,AUDJPY,LONG,EXPIRED,2
combined_2024,2024,combined,AUDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,4
combined_2024,2024,combined,AUDJPY,LONG,H4_IMPULSE_DETECTED,4
combined_2024,2024,combined,AUDJPY,LONG,INVALIDATED,1
combined_2024,2024,combined,AUDJPY,SHORT,EXPIRED,1
combined_2024,2024,combined,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,8
combined_2024,2024,combined,AUDJPY,SHORT,H1_TREND_MATURE,1
combined_2024,2024,combined,AUDJPY,SHORT,H4_IMPULSE_DETECTED,8
combined_2024,2024,combined,AUDJPY,SHORT,INVALIDATED,7
combined_2024,2024,combined,EURJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,3
combined_2024,2024,combined,EURJPY,LONG,H4_IMPULSE_DETECTED,3
combined_2024,2024,combined,EURJPY,LONG,INVALIDATED,3
combined_2024,2024,combined,EURJPY,SHORT,EXPIRED,2
combined_2024,2024,combined,EURJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,16
combined_2024,2024,combined,EURJPY,SHORT,H4_IMPULSE_DETECTED,16
combined_2024,2024,combined,EURJPY,SHORT,INVALIDATED,14
combined_2024,2024,combined,EURUSD,LONG,EXPIRED,2
combined_2024,2024,combined,EURUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,11
combined_2024,2024,combined,EURUSD,LONG,H1_TREND_MATURE,1
combined_2024,2024,combined,EURUSD,LONG,H4_IMPULSE_DETECTED,11
combined_2024,2024,combined,EURUSD,LONG,INVALIDATED,9
combined_2024,2024,combined,EURUSD,SHORT,EXPIRED,1
combined_2024,2024,combined,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,7
combined_2024,2024,combined,EURUSD,SHORT,H1_TREND_MATURE,1
combined_2024,2024,combined,EURUSD,SHORT,H4_IMPULSE_DETECTED,7
combined_2024,2024,combined,EURUSD,SHORT,INVALIDATED,6
combined_2024,2024,combined,GBPJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,4
combined_2024,2024,combined,GBPJPY,LONG,H4_IMPULSE_DETECTED,4
combined_2024,2024,combined,GBPJPY,LONG,INVALIDATED,4
combined_2024,2024,combined,GBPJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,6
combined_2024,2024,combined,GBPJPY,SHORT,H4_IMPULSE_DETECTED,6
combined_2024,2024,combined,GBPJPY,SHORT,INVALIDATED,5
combined_2024,2024,combined,GBPUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,11
combined_2024,2024,combined,GBPUSD,SHORT,H4_IMPULSE_DETECTED,11
combined_2024,2024,combined,GBPUSD,SHORT,INVALIDATED,11
combined_2024,2024,combined,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
combined_2024,2024,combined,USDJPY,LONG,H4_IMPULSE_DETECTED,1
combined_2024,2024,combined,USDJPY,LONG,INVALIDATED,1
combined_2024,2024,combined,USDJPY,SHORT,EXPIRED,1
combined_2024,2024,combined,USDJPY,SHORT,H1_REVERSAL_LEG,1
combined_2024,2024,combined,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,9
combined_2024,2024,combined,USDJPY,SHORT,H1_TRENDLINE_BROKEN,1
combined_2024,2024,combined,USDJPY,SHORT,H1_TREND_MATURE,1
combined_2024,2024,combined,USDJPY,SHORT,H4_IMPULSE_DETECTED,9
combined_2024,2024,combined,USDJPY,SHORT,INVALIDATED,7
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,2
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,LONG,H4_IMPULSE_DETECTED,2
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,LONG,INVALIDATED,2
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,EXPIRED,1
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,H1_REVERSAL_LEG,1
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,8
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,H1_TRENDLINE_BROKEN,1
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,H1_TREND_MATURE,1
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,H4_IMPULSE_DETECTED,8
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,INVALIDATED,7
new_bucket_only_2025,2025,new_bucket_only,AUDJPY,SHORT,M15_PULLBACK_ACTIVE,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,LONG,H4_IMPULSE_DETECTED,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,LONG,INVALIDATED,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,SHORT,H4_IMPULSE_DETECTED,1
new_bucket_only_2025,2025,new_bucket_only,EURJPY,SHORT,INVALIDATED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,LONG,H4_IMPULSE_DETECTED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,LONG,INVALIDATED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,EXPIRED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,H1_REVERSAL_LEG,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,3
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,H1_TRENDLINE_BROKEN,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,H1_TREND_MATURE,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,H4_IMPULSE_DETECTED,3
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,INVALIDATED,1
new_bucket_only_2025,2025,new_bucket_only,EURUSD,SHORT,M15_PULLBACK_ACTIVE,1
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,LONG,H4_IMPULSE_DETECTED,1
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,LONG,INVALIDATED,1
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,SHORT,EXPIRED,1
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,9
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,SHORT,H4_IMPULSE_DETECTED,9
new_bucket_only_2025,2025,new_bucket_only,GBPJPY,SHORT,INVALIDATED,8
new_bucket_only_2025,2025,new_bucket_only,GBPUSD,LONG,EXPIRED,1
new_bucket_only_2025,2025,new_bucket_only,GBPUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,7
new_bucket_only_2025,2025,new_bucket_only,GBPUSD,LONG,H1_TREND_MATURE,1
new_bucket_only_2025,2025,new_bucket_only,GBPUSD,LONG,H4_IMPULSE_DETECTED,7
new_bucket_only_2025,2025,new_bucket_only,GBPUSD,LONG,INVALIDATED,6
new_bucket_only_2025,2025,new_bucket_only,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,8
new_bucket_only_2025,2025,new_bucket_only,USDJPY,LONG,H4_IMPULSE_DETECTED,8
new_bucket_only_2025,2025,new_bucket_only,USDJPY,LONG,INVALIDATED,7
new_bucket_only_2025,2025,new_bucket_only,USDJPY,SHORT,EXPIRED,1
new_bucket_only_2025,2025,new_bucket_only,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,7
new_bucket_only_2025,2025,new_bucket_only,USDJPY,SHORT,H4_IMPULSE_DETECTED,7
new_bucket_only_2025,2025,new_bucket_only,USDJPY,SHORT,INVALIDATED,6
combined_2025,2025,combined,AUDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,2
combined_2025,2025,combined,AUDJPY,LONG,H4_IMPULSE_DETECTED,2
combined_2025,2025,combined,AUDJPY,LONG,INVALIDATED,2
combined_2025,2025,combined,AUDJPY,SHORT,EXPIRED,1
combined_2025,2025,combined,AUDJPY,SHORT,H1_REVERSAL_LEG,1
combined_2025,2025,combined,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,8
combined_2025,2025,combined,AUDJPY,SHORT,H1_TRENDLINE_BROKEN,1
combined_2025,2025,combined,AUDJPY,SHORT,H1_TREND_MATURE,1
combined_2025,2025,combined,AUDJPY,SHORT,H4_IMPULSE_DETECTED,8
combined_2025,2025,combined,AUDJPY,SHORT,INVALIDATED,7
combined_2025,2025,combined,AUDJPY,SHORT,M15_PULLBACK_ACTIVE,1
combined_2025,2025,combined,EURJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
combined_2025,2025,combined,EURJPY,LONG,H4_IMPULSE_DETECTED,1
combined_2025,2025,combined,EURJPY,LONG,INVALIDATED,1
combined_2025,2025,combined,EURJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,1
combined_2025,2025,combined,EURJPY,SHORT,H4_IMPULSE_DETECTED,1
combined_2025,2025,combined,EURJPY,SHORT,INVALIDATED,1
combined_2025,2025,combined,EURUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,1
combined_2025,2025,combined,EURUSD,LONG,H4_IMPULSE_DETECTED,1
combined_2025,2025,combined,EURUSD,LONG,INVALIDATED,1
combined_2025,2025,combined,EURUSD,SHORT,EXPIRED,1
combined_2025,2025,combined,EURUSD,SHORT,H1_REVERSAL_LEG,1
combined_2025,2025,combined,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,3
combined_2025,2025,combined,EURUSD,SHORT,H1_TRENDLINE_BROKEN,1
combined_2025,2025,combined,EURUSD,SHORT,H1_TREND_MATURE,1
combined_2025,2025,combined,EURUSD,SHORT,H4_IMPULSE_DETECTED,3
combined_2025,2025,combined,EURUSD,SHORT,INVALIDATED,1
combined_2025,2025,combined,EURUSD,SHORT,M15_PULLBACK_ACTIVE,1
combined_2025,2025,combined,GBPJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
combined_2025,2025,combined,GBPJPY,LONG,H4_IMPULSE_DETECTED,1
combined_2025,2025,combined,GBPJPY,LONG,INVALIDATED,1
combined_2025,2025,combined,GBPJPY,SHORT,EXPIRED,1
combined_2025,2025,combined,GBPJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,9
combined_2025,2025,combined,GBPJPY,SHORT,H4_IMPULSE_DETECTED,9
combined_2025,2025,combined,GBPJPY,SHORT,INVALIDATED,8
combined_2025,2025,combined,GBPUSD,LONG,EXPIRED,1
combined_2025,2025,combined,GBPUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,7
combined_2025,2025,combined,GBPUSD,LONG,H1_TREND_MATURE,1
combined_2025,2025,combined,GBPUSD,LONG,H4_IMPULSE_DETECTED,7
combined_2025,2025,combined,GBPUSD,LONG,INVALIDATED,6
combined_2025,2025,combined,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,8
combined_2025,2025,combined,USDJPY,LONG,H4_IMPULSE_DETECTED,8
combined_2025,2025,combined,USDJPY,LONG,INVALIDATED,7
combined_2025,2025,combined,USDJPY,SHORT,EXPIRED,1
combined_2025,2025,combined,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,7
combined_2025,2025,combined,USDJPY,SHORT,H4_IMPULSE_DETECTED,7
combined_2025,2025,combined,USDJPY,SHORT,INVALIDATED,6
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,3
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,LONG,H4_IMPULSE_DETECTED,3
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,LONG,INVALIDATED,3
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,SHORT,EXPIRED,2
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,4
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,SHORT,H4_IMPULSE_DETECTED,4
new_bucket_only_2026,2026,new_bucket_only,AUDJPY,SHORT,INVALIDATED,2
new_bucket_only_2026,2026,new_bucket_only,EURJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,3
new_bucket_only_2026,2026,new_bucket_only,EURJPY,LONG,H4_IMPULSE_DETECTED,3
new_bucket_only_2026,2026,new_bucket_only,EURJPY,LONG,INVALIDATED,2
new_bucket_only_2026,2026,new_bucket_only,EURJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,2
new_bucket_only_2026,2026,new_bucket_only,EURJPY,SHORT,H4_IMPULSE_DETECTED,2
new_bucket_only_2026,2026,new_bucket_only,EURJPY,SHORT,INVALIDATED,2
new_bucket_only_2026,2026,new_bucket_only,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2026,2026,new_bucket_only,EURUSD,SHORT,H4_IMPULSE_DETECTED,1
new_bucket_only_2026,2026,new_bucket_only,EURUSD,SHORT,INVALIDATED,1
new_bucket_only_2026,2026,new_bucket_only,GBPJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
new_bucket_only_2026,2026,new_bucket_only,GBPJPY,LONG,H4_IMPULSE_DETECTED,1
new_bucket_only_2026,2026,new_bucket_only,GBPJPY,LONG,INVALIDATED,1
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,2
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,LONG,H4_IMPULSE_DETECTED,2
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,LONG,INVALIDATED,2
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,EXPIRED,3
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,H1_REVERSAL_LEG,1
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,16
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,H1_TRENDLINE_BROKEN,1
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,H1_TREND_MATURE,1
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,H4_IMPULSE_DETECTED,16
new_bucket_only_2026,2026,new_bucket_only,GBPUSD,SHORT,INVALIDATED,13
new_bucket_only_2026,2026,new_bucket_only,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,6
new_bucket_only_2026,2026,new_bucket_only,USDJPY,LONG,H4_IMPULSE_DETECTED,6
new_bucket_only_2026,2026,new_bucket_only,USDJPY,LONG,INVALIDATED,5
new_bucket_only_2026,2026,new_bucket_only,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,2
new_bucket_only_2026,2026,new_bucket_only,USDJPY,SHORT,H4_IMPULSE_DETECTED,2
new_bucket_only_2026,2026,new_bucket_only,USDJPY,SHORT,INVALIDATED,2
combined_2026,2026,combined,AUDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,3
combined_2026,2026,combined,AUDJPY,LONG,H4_IMPULSE_DETECTED,3
combined_2026,2026,combined,AUDJPY,LONG,INVALIDATED,3
combined_2026,2026,combined,AUDJPY,SHORT,EXPIRED,2
combined_2026,2026,combined,AUDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,4
combined_2026,2026,combined,AUDJPY,SHORT,H4_IMPULSE_DETECTED,4
combined_2026,2026,combined,AUDJPY,SHORT,INVALIDATED,2
combined_2026,2026,combined,EURJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,3
combined_2026,2026,combined,EURJPY,LONG,H4_IMPULSE_DETECTED,3
combined_2026,2026,combined,EURJPY,LONG,INVALIDATED,2
combined_2026,2026,combined,EURJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,2
combined_2026,2026,combined,EURJPY,SHORT,H4_IMPULSE_DETECTED,2
combined_2026,2026,combined,EURJPY,SHORT,INVALIDATED,2
combined_2026,2026,combined,EURUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,1
combined_2026,2026,combined,EURUSD,SHORT,H4_IMPULSE_DETECTED,1
combined_2026,2026,combined,EURUSD,SHORT,INVALIDATED,1
combined_2026,2026,combined,GBPJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,1
combined_2026,2026,combined,GBPJPY,LONG,H4_IMPULSE_DETECTED,1
combined_2026,2026,combined,GBPJPY,LONG,INVALIDATED,1
combined_2026,2026,combined,GBPUSD,LONG,H1_STRUCTURE_RECONSTRUCTED,2
combined_2026,2026,combined,GBPUSD,LONG,H4_IMPULSE_DETECTED,2
combined_2026,2026,combined,GBPUSD,LONG,INVALIDATED,2
combined_2026,2026,combined,GBPUSD,SHORT,EXPIRED,3
combined_2026,2026,combined,GBPUSD,SHORT,H1_REVERSAL_LEG,1
combined_2026,2026,combined,GBPUSD,SHORT,H1_STRUCTURE_RECONSTRUCTED,16
combined_2026,2026,combined,GBPUSD,SHORT,H1_TRENDLINE_BROKEN,1
combined_2026,2026,combined,GBPUSD,SHORT,H1_TREND_MATURE,1
combined_2026,2026,combined,GBPUSD,SHORT,H4_IMPULSE_DETECTED,16
combined_2026,2026,combined,GBPUSD,SHORT,INVALIDATED,13
combined_2026,2026,combined,USDJPY,LONG,H1_STRUCTURE_RECONSTRUCTED,6
combined_2026,2026,combined,USDJPY,LONG,H4_IMPULSE_DETECTED,6
combined_2026,2026,combined,USDJPY,LONG,INVALIDATED,5
combined_2026,2026,combined,USDJPY,SHORT,H1_STRUCTURE_RECONSTRUCTED,2
combined_2026,2026,combined,USDJPY,SHORT,H4_IMPULSE_DETECTED,2
combined_2026,2026,combined,USDJPY,SHORT,INVALIDATED,2
