tp_mode,trades,wins,losses,winrate,avg_win_r,avg_loss_r,expectancy_r,pf,total_r,net_money,avg_hold_sec
FIXED_R,9,4,5,44.44444444444444,1.356428,-0.8452383999999998,0.13328000000000004,1.2838299821683445,1.1995200000000004,0.78,1473.2222222222222
