timestamp;event_type;side;position_id;session_type;breakout_type;breakout_state;execution_trigger;range_tf;execution_tf;partial_target_label;final_target_label;volatility_bucket;breakout_level;range_height_pips;range_atr_pips;setup_to_entry_pips;bars_from_setup_to_entry;stop_distance_pips;planned_risk_amount;partial_hit;be_move;runner_target_enabled;runner_target_hit;runner_stop_at_breakeven;bars_since_entry;bars_to_partial;bars_to_final;bars_to_time_stop;mfe_pips;mae_pips;max_unrealized_r;min_unrealized_r;event_r_multiple;price;entry_price;stop_loss_price;initial_risk_price_distance;target_reward_multiple;target_price;nearest_obstacle_price;nearest_obstacle_type;nearest_obstacle_distance_price;nearest_obstacle_distance_r;obstacle_buffer_r;hard_obstacle_present_before_target;soft_obstacle_present_before_target;clean_path_to_target;obstacle_blocked;obstacle_block_reason;obstacle_count_before_target;hard_obstacle_count_before_target;soft_obstacle_count_before_target;volume;net_profit;outcome;reason
2025.01.03 08:55:00;obstacle_blocked;short;0;tokyo_range_london_break;session_low_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;157.166;39.50000000000102;8.664285714285857;11.999999999997613;23;41.39999999999873;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;157.157;157.157;157.571;0.41399999999998727;2.0;156.329;157.0;round_number;0.1570000000000107;0.3792270531401341;0.2;1;1;0;1;previous_day_level_blocked;3;2;1;0.0;0.0;;previous_day_level_blocked
2025.01.08 10:35:00;obstacle_blocked;long;0;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;expanded;158.255;36.099999999999;9.642857142857281;5.3999999999973625;43;40.500000000000114;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;158.289;158.289;157.884;0.40500000000000114;2.0;159.099;158.418;previous_day_high;0.1290000000000191;0.3185185185185648;0.2;1;1;0;1;previous_day_level_blocked;3;2;1;0.0;0.0;;previous_day_level_blocked
2025.01.10 07:30:00;obstacle_blocked;long;0;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;158.397;46.89999999999941;6.65714285714214;2.5000000000005684;6;50.499999999999545;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;158.423;158.423;157.918;0.5049999999999955;2.0;159.433;158.5;round_number;0.07699999999999818;0.15247524752475025;0.2;1;1;0;1;h1_h4_swing_blocked;2;1;1;0.0;0.0;;h1_h4_swing_blocked
2025.01.15 07:05:00;obstacle_blocked;short;0;tokyo_range_london_break;session_low_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;157.582;49.200000000001864;8.714285714286103;10.099999999999909;1;58.899999999999864;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;157.495;157.495;158.084;0.5889999999999986;2.0;156.317;157.48;current_day_low;0.01500000000001478;0.025466893039074387;0.2;1;1;0;1;opening_range_level_blocked;5;3;2;0.0;0.0;;opening_range_level_blocked
2025.01.17 07:35:00;obstacle_blocked;long;0;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;155.488;51.900000000000546;8.835714285714042;18.700000000001182;7;62.700000000000955;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;155.586;155.586;154.959;0.6270000000000095;2.0;156.84;156.0;round_number;0.41399999999998727;0.6602870813396825;0.2;1;1;0;1;h1_h4_swing_blocked;3;2;1;0.0;0.0;;h1_h4_swing_blocked
2025.01.23 07:05:00;entry;long;2;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;156.607;33.00000000000125;6.585714285714254;11.600000000001387;1;45.000000000001705;34.45701487394606;0;0;1;0;0;0;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;156.717;156.717;156.267;0.45000000000001705;2.0;157.617;157.0;round_number;0.28299999999998704;0.6288888888888362;0.2;0;1;1;0;;1;0;1;0.12;0.0;;session_box_long_exec_range_close_confirm
2025.01.23 07:31:05;partial_exit;long;2;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;156.607;33.00000000000125;6.585714285714254;11.600000000001387;1;45.000000000001705;34.45701487394606;1;1;1;0;0;5;5;-1;-1;2.5999999999982037;8.500000000000796;0.05777777777773567;-0.1888888888888994;0.029021666666665568;156.743;156.717;156.267;0.45000000000001705;2.0;157.617;157.0;round_number;0.28299999999998704;0.6288888888888362;0.2;0;1;1;0;;1;0;1;0.06;1.0;win;partial_exit
2025.01.23 07:31:09;exit;long;2;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;156.607;33.00000000000125;6.585714285714254;11.600000000001387;1;45.000000000001705;34.45701487394606;1;1;1;0;1;5;5;-1;-1;2.5999999999982037;8.500000000000796;0.05777777777773567;-0.1888888888888994;-0.0011608666666666227;156.716;156.717;156.267;0.45000000000001705;2.0;157.617;157.0;round_number;0.28299999999998704;0.6288888888888362;0.2;0;1;1;0;;1;0;1;0.06;-0.04;loss;breakeven_after_partial
2025.02.11 10:10:00;obstacle_blocked;long;0;tokyo_range_london_break;session_high_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;normal;152.053;37.700000000000955;6.299999999999802;7.900000000000773;38;41.200000000000614;0.0;0;0;1;0;0;-1;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;152.078;152.078;151.666;0.41200000000000614;2.0;152.902;152.091;current_day_high;0.01300000000000523;0.03155339805826465;0.2;1;1;0;1;previous_day_level_blocked;4;2;2;0.0;0.0;;previous_day_level_blocked
2025.02.13 08:10:00;entry;short;5;tokyo_range_london_break;session_low_breakout;session_box_ready;exec_range_close_confirm;m15;m5;partial_box_382;final_fixed_r;expanded;154.114;54.59999999999923;10.671428571428542;25.0;14;56.89999999999884;32.672357692454256;0;0;1;0;0;0;-1;-1;-1;0.0;0.0;0.0;0.0;0.0;154.101;154.101;154.67;0.5689999999999884;2.0;152.963;154.08;current_day_low;0.020999999999986585;0.0369068541300299;0.2;0;1;1;0;;2;0;2;0.09;0.0;;session_box_short_exec_range_close_confirm
