run_id,mode,record_type,key,events,valid_bursts,valid_pullbacks,reacceleration_entries,trades,wins,losses,time_exits,win_rate,average_win_r,average_loss_r,expectancy_r,pf,max_dd_r,avg_hold_seconds,median_hold_seconds,p95_hold_seconds,avg_spread,avg_slippage,continuation_shadow_trades,continuation_shadow_expectancy_r,reversal_shadow_trades,reversal_shadow_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"stage3_5bd_event_final","EVENT_STUDY","OVERALL","ALL","33","33","23","7","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","0.0","0.0","0.00000000","0.00000000","7","-0.685374","22","-0.193414","2.000","2","33","25268","0","392","134.250","raw_shock_candidates=28193;ticks_processed=3337011"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","EURUSD","4","4","3","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","4","-0.184659","2.000","2","33","25268","0","392","134.250","raw_candidates=2575;ticks=427672;duplicates=427671;events=4"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","GBPUSD","3","3","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","3","-0.252144","2.000","2","33","25268","0","392","134.250","raw_candidates=3638;ticks=459974;duplicates=427726;events=3"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","USDJPY","10","10","6","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","3","-1.000000","4","0.097567","2.000","2","33","25268","0","392","134.250","raw_candidates=9900;ticks=925965;duplicates=427675;events=10"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","AUDUSD","1","1","1","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","0.051020","2.000","2","33","25268","0","392","134.250","raw_candidates=4780;ticks=533757;duplicates=427671;events=1"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","USDCAD","15","15","11","4","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","4","-0.449405","10","-0.320134","2.000","2","33","25268","0","392","134.250","raw_candidates=5426;ticks=617341;duplicates=427671;events=15"
"stage3_5bd_event_final","EVENT_STUDY","SYMBOL","USDCHF","0","0","0","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","0","0.000000","2.000","2","33","25268","0","392","134.250","raw_candidates=1874;ticks=372302;duplicates=427672;events=0"
"stage3_5bd_event_final","EVENT_STUDY","SESSION","TOKYO","2","2","2","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","1","-0.777778","2.000","2","33","25268","0","392","134.250",""
"stage3_5bd_event_final","EVENT_STUDY","SESSION","LONDON","2","2","2","0","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","0","0.000000","1","1.193548","2.000","2","33","25268","0","392","134.250",""
"stage3_5bd_event_final","EVENT_STUDY","SESSION","NEW_YORK","14","14","8","3","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","3","-0.265873","11","-0.198477","2.000","2","33","25268","0","392","134.250",""
"stage3_5bd_event_final","EVENT_STUDY","SESSION","OVERLAP","9","9","8","1","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","1","-1.000000","7","-0.069662","2.000","2","33","25268","0","392","134.250",""
"stage3_5bd_event_final","EVENT_STUDY","SESSION","OTHER","6","6","3","2","0","0","0","0","0.0000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000","","","0.00000000","0.00000000","2","-1.000000","2","-1.000000","2.000","2","33","25268","0","392","134.250",""
