session,trend_mode,min_breakout_persist,min_spread_z,max_spread_pips,cooldown_bars,stop_loss_pips,target_r,max_hold_bars,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
all,ema_up,1,0.0,2.0,0,10.0,1.0,12,636,1.6157795381168294,-0.0856761006289347,0.5283018867924528,276,3.08093023255814,-0.18927536231883804,0.4782608695652174,0.048776140503514455
all,any,2,0.0,2.0,0,15.0,1.2,12,783,1.979424879744391,-0.053384418901661755,0.4789272030651341,327,3.7739841308006734,-0.03818552497451654,0.47706422018348627,0.04790743620386234
all,any,2,0.0,2.0,3,12.0,1.0,12,704,1.7797127909834627,-0.09997632575757603,0.4943181818181818,291,3.358499639336379,-0.11526345933562726,0.49828178694158076,0.046737707735827166
all,any,2,0.0,2.0,3,12.0,1.2,12,701,1.7721287876127945,-0.10493342843556962,0.4607703281027104,291,3.358499639336379,-0.1059278350515483,0.46735395189003437,0.0466939426112694
all,any,2,0.0,2.0,3,10.0,1.0,12,735,1.8580808258137003,-0.09839455782312939,0.5156462585034014,311,3.5893243568165425,-0.10864951768489126,0.5305466237942122,0.038649615619024295
all,any,2,0.0,2.0,3,12.0,1.0,6,722,1.8252168112074716,-0.08397968605725087,0.48614958448753465,297,3.4277470545804283,-0.12427048260381962,0.4983164983164983,0.03637811243136325
all,ema_up,1,0.0,2.0,0,10.0,1.2,6,641,1.6284822074416472,-0.06595943837753682,0.48829953198127923,277,3.092093023255814,-0.2083032490974793,0.44404332129963897,0.036194517471325384
london_ny,any,1,0.0,2.0,0,15.0,1.2,12,1190,3.0162376237623763,-0.067798319327733,0.4865546218487395,413,4.6173913043478265,-0.057191283292976576,0.48668280871670705,0.03370027061672162
all,any,2,0.0,2.0,3,12.0,1.2,6,720,1.8201608089603596,-0.08712962962963353,0.4597222222222222,297,3.4277470545804283,-0.13641975308641935,0.47474747474747475,0.02761388197897125
london_ny,any,2,0.0,2.0,0,10.0,1.2,12,720,1.8257860583061114,-0.1231388888888913,0.46944444444444444,284,3.283105206117288,-0.12316901408451231,0.4859154929577465,0.0268527257409658
all,ema_up,1,0.0,2.0,0,10.0,1.0,6,659,1.6742118170109914,-0.08044006069802946,0.5098634294385432,290,3.2372093023255815,-0.21058620689655672,0.4689655172413793,0.026695554550810394
all,any,2,0.0,2.0,0,15.0,1.2,6,807,2.0400969067097363,-0.06267657992565387,0.4708798017348203,346,3.9932676124068287,-0.0754720616570333,0.4884393063583815,0.025890176991783413
all,any,2,0.0,2.0,0,15.0,1.0,12,791,1.9996488887328394,-0.06372524230931481,0.5006321112515802,336,3.877855253666747,-0.07851190476190706,0.4880952380952381,0.025835946020813804
all,any,2,0.0,2.0,0,12.0,1.2,12,837,2.115936940416418,-0.09220430107527032,0.47072879330943845,363,4.189468622264968,-0.07141873278237183,0.4931129476584022,0.02226844446419075
all,any,1,0.0,2.0,0,15.0,1.2,12,1530,3.8660770688566015,-0.0673551198257103,0.47843137254901963,576,6.419814241486067,-0.08252314814814608,0.46875,0.02019012799564318
all,any,2,0.0,2.0,0,15.0,1.0,6,815,2.0603209156981848,-0.06579959100204753,0.4883435582822086,355,4.097138735272902,-0.0914366197183112,0.49577464788732395,0.01968824562919328
london_ny,any,2,0.0,2.0,0,10.0,1.0,12,735,1.8638232678541553,-0.12655782312925382,0.508843537414966,298,3.4449484205033514,-0.13500000000000584,0.5268456375838926,0.019300522432453112
all,any,2,0.0,2.0,3,10.0,1.0,6,743,1.8783048348021487,-0.10624495289367636,0.4952893674293405,314,3.6239480644385673,-0.13474522292994157,0.5095541401273885,0.018174574526567167
all,any,2,0.0,2.0,3,10.0,1.2,12,728,1.8403848179488078,-0.10589285714285808,0.4725274725274725,309,3.5662418850685262,-0.14090614886731712,0.4692556634304207,0.017888637960789815
london_ny,any,2,0.0,2.0,0,10.0,1.2,6,724,1.83592931418559,-0.1295027624309424,0.457182320441989,289,3.3409063541123105,-0.13446366782007424,0.4809688581314879,0.017360935992908364
